workload	mode	accepted_namespace	origin	status	cycles	instructions	config_sha256	payload_sha256	core_sha	runtime_sha256	observer_sha256	scientific_framework_sha	evidence_path	evidence_sha256	raw_run_ref
GEMM	IO	/workspace/fast64-runs/fast64_4_gemm_io_cap8192_a1_v3/simulator.stdout	LITERAL_BBCBB_COMMON_TRIPLET_CAP_INERT	CANDIDATE_PENDING_STAGE4_HANDOFF	1488845	739246080	d4a2d9d0088946b950370b922a8d8e34422bbca9bac26f109b3977fe02a7f621	e9b9ccfcbb05f74016d5fcc2eedb63306e42b2a13b340b2dd36ce5ead5f63269	bbcbb5e7565417102087bc80b14c349b4e568c05	6a8743b4d7adc7f56d40aafdf913718c9e0ad13641e962aa8ef5e3ee35d4f041	2c2a6a272c129243626617e2b80ded798b30ccb09377d07a2ca453209074074e	037f008b330eb230353b60edf126d6be9f45afdc	docs/dtc_l1/fast64/generated/fast64_4_precomputed_rows_v1/fast64_4_gemm_io_cap8192_a1_v3.json	676b3211dbd0214424bdc711d203587d2ef688189e0150b4bf2869201876c13c	/workspace/fast64-runs/fast64_4_gemm_io_cap8192_a1_v3
GEMM	OO	/workspace/fast64-runs/fast64_4_gemm_oo_cap8192_a1_v3/simulator.stdout	LITERAL_BBCBB_COMMON_TRIPLET_CAP_INERT	CANDIDATE_PENDING_STAGE4_HANDOFF	1396643	739246080	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	e9b9ccfcbb05f74016d5fcc2eedb63306e42b2a13b340b2dd36ce5ead5f63269	bbcbb5e7565417102087bc80b14c349b4e568c05	6a8743b4d7adc7f56d40aafdf913718c9e0ad13641e962aa8ef5e3ee35d4f041	2c2a6a272c129243626617e2b80ded798b30ccb09377d07a2ca453209074074e	037f008b330eb230353b60edf126d6be9f45afdc	docs/dtc_l1/fast64/generated/fast64_4_precomputed_rows_v1/fast64_4_gemm_oo_cap8192_a1_v3.json	17068540247c26557689db1be66d15debe2065e513808727f511c506294b6214	/workspace/fast64-runs/fast64_4_gemm_oo_cap8192_a1_v3
2DConvolution	BASE	/workspace/fast64-stage3-tag-identity-repair-v2/fast64_3_2DConvolution_base_core6587238c_a1_v1/simulator.stdout	CORE658_COMMON_TRIPLET_CAP_INERT	CANDIDATE_PENDING_STAGE4_HANDOFF	2247155	620347492	1a016e3cac65376330a92dd3fcf037d5fdcab5e7d295920be568e04600dd1cde	e9b9ccfcbb05f74016d5fcc2eedb63306e42b2a13b340b2dd36ce5ead5f63269	6587238c60214d99491f4048e28ce8a3458c1509	29a3dd9f57a5accb89822ca3fcf06b11c437bfe864ee43d2ff5f26c8c056f3c1	2c2a6a272c129243626617e2b80ded798b30ccb09377d07a2ca453209074074e	037f008b330eb230353b60edf126d6be9f45afdc	docs/dtc_l1/fast64/generated/fast64_3_tag_identity_repair_v2/fast64_3_2DConvolution_base_core6587238c_a1_v1.json	f74debdf021b1dfb333cbd9bbb9601fdb6b479193d801c8a6fd4021af45b3961	/workspace/fast64-stage3-tag-identity-repair-v2/fast64_3_2DConvolution_base_core6587238c_a1_v1
2DConvolution	IO	/workspace/fast64-primary-r4-cap-recovery/fast64_4_2DConvolution_io_cap16384_core658_a1_v1/simulator.stdout	CORE658_COMMON_TRIPLET_CAP_INERT	CANDIDATE_PENDING_STAGE4_HANDOFF	627281	620347492	c8988391c568126ce6c3a31b8f1cfa710958816f02c5ced49065301524e111f0	e9b9ccfcbb05f74016d5fcc2eedb63306e42b2a13b340b2dd36ce5ead5f63269	6587238c60214d99491f4048e28ce8a3458c1509	29a3dd9f57a5accb89822ca3fcf06b11c437bfe864ee43d2ff5f26c8c056f3c1	2c2a6a272c129243626617e2b80ded798b30ccb09377d07a2ca453209074074e	037f008b330eb230353b60edf126d6be9f45afdc	docs/dtc_l1/fast64/generated/fast64_4_cap16384_recovery_v1/fast64_4_2DConvolution_io_cap16384_core658_a1_v1.json	66c9053efd82d35fe19e9d13fd0caf560545573d5ac510c74bf1ec9995a7e4bf	/workspace/fast64-primary-r4-cap-recovery/fast64_4_2DConvolution_io_cap16384_core658_a1_v1
2DConvolution	OO	/workspace/fast64-primary-r4-tag-identity-v2/fast64_4_primary_2DConvolution_oo_core6587238c_a1_v1/simulator.stdout	CORE658_COMMON_TRIPLET_CAP_INERT	CANDIDATE_PENDING_STAGE4_HANDOFF	593208	620347492	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	e9b9ccfcbb05f74016d5fcc2eedb63306e42b2a13b340b2dd36ce5ead5f63269	6587238c60214d99491f4048e28ce8a3458c1509	29a3dd9f57a5accb89822ca3fcf06b11c437bfe864ee43d2ff5f26c8c056f3c1	2c2a6a272c129243626617e2b80ded798b30ccb09377d07a2ca453209074074e	037f008b330eb230353b60edf126d6be9f45afdc	docs/dtc_l1/fast64/generated/fast64_4_2d_tag_identity_v2/fast64_4_primary_2DConvolution_oo_core6587238c_a1_v1.json	43946ac22d4795ffdfae5c27107fbfe59c17fd8ae43949b0f732f04ab132b7a9	/workspace/fast64-primary-r4-tag-identity-v2/fast64_4_primary_2DConvolution_oo_core6587238c_a1_v1
Btree	BASE	/workspace/fast64-repaired-ramp/fast64_btree_base_core95ccdb7a_a1_r1/simulator.stdout	CORE95_COMMON_TRIPLET_CAP_INERT	CANDIDATE_PENDING_STAGE4_HANDOFF	369977	444467849	1a016e3cac65376330a92dd3fcf037d5fdcab5e7d295920be568e04600dd1cde	e9b9ccfcbb05f74016d5fcc2eedb63306e42b2a13b340b2dd36ce5ead5f63269	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	2c2a6a272c129243626617e2b80ded798b30ccb09377d07a2ca453209074074e	037f008b330eb230353b60edf126d6be9f45afdc	docs/dtc_l1/fast64/generated/fast64_repaired_ramp_v1/fast64_btree_base_core95ccdb7a_a1_r1.json	57f13bde510dc93d4111d04aec38722498c4a4f79d36d97a35cf5e26b847b805	/workspace/fast64-repaired-ramp/fast64_btree_base_core95ccdb7a_a1_r1
Btree	IO	/workspace/fast64-repaired-ramp/fast64_btree_io_core95ccdb7a_a1_r1/simulator.stdout	CORE95_COMMON_TRIPLET_CAP_INERT	CANDIDATE_PENDING_STAGE4_HANDOFF	244231	444467849	d4a2d9d0088946b950370b922a8d8e34422bbca9bac26f109b3977fe02a7f621	e9b9ccfcbb05f74016d5fcc2eedb63306e42b2a13b340b2dd36ce5ead5f63269	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	2c2a6a272c129243626617e2b80ded798b30ccb09377d07a2ca453209074074e	037f008b330eb230353b60edf126d6be9f45afdc	docs/dtc_l1/fast64/generated/fast64_repaired_ramp_v1/fast64_btree_io_core95ccdb7a_a1_r1.json	f3246b76b4c4fe342b303d3d03afb136c37ce1fec079368e0a61aed73f6200a1	/workspace/fast64-repaired-ramp/fast64_btree_io_core95ccdb7a_a1_r1
Btree	OO	/workspace/fast64-repaired-ramp/fast64_btree_oo_core95ccdb7a_a1_r1/simulator.stdout	CORE95_COMMON_TRIPLET_CAP_INERT	CANDIDATE_PENDING_STAGE4_HANDOFF	172795	444467849	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	e9b9ccfcbb05f74016d5fcc2eedb63306e42b2a13b340b2dd36ce5ead5f63269	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	2c2a6a272c129243626617e2b80ded798b30ccb09377d07a2ca453209074074e	037f008b330eb230353b60edf126d6be9f45afdc	docs/dtc_l1/fast64/generated/fast64_repaired_ramp_v1/fast64_btree_oo_core95ccdb7a_a1_r1.json	7e8306c558d494dc83b525f54a37d1213d8433675f2531842c9d7f7198a0765f	/workspace/fast64-repaired-ramp/fast64_btree_oo_core95ccdb7a_a1_r1
DWT2D	BASE	/workspace/fast64-runs/fast64_3_precomputed_dwt2d_base_cap8192_a1_r2/simulator.stdout	LITERAL_BBCBB_COMMON_TRIPLET_CAP_INERT	CANDIDATE_PENDING_STAGE4_HANDOFF	344119	148684429	1a016e3cac65376330a92dd3fcf037d5fdcab5e7d295920be568e04600dd1cde	e9b9ccfcbb05f74016d5fcc2eedb63306e42b2a13b340b2dd36ce5ead5f63269	bbcbb5e7565417102087bc80b14c349b4e568c05	6a8743b4d7adc7f56d40aafdf913718c9e0ad13641e962aa8ef5e3ee35d4f041	2c2a6a272c129243626617e2b80ded798b30ccb09377d07a2ca453209074074e	037f008b330eb230353b60edf126d6be9f45afdc	docs/dtc_l1/fast64/generated/fast64_3_dwt2d_base_alias_v3/fast64_3_precomputed_dwt2d_base_cap8192_a1_r2.json	66d1a380bba645a46beee317484fd3d060491c2a86bd9d63bf8d7e15958bfd99	/workspace/fast64-runs/fast64_3_precomputed_dwt2d_base_cap8192_a1_r2
DWT2D	IO	/workspace/fast64-runs/fast64_4_dwt2d_io_cap8192_a1_v3/simulator.stdout	LITERAL_BBCBB_COMMON_TRIPLET_CAP_INERT	CANDIDATE_PENDING_STAGE4_HANDOFF	241380	148684429	d4a2d9d0088946b950370b922a8d8e34422bbca9bac26f109b3977fe02a7f621	e9b9ccfcbb05f74016d5fcc2eedb63306e42b2a13b340b2dd36ce5ead5f63269	bbcbb5e7565417102087bc80b14c349b4e568c05	6a8743b4d7adc7f56d40aafdf913718c9e0ad13641e962aa8ef5e3ee35d4f041	2c2a6a272c129243626617e2b80ded798b30ccb09377d07a2ca453209074074e	037f008b330eb230353b60edf126d6be9f45afdc	docs/dtc_l1/fast64/generated/fast64_4_precomputed_rows_v1/fast64_4_dwt2d_io_cap8192_a1_v3_recovered_v2.json	87abd3fab072ba8a05db6ed50f3dfafa6e1ddc42ecf335104fc87ec82c7df1a0	/workspace/fast64-runs/fast64_4_dwt2d_io_cap8192_a1_v3
DWT2D	OO	/workspace/fast64-runs/fast64_4_dwt2d_oo_cap8192_a1_v3/simulator.stdout	LITERAL_BBCBB_COMMON_TRIPLET_CAP_INERT	CANDIDATE_PENDING_STAGE4_HANDOFF	234651	148684429	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	e9b9ccfcbb05f74016d5fcc2eedb63306e42b2a13b340b2dd36ce5ead5f63269	bbcbb5e7565417102087bc80b14c349b4e568c05	6a8743b4d7adc7f56d40aafdf913718c9e0ad13641e962aa8ef5e3ee35d4f041	2c2a6a272c129243626617e2b80ded798b30ccb09377d07a2ca453209074074e	037f008b330eb230353b60edf126d6be9f45afdc	docs/dtc_l1/fast64/generated/fast64_4_precomputed_rows_v1/fast64_4_dwt2d_oo_cap8192_a1_v3_recovered_v2.json	3bd6c7a072edac23cbbfba76db18d07936b0207dd876daaf4e9fbafd84d118bb	/workspace/fast64-runs/fast64_4_dwt2d_oo_cap8192_a1_v3
Gaussian	BASE	/workspace/fast64-primary-r4-cap-recovery/fast64_4_Gaussian_base_cap16384_core95_a1_v1/simulator.stdout	CORE95_COMMON_TRIPLET_CAP_INERT	CANDIDATE_PENDING_STAGE4_HANDOFF	4229815	283685120	1e9014102974172ee93879c272e667f65f80607f95a05da231d3dc633cafc2fc	e9b9ccfcbb05f74016d5fcc2eedb63306e42b2a13b340b2dd36ce5ead5f63269	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	2c2a6a272c129243626617e2b80ded798b30ccb09377d07a2ca453209074074e	037f008b330eb230353b60edf126d6be9f45afdc	docs/dtc_l1/fast64/generated/fast64_4_cap16384_recovery_v1/fast64_4_Gaussian_base_cap16384_core95_a1_v1.json	e336a45092bc96a91b215baa453ad26b89d3211f45226f0c8f3f9b1ca2dd142f	/workspace/fast64-primary-r4-cap-recovery/fast64_4_Gaussian_base_cap16384_core95_a1_v1
Gaussian	IO	/workspace/fast64-primary-r4-cap-recovery/fast64_4_Gaussian_io_cap16384_core95_a1_v1/simulator.stdout	CORE95_COMMON_TRIPLET_CAP_INERT	CANDIDATE_PENDING_STAGE4_HANDOFF	3817538	283685120	c8988391c568126ce6c3a31b8f1cfa710958816f02c5ced49065301524e111f0	e9b9ccfcbb05f74016d5fcc2eedb63306e42b2a13b340b2dd36ce5ead5f63269	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	2c2a6a272c129243626617e2b80ded798b30ccb09377d07a2ca453209074074e	037f008b330eb230353b60edf126d6be9f45afdc	docs/dtc_l1/fast64/generated/fast64_4_cap16384_recovery_v1/fast64_4_Gaussian_io_cap16384_core95_a1_v1.json	c5ef8a1a7653b47da9a7e1ff64fba55ee36afc10ba94de21d51d35a08f5d55aa	/workspace/fast64-primary-r4-cap-recovery/fast64_4_Gaussian_io_cap16384_core95_a1_v1
Gaussian	OO	/workspace/fast64-primary-r4-cap-recovery/fast64_4_Gaussian_oo_cap16384_core95_a1_v1/simulator.stdout	CORE95_COMMON_TRIPLET_CAP_INERT	CANDIDATE_PENDING_STAGE4_HANDOFF	3820325	283685120	21d15db8e11f664003ca9b968da4056c919b7ec911bb4da8ac4c106114b66150	e9b9ccfcbb05f74016d5fcc2eedb63306e42b2a13b340b2dd36ce5ead5f63269	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	2c2a6a272c129243626617e2b80ded798b30ccb09377d07a2ca453209074074e	037f008b330eb230353b60edf126d6be9f45afdc	docs/dtc_l1/fast64/generated/fast64_4_cap16384_recovery_v1/fast64_4_Gaussian_oo_cap16384_core95_a1_v1.json	7bcf801d3050ea228a56ab0ba622164e625d17b574c5325b737a46f657ac52ae	/workspace/fast64-primary-r4-cap-recovery/fast64_4_Gaussian_oo_cap16384_core95_a1_v1
Hotspot1	BASE	/workspace/fast64-repair-formal/fast64_hotspot1_base_core95ccdb7a_a1_v1/simulator.stdout	CORE95_COMMON_TRIPLET_CAP_INERT	CANDIDATE_PENDING_STAGE4_HANDOFF	160486	377291004	1a016e3cac65376330a92dd3fcf037d5fdcab5e7d295920be568e04600dd1cde	e9b9ccfcbb05f74016d5fcc2eedb63306e42b2a13b340b2dd36ce5ead5f63269	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	2c2a6a272c129243626617e2b80ded798b30ccb09377d07a2ca453209074074e	037f008b330eb230353b60edf126d6be9f45afdc	docs/dtc_l1/fast64/generated/fast64_repaired_core_qual_v1/fast64_hotspot1_base_core95ccdb7a_a1_v1.json	6ced15cd179d2320e5781a35c7f2dbd4f3ec8b805176fdfbcfcaa623ac4da694	/workspace/fast64-repair-formal/fast64_hotspot1_base_core95ccdb7a_a1_v1
Hotspot1	IO	/workspace/fast64-primary-r4-cap-recovery/fast64_4_Hotspot1_io_cap32768_core95_a1_v1/simulator.stdout	CORE95_COMMON_TRIPLET_FINAL_CAP	CANDIDATE_PENDING_STAGE4_HANDOFF	85633	377291004	896ff47dcab159092e646744af0e5ce0fa810c8420ace1807c709fbaf3b8a0c0	e9b9ccfcbb05f74016d5fcc2eedb63306e42b2a13b340b2dd36ce5ead5f63269	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	2c2a6a272c129243626617e2b80ded798b30ccb09377d07a2ca453209074074e	037f008b330eb230353b60edf126d6be9f45afdc	docs/dtc_l1/fast64/generated/fast64_4_cap32768_recovery_v1/fast64_4_Hotspot1_io_cap32768_core95_a1_v1.json	39bd1f99816d1133633999c8373af24c41ac859b2d04641c5ba5a22c1cc217f0	/workspace/fast64-primary-r4-cap-recovery/fast64_4_Hotspot1_io_cap32768_core95_a1_v1
Hotspot1	OO	/workspace/fast64-primary-r4-cap-recovery/fast64_4_Hotspot1_oo_cap32768_core95_a1_v1/simulator.stdout	CORE95_COMMON_TRIPLET_FINAL_CAP	CANDIDATE_PENDING_STAGE4_HANDOFF	84173	377291004	ed5cc0315b7f7a206ebed0c3b6c03ef26d7b05c4386b880213cab6c576a816d6	e9b9ccfcbb05f74016d5fcc2eedb63306e42b2a13b340b2dd36ce5ead5f63269	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	2c2a6a272c129243626617e2b80ded798b30ccb09377d07a2ca453209074074e	037f008b330eb230353b60edf126d6be9f45afdc	docs/dtc_l1/fast64/generated/fast64_4_cap32768_recovery_v1/fast64_4_Hotspot1_oo_cap32768_core95_a1_v1.json	53d4739cd1173f3818642625cb256e215a0f7750778da0ffc91acdaf9e081895	/workspace/fast64-primary-r4-cap-recovery/fast64_4_Hotspot1_oo_cap32768_core95_a1_v1
