phase	decode_step	layer_id	input_shape	input_dtype	output_sha256	materialized_tensor_count	weight_bytes	kv_key_sha256	kv_value_sha256	peak_allocated	peak_reserved	post_release_allocated	post_release_reserved
DECODE	0	23	[1, 1, 2048]	torch.bfloat16	a15f8ac2b71503a81f53172d918bd64b3f5fa10ec499d621134b2133a6f0d76d	393	1246241280	84e85ae495418394486b9409eec7a9f7398ba3670a21005025145b302f03403f	a0deb75f490c7a0de5da9f8522373f551df7baa0912a7fa45cfcdb53e1b417be	1272699392	1981808640	21165056	1981808640
DECODE	0	24	[1, 1, 2048]	torch.bfloat16	5a1bc08a4722f2a7db052a006ab18689c18ce760d84a34d342d027391659ed4d	393	1246241280	9f2a7fde3c0aa4aa8ae43af882ce9ed77384b222173f97c6d08815a5cc82b51c	4dfcf491d5279531e0d4845fc587f143f82100c8ef71c512556f29c9fccad8bf	1272701440	1981808640	21167104	1981808640
DECODE	0	25	[1, 1, 2048]	torch.bfloat16	6369d19f5687d98c13b8ae8647ba362d56ba5fde7538345ff203414bfc9a2c08	393	1246241280	962549244f5f3b7669c3c86162a31781d3db70ecebeae7663b4f19e974b285f3	86fa70cef79ea20af2d4b128c4bce86e85aebd84a8b2e76dcb7c6ea96a3fcedc	1272703488	1981808640	21169152	1981808640
DECODE	0	26	[1, 1, 2048]	torch.bfloat16	1f42c30ae0ed7bbcefe8c517cca8277909d21f2328d2061e1f91d10fe37a9e89	393	1246241280	e34ad1ed7fc9a91018944f6a84db83d930ad87dc5783b86eca3c905064f0d000	c7c5c2620a7a59c58694a790784b088667a786058ab57ee16d2fffc861f8885f	1272705536	1981808640	21171200	1981808640
DECODE	0	27	[1, 1, 2048]	torch.bfloat16	6dbd97b0d3480730060614dae98fc5c0e87b05c16e40f815dd29463a075ba8e9	393	1246241280	671a92f9c8d113993f4e2e73572cc770e689c4f4ead64eb23b378515ca811c5c	86327b662b000783c244533e4900ec825ded9d9f70f20aa7d711145abca86db3	1272707584	1981808640	21173248	1981808640
DECODE	0	28	[1, 1, 2048]	torch.bfloat16	99e244917e875b4f306020e313dd4e7295c5f4d41b586073cc381a7ec062a0d3	393	1246241280	72d603a53affa7e9001aaca19d0167c0a22416dc754b8ae74339cc5dd9a88b3d	2dae2398dbb8b1a383bf10e912be986053f3e8d720175e0af2a7d80cc7ed2482	1272709632	1981808640	21175296	1981808640
DECODE	0	29	[1, 1, 2048]	torch.bfloat16	e5772f5f619378798632254209aaff35b7216d6dd24c93f90440a765fc091ae0	393	1246241280	ac5f171a93ece1007709d1ab156765b868f2ca2ff3448e59eff18e7108ab131f	c6ff8854d9731ec7718489802d7870355364a7817c5a91ed6d79d50126ba0b7e	1272711680	1981808640	21177344	1981808640
DECODE	0	30	[1, 1, 2048]	torch.bfloat16	f8089409496845de23b6e75828ab3a9b9c2d3995233e036f20d1320942c3e46a	393	1246241280	397755666507056228d9376c6edf3e9169499a718d66d4331d952a6ca55cc4af	9b5d8ce70af7687ab94e851a71de24100c460b7848de0e456905e14d8354b625	1272713728	1981808640	21179392	1981808640
DECODE	0	31	[1, 1, 2048]	torch.bfloat16	de7fc083c4d69a5529d39f2774547b42f2f84b970d302e0a7956d953f9c265b6	393	1246241280	5fabc3cba6785779ef899635333674f2dc4d0db5575f75bf0d7b81bce1e8ec26	600345469bf63dd4638518b273bc79c0fa58b646baa3f0a437d71ba966f6a380	1272715776	1981808640	21181440	1981808640
DECODE	0	32	[1, 1, 2048]	torch.bfloat16	c40a07e23c1a8425d17dbafe400a3e9124d1989001127157addadd05e88d0fcf	393	1246241280	7f7c05eb6f732701527e4e9f1a704ff297f1ea024b52f7bbbacf2bb3beda0a7e	7d4895ac83bb5afbc1159f3a88c9de28176e04da568dfbcc2a2413deda70642e	1272717824	1981808640	21183488	1981808640
DECODE	0	33	[1, 1, 2048]	torch.bfloat16	42b084f6a97a20128e013878a49b7758966ecb593efe3197dde97fc290d89b45	393	1246241280	149ed53da5cc0a065da77cfcc90e18b3658c7c870222b9ccec8aab83513aaaf5	c39e2cc121a247a097b3d442ecae1b180f1d193308771716d1bbe53458a8d8af	1272719872	1981808640	21185536	1981808640
DECODE	0	34	[1, 1, 2048]	torch.bfloat16	bacfa6f123f84017c0e8073d9258146d8dcd701c0c53748527535850034163e7	393	1246241280	edd6f3a634e5f66e77d9493360d9a9de875ad3806be4027d1c16aafbf3a811ae	65949abdacb6ede14464330119e25a0b7d130a34ff7467a9341ae8386d1b6409	1272721920	1981808640	21187584	1981808640
DECODE	0	35	[1, 1, 2048]	torch.bfloat16	85e343c3f898f93a5833261b347f23d2ea335dec0d8c3ecacfedcff0af03df67	393	1246241280	295f7099ed7c5f843a004f0c53e4c754b0e789755b37313cc1ff7c5302fbe251	1dbe6a89a9e4da87751037959112e24493768d1610ad6536c9d658d41f3ae017	1272723968	1981808640	21189632	1981808640
DECODE	0	36	[1, 1, 2048]	torch.bfloat16	99316b20d43d3573f91fc26d8c68ac84d072a62430f5bc63388553b0f777996f	393	1246241280	cdb8eafe7ae9a112f1fb36ac9548ca42f350508afd1ae8272a7c48a28beeef5d	3b9b4f786ed2340bf3cfc4abd37d90fdfcc8964579135aeee7ebc92a71f8e1c9	1272726016	1981808640	21191680	1981808640
DECODE	0	37	[1, 1, 2048]	torch.bfloat16	abb0f5f8971a1ce7b95a1536c1dfe09330851ba5b12ab49a315b50ec4a9f222d	393	1246241280	1cbe85714dd405f75e0b118937c1e45fb1e36d5149fb0fcd30943e113090279a	75aff4fefb6943d51fe74776eaac754349a1dd8e4b77a0c4f9134e54d2bb4c6b	1272728064	1981808640	21193728	1981808640
DECODE	0	38	[1, 1, 2048]	torch.bfloat16	2da811ccde9b984607c64737cd762a89772db23d877555c3f7df84da98c17f6a	393	1246241280	1a05c78262018b5280da0cbfbebac1d4afa0ab63a570270d2a7eea6b6ae1eb78	0669f9a8600013c01312585a638679e9e2ccd4e4bbb2f75bc9acac69de1dae9f	1272730112	1981808640	21195776	1981808640
DECODE	0	39	[1, 1, 2048]	torch.bfloat16	065274f30a8268ee0f594d063147065249536f23c8bf016603ffe6dadcf76a98	393	1246241280	355d449091ae904026689a4c5543242056e47732050de3803fa1dd24e47a1c02	a58f414d3648c7b4d58313d7feddb9805627672cc690675a1b0f5909df91f2f6	1272732160	1981808640	21197824	1981808640
DECODE	0	40	[1, 1, 2048]	torch.bfloat16	218426848efdbe4af0fdf667190a04b51dada4b71a4faceea00d37f08f3841d1	393	1246241280	6920ed264f743eed839e130d4f5d87e57ba6cbde6d5ec70da721c6319b12aaf9	59d0ce7c291062cdc2530e79ed48a467921908432913050b21c0d146a41e190b	1272734208	1981808640	21199872	1981808640
DECODE	0	41	[1, 1, 2048]	torch.bfloat16	58fed56afb93341494140d908ba63eb915808eb69674f6a0f9121aa661a025fa	393	1246241280	6414c5f3167de2255dbcef62daae4e24e71a4a882322d1bf2bed38bf6bb9a434	b41f1171a34210d96d1672e678eef465cea879e7c633923690dc5a17bea0c8d7	1272736256	1981808640	21201920	1981808640
DECODE	0	42	[1, 1, 2048]	torch.bfloat16	5807d0ab0cfaa93011970d7dc20b07cbb279480ba507d3a8a47bed97488f94b5	393	1246241280	cf1354541a0806f41fdf3882fc94b2281a3eb29a2aa84006996a0a6f3177ae03	45d6c5f6493efe6c276ad29be9363ef307084e67bcbee2880e044fea9d97e992	1272738304	1981808640	21203968	1981808640
DECODE	0	43	[1, 1, 2048]	torch.bfloat16	7f370a37df551389526ed8dd30fc4e994ccb57be6facf3b609938a2f0618e247	393	1246241280	20f64bedbb623f5f2d66a7813cec66e42c8e44c55bfa5a287a71a49baca66d9f	595340d7ff0e2341c6047ee386105c1d949624434b704b20832cda34c3138651	1272740352	1981808640	21206016	1981808640
DECODE	0	44	[1, 1, 2048]	torch.bfloat16	73a71b7bbfa5cf7ccad8cd31702d7d957451e31b2f0560e379350d3380a6707f	393	1246241280	f53e9043b81afa9118e0c7c69e36d4fc01d34f1f2ee2e9cc36ff047af15d3a27	443fe1cd2213ce2782646080be33ea2ca2c64f4a0d724d1589d353079a579777	1272742400	1981808640	21208064	1981808640
DECODE	0	45	[1, 1, 2048]	torch.bfloat16	ae2d4d8289f9a8cd332d7809f9374f7f1b728e53854e2e3416cc9e71e6494959	393	1246241280	ae427d38aff197c8b1e2bf3e318452bd2bbfc0b4057e4493a9397da2dc43ee5b	529c493c18725ce7e41ce242c8352c8a7ac2cb8acd289c357a46f5daf546c49f	1272744448	1981808640	21210112	1981808640
DECODE	0	46	[1, 1, 2048]	torch.bfloat16	2e0fc253910222b39a8f142be7fc7bf8f0ff0f7afae1395b78d54e00f699e702	393	1246241280	2435271736a1cc52135d1bb24062865fa3077300dd66fae39e4a89f832bd8403	fbb107e856c507139c07326fcea49d9391b54a945255d3f688b1ebed3a17d2dc	1272746496	1981808640	21212160	1981808640
DECODE	0	47	[1, 1, 2048]	torch.bfloat16	84d7c514cbdba0aab57729bd54495f2a0b6f7f391469c4ac5bb7731741e6b533	393	1246241280	42905915d59f5ef06ce3faf8dc6f52cc30988edc27bdc30f77c6248a6f966247	0f192f836028899dfb04f2ebab34b743f9783262136e638d3cb303db248de156	1272748544	1981808640	21214208	1981808640
DECODE	1	0	[1, 1, 2048]	torch.bfloat16	24d4311895876568ac802b9ee9438f966074468f3a72677b10a1866c4982ea3e	393	1246241280	4b34f8fcee9d492d24acf137a84928357e25b90ddf0f916ca9bc976dbff7d37d	a98f4d3209166bf9b4038ce370095ce8a24de86ae78fe0e5ac24238d612fd4b5	1272750080	1981808640	21215744	1981808640
DECODE	1	1	[1, 1, 2048]	torch.bfloat16	a7bb83876051b6158465261a2155f73c1dcc044ff4c606ab6aa9556b1ea6331e	393	1246241280	a3a5bf221da4b1537b54c6cb7e5f6ecc9037f8e65fa09a3aac5f76054d2db52b	9c868e399696a51752db77999dddaefd5edec77c8b63864e4f4003f53a0f55e2	1272752640	1981808640	21218304	1981808640
DECODE	1	2	[1, 1, 2048]	torch.bfloat16	a1f5734d80630b46e43c39d2fc067ad7e0f0c6149bdb36a8aaf3c1326eab458f	393	1246241280	69c28673f3bcee14d4b1677dc58dd7e9f6012330df4315ba3b9fe983236123bd	62123ed91bfd7e4014e8d542d0c974bf553d159dbd591ceec23b662c7ae0e4d1	1272754688	1981808640	21220352	1981808640
DECODE	1	3	[1, 1, 2048]	torch.bfloat16	2d875b97b1f87e85b086bee43330be42b6d1fca3a42b473189e53fb494a346bd	393	1246241280	6af45edb7e12c48dccb6b1a09644dae139101628477fc651394b05a455a11ed5	c0fabb1dc00e989fc9f0685b606a6a5d4fe24fde67bac83ea257bd61e3322dcb	1272756736	1981808640	21222400	1981808640
DECODE	1	4	[1, 1, 2048]	torch.bfloat16	028e3733a5881b410ed86b65365e2b8fca53692065482644abedfbc9968752e8	393	1246241280	23f9cfffca96e3bf24f384d7f4e8b476a4397781e6c1bfda78b2ce5f0f7618dc	b1b08c9dcd949c8130f154f5400699d039326321defd7ec32cba303f73400a5b	1272758784	1981808640	21224448	1981808640
DECODE	1	5	[1, 1, 2048]	torch.bfloat16	b44040f3847117c20aeb8ea8b88193e60f333e9e0e0f1d5e219f49a6334b3004	393	1246241280	8f56b65d6821a0726ba23a7da3196b87ac9df35ed4d675073af8c6765842b6d7	ba07c371e43cc6774f003b32f4ccb91bb36da2507c3bb770f3072fd93d51e9d7	1272760832	1981808640	21226496	1981808640
DECODE	1	6	[1, 1, 2048]	torch.bfloat16	b62b0cca832bb9bd3eb7417d92db3552da11759493517262163e98fb133bc69f	393	1246241280	9814be3a7dd97e4d0b67e2b515da5094e52f94ddab3ec6b72cb492e1e27ec691	bfd0f45e2df26e8167fedc757f1b4436f0f9cb54791c1ca3b6bfc418c120c0f4	1272762880	1981808640	21228544	1981808640
DECODE	1	7	[1, 1, 2048]	torch.bfloat16	6bd3e80120df4d26b5a8e54dd39ea2513be62c90080a3c59184e9276e3d78992	393	1246241280	c7b307f3513f611dc5bc4a12e362bb82a30c580c858f97b9736b521fc789ac31	0151d2cabf58eee5864e467a6fa914b5a208e6a647c0745ca2587cb403710d02	1272764928	1981808640	21230592	1981808640
DECODE	1	8	[1, 1, 2048]	torch.bfloat16	ddf23454caaa7599189c62e9e892974d1b1ca9429dac26d20cf70680905c5db9	393	1246241280	9606083bf3e53ef246667fd4a7fcacbedc03a57d12a496fc910e670503cfc99a	ef6de90443345d15721603e95a88f543727aa4bfb255e0548f76edc9ca1b7173	1272766976	1981808640	21232640	1981808640
DECODE	1	9	[1, 1, 2048]	torch.bfloat16	df44d47f1e286fd2ec35278958de6f1e564459067ff818f031b25817c1c920e2	393	1246241280	b10b8bdfe431948b5dd2792b7c37222d54410fcb0180778af4929df723459dd5	e715ee4a3eb80997aedeafccbaf029962e403f108e4db6bb10bbd6c11017f474	1272769024	1981808640	21234688	1981808640
DECODE	1	10	[1, 1, 2048]	torch.bfloat16	b47b0c9544a8c23d314194b9e2d5b96e8cd9e45fb119f37330fe007e5f629ee7	393	1246241280	3c25844c04b64f983507f48a5c7e0abe816b4dc9451cd5f13688de6e79fc59e1	e55c058d46fba77e872d2afdaeb2728825a0a916eefcbd99ac702220976ac93f	1272771072	1981808640	21236736	1981808640
DECODE	1	11	[1, 1, 2048]	torch.bfloat16	7bb5bb2060095a1292b32847709f2738477bffff05ef3b97b802d26613c11231	393	1246241280	69e665103ffd0f5518f08df33109bb80d79dedc482c52c0a15b0c86db122bf0f	31f55e0fde8141843736fa60dd8b139f9194ec427d8480a6bbe414692be855b6	1272773120	1981808640	21238784	1981808640
DECODE	1	12	[1, 1, 2048]	torch.bfloat16	8b54259642db84e6907c85659e4c438ae282d3d317fddc3107f7a9e78713d2a8	393	1246241280	7f57a442683d02974d43177593323933690f80d0c616f19e52f2c4df9e413bad	5587bcfb6a5f8d59b6adea6eaba98a999c692cf743caef6c22a5a1dce50a81ad	1272775168	1981808640	21240832	1981808640
DECODE	1	13	[1, 1, 2048]	torch.bfloat16	f2aacd27c793c87fe1bbc48d02d47c2ed78eba90f292de3e4fb33b52fcd57100	393	1246241280	8cfc4b53cef222cf3c6bc3c874aefb8df24c44cc4be028dd2e0b4907cd539642	5ac4df93e2b759c223fac1495a0e594344e510f301383c98982f086cc917afe0	1272777216	1981808640	21242880	1981808640
DECODE	1	14	[1, 1, 2048]	torch.bfloat16	d2a71f6b06c7dc27ac771416ca458b614fd4c38519e44063d24a3aa3cd785ea3	393	1246241280	4bf01499b7562fac43296ea29896bc33a7360312a0e8f8233c64d119c06d507f	212f122bce3b261e0346e44b0250899c53281532a9be8bea363c45cc336501af	1272779264	1981808640	21244928	1981808640
DECODE	1	15	[1, 1, 2048]	torch.bfloat16	7c573721607585fd4d9bbf3460e73ab7eda732b423259d402228df98f0440171	393	1246241280	be4cdcfa427d5ac62b1890a724f26133d20dc64d227190559c46c6e28154776b	191a5554ed8c38e09733d8b0e54b23b8b7e37701d433c299a7c7aa7b7398d4f7	1272781312	1981808640	21246976	1981808640
DECODE	1	16	[1, 1, 2048]	torch.bfloat16	dbd3d8ee6bf4020394f4b91d6758ab45249f8958f8e2069f7cb4ac9c739adcc9	393	1246241280	ca1d96a11b1748ceb5fcdd1c37563456cdd73171d79674a5aff45e0d962a19a4	fc7f86e8d5f6d7bed7d06b29031f51eb30ff062c02f15efcc01b4f58512082ab	1272783360	1981808640	21249024	1981808640
DECODE	1	17	[1, 1, 2048]	torch.bfloat16	bd05b6adc5980c11ef1938b021892ab2932d0bc4134d03d3566520d2b3f9e53e	393	1246241280	f8434fbc5ddc211e5c14d05d2b1e0613bc2632a21bffad857ea1a84d88289db6	bec9fd1070a5c1bd2cf41a16fe6441e0276aa9db5fde9ebd4c8724511ad99d55	1272785408	1981808640	21251072	1981808640
DECODE	1	18	[1, 1, 2048]	torch.bfloat16	ff44da4ed42c4301c42183990def39aef99c50bfbc8cee5e159b193c80a8cf83	393	1246241280	0496ed1a6c5b0eeb9cbc293fc8eac380618b3ee8d7c73492dd046dce3fb39d96	a3a6d623b1757fdcf0ff8e544a5200a063c578476d1b85065a66447be8418680	1272787456	1981808640	21253120	1981808640
DECODE	1	19	[1, 1, 2048]	torch.bfloat16	ec15409df9844eb9510d3f73824d05d40950715212e1625934a9893e46a7693d	393	1246241280	abb4fad4b2fee5b14d5b268030683834d25a439e691d1bd32bec98834e3bf8d4	becb50a631e56e47608721caecbdfbc2c6d04bf4e67c999a443cbe665bee0e83	1272789504	1981808640	21255168	1981808640
DECODE	1	20	[1, 1, 2048]	torch.bfloat16	daf2856c51683207c5a64b9efec10cbbc8d24368a3ec7cb6dc6624320cb02156	393	1246241280	35b3ab8459bd1243c10bbf2c28da8b134969c7e37127f7222a941e69014e63c9	d137091d8386ca7fa88008a78e44d123cbf178b695334604c112f0fee81496ed	1272791552	1981808640	21257216	1981808640
DECODE	1	21	[1, 1, 2048]	torch.bfloat16	96ec8cde6c212f4987228f68951e72ce86acc69344b237e0540ab34d42fef3ee	393	1246241280	6dc66edb5eac01100e08faea3f4104a324e9c4789b4ae32d21fb977cabe67d08	7b6fbf237d54df400c77d5d1d8673a521123550100219239ddc31826f6fd0cda	1272793600	1981808640	21259264	1981808640
DECODE	1	22	[1, 1, 2048]	torch.bfloat16	3eedc1ced9c7ed326c0944188e7be8b9d336eda124a6a6432b29e39374c9d8af	393	1246241280	10c309a49d16e1cc115b5521d694f5200c41d476ef17d4694a4d701a00b3a31e	b98ea5cbd1b685e8df786c3b9c1f7f5b41b7b60fdb9339d022b099302dadcd87	1272795648	1981808640	21261312	1981808640
DECODE	1	23	[1, 1, 2048]	torch.bfloat16	674437af8ea3ff22c31ed10903dff57dc6ce3c7672bc38909186ae407ea04595	393	1246241280	d766021e7a9267d74f16664a45d3f3e920f7be8d9c0c3c312c35673260cdb818	889dc08b7a5c850753c3bf1efe3adcd2c4716a6bbe4dd2923cad703361eaaa48	1272797696	1981808640	21263360	1981808640
DECODE	1	24	[1, 1, 2048]	torch.bfloat16	df09bbce3b3570fd0b84c2532a4897b0e22822c3d88f50482c2298adf436d2b4	393	1246241280	d7e770eed8c9c7a1b0f9b803855de1a4ab5ae3e262d47a1f8044a9773dc6eb19	14b703fbd8bc26bf6906f36c43184e5c464213880b19771eaf0027d7eaebaa6a	1272799744	1981808640	21265408	1981808640
DECODE	1	25	[1, 1, 2048]	torch.bfloat16	db3da68cf75ebc5d0b1d6eddb0c77806c5a3244aa645eeda3d9c99467b30376e	393	1246241280	12fcaeb09ddc7fd022face72a1add88db2a845c44b31d72212d832d9b10ccd88	26dc1a082c623f8b4c303ab2d2a5a5dbb63b96b0975ee9e3634f5870ec655b69	1272801792	1981808640	21267456	1981808640
DECODE	1	26	[1, 1, 2048]	torch.bfloat16	d7adaf600616bf8ddc2af50bcbe3c29b96e45ab977183f1284914f8aa848b19c	393	1246241280	a8ff538322a490525d8c8744b494629ec3e624090872da7fbfff0747843ca691	5ecea616ce50923024829970b7f01ae6349857740f3a2faa36537aa233358566	1272803840	1981808640	21269504	1981808640
DECODE	1	27	[1, 1, 2048]	torch.bfloat16	53f4f4afb22b669248c171430334b69580f53b1cb652c3d04a818c9cfe2e5257	393	1246241280	a7550701ccf690d936e2e727f00ee4103bb6d60cb27f88d3108350bdf25b3847	e9e33c11e06563d4af75f29c83bd09591e9a500ab438ae924c39ee3380d85d45	1272805888	1981808640	21271552	1981808640
