phase	decode_step	layer_id	input_shape	input_dtype	output_sha256	materialized_tensor_count	weight_bytes	kv_key_sha256	kv_value_sha256	peak_allocated	peak_reserved	post_release_allocated	post_release_reserved
PREFILL		10	[1, 128, 2048]	torch.bfloat16	f56a8bfb807b36f7ec2ff0c373b6efa2cf0c44af790ee54f0f0893e6222d2ebe	393	1246241280	e0d3724e6490f6b0f4ad0765a89f3cd2380d2649c85c3ca2f9a50241ce388671	bd24c16850028741f4bc8e5ebd201a6aee6a265ca7a0925bb6505bc560a54d66	1266135552	1348468736	12586496	1348468736
PREFILL		11	[1, 128, 2048]	torch.bfloat16	6c6298e664d1c8aafd68449bb0d0ae3db16a93d96bc556e4d7e3362e6818d4dc	393	1246241280	c976b34097b54a5f6de8d8d96eb344ff3cc325024233dc3d174aa7cddbe731fb	0eb51489c749bd77bb27b3b14a7e1cf3af8c688199ede00901d1228cffbe4a62	1266397696	1348468736	12848640	1348468736
PREFILL		12	[1, 128, 2048]	torch.bfloat16	560a5ad63c2c1b399ea4a88ad7bba05a49d4d76be93ac0d5c9e2423744dccdbd	393	1246241280	a604d89d72c6a1e66b3a74f8d5870605db88c135087704614e9c0fb89eb65c70	862c27bf74ae546284636b57617f04dc77ee0147b51bf9d59d0e4f574e70df07	1266659840	1348468736	13110784	1348468736
PREFILL		13	[1, 128, 2048]	torch.bfloat16	47dd5a4bf96b42b94e1386e0ca131fa26064264b3cf3efb92c94fb05b9a2fd09	393	1246241280	a2c659eddb4605534dd71bba5104d3bf33d1529f1f60091cf624776f585bfd73	1bb2d0ac0f87e888a5d809f5094495a0895662f6175ee7575acb3105cfbabe89	1266921984	1348468736	13372928	1348468736
PREFILL		14	[1, 128, 2048]	torch.bfloat16	b90a08dd33bc7c228f6c3263a5fdebebce39ed655f3723a8e30b3278fc3cf009	393	1246241280	a6b7987c8e744a16a5ce0ff865a6247efc27f0e1ec4e6327f4f2afbe97f3eada	4eb2fc6c242adc7ecb5c0ed03b80e2d74b8adb0540dd72adc4f49ea12a8400e1	1267184128	1350565888	13635072	1350565888
PREFILL		15	[1, 128, 2048]	torch.bfloat16	8b722a90e06462385fa32da0289e9bd0ddde3cd7a7015411c78c53b95b608fca	393	1246241280	64e1952f69384614f73b4f7491d97b98a98a94bc6aa4c50e4f13ff53c2bea920	a05a82f6af6726d705105fdae97ab2406f9e09509b02ede06e506332a9c97c83	1267446272	1350565888	13897216	1350565888
PREFILL		16	[1, 128, 2048]	torch.bfloat16	2b299f5279b21e33d74b59a794e5dc7bff9f4d77b135e9d8f2f60515a27b61eb	393	1246241280	b2cca61c2862f751ac7a39424b239dd49a96ba5c5994bfd2cd25295539701231	0626475b1c955025f1688b2b001c2f8d58eb6a0cd96f465f258a8061ee5b8016	1267708416	1350565888	14159360	1350565888
PREFILL		17	[1, 128, 2048]	torch.bfloat16	55938af0a0467ed52cd076dcb9c4819e20a69846b02c2d276bc37b586481ea6c	393	1246241280	76e5d1488452fde1f7a9c0883e3086e605ec0c937f11e5cf35ce01fc2e680ebc	aad3847b490a995709a247d0792da41aff23702136294bffcc2cfc3c20186bd3	1267970560	1350565888	14421504	1350565888
PREFILL		18	[1, 128, 2048]	torch.bfloat16	c104a02bb97013742c5613ef51c03db36c7b2424d78561ec9ba89b21ee4f2300	393	1246241280	18837b1863eb87b17f573cc798ce4c220b566595562a69a8ef9be660809576e5	44cf9c3cd2c3f5986e3b9643744d727e0bca200411a81f8a94288147132b412f	1268232704	1350565888	14683648	1350565888
PREFILL		19	[1, 128, 2048]	torch.bfloat16	c5ec71858f1b8aefb08b59ee833dc95c79df8f6e6100eb8550235b85ff492fff	393	1246241280	91badfe4f1fc85f9f7c3358d7d4267ba4a03d732737e0654dad2ade74574d80a	d2115f16650b32a35bc94bedadf069c3195c537bf1134db15db3b713f93c6a9c	1268494848	1350565888	14945792	1350565888
PREFILL		20	[1, 128, 2048]	torch.bfloat16	e33f96eb7787ec11861d8f0333a2ae5e56a72ede591899f30963e556e895d36f	393	1246241280	0af70a6f35ecbbfae268c8962ea662c3d7588fa92f141adcf0d7c9e8b28cf02a	c2d65760158587fecbb691019e30693acc73f8e7bbab2ed8ac5d37468fa8163d	1268756992	1352663040	15207936	1352663040
PREFILL		21	[1, 128, 2048]	torch.bfloat16	a5b1047af07c53107c025a6b9af5434dd8b2da22435c895404227b0522758c39	393	1246241280	05e2a199319dfc6ca050f5cb7e3c7bd72a68d442f4c21e94c8d58a92da4feafa	c4e76e8d4c88535d4702b8dacbca043e7d4015efb6ad8bcddf9ee21bacd01d58	1269019136	1352663040	15470080	1352663040
PREFILL		22	[1, 128, 2048]	torch.bfloat16	975fa339eca4c51dfdd80648617935baceeaf9085907773379c74d816297a2f7	393	1246241280	abc75ba11588a1a233539bec73db0f9359ecc05d661f33eaaa74c694b747d52d	905285058e761b1f6bab21fe4a72cc2f512946286113348bf125ba85ab8711b2	1269281280	1352663040	15732224	1352663040
PREFILL		23	[1, 128, 2048]	torch.bfloat16	643fdfe9c73356891492fbcf99858b5ac1f33c114441a8bca0a8ab5a3d5b6e64	393	1246241280	813f9ce067e28f6abe7697c341efcbb0d3b10e84d9e9cbe12d83f1385fb19cb9	44e0cb55534cdfa5a2bd9b2d0be82dc4fc824fd2848de111b1d8eb415f5888a9	1269543424	1352663040	15994368	1352663040
PREFILL		24	[1, 128, 2048]	torch.bfloat16	c46c39bfc0009195a115340907ccbd68ecddb2a65da32f77be6e097de7621ba4	393	1246241280	6cac21ad7e0ae5c0515995708bd1748c0cfa577e073d025b5177f66c1dfd9816	c9f4e22472bdcea2a8c4c6e7919ed3ed0146827c9b053c257336ea28fe58eae7	1269805568	1352663040	16256512	1352663040
PREFILL		25	[1, 128, 2048]	torch.bfloat16	97359673cc9a7d96b0cd408779e300d4da72b56b616421c7f05303685e3c230a	393	1246241280	027bdaf058161533d89d4d0f47673b1d1d16d257ca2c743e7f76978e27c0f8fc	b562d45d7c95a4dc854e14562a6134dc6e845caafd7c2b0227f782e0b0d9a12f	1270067712	1352663040	16518656	1352663040
PREFILL		26	[1, 128, 2048]	torch.bfloat16	78210b28d4a9e38934d5549a45613b947a5d3f308fb1d984f9957283c32e361c	393	1246241280	8ea06fef1a9ce6551e19f797b36bd6f5680905c933661141a35dcbe1763abc06	a0bef4033dc2f6013a2f750eafa88e835ad85520943305e4a42543b9d8909605	1270329856	1352663040	16780800	1352663040
PREFILL		27	[1, 128, 2048]	torch.bfloat16	a81002ccbc34b0d503692153328bd66c32f9d574f88eb18f3777816e20fc56ea	393	1246241280	58e36cc7e65a2ee86ef4d0fb38337a7cd72d85453fba4db30454ff91af9194a9	1f7558d1747bc7f685b6880f43f23864b66aaf34d407acb4fa6c1d15e95c3a54	1270592000	1352663040	17042944	1352663040
PREFILL		28	[1, 128, 2048]	torch.bfloat16	5943a7b57e734062beaa6fb2c3517ede2a6530b0b3bb6915da9b3a099c035459	393	1246241280	913a928e33d25fd69eebbc924feb8139cebcb07f07991b2eb41ae6b31b919a1f	c3f1e15ca1a557363058e90db2265882dc4bcb5f6ac97951ef0af3a7482397b5	1270854144	1352663040	17305088	1352663040
PREFILL		29	[1, 128, 2048]	torch.bfloat16	6f609e5d5114ecca760b00071033a017779d3c759241ea46f0849d4831b715b1	393	1246241280	c75362d0c1dac811f2833e347c3ae9e28fcecaa306497269d0bbba423115eff8	6b523f9cc22195df88a24ecd502e06b17743952bfe8cb66bea365287b450c328	1271116288	1354760192	17567232	1354760192
PREFILL		30	[1, 128, 2048]	torch.bfloat16	c7940a820861b5e4b1d1654542b67c033e8b3870ba33031298f73e4c6c37b25b	393	1246241280	50476b348ceb87f9b5e944fa258acb5d15649a9cf258c87e7826aa781c02aae8	24e30e02a08427961fca6451662f2a250e0e5f70921a7ec50913ce19a79fb4e5	1271378432	1354760192	17829376	1354760192
PREFILL		31	[1, 128, 2048]	torch.bfloat16	b701c08f257f06b1bf075541eb56bae9ba84a7e90e129db9e817895646403f7c	393	1246241280	f99042921935641078097b5980cc9f66a73f74c250fc201e64f2f3957bcb25b0	85254d11f94de1d1b8bb6d1c161b9cb9db6d1c63edf85f86deed347e9f04fbc7	1271640576	1354760192	18091520	1354760192
PREFILL		32	[1, 128, 2048]	torch.bfloat16	aab768cca65123e4cc8e70333d338bdbb94928c3a2af3091a037243711e3b3c3	393	1246241280	e7230e8fbdac83449c93bcdeeebf5de5ce6cb5618fe28139b868dbaf70a273aa	6cc08b4546510a027880c88a2b870fa671f2ee43c70c511889cddf1a29f1703a	1271902720	1354760192	18353664	1354760192
PREFILL		33	[1, 128, 2048]	torch.bfloat16	000d8202c32b6f1c802055427f7f3ea1b5db31ef4ec628c314a29710534f9fa5	393	1246241280	8caa8526779b5b8a8693820144e5557080929906e82690332a149de6bc6ecd75	5fd4237ae4a33c5be0a23669dc96d474534f76a7fc169a23d713ada18125ea34	1272164864	1354760192	18615808	1354760192
PREFILL		34	[1, 128, 2048]	torch.bfloat16	db99e4f7fc90664df91ebc75334f0818197ea83d7986d5843fc89c14247c76e5	393	1246241280	da46641977c30ab19dc7a7b63636a900653b7674872b975a34ab1d42026de97b	0de9b721b57dbb3c0d10efa4ec964b523b4300bdffc9bf2215bba0c625706e0b	1272427008	1354760192	18877952	1354760192
PREFILL		35	[1, 128, 2048]	torch.bfloat16	6d7ff10dcd1882cedca411792b5e4be735694899dc1f447ce5b5a31d74a1db68	393	1246241280	e6f118c58d9b38e1c600a1e8a0dc25d548cb58c305fcf90749eac632a5ad3a0d	6ba91ea27ddaaf3d12e9c91c44b3eed67cacfc15f84b876c1a4252d59459ee91	1272689152	1356857344	19140096	1356857344
PREFILL		36	[1, 128, 2048]	torch.bfloat16	64aa494c947618b2bc597a77db8079e2efd25a8e479a66669cad8b7084854d03	393	1246241280	6ca44c4b936be001c804a8413954ac16bf02828086fba4ed939ee96f3777e484	f588b7d2cf6df91605b892715d1b98dac6d39eb7dc7bdcca888d737947ee3724	1272951296	1356857344	19402240	1356857344
PREFILL		37	[1, 128, 2048]	torch.bfloat16	a1febb9cd4065b49395912164558c6ba280cdf16acc3a355eaba9aa2d40c8a55	393	1246241280	497f4f0b70791a541485c0047f3c1e7be8ee42a69c0f90eec310f8c353e14f6f	19830fa4781bca218ea3f1705276561ec1d6ec1b4bd3bb2d2ccf63343ababaf0	1273213440	1356857344	19664384	1356857344
PREFILL		38	[1, 128, 2048]	torch.bfloat16	4e78e3b4e6f0d1cceaf5e458f603658f6ed31cf38b02fad0489eebb68c9ad0a1	393	1246241280	f30964e11d1e8abedc3d78818699c04876cd811dcbbd40ec3e8e296cffc441d3	a977823f8d022620ad5b4ea102130192bcebc3b78ca5712e1592ddf328eaba3e	1273475584	1356857344	19926528	1356857344
PREFILL		39	[1, 128, 2048]	torch.bfloat16	04d20dcd4362e9f37c182f6d0707fdd1e1e204e2c5740b894ee5cc6011e4b61f	393	1246241280	c1dc4826bab935993c8118a60c837683d9ac4b29dc09d845985196f2250e1135	cdb929b77f6a610fcaf974e503f8dafc2f6950e8ae73aca036f26fdf359d0f02	1273737728	1356857344	20188672	1356857344
PREFILL		40	[1, 128, 2048]	torch.bfloat16	d1a9782b8bacbf59c5f855d1eb79beb1dee9eb84c877b982d0adcbe182315cbf	393	1246241280	ee0de773666d833063de69b333b5637ac7afc20df888d5f5d99ec5d67cce2118	e3a281c69f66243c94a47f9ed9db66a2a662868a9aa4bf9245016726719069e8	1273999872	1356857344	20450816	1356857344
PREFILL		41	[1, 128, 2048]	torch.bfloat16	543b782488af1ed065399a620c24497ea1cc3b5404435706a6ccb47088c88047	393	1246241280	89fe5bea63ce3d65de2c6308ebb8984f19db3f144aa3d8a59e7feaf3ea700e4d	b691397ecccdbb9fd6d2ae646ebeed5f221056f10129d435c8362e306728159a	1274262016	1356857344	20712960	1356857344
PREFILL		42	[1, 128, 2048]	torch.bfloat16	58bd09be9807545e08251948be91befeb50fb5db5c55bb525209491a27e47c4c	393	1246241280	ccf27b4be11734ae28ad9b77f40def5dba389455fba64cb9b57c202406154852	3ce0ec72c72ba1d064d60f2915cd194b84be119c18771146d328e6c7f9cd27d8	1274524160	1356857344	20975104	1356857344
PREFILL		43	[1, 128, 2048]	torch.bfloat16	918d1d7c73ef46d4ddc3f9dc6b5d02594f22b1af22c513e5312173e00fcfa992	393	1246241280	20572dd52ff4b3a6b622a7032123009f29bcb016095398fa45b711d3a2b63df6	b682c4d08e4567d8eae2ee12af9e3d241c54c56342c0e423ffea18428dab6c80	1274786304	1358954496	21237248	1358954496
PREFILL		44	[1, 128, 2048]	torch.bfloat16	ec25568430ca5bf842442ceae59d2c236b908c7df5d77227d36334dbcdbaebb3	393	1246241280	0fb6c4ea091a151a7b0cba0629a1aa7f969f5425a9d5823648525a3aaa186070	d2804e6e67265871ba5b57c30fb22602816a55f7baa88212a3cba1d2b93aedff	1275048448	1358954496	21499392	1358954496
PREFILL		45	[1, 128, 2048]	torch.bfloat16	91511136bec959810931d516e28d2d6e03ab8f97f8bf171925c68c7e8d78216e	393	1246241280	63563ffdb2bc39da89c3994af4cd93d2e6cb03950a26b08511f59730f972e159	073b0b482b0e858ac3832daed36e704d0bb692550b51dcef712423e276b8c721	1275310592	1358954496	21761536	1358954496
PREFILL		46	[1, 128, 2048]	torch.bfloat16	e6367e710772e30cf6ca0938cdddcff3cd71b34ed5114cf322629f2ad317af5e	393	1246241280	7ca0ea75b30624a0923cb6cd86fd69056b4e00f20f52db6f2a983b0479a73951	6cf5b6efb23251492d01c308076e5a1d6b70a53ccf7869ba99da603916a23cfa	1275572736	1358954496	22023680	1358954496
PREFILL		47	[1, 128, 2048]	torch.bfloat16	4b28a6ce23bfb2cd95c42360c619c74cdeaca2ab6a60a267d621f38d81f949a2	393	1246241280	eebc05fcdc299f79fe96272cda66ad185717fd6156f94e6ae103595adbd20f53	3ef52d18cf140dce9407f9b0111fba5fddadc88bc5ca38005f79f8eff0e9bd2f	1275834880	1358954496	22285824	1358954496
