point_id	M	implementation	nvtx_range	kernel_index	kernel_name	grid_size	block_size	metric_name	unit	value	aggregation
M256_AWQ	256	AWQ_FP16_INPUT	C16_E1_NCU_UP_M256_AWQ	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(18944, 1, 1)	(32, 2, 1)	dram__bytes.sum	byte	87316352.0	ADDITIVE_WITHIN_SEMANTIC_RANGE
M256_AWQ	256	AWQ_FP16_INPUT	C16_E1_NCU_UP_M256_AWQ	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(18944, 1, 1)	(32, 2, 1)	sm__warps_active.avg.pct_of_peak_sustained_active	%	36.731162	PER_KERNEL_NONADDITIVE
M256_AWQ	256	AWQ_FP16_INPUT	C16_E1_NCU_UP_M256_AWQ	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(18944, 1, 1)	(32, 2, 1)	sm__throughput.avg.pct_of_peak_sustained_elapsed	%	41.173563	PER_KERNEL_NONADDITIVE
M256_AWQ	256	AWQ_FP16_INPUT	C16_E1_NCU_UP_M256_AWQ	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(18944, 1, 1)	(32, 2, 1)	sm__pipe_tensor_cycles_active_v2.avg.pct_of_peak_sustained_elapsed	%	31.917595	PER_KERNEL_NONADDITIVE
M256_AWQ	256	AWQ_FP16_INPUT	C16_E1_NCU_UP_M256_AWQ	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(9472, 1, 1)	(32, 4, 1)	l1tex__t_bytes.sum	byte	116391936.0	ADDITIVE_WITHIN_SEMANTIC_RANGE
M256_AWQ	256	AWQ_FP16_INPUT	C16_E1_NCU_UP_M256_AWQ	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(9472, 1, 1)	(32, 4, 1)	lts__t_bytes.sum	byte	105664896.0	ADDITIVE_WITHIN_SEMANTIC_RANGE
M256_AWQ	256	AWQ_FP16_INPUT	C16_E1_NCU_UP_M256_AWQ	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(9472, 1, 1)	(32, 4, 1)	dram__bytes.sum	byte	81160704.0	ADDITIVE_WITHIN_SEMANTIC_RANGE
M256_AWQ	256	AWQ_FP16_INPUT	C16_E1_NCU_UP_M256_AWQ	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(9472, 1, 1)	(32, 4, 1)	sm__warps_active.avg.pct_of_peak_sustained_active	%	77.272275	PER_KERNEL_NONADDITIVE
M256_AWQ	256	AWQ_FP16_INPUT	C16_E1_NCU_UP_M256_AWQ	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(9472, 1, 1)	(32, 4, 1)	sm__throughput.avg.pct_of_peak_sustained_elapsed	%	14.60108	PER_KERNEL_NONADDITIVE
M256_AWQ	256	AWQ_FP16_INPUT	C16_E1_NCU_UP_M256_AWQ	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(9472, 1, 1)	(32, 4, 1)	sm__pipe_tensor_cycles_active_v2.avg.pct_of_peak_sustained_elapsed	%	0.0	PER_KERNEL_NONADDITIVE
