plan_id	selector_kind	selector_version	selector_code_sha256	universe_id	deployment_id	scenario_id	phase	stratum_id	N_s	n_s	unit_id	launch_ordinal	semantic_key_json	selection_role	selection_reason	inclusion_probability	design_weight	design_confidence	seed	random_audit	estimated_capture_cost_ns	capture_cost_basis	evidence_tier	plan_status	split_role	source_cohort
C16_V2_R_B12_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	c16_qwen25_7b_awq|S1|DECODE	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	112875	12	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_721722:57106	57106	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.000106312292359	9406.25	DESIGN_BASED	16031	FALSE	1280	native_census_duration_ns	NATIVE_PROFILED	FROZEN_READY	PROSPECTIVE_HOLDOUT	PROSPECTIVE_QWEN7_AWQ
C16_V2_R_B12_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	c16_qwen25_7b_awq|S1|DECODE	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	112875	12	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_966187:76782	76782	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.000106312292359	9406.25	DESIGN_BASED	16031	FALSE	992	native_census_duration_ns	NATIVE_PROFILED	FROZEN_READY	PROSPECTIVE_HOLDOUT	PROSPECTIVE_QWEN7_AWQ
C16_V2_R_B24_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	c16_qwen25_7b_awq|S1|DECODE	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	112875	24	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1077144:85714	85714	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.000212624584718	4703.125	DESIGN_BASED	16031	FALSE	1888	native_census_duration_ns	NATIVE_PROFILED	FROZEN_READY	PROSPECTIVE_HOLDOUT	PROSPECTIVE_QWEN7_AWQ
C16_V2_R_B24_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	c16_qwen25_7b_awq|S1|DECODE	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	112875	24	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1124176:89504	89504	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.000212624584718	4703.125	DESIGN_BASED	16031	FALSE	1152	native_census_duration_ns	NATIVE_PROFILED	FROZEN_READY	PROSPECTIVE_HOLDOUT	PROSPECTIVE_QWEN7_AWQ
C16_V2_R_B24_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	c16_qwen25_7b_awq|S1|DECODE	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	112875	24	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1180440:94030	94030	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.000212624584718	4703.125	DESIGN_BASED	16031	FALSE	1184	native_census_duration_ns	NATIVE_PROFILED	FROZEN_READY	PROSPECTIVE_HOLDOUT	PROSPECTIVE_QWEN7_AWQ
C16_V2_R_B24_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	c16_qwen25_7b_awq|S1|DECODE	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	112875	24	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1197619:95415	95415	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.000212624584718	4703.125	DESIGN_BASED	16031	FALSE	1664	native_census_duration_ns	NATIVE_PROFILED	FROZEN_READY	PROSPECTIVE_HOLDOUT	PROSPECTIVE_QWEN7_AWQ
C16_V2_R_B24_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	c16_qwen25_7b_awq|S1|DECODE	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	112875	24	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1301280:103755	103755	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.000212624584718	4703.125	DESIGN_BASED	16031	FALSE	2720	native_census_duration_ns	NATIVE_PROFILED	FROZEN_READY	PROSPECTIVE_HOLDOUT	PROSPECTIVE_QWEN7_AWQ
C16_V2_R_B24_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	c16_qwen25_7b_awq|S1|DECODE	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	112875	24	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1481884:118294	118294	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.000212624584718	4703.125	DESIGN_BASED	16031	FALSE	1344	native_census_duration_ns	NATIVE_PROFILED	FROZEN_READY	PROSPECTIVE_HOLDOUT	PROSPECTIVE_QWEN7_AWQ
C16_V2_R_B24_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	c16_qwen25_7b_awq|S1|DECODE	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	112875	24	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_207426:15712	15712	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.000212624584718	4703.125	DESIGN_BASED	16031	FALSE	122156	native_census_duration_ns	NATIVE_PROFILED	FROZEN_READY	PROSPECTIVE_HOLDOUT	PROSPECTIVE_QWEN7_AWQ
C16_V2_R_B24_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	c16_qwen25_7b_awq|S1|DECODE	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	112875	24	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_271897:20903	20903	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.000212624584718	4703.125	DESIGN_BASED	16031	FALSE	2528	native_census_duration_ns	NATIVE_PROFILED	FROZEN_READY	PROSPECTIVE_HOLDOUT	PROSPECTIVE_QWEN7_AWQ
C16_V2_R_B24_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	c16_qwen25_7b_awq|S1|DECODE	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	112875	24	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_351450:27303	27303	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.000212624584718	4703.125	DESIGN_BASED	16031	FALSE	166673	native_census_duration_ns	NATIVE_PROFILED	FROZEN_READY	PROSPECTIVE_HOLDOUT	PROSPECTIVE_QWEN7_AWQ
C16_V2_R_B24_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	c16_qwen25_7b_awq|S1|DECODE	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	112875	24	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_413901:32330	32330	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.000212624584718	4703.125	DESIGN_BASED	16031	TRUE	992	native_census_duration_ns	NATIVE_PROFILED	FROZEN_READY	PROSPECTIVE_HOLDOUT	PROSPECTIVE_QWEN7_AWQ
C16_V2_R_B24_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	c16_qwen25_7b_awq|S1|DECODE	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	112875	24	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_501656:39394	39394	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.000212624584718	4703.125	DESIGN_BASED	16031	FALSE	1824	native_census_duration_ns	NATIVE_PROFILED	FROZEN_READY	PROSPECTIVE_HOLDOUT	PROSPECTIVE_QWEN7_AWQ
C16_V2_R_B24_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	c16_qwen25_7b_awq|S1|DECODE	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	112875	24	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_57421:3639	3639	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.000212624584718	4703.125	DESIGN_BASED	16031	FALSE	14209	native_census_duration_ns	NATIVE_PROFILED	FROZEN_READY	PROSPECTIVE_HOLDOUT	PROSPECTIVE_QWEN7_AWQ
