plan_id	selector_kind	universe_id	budget	certainty_units	remaining_after_certainty	stratum_id	N_s	n_s	count_mass	duration_mass_ns	variation_proxy_mass	variation_proxy_source	allocation_score	random_audit_target	random_audit_actual	estimated_capture_cost_ns	status
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	24	3	21	decode1|ATTENTION_CORE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	16	1	16	16	18533248	HISTORICAL_ORACLE	0.0237921807727	2	2	24	FROZEN_READY
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	24	3	21	decode1|ATTENTION_PROJECTION|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	64	2	64	64	79640576	HISTORICAL_ORACLE	0.0970779043311	2	2	24	FROZEN_READY
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	24	3	21	decode1|FFN_MLP|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	48	4	48	48	466227200	HISTORICAL_ORACLE	0.213718853516	2	2	24	FROZEN_READY
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	24	3	21	decode1|NORM|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	33	1	33	33	868352	HISTORICAL_ORACLE	0.0361219061558	2	2	24	FROZEN_READY
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	24	3	21	decode1|OTHER_COMPUTE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	576	13	576	576	11688315	HISTORICAL_ORACLE	0.629289155225	2	2	24	FROZEN_READY
C16_V2_M_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_M	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	24	3	21	decode1|ATTENTION_CORE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	16	1	16	16	18533248	HISTORICAL_ORACLE	0.0237921807727	2	0	24	FROZEN_READY
C16_V2_M_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_M	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	24	3	21	decode1|ATTENTION_PROJECTION|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	64	2	64	64	79640576	HISTORICAL_ORACLE	0.0970779043311	2	0	24	FROZEN_READY
C16_V2_M_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_M	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	24	3	21	decode1|FFN_MLP|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	48	4	48	48	466227200	HISTORICAL_ORACLE	0.213718853516	2	0	24	FROZEN_READY
C16_V2_M_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_M	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	24	3	21	decode1|NORM|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	33	1	33	33	868352	HISTORICAL_ORACLE	0.0361219061558	2	0	24	FROZEN_READY
C16_V2_M_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_M	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	24	3	21	decode1|OTHER_COMPUTE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	576	13	576	576	11688315	HISTORICAL_ORACLE	0.629289155225	2	0	24	FROZEN_READY
C16_V2_R_B48_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	48	3	45	decode1|ATTENTION_CORE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	16	1	16	16	18533248	HISTORICAL_ORACLE	0.0237921807727	5	5	48	FROZEN_READY
C16_V2_R_B48_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	48	3	45	decode1|ATTENTION_PROJECTION|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	64	4	64	64	79640576	HISTORICAL_ORACLE	0.0970779043311	5	5	48	FROZEN_READY
C16_V2_R_B48_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	48	3	45	decode1|FFN_MLP|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	48	10	48	48	466227200	HISTORICAL_ORACLE	0.213718853516	5	5	48	FROZEN_READY
C16_V2_R_B48_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	48	3	45	decode1|NORM|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	33	2	33	33	868352	HISTORICAL_ORACLE	0.0361219061558	5	5	48	FROZEN_READY
C16_V2_R_B48_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	48	3	45	decode1|OTHER_COMPUTE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	576	28	576	576	11688315	HISTORICAL_ORACLE	0.629289155225	5	5	48	FROZEN_READY
C16_V2_M_B48_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_M	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	48	3	45	decode1|ATTENTION_CORE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	16	1	16	16	18533248	HISTORICAL_ORACLE	0.0237921807727	5	0	48	FROZEN_READY
C16_V2_M_B48_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_M	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	48	3	45	decode1|ATTENTION_PROJECTION|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	64	4	64	64	79640576	HISTORICAL_ORACLE	0.0970779043311	5	0	48	FROZEN_READY
C16_V2_M_B48_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_M	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	48	3	45	decode1|FFN_MLP|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	48	10	48	48	466227200	HISTORICAL_ORACLE	0.213718853516	5	0	48	FROZEN_READY
C16_V2_M_B48_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_M	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	48	3	45	decode1|NORM|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	33	2	33	33	868352	HISTORICAL_ORACLE	0.0361219061558	5	0	48	FROZEN_READY
C16_V2_M_B48_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_M	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	48	3	45	decode1|OTHER_COMPUTE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	576	28	576	576	11688315	HISTORICAL_ORACLE	0.629289155225	5	0	48	FROZEN_READY
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	12	3	9	prefill|ATTENTION_CORE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	16	1	16	16	18474756	HISTORICAL_ORACLE	0.021209823488	1	1	12	FROZEN_READY
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	12	3	9	prefill|ATTENTION_PROJECTION|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	64	1	64	64	214171648	HISTORICAL_ORACLE	0.104824513515	1	1	12	FROZEN_READY
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	12	3	9	prefill|FFN_MLP|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	48	1	48	48	794296320	HISTORICAL_ORACLE	0.168899620599	1	1	12	FROZEN_READY
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	12	3	9	prefill|NORM|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	33	1	33	33	69206016	HISTORICAL_ORACLE	0.0481764672522	1	1	12	FROZEN_READY
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	12	3	9	prefill|OTHER_COMPUTE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	528	5	528	528	307614912	HISTORICAL_ORACLE	0.656889575146	1	1	12	FROZEN_READY
C16_V2_M_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_M	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	12	3	9	prefill|ATTENTION_CORE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	16	1	16	16	18474756	HISTORICAL_ORACLE	0.021209823488	1	0	12	FROZEN_READY
C16_V2_M_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_M	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	12	3	9	prefill|ATTENTION_PROJECTION|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	64	1	64	64	214171648	HISTORICAL_ORACLE	0.104824513515	1	0	12	FROZEN_READY
C16_V2_M_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_M	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	12	3	9	prefill|FFN_MLP|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	48	1	48	48	794296320	HISTORICAL_ORACLE	0.168899620599	1	0	12	FROZEN_READY
C16_V2_M_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_M	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	12	3	9	prefill|NORM|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	33	1	33	33	69206016	HISTORICAL_ORACLE	0.0481764672522	1	0	12	FROZEN_READY
C16_V2_M_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_M	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	12	3	9	prefill|OTHER_COMPUTE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	528	5	528	528	307614912	HISTORICAL_ORACLE	0.656889575146	1	0	12	FROZEN_READY
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	24	3	21	prefill|ATTENTION_CORE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	16	1	16	16	18474756	HISTORICAL_ORACLE	0.021209823488	2	2	24	FROZEN_READY
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	24	3	21	prefill|ATTENTION_PROJECTION|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	64	2	64	64	214171648	HISTORICAL_ORACLE	0.104824513515	2	2	24	FROZEN_READY
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	24	3	21	prefill|FFN_MLP|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	48	3	48	48	794296320	HISTORICAL_ORACLE	0.168899620599	2	2	24	FROZEN_READY
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	24	3	21	prefill|NORM|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	33	1	33	33	69206016	HISTORICAL_ORACLE	0.0481764672522	2	2	24	FROZEN_READY
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	24	3	21	prefill|OTHER_COMPUTE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	528	14	528	528	307614912	HISTORICAL_ORACLE	0.656889575146	2	2	24	FROZEN_READY
C16_V2_M_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_M	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	24	3	21	prefill|ATTENTION_CORE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	16	1	16	16	18474756	HISTORICAL_ORACLE	0.021209823488	2	0	24	FROZEN_READY
C16_V2_M_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_M	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	24	3	21	prefill|ATTENTION_PROJECTION|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	64	2	64	64	214171648	HISTORICAL_ORACLE	0.104824513515	2	0	24	FROZEN_READY
C16_V2_M_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_M	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	24	3	21	prefill|FFN_MLP|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	48	3	48	48	794296320	HISTORICAL_ORACLE	0.168899620599	2	0	24	FROZEN_READY
C16_V2_M_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_M	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	24	3	21	prefill|NORM|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	33	1	33	33	69206016	HISTORICAL_ORACLE	0.0481764672522	2	0	24	FROZEN_READY
C16_V2_M_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_M	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	24	3	21	prefill|OTHER_COMPUTE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	528	14	528	528	307614912	HISTORICAL_ORACLE	0.656889575146	2	0	24	FROZEN_READY
C16_V2_R_B48_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	48	3	45	prefill|ATTENTION_CORE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	16	1	16	16	18474756	HISTORICAL_ORACLE	0.021209823488	5	5	48	FROZEN_READY
C16_V2_R_B48_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	48	3	45	prefill|ATTENTION_PROJECTION|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	64	5	64	64	214171648	HISTORICAL_ORACLE	0.104824513515	5	5	48	FROZEN_READY
C16_V2_R_B48_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	48	3	45	prefill|FFN_MLP|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	48	8	48	48	794296320	HISTORICAL_ORACLE	0.168899620599	5	5	48	FROZEN_READY
C16_V2_R_B48_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	48	3	45	prefill|NORM|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	33	2	33	33	69206016	HISTORICAL_ORACLE	0.0481764672522	5	5	48	FROZEN_READY
C16_V2_R_B48_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	SELECTOR_R	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|prefill	48	3	45	prefill|OTHER_COMPUTE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	528	29	528	528	307614912	HISTORICAL_ORACLE	0.656889575146	5	5	48	FROZEN_READY
