plan_id	identity	phase	rate	numerator_metric	denominator_metric	weighted_numerator	weighted_denominator	ratio_estimate	ratio_exact	ci_low	ci_high	variance_status	method	evidence_tier
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F1:NONE	decode1	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	4306	16358	0.263235114317	0.261318051576	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F2:NONE	decode1	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	36533	87657662.2	0.000416769043152	0.000762306129234	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F2:NONE	decode1	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	18354	36533	0.502395094846	0.383453845756	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F2:NONE	decode1	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	4312	16386	0.263151470768	0.261711825779	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F5:NONE	decode1	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	36533	87650514.2	0.000416803031145	0.000761976307388	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F5:NONE	decode1	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	18815	36533	0.515013823119	0.382063988121	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F5:NONE	decode1	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	4308	16376	0.26306790425	0.261560876726	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F7:10	decode1	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	8452251	87665269.2	0.0964150464275	0.10629493496	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F7:10	decode1	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	81	14869	0.00544757549264	0.0864610296232	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F7:10	decode1	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	35	36	0.972222222222	0.568306010929	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F7:20	decode1	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	8330913	87473467.2	0.0952393138933	0.104851244467	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F7:20	decode1	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	336	14949	0.0224764198274	0.095455198162	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F7:20	decode1	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	35	36	0.972222222222	0.571428571429	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F7:5	decode1	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	14917	79269957.2	0.000188179740811	0.000409533658964	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F7:5	decode1	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	92	14917	0.00616745994503	0.0879491689701	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F7:5	decode1	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	35	36	0.972222222222	0.571428571429	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F8:10	decode1	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	8452251	87665269.2	0.0964150464275	0.10629493496	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F8:10	decode1	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	81	14869	0.00544757549264	0.0864610296232	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F8:10	decode1	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	35	36	0.972222222222	0.568306010929	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F8:20	decode1	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	8330913	87473467.2	0.0952393138933	0.104851244467	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F8:20	decode1	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	336	14949	0.0224764198274	0.095455198162	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F8:20	decode1	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	35	36	0.972222222222	0.571428571429	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F8:5	decode1	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	14917	79269957.2	0.000188179740811	0.000409533658964	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F8:5	decode1	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	92	14917	0.00616745994503	0.0879491689701	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F8:5	decode1	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	35	36	0.972222222222	0.571428571429	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F9:NONE	decode1	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	36533	87657662.2	0.000416769043152	0.000762306129234	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F9:NONE	decode1	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	18354	36533	0.502395094846	0.383453845756	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F9:NONE	decode1	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	4312	16386	0.263151470768	0.261711825779	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	C13-CAP-P320-REPAIRED-EXACTMODE-A1	prefill	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	1722772.4	101904164.6	0.016905809559	0.0118454236839	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	C13-CAP-P320-REPAIRED-EXACTMODE-A1	prefill	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	208311.8	1722772.4	0.120916610923	0.176990136687	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	C13-CAP-P320-REPAIRED-EXACTMODE-A1	prefill	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	34662.4	52624.2	0.658677946648	0.644670235624	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	C13-CAP-P768S10-REPAIRED-EXACTMODE-A1	prefill	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	46546269.6	101745629.8	0.457476843885	0.521279271972	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	C13-CAP-P768S10-REPAIRED-EXACTMODE-A1	prefill	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	4711	1644650.6	0.00286443819739	0.00808386454321	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	C13-CAP-P768S10-REPAIRED-EXACTMODE-A1	prefill	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	2436	2502	0.973621103118	0.885365853659	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	C13-EQ-P320S10-C12BIN-EXACTMODE	prefill	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	46536869.2	101862996.8	0.456857452283	0.520659813279	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	C13-EQ-P320S10-C12BIN-EXACTMODE	prefill	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	116197	1627196.2	0.0714093358871	0.11932576242	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	C13-EQ-P320S10-C12BIN-EXACTMODE	prefill	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	29568	33309	0.887688012249	0.87987089897	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	C13-EQ-P320S10-NEWBIN-EXACTMODE	prefill	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	46536869.2	101862996.8	0.456857452283	0.520659813279	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	C13-EQ-P320S10-NEWBIN-EXACTMODE	prefill	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	116197	1627196.2	0.0714093358871	0.11932576242	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	C13-EQ-P320S10-NEWBIN-EXACTMODE	prefill	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	29568	33309	0.887688012249	0.87987089897	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	C13-LAT-P8-REPAIRED-EXACTMODE-A1	prefill	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	1634121.4	56986413.8	0.0286756314538	0.0219073575464	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	C13-LAT-P8-REPAIRED-EXACTMODE-A1	prefill	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	115955	1634121.4	0.0709586203326	0.118842386395	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	C13-LAT-P8-REPAIRED-EXACTMODE-A1	prefill	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	29567	33307	0.887711291921	0.879896953007	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	C13-LAT-P9-REPAIRED-EXACTMODE-A1	prefill	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	1634194.8	56961652.8	0.0286893852209	0.0219115658033	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	C13-LAT-P9-REPAIRED-EXACTMODE-A1	prefill	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	115058	1634194.8	0.0704065390491	0.118119777544	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	C13-LAT-P9-REPAIRED-EXACTMODE-A1	prefill	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	29567	33307	0.887711291921	0.879896953007	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
