layer_id	expert_id	tensor_bytes
1	101	9437184
1	102	9437184
1	103	9437184
1	104	9437184
1	105	9437184
1	106	9437184
1	107	9437184
1	108	9437184
1	109	9437184
1	11	9437184
1	110	9437184
1	111	9437184
1	112	9437184
1	113	9437184
1	114	9437184
1	115	9437184
1	116	9437184
1	117	9437184
1	118	9437184
1	119	9437184
1	12	9437184
1	120	9437184
1	121	9437184
1	122	9437184
1	123	9437184
1	124	9437184
1	125	9437184
1	126	9437184
1	127	9437184
1	13	9437184
1	14	9437184
1	15	9437184
1	16	9437184
1	17	9437184
1	18	9437184
1	19	9437184
1	2	9437184
1	20	9437184
1	21	9437184
1	22	9437184
1	23	9437184
1	24	9437184
1	25	9437184
1	26	9437184
1	27	9437184
1	28	9437184
1	29	9437184
1	3	9437184
1	30	9437184
1	31	9437184
1	32	9437184
1	33	9437184
1	34	9437184
1	35	9437184
1	36	9437184
1	37	9437184
1	38	9437184
1	39	9437184
1	4	9437184
1	40	9437184
1	41	9437184
1	42	9437184
1	43	9437184
1	44	9437184
1	45	9437184
1	46	9437184
1	47	9437184
1	48	9437184
1	49	9437184
1	5	9437184
1	50	9437184
1	51	9437184
1	52	9437184
1	53	9437184
1	54	9437184
1	55	9437184
1	56	9437184
1	57	9437184
1	58	9437184
1	59	9437184
1	6	9437184
1	60	9437184
1	61	9437184
1	62	9437184
1	63	9437184
1	64	9437184
1	65	9437184
1	66	9437184
1	67	9437184
1	68	9437184
1	69	9437184
1	7	9437184
1	70	9437184
1	71	9437184
1	72	9437184
1	73	9437184
1	74	9437184
1	75	9437184
1	76	9437184
1	77	9437184
1	78	9437184
1	79	9437184
1	8	9437184
1	80	9437184
1	81	9437184
1	82	9437184
1	83	9437184
1	84	9437184
1	85	9437184
1	86	9437184
1	87	9437184
1	88	9437184
1	89	9437184
1	9	9437184
1	90	9437184
1	91	9437184
1	92	9437184
1	93	9437184
1	94	9437184
1	95	9437184
1	96	9437184
1	97	9437184
1	98	9437184
1	99	9437184
10	0	9437184
10	1	9437184
10	10	9437184
10	100	9437184
10	101	9437184
10	102	9437184
10	103	9437184
10	104	9437184
10	105	9437184
10	106	9437184
10	107	9437184
10	108	9437184
10	109	9437184
10	11	9437184
10	110	9437184
10	111	9437184
10	112	9437184
10	113	9437184
10	114	9437184
10	115	9437184
10	116	9437184
10	117	9437184
10	118	9437184
10	119	9437184
10	12	9437184
10	120	9437184
10	121	9437184
10	122	9437184
10	123	9437184
10	124	9437184
10	125	9437184
10	126	9437184
10	127	9437184
10	13	9437184
10	14	9437184
10	15	9437184
10	16	9437184
10	17	9437184
10	18	9437184
10	19	9437184
10	2	9437184
10	20	9437184
10	21	9437184
10	22	9437184
10	23	9437184
10	24	9437184
10	25	9437184
10	26	9437184
10	27	9437184
10	28	9437184
10	29	9437184
10	3	9437184
10	30	9437184
10	31	9437184
10	32	9437184
10	33	9437184
10	34	9437184
10	35	9437184
10	36	9437184
10	37	9437184
10	38	9437184
10	39	9437184
10	4	9437184
10	40	9437184
10	41	9437184
10	42	9437184
10	43	9437184
10	44	9437184
10	45	9437184
10	46	9437184
10	47	9437184
10	48	9437184
10	49	9437184
10	5	9437184
10	50	9437184
10	51	9437184
10	52	9437184
10	53	9437184
10	54	9437184
10	55	9437184
10	56	9437184
10	57	9437184
10	58	9437184
10	59	9437184
10	6	9437184
10	60	9437184
10	61	9437184
10	62	9437184
10	63	9437184
10	64	9437184
10	65	9437184
10	66	9437184
10	67	9437184
10	68	9437184
10	69	9437184
10	7	9437184
10	70	9437184
10	71	9437184
10	72	9437184
10	73	9437184
10	74	9437184
10	75	9437184
10	76	9437184
10	77	9437184
10	78	9437184
10	79	9437184
10	8	9437184
10	80	9437184
10	81	9437184
10	82	9437184
10	83	9437184
10	84	9437184
10	85	9437184
10	86	9437184
10	87	9437184
10	88	9437184
10	89	9437184
10	9	9437184
10	90	9437184
10	91	9437184
10	92	9437184
10	93	9437184
10	94	9437184
10	95	9437184
10	96	9437184
10	97	9437184
10	98	9437184
10	99	9437184
11	0	9437184
11	1	9437184
11	10	9437184
11	100	9437184
11	101	9437184
11	102	9437184
11	103	9437184
11	104	9437184
11	105	9437184
11	106	9437184
11	107	9437184
11	108	9437184
11	109	9437184
11	11	9437184
11	110	9437184
11	111	9437184
11	112	9437184
11	113	9437184
11	114	9437184
11	115	9437184
11	116	9437184
11	117	9437184
11	118	9437184
11	119	9437184
11	12	9437184
11	120	9437184
11	121	9437184
11	122	9437184
11	123	9437184
11	124	9437184
11	125	9437184
11	126	9437184
11	127	9437184
11	13	9437184
11	14	9437184
11	15	9437184
11	16	9437184
11	17	9437184
11	18	9437184
11	19	9437184
11	2	9437184
11	20	9437184
11	21	9437184
11	22	9437184
11	23	9437184
11	24	9437184
11	25	9437184
11	26	9437184
11	27	9437184
11	28	9437184
11	29	9437184
11	3	9437184
11	30	9437184
11	31	9437184
11	32	9437184
11	33	9437184
11	34	9437184
11	35	9437184
11	36	9437184
11	37	9437184
11	38	9437184
11	39	9437184
11	4	9437184
11	40	9437184
11	41	9437184
11	42	9437184
11	43	9437184
11	44	9437184
11	45	9437184
11	46	9437184
11	47	9437184
11	48	9437184
11	49	9437184
11	5	9437184
11	50	9437184
11	51	9437184
11	52	9437184
11	53	9437184
11	54	9437184
11	55	9437184
11	56	9437184
11	57	9437184
11	58	9437184
11	59	9437184
11	6	9437184
11	60	9437184
11	61	9437184
11	62	9437184
11	63	9437184
11	64	9437184
11	65	9437184
11	66	9437184
11	67	9437184
11	68	9437184
11	69	9437184
11	7	9437184
11	70	9437184
11	71	9437184
11	72	9437184
11	73	9437184
11	74	9437184
11	75	9437184
11	76	9437184
11	77	9437184
11	78	9437184
11	79	9437184
11	8	9437184
11	80	9437184
11	81	9437184
11	82	9437184
11	83	9437184
11	84	9437184
11	85	9437184
11	86	9437184
11	87	9437184
11	88	9437184
11	89	9437184
11	9	9437184
11	90	9437184
11	91	9437184
11	92	9437184
11	93	9437184
11	94	9437184
11	95	9437184
11	96	9437184
11	97	9437184
11	98	9437184
11	99	9437184
12	0	9437184
12	1	9437184
12	10	9437184
12	100	9437184
12	101	9437184
12	102	9437184
12	103	9437184
12	104	9437184
12	105	9437184
12	106	9437184
12	107	9437184
12	108	9437184
12	109	9437184
12	11	9437184
12	110	9437184
12	111	9437184
12	112	9437184
12	113	9437184
12	114	9437184
12	115	9437184
12	116	9437184
12	117	9437184
12	118	9437184
12	119	9437184
12	12	9437184
12	120	9437184
12	121	9437184
12	122	9437184
12	123	9437184
12	124	9437184
12	125	9437184
12	126	9437184
12	127	9437184
12	13	9437184
12	14	9437184
12	15	9437184
12	16	9437184
12	17	9437184
12	18	9437184
12	19	9437184
12	2	9437184
12	20	9437184
12	21	9437184
12	22	9437184
12	23	9437184
12	24	9437184
12	25	9437184
12	26	9437184
12	27	9437184
12	28	9437184
12	29	9437184
12	3	9437184
12	30	9437184
12	31	9437184
12	32	9437184
12	33	9437184
12	34	9437184
12	35	9437184
12	36	9437184
12	37	9437184
12	38	9437184
12	39	9437184
12	4	9437184
12	40	9437184
12	41	9437184
12	42	9437184
12	43	9437184
12	44	9437184
12	45	9437184
12	46	9437184
12	47	9437184
12	48	9437184
12	49	9437184
12	5	9437184
12	50	9437184
12	51	9437184
12	52	9437184
12	53	9437184
12	54	9437184
12	55	9437184
12	56	9437184
12	57	9437184
12	58	9437184
12	59	9437184
12	6	9437184
12	60	9437184
12	61	9437184
12	62	9437184
12	63	9437184
12	64	9437184
12	65	9437184
12	66	9437184
12	67	9437184
12	68	9437184
12	69	9437184
12	7	9437184
12	70	9437184
12	71	9437184
12	72	9437184
12	73	9437184
12	74	9437184
12	75	9437184
12	76	9437184
12	77	9437184
12	78	9437184
12	79	9437184
12	8	9437184
12	80	9437184
12	81	9437184
12	82	9437184
12	83	9437184
12	84	9437184
12	85	9437184
12	86	9437184
12	87	9437184
12	88	9437184
12	89	9437184
12	9	9437184
12	90	9437184
12	91	9437184
12	92	9437184
12	93	9437184
12	94	9437184
12	95	9437184
12	96	9437184
12	97	9437184
12	98	9437184
12	99	9437184
13	0	9437184
13	1	9437184
13	10	9437184
13	100	9437184
13	101	9437184
13	102	9437184
13	103	9437184
13	104	9437184
13	105	9437184
13	106	9437184
13	107	9437184
13	108	9437184
13	109	9437184
13	11	9437184
13	110	9437184
13	111	9437184
13	112	9437184
13	113	9437184
13	114	9437184
13	115	9437184
13	116	9437184
13	117	9437184
13	118	9437184
13	119	9437184
13	12	9437184
13	120	9437184
13	121	9437184
13	122	9437184
13	123	9437184
13	124	9437184
13	125	9437184
13	126	9437184
13	127	9437184
13	13	9437184
13	14	9437184
13	15	9437184
13	16	9437184
13	17	9437184
13	18	9437184
13	19	9437184
13	2	9437184
13	20	9437184
13	21	9437184
13	22	9437184
13	23	9437184
13	24	9437184
13	25	9437184
13	26	9437184
13	27	9437184
13	28	9437184
13	29	9437184
13	3	9437184
13	30	9437184
13	31	9437184
13	32	9437184
13	33	9437184
13	34	9437184
13	35	9437184
13	36	9437184
13	37	9437184
13	38	9437184
13	39	9437184
13	4	9437184
13	40	9437184
13	41	9437184
13	42	9437184
13	43	9437184
13	44	9437184
13	45	9437184
13	46	9437184
13	47	9437184
13	48	9437184
13	49	9437184
13	5	9437184
13	50	9437184
13	51	9437184
13	52	9437184
13	53	9437184
13	54	9437184
13	55	9437184
13	56	9437184
13	57	9437184
13	58	9437184
13	59	9437184
13	6	9437184
13	60	9437184
13	61	9437184
13	62	9437184
13	63	9437184
13	64	9437184
13	65	9437184
13	66	9437184
13	67	9437184
13	68	9437184
13	69	9437184
13	7	9437184
13	70	9437184
13	71	9437184
13	72	9437184
13	73	9437184
13	74	9437184
13	75	9437184
13	76	9437184
13	77	9437184
13	78	9437184
13	79	9437184
13	8	9437184
13	80	9437184
13	81	9437184
13	82	9437184
13	83	9437184
13	84	9437184
13	85	9437184
13	86	9437184
13	87	9437184
13	88	9437184
13	89	9437184
13	9	9437184
13	90	9437184
13	91	9437184
13	92	9437184
13	93	9437184
13	94	9437184
13	95	9437184
13	96	9437184
13	97	9437184
13	98	9437184
13	99	9437184
14	0	9437184
14	1	9437184
14	10	9437184
14	100	9437184
14	101	9437184
14	102	9437184
14	103	9437184
14	104	9437184
14	105	9437184
14	106	9437184
14	107	9437184
14	108	9437184
14	109	9437184
14	11	9437184
14	110	9437184
14	111	9437184
14	112	9437184
14	113	9437184
14	114	9437184
14	115	9437184
14	116	9437184
14	117	9437184
14	118	9437184
14	119	9437184
14	12	9437184
14	120	9437184
14	121	9437184
14	122	9437184
14	123	9437184
14	124	9437184
14	125	9437184
14	126	9437184
14	127	9437184
14	13	9437184
14	14	9437184
14	15	9437184
14	16	9437184
14	17	9437184
14	18	9437184
14	19	9437184
14	2	9437184
14	20	9437184
14	21	9437184
14	22	9437184
14	23	9437184
14	24	9437184
14	25	9437184
14	26	9437184
14	27	9437184
14	28	9437184
14	29	9437184
14	3	9437184
14	30	9437184
14	31	9437184
14	32	9437184
14	33	9437184
14	34	9437184
14	35	9437184
14	36	9437184
14	37	9437184
14	38	9437184
14	39	9437184
14	4	9437184
14	40	9437184
14	41	9437184
14	42	9437184
14	43	9437184
14	44	9437184
14	45	9437184
14	46	9437184
14	47	9437184
14	48	9437184
14	49	9437184
14	5	9437184
14	50	9437184
14	51	9437184
14	52	9437184
14	53	9437184
14	54	9437184
14	55	9437184
14	56	9437184
14	57	9437184
14	58	9437184
14	59	9437184
14	6	9437184
14	60	9437184
14	61	9437184
14	62	9437184
14	63	9437184
14	64	9437184
14	65	9437184
14	66	9437184
14	67	9437184
14	68	9437184
14	69	9437184
14	7	9437184
14	70	9437184
14	71	9437184
14	72	9437184
14	73	9437184
14	74	9437184
14	75	9437184
14	76	9437184
14	77	9437184
14	78	9437184
14	79	9437184
14	8	9437184
14	80	9437184
14	81	9437184
14	82	9437184
14	83	9437184
14	84	9437184
14	85	9437184
14	86	9437184
14	87	9437184
14	88	9437184
14	89	9437184
14	9	9437184
14	90	9437184
14	91	9437184
14	92	9437184
14	93	9437184
14	94	9437184
14	95	9437184
14	96	9437184
14	97	9437184
14	98	9437184
14	99	9437184
15	0	9437184
15	1	9437184
15	10	9437184
15	100	9437184
15	101	9437184
15	102	9437184
15	103	9437184
15	104	9437184
15	105	9437184
15	106	9437184
15	107	9437184
15	108	9437184
15	109	9437184
15	11	9437184
15	110	9437184
15	111	9437184
15	112	9437184
15	113	9437184
15	114	9437184
15	115	9437184
15	116	9437184
15	117	9437184
15	118	9437184
15	119	9437184
15	12	9437184
15	120	9437184
15	121	9437184
15	122	9437184
15	123	9437184
15	124	9437184
15	125	9437184
15	126	9437184
15	127	9437184
15	13	9437184
15	14	9437184
15	15	9437184
15	16	9437184
15	17	9437184
15	18	9437184
15	19	9437184
15	2	9437184
15	20	9437184
15	21	9437184
15	22	9437184
15	23	9437184
15	24	9437184
15	25	9437184
15	26	9437184
15	27	9437184
15	28	9437184
15	29	9437184
15	3	9437184
15	30	9437184
15	31	9437184
15	32	9437184
15	33	9437184
15	34	9437184
15	35	9437184
15	36	9437184
15	37	9437184
15	38	9437184
15	39	9437184
15	4	9437184
15	40	9437184
15	41	9437184
15	42	9437184
15	43	9437184
15	44	9437184
15	45	9437184
15	46	9437184
15	47	9437184
15	48	9437184
15	49	9437184
15	5	9437184
15	50	9437184
15	51	9437184
15	52	9437184
15	53	9437184
15	54	9437184
15	55	9437184
15	56	9437184
15	57	9437184
15	58	9437184
15	59	9437184
15	6	9437184
15	60	9437184
15	61	9437184
15	62	9437184
15	63	9437184
15	64	9437184
15	65	9437184
15	66	9437184
15	67	9437184
15	68	9437184
15	69	9437184
15	7	9437184
15	70	9437184
15	71	9437184
15	72	9437184
15	73	9437184
15	74	9437184
15	75	9437184
15	76	9437184
15	77	9437184
15	78	9437184
15	79	9437184
15	8	9437184
15	80	9437184
15	81	9437184
15	82	9437184
15	83	9437184
15	84	9437184
15	85	9437184
15	86	9437184
15	87	9437184
15	88	9437184
15	89	9437184
15	9	9437184
15	90	9437184
15	91	9437184
15	92	9437184
15	93	9437184
15	94	9437184
15	95	9437184
15	96	9437184
15	97	9437184
15	98	9437184
15	99	9437184
16	0	9437184
16	1	9437184
16	10	9437184
16	100	9437184
16	101	9437184
16	102	9437184
16	103	9437184
16	104	9437184
16	105	9437184
16	106	9437184
16	107	9437184
16	108	9437184
16	109	9437184
16	11	9437184
16	110	9437184
16	111	9437184
16	112	9437184
16	113	9437184
16	114	9437184
16	115	9437184
16	116	9437184
16	117	9437184
16	118	9437184
16	119	9437184
16	12	9437184
16	120	9437184
16	121	9437184
16	122	9437184
16	123	9437184
16	124	9437184
16	125	9437184
16	126	9437184
16	127	9437184
16	13	9437184
16	14	9437184
16	15	9437184
16	16	9437184
16	17	9437184
16	18	9437184
16	19	9437184
16	2	9437184
16	20	9437184
16	21	9437184
16	22	9437184
16	23	9437184
16	24	9437184
16	25	9437184
16	26	9437184
16	27	9437184
16	28	9437184
16	29	9437184
16	3	9437184
16	30	9437184
16	31	9437184
16	32	9437184
16	33	9437184
16	34	9437184
16	35	9437184
16	36	9437184
16	37	9437184
16	38	9437184
16	39	9437184
16	4	9437184
16	40	9437184
16	41	9437184
16	42	9437184
16	43	9437184
16	44	9437184
16	45	9437184
16	46	9437184
16	47	9437184
16	48	9437184
16	49	9437184
16	5	9437184
16	50	9437184
16	51	9437184
16	52	9437184
16	53	9437184
16	54	9437184
16	55	9437184
16	56	9437184
16	57	9437184
16	58	9437184
16	59	9437184
16	6	9437184
16	60	9437184
16	61	9437184
16	62	9437184
16	63	9437184
16	64	9437184
16	65	9437184
16	66	9437184
16	67	9437184
16	68	9437184
16	69	9437184
16	7	9437184
16	70	9437184
16	71	9437184
16	72	9437184
16	73	9437184
16	74	9437184
16	75	9437184
16	76	9437184
16	77	9437184
16	78	9437184
16	79	9437184
16	8	9437184
16	80	9437184
16	81	9437184
16	82	9437184
16	83	9437184
16	84	9437184
16	85	9437184
16	86	9437184
16	87	9437184
16	88	9437184
16	89	9437184
16	9	9437184
16	90	9437184
16	91	9437184
16	92	9437184
16	93	9437184
16	94	9437184
16	95	9437184
16	96	9437184
16	97	9437184
16	98	9437184
16	99	9437184
17	0	9437184
17	1	9437184
17	10	9437184
17	100	9437184
17	101	9437184
17	102	9437184
17	103	9437184
17	104	9437184
17	105	9437184
17	106	9437184
17	107	9437184
17	108	9437184
17	109	9437184
17	11	9437184
17	110	9437184
17	111	9437184
17	112	9437184
17	113	9437184
17	114	9437184
17	115	9437184
17	116	9437184
17	117	9437184
17	118	9437184
17	119	9437184
17	12	9437184
17	120	9437184
17	121	9437184
17	122	9437184
17	123	9437184
17	124	9437184
17	125	9437184
17	126	9437184
17	127	9437184
17	13	9437184
17	14	9437184
17	15	9437184
17	16	9437184
17	17	9437184
17	18	9437184
17	19	9437184
17	2	9437184
17	20	9437184
17	21	9437184
17	22	9437184
17	23	9437184
17	24	9437184
17	25	9437184
17	26	9437184
17	27	9437184
17	28	9437184
17	29	9437184
17	3	9437184
17	30	9437184
17	31	9437184
17	32	9437184
17	33	9437184
17	34	9437184
17	35	9437184
17	36	9437184
17	37	9437184
17	38	9437184
17	39	9437184
17	4	9437184
17	40	9437184
17	41	9437184
17	42	9437184
17	43	9437184
17	44	9437184
17	45	9437184
17	46	9437184
17	47	9437184
17	48	9437184
17	49	9437184
17	5	9437184
17	50	9437184
17	51	9437184
17	52	9437184
17	53	9437184
17	54	9437184
17	55	9437184
17	56	9437184
17	57	9437184
17	58	9437184
17	59	9437184
17	6	9437184
17	60	9437184
17	61	9437184
17	62	9437184
17	63	9437184
17	64	9437184
17	65	9437184
17	66	9437184
17	67	9437184
17	68	9437184
17	69	9437184
17	7	9437184
17	70	9437184
17	71	9437184
17	72	9437184
17	73	9437184
17	74	9437184
17	75	9437184
17	76	9437184
17	77	9437184
17	78	9437184
17	79	9437184
17	8	9437184
17	80	9437184
17	81	9437184
17	82	9437184
17	83	9437184
17	84	9437184
17	85	9437184
17	86	9437184
17	87	9437184
17	88	9437184
17	89	9437184
17	9	9437184
17	90	9437184
17	91	9437184
17	92	9437184
17	93	9437184
17	94	9437184
17	95	9437184
17	96	9437184
17	97	9437184
17	98	9437184
17	99	9437184
18	0	9437184
18	1	9437184
18	10	9437184
18	100	9437184
18	101	9437184
18	102	9437184
18	103	9437184
18	104	9437184
18	105	9437184
18	106	9437184
18	107	9437184
18	108	9437184
18	109	9437184
18	11	9437184
18	110	9437184
18	111	9437184
18	112	9437184
18	113	9437184
18	114	9437184
18	115	9437184
18	116	9437184
18	117	9437184
18	118	9437184
18	119	9437184
18	12	9437184
18	120	9437184
18	121	9437184
18	122	9437184
18	123	9437184
18	124	9437184
18	125	9437184
18	126	9437184
18	127	9437184
18	13	9437184
18	14	9437184
18	15	9437184
18	16	9437184
18	17	9437184
18	18	9437184
18	19	9437184
18	2	9437184
18	20	9437184
18	21	9437184
18	22	9437184
18	23	9437184
18	24	9437184
18	25	9437184
18	26	9437184
18	27	9437184
18	28	9437184
18	29	9437184
18	3	9437184
18	30	9437184
18	31	9437184
18	32	9437184
18	33	9437184
18	34	9437184
18	35	9437184
18	36	9437184
18	37	9437184
18	38	9437184
18	39	9437184
18	4	9437184
18	40	9437184
18	41	9437184
18	42	9437184
18	43	9437184
18	44	9437184
18	45	9437184
18	46	9437184
18	47	9437184
18	48	9437184
18	49	9437184
18	5	9437184
18	50	9437184
18	51	9437184
18	52	9437184
18	53	9437184
18	54	9437184
18	55	9437184
18	56	9437184
18	57	9437184
18	58	9437184
18	59	9437184
18	6	9437184
18	60	9437184
18	61	9437184
18	62	9437184
18	63	9437184
18	64	9437184
18	65	9437184
18	66	9437184
18	67	9437184
18	68	9437184
18	69	9437184
18	7	9437184
18	70	9437184
18	71	9437184
18	72	9437184
18	73	9437184
18	74	9437184
18	75	9437184
18	76	9437184
18	77	9437184
18	78	9437184
18	79	9437184
18	8	9437184
18	80	9437184
18	81	9437184
18	82	9437184
18	83	9437184
18	84	9437184
18	85	9437184
18	86	9437184
18	87	9437184
18	88	9437184
18	89	9437184
18	9	9437184
18	90	9437184
18	91	9437184
18	92	9437184
18	93	9437184
18	94	9437184
18	95	9437184
18	96	9437184
18	97	9437184
18	98	9437184
18	99	9437184
19	0	9437184
19	1	9437184
19	10	9437184
19	100	9437184
19	101	9437184
19	102	9437184
19	103	9437184
19	104	9437184
19	105	9437184
19	106	9437184
19	107	9437184
19	108	9437184
19	109	9437184
19	11	9437184
19	110	9437184
19	111	9437184
19	112	9437184
19	113	9437184
19	114	9437184
19	115	9437184
19	116	9437184
19	117	9437184
19	118	9437184
19	119	9437184
19	12	9437184
19	120	9437184
19	121	9437184
19	122	9437184
19	123	9437184
19	124	9437184
19	125	9437184
19	126	9437184
19	127	9437184
19	13	9437184
19	14	9437184
19	15	9437184
19	16	9437184
19	17	9437184
19	18	9437184
19	19	9437184
19	2	9437184
19	20	9437184
19	21	9437184
19	22	9437184
19	23	9437184
19	24	9437184
19	25	9437184
19	26	9437184
19	27	9437184
19	28	9437184
19	29	9437184
19	3	9437184
19	30	9437184
19	31	9437184
19	32	9437184
19	33	9437184
19	34	9437184
19	35	9437184
19	36	9437184
19	37	9437184
19	38	9437184
19	39	9437184
19	4	9437184
19	40	9437184
19	41	9437184
19	42	9437184
19	43	9437184
19	44	9437184
19	45	9437184
19	46	9437184
19	47	9437184
19	48	9437184
19	49	9437184
19	5	9437184
19	50	9437184
19	51	9437184
19	52	9437184
19	53	9437184
19	54	9437184
19	55	9437184
19	56	9437184
19	57	9437184
19	58	9437184
19	59	9437184
19	6	9437184
19	60	9437184
19	61	9437184
19	62	9437184
19	63	9437184
19	64	9437184
19	65	9437184
19	66	9437184
19	67	9437184
19	68	9437184
19	69	9437184
19	7	9437184
19	70	9437184
19	71	9437184
19	72	9437184
19	73	9437184
19	74	9437184
19	75	9437184
19	76	9437184
19	77	9437184
19	78	9437184
19	79	9437184
19	8	9437184
19	80	9437184
19	81	9437184
19	82	9437184
19	83	9437184
19	84	9437184
19	85	9437184
19	86	9437184
19	87	9437184
19	88	9437184
19	89	9437184
19	9	9437184
19	90	9437184
19	91	9437184
19	92	9437184
19	93	9437184
19	94	9437184
19	95	9437184
19	96	9437184
19	97	9437184
19	98	9437184
19	99	9437184
2	0	9437184
2	1	9437184
2	10	9437184
2	100	9437184
2	101	9437184
2	102	9437184
2	103	9437184
2	104	9437184
2	105	9437184
2	106	9437184
2	107	9437184
2	108	9437184
2	109	9437184
2	11	9437184
2	110	9437184
2	111	9437184
2	112	9437184
2	113	9437184
2	114	9437184
2	115	9437184
2	116	9437184
2	117	9437184
2	118	9437184
2	119	9437184
2	12	9437184
2	120	9437184
2	121	9437184
2	122	9437184
2	123	9437184
2	124	9437184
2	125	9437184
2	126	9437184
2	127	9437184
2	13	9437184
2	14	9437184
2	15	9437184
2	16	9437184
2	17	9437184
2	18	9437184
2	19	9437184
2	2	9437184
2	20	9437184
2	21	9437184
2	22	9437184
2	23	9437184
2	24	9437184
2	25	9437184
2	26	9437184
2	27	9437184
2	28	9437184
2	29	9437184
2	3	9437184
2	30	9437184
2	31	9437184
2	32	9437184
2	33	9437184
2	34	9437184
2	35	9437184
2	36	9437184
2	37	9437184
2	38	9437184
2	39	9437184
2	4	9437184
2	40	9437184
2	41	9437184
2	42	9437184
2	43	9437184
2	44	9437184
2	45	9437184
2	46	9437184
2	47	9437184
2	48	9437184
2	49	9437184
2	5	9437184
2	50	9437184
2	51	9437184
2	52	9437184
2	53	9437184
2	54	9437184
2	55	9437184
2	56	9437184
2	57	9437184
2	58	9437184
2	59	9437184
2	6	9437184
2	60	9437184
2	61	9437184
2	62	9437184
2	63	9437184
2	64	9437184
2	65	9437184
2	66	9437184
2	67	9437184
2	68	9437184
2	69	9437184
2	7	9437184
2	70	9437184
2	71	9437184
2	72	9437184
2	73	9437184
2	74	9437184
2	75	9437184
2	76	9437184
2	77	9437184
2	78	9437184
2	79	9437184
2	8	9437184
2	80	9437184
2	81	9437184
2	82	9437184
2	83	9437184
2	84	9437184
2	85	9437184
2	86	9437184
2	87	9437184
2	88	9437184
2	89	9437184
2	9	9437184
2	90	9437184
2	91	9437184
2	92	9437184
2	93	9437184
2	94	9437184
2	95	9437184
2	96	9437184
2	97	9437184
2	98	9437184
2	99	9437184
20	0	9437184
20	1	9437184
20	10	9437184
20	100	9437184
20	101	9437184
20	102	9437184
20	103	9437184
20	104	9437184
20	105	9437184
20	106	9437184
20	107	9437184
20	108	9437184
20	109	9437184
20	11	9437184
20	110	9437184
20	111	9437184
20	112	9437184
20	113	9437184
20	114	9437184
20	115	9437184
20	116	9437184
20	117	9437184
20	118	9437184
20	119	9437184
20	12	9437184
20	120	9437184
20	121	9437184
20	122	9437184
20	123	9437184
20	124	9437184
20	125	9437184
20	126	9437184
20	127	9437184
20	13	9437184
20	14	9437184
20	15	9437184
20	16	9437184
20	17	9437184
20	18	9437184
20	19	9437184
20	2	9437184
20	20	9437184
20	21	9437184
20	22	9437184
20	23	9437184
20	24	9437184
20	25	9437184
20	26	9437184
20	27	9437184
20	28	9437184
20	29	9437184
20	3	9437184
20	30	9437184
20	31	9437184
20	32	9437184
20	33	9437184
20	34	9437184
20	35	9437184
20	36	9437184
20	37	9437184
20	38	9437184
20	39	9437184
20	4	9437184
20	40	9437184
20	41	9437184
20	42	9437184
20	43	9437184
20	44	9437184
20	45	9437184
20	46	9437184
20	47	9437184
20	48	9437184
20	49	9437184
20	5	9437184
20	50	9437184
20	51	9437184
20	52	9437184
20	53	9437184
20	54	9437184
20	55	9437184
20	56	9437184
