trace_id	semantic	latency	kernel_uid	sid	warp	dynamic_warp	sample_index	start_cycle	end_cycle	dependent_steps	cycles_per_step	observable	status
M2	LEGACY	0/80	1	0	1	1	0	5215	600659	512	1162.976562500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	6	6	0	5268	603393	512	1168.212890625	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	11	11	0	5278	639980	512	1239.652343750	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	12	12	0	5293	640646	512	1240.923828125	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	2	2	0	5217	644844	512	1249.271484375	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	10	10	0	5278	650201	512	1259.615234375	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	3	3	0	5225	657215	512	1273.417968750	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	15	15	1	538279	1016199	512	933.437500000	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	14	14	1	524526	1016617	512	961.115234375	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	7	7	1	514988	1044182	512	1033.582031250	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	0	0	1	531606	1055627	512	1023.478515625	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	5	5	1	535780	1059410	512	1022.714843750	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	9	9	1	509216	1073147	512	1101.427734375	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	8	8	1	564469	1077838	512	1002.673828125	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	13	13	1	549729	1094204	512	1063.427734375	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	4	4	1	539406	1104537	512	1103.771484375	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	1	1	1	601571	1109335	512	991.726562500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	12	12	1	642033	1124248	512	941.826171875	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	10	10	1	651714	1127252	512	928.785156250	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	3	3	1	658646	1128608	512	917.894531250	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	6	6	1	603820	1128778	512	1025.308593750	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	2	2	1	646063	1139327	512	963.406250000	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	0/80	1	0	11	11	1	641371	1140508	512	974.876953125	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	9	9	0	5246	599446	512	1160.546875000	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	7	7	0	5243	604553	512	1170.527343750	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	14	14	0	5288	609073	512	1179.267578125	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	4	4	0	5246	628262	512	1216.828125000	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	0	0	0	5274	633406	512	1226.820312500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	15	15	0	5308	636491	512	1232.779296875	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	5	5	0	5310	636506	512	1232.804687500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	13	13	0	5287	636963	512	1233.742187500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	8	8	0	5254	653418	512	1265.945312500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	6	6	0	5268	658286	512	1275.425781250	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	11	11	0	5278	699520	512	1355.941406250	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	1	1	0	5215	704952	512	1366.673828125	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	2	2	0	5217	710984	512	1378.451171875	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	10	10	0	5278	715106	512	1386.382812500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	3	3	0	5225	741346	512	1437.736328125	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	12	12	0	5293	754385	512	1463.070312500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	15	15	1	638130	1231290	512	1158.515625000	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	14	14	1	610834	1232998	512	1215.164062500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	0	0	1	634642	1249503	512	1200.900390625	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	7	7	1	605818	1255862	512	1269.617187500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	9	9	1	600166	1263231	512	1295.048828125	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	5	5	1	638135	1272559	512	1239.109375000	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	8	8	1	654571	1297379	512	1255.484375000	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	13	13	1	638186	1298424	512	1289.527343750	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	4	4	1	629496	1298986	512	1307.597656250	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	6	6	1	659672	1312587	512	1275.224609375	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	10	10	1	716703	1318267	512	1174.929687500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	1	1	1	706457	1319261	512	1196.882812500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	2	2	1	711576	1324984	512	1198.062500000	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	3	3	1	743344	1327699	512	1141.318359375	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	11	11	1	701030	1330979	512	1230.369140625	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	LEGACY	10/80	1	0	12	12	1	755237	1333508	512	1129.435546875	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	9	9	0	5246	508187	512	982.306640625	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	7	7	0	5243	513696	512	993.072265625	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	14	14	0	5288	523681	512	1012.486328125	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	0	0	0	5274	531195	512	1027.189453125	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	5	5	0	5310	534592	512	1033.753906250	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	15	15	0	5308	537484	512	1039.406250000	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	4	4	0	5246	538069	512	1040.669921875	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	13	13	0	5287	548960	512	1061.861328125	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	8	8	0	5254	561919	512	1087.236328125	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	1	1	0	5215	600659	512	1162.976562500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	6	6	0	5268	603393	512	1168.212890625	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	11	11	0	5278	639980	512	1239.652343750	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	12	12	0	5293	640646	512	1240.923828125	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	2	2	0	5217	644844	512	1249.271484375	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	10	10	0	5278	650201	512	1259.615234375	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	3	3	0	5225	657215	512	1273.417968750	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	15	15	1	538279	1016199	512	933.437500000	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	14	14	1	524526	1016617	512	961.115234375	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	7	7	1	514988	1044182	512	1033.582031250	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	0	0	1	531606	1055627	512	1023.478515625	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	5	5	1	535780	1059410	512	1022.714843750	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	9	9	1	509216	1073147	512	1101.427734375	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	8	8	1	564469	1077838	512	1002.673828125	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	13	13	1	549729	1094204	512	1063.427734375	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	4	4	1	539406	1104537	512	1103.771484375	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	1	1	1	601571	1109335	512	991.726562500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	12	12	1	642033	1124248	512	941.826171875	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	10	10	1	651714	1127252	512	928.785156250	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	3	3	1	658646	1128608	512	917.894531250	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	6	6	1	603820	1128778	512	1025.308593750	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	2	2	1	646063	1139327	512	963.406250000	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	0/80	1	0	11	11	1	641371	1140508	512	974.876953125	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	10/80	1	0	9	9	0	5246	599446	512	1160.546875000	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	10/80	1	0	7	7	0	5243	604553	512	1170.527343750	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	10/80	1	0	14	14	0	5288	609073	512	1179.267578125	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	10/80	1	0	4	4	0	5246	628262	512	1216.828125000	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	10/80	1	0	0	0	0	5274	633406	512	1226.820312500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	10/80	1	0	15	15	0	5308	636491	512	1232.779296875	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	10/80	1	0	5	5	0	5310	636506	512	1232.804687500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	10/80	1	0	13	13	0	5287	636963	512	1233.742187500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	10/80	1	0	8	8	0	5254	653418	512	1265.945312500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	10/80	1	0	6	6	0	5268	658286	512	1275.425781250	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	10/80	1	0	11	11	0	5278	699520	512	1355.941406250	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	10/80	1	0	1	1	0	5215	704952	512	1366.673828125	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	10/80	1	0	2	2	0	5217	710984	512	1378.451171875	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	10/80	1	0	10	10	0	5278	715106	512	1386.382812500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	10/80	1	0	3	3	0	5225	741346	512	1437.736328125	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	10/80	1	0	12	12	0	5293	754385	512	1463.070312500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	10/80	1	0	15	15	1	638130	1231290	512	1158.515625000	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	10/80	1	0	14	14	1	610834	1232998	512	1215.164062500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	10/80	1	0	0	0	1	634642	1249503	512	1200.900390625	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
M2	V1_PIPELINED_LAUNCH	10/80	1	0	7	7	1	605818	1255862	512	1269.617187500	CLOCK64_BRACKET_SIM_CYCLES_PER_DEPENDENT_STEP	VALID_CAPTURED_BRACKET
