candidate_id	candidate_type	phase	family	implementation_family_key	scenario_mass_ns	total_native_mass_ns	max_scenario_share	actual_target_count	selected	selection_reason
EXT_EXACT_fd949a41e5c7	EXACT_SHAPE_EXTENSION	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_6d15560c6de4c556736b71012a902ff283d9e88f8b16006697b7b9723dae7877	B4:1415747	1415747	0.004588392363303075	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_43330b812036	EXACT_SHAPE_EXTENSION	PREFILL	CUBLAS_GEMM	EXACT_SHA256_8530e1eefcc894c7e7a5fc850f51ffdce69371602db40ea0cca0c9242443f1f5	T256:1399393	1399393	0.012360058665438557	1	YES	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_65db5ecb65e0	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_REDUCE	EXACT_SHA256_d1934c1198203f32a8446aa6060a5371f039492e919c517e67a0ff56e061d5c8	B4:681378;T8192:679488	1360866	0.0022083250833113	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_a9d81e890faf	EXACT_SHAPE_EXTENSION	DECODE	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	B4:1338144	1338144	0.004336883433692482	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_0c2548461696	EXACT_SHAPE_EXTENSION	PREFILL	CUBLAS_GEMM	EXACT_SHA256_37109ffe0bc37cd80913026c9158dd5f7162f3370aae31905b9613f24deac197	D128:1260418	1260418	0.0025349909738595117	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_d6d871531a07	EXACT_SHAPE_EXTENSION	PREFILL	CUBLAS_GEMM	EXACT_SHA256_ed8695489eb61eef9f634afba0026f4024fe616b9a6dfc277d66b57a05773eda	D128:1236129	1236129	0.0024861401991450333	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_90b9a0de6a40	EXACT_SHAPE_EXTENSION	DECODE	AT_NATIVE_REDUCE	EXACT_SHA256_9f869f06e41eff47d4e7b2d3da41b2fca8563f79b095b1ec384854b6b3e2e5ff	B4:932001	932001	0.003020586496733406	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_44fd96c3a0f8	EXACT_SHAPE_EXTENSION	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_0c13d038c2620873928ae5a36dd84e84b24a70287e3637f75bc0f3ed71c8a4d1	B4:819168	819168	0.002654898223667261	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_b12576cdec31	EXACT_SHAPE_EXTENSION	PREFILL	CUBLAS_GEMM	CUTLASS_F16_GEMM_256X128_32X3_TN_ALIGN8	T256:796033	796033	0.007030915961152478	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_77fd8e3b35f9	EXACT_SHAPE_EXTENSION	PREFILL	CUBLAS_GEMM	EXACT_SHA256_fb4d61ccbb36e9ac6203526db8c3308323b12b65d3a007683ba5b009f100f6ce	T256:742401	742401	0.006557214387438161	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_efbfa14be4b0	EXACT_SHAPE_EXTENSION	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	B4:710945	710945	0.0023041508184220095	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_73d0d7ffb4d7	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	D128:689057	689057	0.001385852372367511	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_0991d3f19b41	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	B4:307200;T8192:311232	618432	0.0009956257255051254	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_3c0ab6963a33	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	D128:551040	551040	0.001108268388927757	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_513cfedf8ae1	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	B4:257312;T8192:257664	514976	0.0008339402561236159	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_7f53b68b10b4	EXACT_SHAPE_EXTENSION	DECODE	AT_NATIVE_UNROLLED_ELEMENTWISE	EXACT_SHA256_26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	B4:75968;D128:288320;T256:79297;T8192:71360	514945	0.0007003862188772426	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_15614a8bfa0a	EXACT_SHAPE_EXTENSION	PREFILL	CUBLAS_GEMM	EXACT_SHA256_7e380c25ee4d60dcd22dff62f531ef37c9a7e1b9c2375747bd4e02435b2764fc	D128:447106	447106	0.0008992331705501118	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_f9c2d30d706b	EXACT_SHAPE_EXTENSION	DECODE	OTHER_EXACT_IMPLEMENTATION	EXACT_SHA256_d71007a2126c2b81da00e00d42fe2158c2639bbad926caa197a2cf8e98c1c922	B4:77664;D128:217024;T256:59040;T8192:57984	411712	0.0005214674245244134	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_d06f7ac15e1d	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_0c13d038c2620873928ae5a36dd84e84b24a70287e3637f75bc0f3ed71c8a4d1	D128:407456	407456	0.0008194878859591828	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_f4b0157c7a72	EXACT_SHAPE_EXTENSION	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_a43e69a63440bd40b51a333c784e6c93da8a5d97e93b96abb6fdaa150d7c6302	B4:57280;D128:224768;T256:62048;T8192:56256	400352	0.0005480354125489634	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_cb97332ef048	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_UNROLLED_ELEMENTWISE	EXACT_SHA256_3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	D128:367168	367168	0.0007384594363854287	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_c34815876e57	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	D128:360737	360737	0.0007255252138077675	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_af0eb8635569	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	D128:358689	358689	0.0007214062139882916	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_950a17fcbc1d	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_91297a911e5ce0bc544f9f1e69b7e03db76a50894146196e6db519747eea57d6	D128:354080	354080	0.00071213645316409	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_f93d99c13e95	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_UNROLLED_ELEMENTWISE	EXACT_SHA256_26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	D128:343713	343713	0.0006912860278083734	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_94ef8aff147d	EXACT_SHAPE_EXTENSION	DECODE	COPY_KERNEL	EXACT_SHA256_5fe75b7df488d1ed3fba483dcdad114fa364a783823058ebc540d8d8788bf0e1	B4:50592;D128:174304;T256:47680;T8192:46784	319360	0.0004211308740061658	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_7a8fbcc11d89	EXACT_SHAPE_EXTENSION	DECODE	AT_NATIVE_UNROLLED_ELEMENTWISE	EXACT_SHA256_3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	B4:45472;D128:162368;T256:41248;T8192:40768	289856	0.0003643206017409045	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_4aed98bcb49c	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_6d15560c6de4c556736b71012a902ff283d9e88f8b16006697b7b9723dae7877	D128:266273	266273	0.0005355363471344378	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_174e97ef98ef	EXACT_SHAPE_EXTENSION	DECODE	CUBLAS_GEMM	EXACT_SHA256_236b2b929cf3f9ebf8ad18474634f2a94ee4eec7cf4cb0d73ff98ef8a395c849	B4:38752;D128:150882;T256:38144;T8192:37440	265218	0.0003369046992049326	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_3e60c7134f2f	EXACT_SHAPE_EXTENSION	PREFILL	CUBLAS_GEMM	EXACT_SHA256_b222ed3c50b83fc08d44b95f8e2b6efab304392da9252c918dd6edf51446b02a	T256:262176	262176	0.002315654530692964	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_9658f26e9e23	EXACT_SHAPE_EXTENSION	PREFILL	PYTORCH_FLASH_FWD	FLASH_FWD	T256:262016	262016	0.0023142413398405943	1	YES	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_8805c7a40100	EXACT_SHAPE_EXTENSION	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_a68982cf6d846a655cd482da3ca16cf4540e49dfc55e4ebbd4b26df2d827866e	B4:36928;D128:145088;T256:36800;T8192:36128	254944	0.0003250338960450273	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
