target_id	candidate_id	source_scenario	represented_scenarios	scenario_mass_ns_nonadditive	meta_role	phase	normalized_kernel_family	family_archetype	implementation_family_key	recurrence_signature	exact_implementation_sha256	grid	block	decode_step	group_total_native_mass_ns_nonadditive	group_mass_accounted_ns	asset_classification	capture_authorized	selection_reason
STR_fb002dc5652b_P1	STR_fb002dc5652b	S2	D128;S2;T256;T8192	SEE_CROSS_CONTEXT_CLUSTER_MAP	CORE_CROSS_CONTEXT	DECODE	CUBLAS_GEMV	GEMV	CUBLAS_GEMV_EXACT_9c8b8197c254fdbf63a135e8bd63b6485df1c077c48dcadd41f00f2c59e81469	STABLE_1	9c8b8197c254fdbf63a135e8bd63b6485df1c077c48dcadd41f00f2c59e81469	18992,1,1	8,8,1	3	13107325	13107325	MISSING_SIM_TRACE	NO	ACCEPTED_S2_BALANCED_REUSE_3_OTHER_SCENARIOS
TRJ_a372e5defa43_P1	TRJ_a372e5defa43	S2	B4;D128;S2;T256;T8192	SEE_CROSS_CONTEXT_CLUSTER_MAP	CORE_CROSS_CONTEXT	DECODE	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	3586,1,1	128,1,1	1	10661015	10661015	MISSING_SIM_TRACE	NO	ACCEPTED_S2_BALANCED_REUSE_4_OTHER_SCENARIOS
TRJ_a372e5defa43_P2	TRJ_a372e5defa43	S2	B4;D128;S2;T256;T8192	SEE_CROSS_CONTEXT_CLUSTER_MAP	CORE_CROSS_CONTEXT	DECODE	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	3612,1,1	128,1,1	16	10661015	0	MISSING_SIM_TRACE	NO	ACCEPTED_S2_BALANCED_REUSE_4_OTHER_SCENARIOS
TRJ_a372e5defa43_P3	TRJ_a372e5defa43	S2	B4;D128;S2;T256;T8192	SEE_CROSS_CONTEXT_CLUSTER_MAP	CORE_CROSS_CONTEXT	DECODE	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	3640,1,1	128,1,1	32	10661015	0	MISSING_SIM_TRACE	NO	ACCEPTED_S2_BALANCED_REUSE_4_OTHER_SCENARIOS
STR_01503476cf8d_P1	STR_01503476cf8d	S2	B4;D128;S2;T256;T8192	SEE_CROSS_CONTEXT_CLUSTER_MAP	CORE_CROSS_CONTEXT	DECODE	COPY_KERNEL	COPY	EXACT_SHA256_1dcd309bfcaf4619985c9773e3174747e99765bae9400e943b6c6c44db5ba036	VARIABLE_0_48	1dcd309bfcaf4619985c9773e3174747e99765bae9400e943b6c6c44db5ba036	152,2,1	512,1,1	2	4982632	4982632	MISSING_SIM_TRACE	NO	ACCEPTED_S2_BALANCED_REUSE_4_OTHER_SCENARIOS
STR_e0922aa2a506_P1	STR_e0922aa2a506	S2	B4;D128;S2;T256;T8192	SEE_CROSS_CONTEXT_CLUSTER_MAP	CORE_CROSS_CONTEXT	DECODE	AT_NATIVE_REDUCE	REDUCE	EXACT_SHA256_d1934c1198203f32a8446aa6060a5371f039492e919c517e67a0ff56e061d5c8	STABLE_49	d1934c1198203f32a8446aa6060a5371f039492e919c517e67a0ff56e061d5c8	1,1,1	128,1,1	1	3475750	3475750	MISSING_SIM_TRACE	NO	ACCEPTED_S2_BALANCED_REUSE_4_OTHER_SCENARIOS
STR_48b98b28a393_P1	STR_48b98b28a393	S2	B4;D128;S2;T256;T8192	SEE_CROSS_CONTEXT_CLUSTER_MAP	CORE_CROSS_CONTEXT	DECODE	AT_NATIVE_UNROLLED_ELEMENTWISE	ELEMENTWISE	EXACT_SHA256_26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	STABLE_49	26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	2,1,1	128,1,1	1	3378439	3378439	MISSING_SIM_TRACE	NO	ACCEPTED_S2_BALANCED_REUSE_4_OTHER_SCENARIOS
STR_c6105f5a2136_P1	STR_c6105f5a2136	S2	B4;D128;S2;T256;T8192	SEE_CROSS_CONTEXT_CLUSTER_MAP	CORE_CROSS_CONTEXT	DECODE	AT_NATIVE_UNROLLED_ELEMENTWISE	ELEMENTWISE	EXACT_SHA256_3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	STABLE_49	3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	2,1,1	128,1,1	1	3157799	3157799	MISSING_SIM_TRACE	NO	ACCEPTED_S2_BALANCED_REUSE_4_OTHER_SCENARIOS
STR_9222044406be_P1	STR_9222044406be	S2	B4;D128;S2;T256;T8192	SEE_CROSS_CONTEXT_CLUSTER_MAP	CORE_CROSS_CONTEXT	DECODE	COPY_KERNEL	COPY	EXACT_SHA256_e593dab8aec90bd69f8465eb6a67ce3b4db21258884d7c33fec094f870a90650	VARIABLE_48_96	e593dab8aec90bd69f8465eb6a67ce3b4db21258884d7c33fec094f870a90650	152,2,1	512,1,1	5	3071111	3071111	MISSING_SIM_TRACE	NO	ACCEPTED_S2_BALANCED_REUSE_4_OTHER_SCENARIOS
STR_1a4d1a138a59_P1	STR_1a4d1a138a59	S2	B4;D128;S2;T256;T8192	SEE_CROSS_CONTEXT_CLUSTER_MAP	CORE_CROSS_CONTEXT	DECODE	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	EXACT_SHA256_3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	STABLE_48	3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	2,1,1	128,1,1	1	2816200	2816200	MISSING_SIM_TRACE	NO	ACCEPTED_S2_BALANCED_REUSE_4_OTHER_SCENARIOS
STR_1e8f76f5cafe_P1	STR_1e8f76f5cafe	S2	B4;D128;S2;T256;T8192	SEE_CROSS_CONTEXT_CLUSTER_MAP	CORE_CROSS_CONTEXT	DECODE	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	EXACT_SHA256_bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	STABLE_48	bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	1,1,1	128,1,1	1	2397031	2397031	MISSING_SIM_TRACE	NO	ACCEPTED_S2_BALANCED_REUSE_4_OTHER_SCENARIOS
STR_860680a18dcd_P1	STR_860680a18dcd	S2	B4;D128;S2;T256;T8192	SEE_CROSS_CONTEXT_CLUSTER_MAP	CORE_CROSS_CONTEXT	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	EXACT_SHA256_2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	STABLE_72	2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	2,1,1	128,1,1	1	2274215	2274215	MISSING_SIM_TRACE	NO	ACCEPTED_S2_BALANCED_REUSE_4_OTHER_SCENARIOS
STR_ccdc733edc2b_P1	STR_ccdc733edc2b	S2	B4;D128;S2;T256;T8192	SEE_CROSS_CONTEXT_CLUSTER_MAP	CORE_CROSS_CONTEXT	DECODE	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	EXACT_SHA256_91297a911e5ce0bc544f9f1e69b7e03db76a50894146196e6db519747eea57d6	STABLE_49	91297a911e5ce0bc544f9f1e69b7e03db76a50894146196e6db519747eea57d6	4,1,1	128,1,1	1	2160965	2160965	MISSING_SIM_TRACE	NO	ACCEPTED_S2_BALANCED_REUSE_4_OTHER_SCENARIOS
STR_e5778137820d_P1	STR_e5778137820d	S2	B4;D128;S2;T256;T8192	SEE_CROSS_CONTEXT_CLUSTER_MAP	CORE_CROSS_CONTEXT	DECODE	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	EXACT_SHA256_3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	STABLE_48	3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	1,1,1	128,1,1	1	1953708	1953708	MISSING_SIM_TRACE	NO	ACCEPTED_S2_BALANCED_REUSE_4_OTHER_SCENARIOS
STR_1f2dafe69bb0_P1	STR_1f2dafe69bb0	S2	D128;S2;T256;T8192	SEE_CROSS_CONTEXT_CLUSTER_MAP	CORE_CROSS_CONTEXT	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	EXACT_SHA256_e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	STABLE_49	e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	2,1,1	128,1,1	1	1684834	1684834	MISSING_SIM_TRACE	NO	ACCEPTED_S2_BALANCED_REUSE_3_OTHER_SCENARIOS
EXT_EXACT_002cdb044939_P1	EXT_EXACT_002cdb044939	T8192	T8192	T8192:37437222	SCENARIO_EXTENSION	PREFILL	PYTORCH_FLASH_FWD	FLASH	FLASH_FWD	ONE_OBSERVED_PASS	28f5ddff59b2ab385e957e346a004210bdff57579ab7607d302907c74f415ba4	64,1,14	128,1,1	REPRESENTATIVE_STEP_UNRESOLVED	37437222	37437222	MISSING_SIM_TRACE_PLANNING	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_07c56f6ca0ef_P1	EXT_EXACT_07c56f6ca0ef	T256	T256	T256:5489477	SCENARIO_EXTENSION	DECODE	PYTORCH_FLASH_FWD	FLASH	FLASH_FWD_SPLITKV	STABLE_24	acd9e92a7282d0c17ce34f2bda8a7972bb8913b66629d00bdecf3b119a81d426	1,2,14	128,1,1	REPRESENTATIVE_STEP_UNRESOLVED	5489477	5489477	MISSING_SIM_TRACE_PLANNING	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_237af3de300d_P1	EXT_EXACT_237af3de300d	B4	B4;T8192	B4:24483238;T8192:24471716	SCENARIO_EXTENSION	PREFILL	CUBLAS_GEMM	GEMM	CUTLASS_F16_GEMM_256X128_32X3_TN_ALIGN8	ONE_OBSERVED_PASS	90f8352b488cd3123433f3ba1c70b52fdf0186831d779bb6eea1135c76e59d93	512,75,1	256,1,1	REPRESENTATIVE_STEP_UNRESOLVED	48954954	48954954	MISSING_SIM_TRACE_PLANNING	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_43330b812036_P1	EXT_EXACT_43330b812036	T256	T256	T256:1399393	SCENARIO_EXTENSION	PREFILL	CUBLAS_GEMM	GEMM	EXACT_SHA256_8530e1eefcc894c7e7a5fc850f51ffdce69371602db40ea0cca0c9242443f1f5	ONE_OBSERVED_PASS	8530e1eefcc894c7e7a5fc850f51ffdce69371602db40ea0cca0c9242443f1f5	38,2,1	128,1,1	REPRESENTATIVE_STEP_UNRESOLVED	1399393	1399393	MISSING_SIM_TRACE_PLANNING	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_44d57d3e244c_P1	EXT_EXACT_44d57d3e244c	D128	B4;D128;T256;T8192	B4:1433793;D128:5662123;T256:1560994;T8192:1414432	SCENARIO_EXTENSION	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	EXACT_SHA256_3d29b9d568dac897004721d1cb9b00837e19e4db53054e85678fd4b8a9ca1e47	STABLE_49	3d29b9d568dac897004721d1cb9b00837e19e4db53054e85678fd4b8a9ca1e47	1,1,1	128,1,1	REPRESENTATIVE_STEP_UNRESOLVED	10071342	10071342	MISSING_SIM_TRACE_PLANNING	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_4f420de48de8_P1	EXT_EXACT_4f420de48de8	B4	B4	B4:8819404	SCENARIO_EXTENSION	DECODE	CUBLAS_GEMM	GEMM	EXACT_SHA256_944c439ce7856ba1b82bb05e2ec1be30aae379d26ccb629052dc6da785b6e013	STABLE_48	944c439ce7856ba1b82bb05e2ec1be30aae379d26ccb629052dc6da785b6e013	8,1,1	32,1,1	REPRESENTATIVE_STEP_UNRESOLVED	8819404	8819404	MISSING_SIM_TRACE_PLANNING	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_73cbec7be9f1_P1	EXT_EXACT_73cbec7be9f1	B4	B4	B4:28056212	SCENARIO_EXTENSION	DECODE	PYTORCH_FLASH_FWD	FLASH	FLASH_FWD_SPLITKV	STABLE_24	acd9e92a7282d0c17ce34f2bda8a7972bb8913b66629d00bdecf3b119a81d426	1,5,56	128,1,1	REPRESENTATIVE_STEP_UNRESOLVED	28056212	28056212	MISSING_SIM_TRACE_PLANNING	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_871d8b36578c_P1	EXT_EXACT_871d8b36578c	B4	B4	B4:12715729	SCENARIO_EXTENSION	DECODE	CUBLAS_GEMM	GEMM	EXACT_SHA256_b222ed3c50b83fc08d44b95f8e2b6efab304392da9252c918dd6edf51446b02a	STABLE_24	b222ed3c50b83fc08d44b95f8e2b6efab304392da9252c918dd6edf51446b02a	8,7,16	32,1,1	REPRESENTATIVE_STEP_UNRESOLVED	12715729	12715729	MISSING_SIM_TRACE_PLANNING	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_941ea37d7171_P1	EXT_EXACT_941ea37d7171	B4	B4	B4:14731543	SCENARIO_EXTENSION	DECODE	CUBLAS_GEMM	GEMM	EXACT_SHA256_b222ed3c50b83fc08d44b95f8e2b6efab304392da9252c918dd6edf51446b02a	STABLE_1	b222ed3c50b83fc08d44b95f8e2b6efab304392da9252c918dd6edf51446b02a	8,1187,1	32,1,1	REPRESENTATIVE_STEP_UNRESOLVED	14731543	14731543	MISSING_SIM_TRACE_PLANNING	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_954048933e32_P1	EXT_EXACT_954048933e32	B4	B4	B4:23128106	SCENARIO_EXTENSION	DECODE	CUBLAS_GEMM	GEMM	EXACT_SHA256_b222ed3c50b83fc08d44b95f8e2b6efab304392da9252c918dd6edf51446b02a	STABLE_48	b222ed3c50b83fc08d44b95f8e2b6efab304392da9252c918dd6edf51446b02a	8,38,1	32,1,1	REPRESENTATIVE_STEP_UNRESOLVED	23128106	23128106	MISSING_SIM_TRACE_PLANNING	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_9658f26e9e23_P1	EXT_EXACT_9658f26e9e23	T256	T256	T256:262016	SCENARIO_EXTENSION	PREFILL	PYTORCH_FLASH_FWD	FLASH	FLASH_FWD	ONE_OBSERVED_PASS	28f5ddff59b2ab385e957e346a004210bdff57579ab7607d302907c74f415ba4	2,1,14	128,1,1	REPRESENTATIVE_STEP_UNRESOLVED	262016	262016	MISSING_SIM_TRACE_PLANNING	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_a01c2b11d255_P1	EXT_EXACT_a01c2b11d255	T8192	B4;T8192	B4:36828986;T8192:36834608	SCENARIO_EXTENSION	PREFILL	CUBLAS_GEMM	GEMM	EXACT_SHA256_6772506365e233da090e0ec1971f29a2a97bb416727f6cee57157daa8f9f1462	ONE_OBSERVED_PASS	6772506365e233da090e0ec1971f29a2a97bb416727f6cee57157daa8f9f1462	38,64,1	128,1,1	REPRESENTATIVE_STEP_UNRESOLVED	73663594	73663594	MISSING_SIM_TRACE_PLANNING	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_b32af2ffd236_P1	EXT_EXACT_b32af2ffd236	T8192	B4;T8192	B4:9365871;T8192:9377218	SCENARIO_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	EXACT_SHA256_e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	ONE_OBSERVED_PASS	e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	77824,1,1	128,1,1	REPRESENTATIVE_STEP_UNRESOLVED	18743089	18743089	MISSING_SIM_TRACE_PLANNING	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_b9e960de7c28_P1	EXT_EXACT_b9e960de7c28	B4	B4;T8192	B4:18267771;T8192:18263298	SCENARIO_EXTENSION	PREFILL	CUBLAS_GEMM	GEMM	EXACT_SHA256_8530e1eefcc894c7e7a5fc850f51ffdce69371602db40ea0cca0c9242443f1f5	ONE_OBSERVED_PASS	8530e1eefcc894c7e7a5fc850f51ffdce69371602db40ea0cca0c9242443f1f5	7,64,1	128,1,1	REPRESENTATIVE_STEP_UNRESOLVED	36531069	36531069	MISSING_SIM_TRACE_PLANNING	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_d01bca44e9a3_P1	EXT_EXACT_d01bca44e9a3	B4	B4	B4:9882478	SCENARIO_EXTENSION	PREFILL	PYTORCH_FLASH_FWD	FLASH	FLASH_FWD	ONE_OBSERVED_PASS	28f5ddff59b2ab385e957e346a004210bdff57579ab7607d302907c74f415ba4	16,4,14	128,1,1	REPRESENTATIVE_STEP_UNRESOLVED	9882478	9882478	MISSING_SIM_TRACE_PLANNING	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_d24393dd9bd1_P1	EXT_EXACT_d24393dd9bd1	B4	B4;T8192	B4:5796680;T8192:5795192	SCENARIO_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	EXACT_SHA256_0c13d038c2620873928ae5a36dd84e84b24a70287e3637f75bc0f3ed71c8a4d1	ONE_OBSERVED_PASS	0c13d038c2620873928ae5a36dd84e84b24a70287e3637f75bc0f3ed71c8a4d1	77824,1,1	128,1,1	REPRESENTATIVE_STEP_UNRESOLVED	11591872	11591872	MISSING_SIM_TRACE_PLANNING	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_TRJ_305523e4b3a4_P1	EXT_TRJ_305523e4b3a4	T256	T256	T256:3356867	SCENARIO_EXTENSION	DECODE	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	450,1,1	128,1,1	1	3356867	3356867	MISSING_SIM_TRACE_PLANNING	NO	SOURCE_MONOTONIC_GRID_RECURRENCE_48
EXT_TRJ_305523e4b3a4_P2	EXT_TRJ_305523e4b3a4	T256	T256	T256:3356867	SCENARIO_EXTENSION	DECODE	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	476,1,1	128,1,1	16	3356867	0	MISSING_SIM_TRACE_PLANNING	NO	SOURCE_MONOTONIC_GRID_RECURRENCE_48
EXT_TRJ_305523e4b3a4_P3	EXT_TRJ_305523e4b3a4	T256	T256	T256:3356867	SCENARIO_EXTENSION	DECODE	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	504,1,1	128,1,1	32	3356867	0	MISSING_SIM_TRACE_PLANNING	NO	SOURCE_MONOTONIC_GRID_RECURRENCE_48
EXT_TRJ_874f0472206c_P1	EXT_TRJ_874f0472206c	T8192	T8192	T8192:31077217	SCENARIO_EXTENSION	DECODE	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	14338,1,1	128,1,1	1	31077217	31077217	MISSING_SIM_TRACE_PLANNING	NO	SOURCE_MONOTONIC_GRID_RECURRENCE_48
EXT_TRJ_874f0472206c_P2	EXT_TRJ_874f0472206c	T8192	T8192	T8192:31077217	SCENARIO_EXTENSION	DECODE	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	14364,1,1	128,1,1	16	31077217	0	MISSING_SIM_TRACE_PLANNING	NO	SOURCE_MONOTONIC_GRID_RECURRENCE_48
