nvbit_static_index	vector_ordinal	instruction_offset	opcode	memory_space	is_load	is_store	has_mref	sass	function_full_name	function_mangled_name	function_address	libtorch_cuda_sha256
33	33	528	SHF.R.U32.HI	NONE	0	0	0	SHF.R.U32.HI R178, RZ, R3, R9 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
34	34	544	LOP3.LUT	NONE	0	0	0	LOP3.LUT R179, R8, R9, R5, 0xf8, !PT ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
35	35	560	IADD3.X	NONE	0	0	0	@P4 IADD3.X R178, ~R178, c[0x0][0xc], RZ, !PT, !PT ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
36	36	576	MOV	CONSTANT	0	0	0	MOV R182, c[0x0][0x1f0] ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
37	37	592	MOV	CONSTANT	0	0	0	MOV R183, c[0x0][0x1f4] ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
38	38	608	LOP3.LUT	NONE	0	0	0	LOP3.LUT P3, RZ, R181, 0x4, RZ, 0xc0, !PT ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
39	39	624	IMAD.U32	NONE	0	0	0	IMAD.U32 R3, R180, c[0x0][0x1e0], RZ ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
40	40	640	IADD3	NONE	0	0	0	IADD3 R3, -R3, c[0x0][0x1d0], RZ ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
41	41	656	MOV	CONSTANT	0	0	0	MOV R172, c[0x0][0x1d0] ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
42	42	672	ISETP.LT.AND	NONE	0	0	0	ISETP.LT.AND P4, PT, R3, c[0x0][0x1e0], P3 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
43	43	688	MOV	CONSTANT	0	0	0	@P3 MOV R172, c[0x0][0x1e0] ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
44	44	704	MOV	NONE	0	0	0	@P4 MOV R172, R3 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
45	45	720	LDG.E.LTC128B.CONSTANT	GLOBAL	1	0	1	@P0 LDG.E.LTC128B.CONSTANT R128, [R182] ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
46	46	736	MOV	CONSTANT	0	0	0	@!P0 MOV R128, c[0x0][0x1fc] ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
47	47	752	MOV	NONE	0	0	0	MOV R5, RZ ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
48	48	768	MOV	NONE	0	0	0	MOV R7, RZ ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
49	49	784	LOP3.LUT	NONE	0	0	0	LOP3.LUT R4, R173, 0x7, RZ, 0xc0, !PT ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
50	50	800	SHF.R.U32.HI	NONE	0	0	0	SHF.R.U32.HI R3, RZ, 0x3, R173 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
51	51	816	MOV	NONE	0	0	0	MOV R9, RZ ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
52	52	832	SHF.L.U32	NONE	0	0	0	SHF.L.U32 R8, R4, 0x3, RZ ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
53	53	848	LEA	NONE	0	0	0	LEA R6, R178, R3, 0x7 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
54	54	864	IADD3	NONE	0	0	0	IADD3 R10, R6, -c[0x0][0x1c8], RZ ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
55	55	880	IMAD.WIDE.U32	NONE	0	0	0	IMAD.WIDE.U32 R6, R6, c[0x0][0x1b8], R8 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
56	56	896	SHF.R.S32.HI	NONE	0	0	0	SHF.R.S32.HI R12, RZ, 0x3, R173 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
57	57	912	LOP3.LUT	NONE	0	0	0	LOP3.LUT R11, R173, 0x7, RZ, 0xc0, !PT ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
58	58	928	SHF.L.U32	NONE	0	0	0	SHF.L.U32 R13, R12, 0x7, RZ ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
59	59	944	LOP3.LUT	NONE	0	0	0	LOP3.LUT R11, R11, R12, RZ, 0x3c, !PT ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
60	60	960	LOP3.LUT	NONE	0	0	0	LOP3.LUT R11, R11, 0x7, RZ, 0xc0, !PT ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
61	61	976	LEA	NONE	0	0	0	LEA R129, R11, R13, 0x4 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
62	62	992	MOV	NONE	0	0	0	MOV R13, RZ ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
63	63	1008	MOV	NONE	0	0	0	MOV R15, RZ ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
64	64	1024	LOP3.LUT	NONE	0	0	0	LOP3.LUT R12, R173, 0x7, RZ, 0xc0, !PT ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
65	65	1040	SHF.R.U32.HI	NONE	0	0	0	SHF.R.U32.HI R11, RZ, 0x3, R173 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
66	66	1056	MOV	NONE	0	0	0	MOV R17, RZ ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
67	67	1072	SHF.L.U32	NONE	0	0	0	SHF.L.U32 R16, R12, 0x3, RZ ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
68	68	1088	LEA	NONE	0	0	0	LEA R14, R179, R11, 0x7 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
69	69	1104	IADD3	NONE	0	0	0	IADD3 R18, R14, -c[0x0][0x1cc], RZ ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
70	70	1120	IMAD.WIDE.U32	NONE	0	0	0	IMAD.WIDE.U32 R14, R14, c[0x0][0x1bc], R16 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
71	71	1136	SHF.R.S32.HI	NONE	0	0	0	SHF.R.S32.HI R20, RZ, 0x3, R173 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
