kind	identity	path_or_type	sha256_or_commit
run	COMBINE:off:command.json	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/phase_a_raw/COMBINE_OFF_OPPORTUNITY_10_80/command.json	10316672f44c72945fa3b7202ced5c8f936d3dfaef91ed69bcefbaa9f05d731a
run	COMBINE:candidate:run.log	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/development_raw/COMBINE_COALESCER_10_80/run.log	c6099767011d61283c49f63f8d82ccfc6bdc8c36ba3a8afc776ce274be0006c6
run	COMBINE:candidate:command.json	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/development_raw/COMBINE_COALESCER_10_80/command.json	d638a52ea2fe710c8ccc7ce53fae859b886de6fac2c8765706f09fe528d6cc59
run	A1:off:run.log	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/phase_a_raw/A1_OFF_OPPORTUNITY_10_80/run.log	755bef3b29064d133dbd6e65b1d11dc0b425556ac5ee01f6030a71bf85080bf4
run	A1:off:command.json	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/phase_a_raw/A1_OFF_OPPORTUNITY_10_80/command.json	b1c8c5d0c08a5e67876aa2083327b868ad1f80ba1948234b96720b4dac42143c
run	A1:candidate:run.log	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/development_raw/A1_COALESCER_10_80/run.log	1f64676047d3a92f16e47579d7dc7b91a2870f7dd69376fcb0d0e51170c349c0
run	A1:candidate:command.json	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/development_raw/A1_COALESCER_10_80/command.json	e25e2e05ed8fafb50292efddca1803f3e58288d107460d1a1f6cbcca61882017
run	A2:off:run.log	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/phase_a_raw/A2_OFF_OPPORTUNITY_10_80/run.log	85f894b8210951ccc1596f4ef1cd40d93a3629742ec86d0092072db261cefc4a
run	A2:off:command.json	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/phase_a_raw/A2_OFF_OPPORTUNITY_10_80/command.json	598cdf7c0bb08a33c688e1949d6ee5d9286811c474757ff9f890eb074dc0a1c1
run	A2:candidate:run.log	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/development_raw/A2_COALESCER_10_80/run.log	14e2fd0baa027bf8428e5a8840f47b86cc70ceb226a4243de3dc4eb8476a49c2
run	A2:candidate:command.json	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/development_raw/A2_COALESCER_10_80/command.json	0c67b4b1391c7fc8e06ffaf550b921402ff99596d246c0cdce21005e7cc17879
run	H1:off:run.log	/root/share/mnt164/huangrulin/awma_c1_nonblocking_cross_context_holdout_v1/raw/H1_OFF_10_80/run.log	3e582b4bdf6e876d19cd8fdd8207d31dd192cdc93a3dc6a80d845d9b34e9115f
run	H1:off:command.json	/root/share/mnt164/huangrulin/awma_c1_nonblocking_cross_context_holdout_v1/raw/H1_OFF_10_80/command.json	4c8526f07505825195898f6f66bb2aaa77ad3a0bf5fafe7f923e91c2f3c38f71
run	H1:candidate:run.log	/root/share/mnt164/huangrulin/awma_prel1_coalescer_paper_qualification_v1/pair_c_raw/H1_COALESCER_10_80/run.log	8202ca225665b6e2f5dfea4bf07b5ce0832044ef8c7a7e7587f71fd68cda6274
run	H1:candidate:command.json	/root/share/mnt164/huangrulin/awma_prel1_coalescer_paper_qualification_v1/pair_c_raw/H1_COALESCER_10_80/command.json	2599855a5564f0b5f250b502841ed59133ee3fa60b8c1a81a3dc3ee4ab6b6864
run	H2:off:run.log	/root/share/mnt164/huangrulin/awma_c1_nonblocking_cross_context_holdout_v1/raw/H2_OFF_10_80/run.log	e9ae765eef1c835c586121e69acea9ac90ecbb9483cf31626acb652a09ddce7d
run	H2:off:command.json	/root/share/mnt164/huangrulin/awma_c1_nonblocking_cross_context_holdout_v1/raw/H2_OFF_10_80/command.json	e7d471a52c5da5575f841e5a117c90d90a776cee1bac122b2e0475f0bc0de51f
run	H2:candidate:run.log	/root/share/mnt164/huangrulin/awma_prel1_coalescer_paper_qualification_v1/pair_c_raw/H2_COALESCER_10_80/run.log	aaa7b85689fd4fa2422d1a4eee3bd15f810d934bd1fc35bcfad0f2c3c650b46f
run	H2:candidate:command.json	/root/share/mnt164/huangrulin/awma_prel1_coalescer_paper_qualification_v1/pair_c_raw/H2_COALESCER_10_80/command.json	f1fa4607d9bc06708666621d84e906eaaec5f80fe4134bc2909ccf85a04f69af
run	REDUCE:off:run.log	/root/share/mnt164/huangrulin/awma_prel1_coalescer_minimal_independent_holdout_validation_v1/raw/OFF/run.log	9ac71e24969b50aa8d42e809a64b2920c855e6acc45341a35f99e45b2695482b
run	REDUCE:off:command.json	/root/share/mnt164/huangrulin/awma_prel1_coalescer_minimal_independent_holdout_validation_v1/raw/OFF/command.json	08571f0a6e84bd11142ad508512ad25f7bb5273517a76a2510451ca7ea9b2c2b
run	REDUCE:candidate:run.log	/root/share/mnt164/huangrulin/awma_prel1_coalescer_minimal_independent_holdout_validation_v1/raw/COALESCER/run.log	dfd58a35e9c49e958e57593c60041b88ff38f0a9121efb28999edafc2af1c517
run	REDUCE:candidate:command.json	/root/share/mnt164/huangrulin/awma_prel1_coalescer_minimal_independent_holdout_validation_v1/raw/COALESCER/command.json	84811718869e667deae0594a7e0b89817f31a2217d30c93a1da09ec3c9c199fd
new_run_receipt	H1:rc.txt	/root/share/mnt164/huangrulin/awma_prel1_coalescer_paper_qualification_v1/pair_c_raw/H1_COALESCER_10_80/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
new_run_receipt	H1:wall_seconds.txt	/root/share/mnt164/huangrulin/awma_prel1_coalescer_paper_qualification_v1/pair_c_raw/H1_COALESCER_10_80/wall_seconds.txt	7ea99000a80fceabd13751d8c758854ba8d046b391996970d8f3069e23a80a43
new_run_receipt	H2:rc.txt	/root/share/mnt164/huangrulin/awma_prel1_coalescer_paper_qualification_v1/pair_c_raw/H2_COALESCER_10_80/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
new_run_receipt	H2:wall_seconds.txt	/root/share/mnt164/huangrulin/awma_prel1_coalescer_paper_qualification_v1/pair_c_raw/H2_COALESCER_10_80/wall_seconds.txt	aa0dbe16c95607b8f8a59839769d4f7e4bd391d156c3c73db6b05be9e38b1fda
rtl_test	same_cycle_minimal	/root/share/mnt164/huangrulin/awma_prel1_coalescer_paper_qualification_v1/rtl_proxy_raw/tests/same_cycle_minimal.log	66cd7e05838a6a6b7305c41c967fe3ade26538e745a45632d1194f7634b10fdb
generic_synthesis	same_cycle_minimal:stat	/root/share/mnt164/huangrulin/awma_prel1_coalescer_paper_qualification_v1/rtl_proxy_raw/synthesis/same_cycle_minimal.stat.txt	172a49e03b0b7679b2c12f7405cb60749edaca152ee71fcd93eebba789a84acc
generic_synthesis	same_cycle_minimal:ltp	/root/share/mnt164/huangrulin/awma_prel1_coalescer_paper_qualification_v1/rtl_proxy_raw/synthesis/same_cycle_minimal.ltp.txt	40509a45f8701adc4635e44ae94f42ebd2e602c74087836208e23600463b2f32
rtl_test	registered_minimal	/root/share/mnt164/huangrulin/awma_prel1_coalescer_paper_qualification_v1/rtl_proxy_raw/tests/registered_minimal.log	c0fa4c6f0eeb2d119aa8e7e110fa2752d24bfa6afb10bc4db7361ba6aef3d7d2
generic_synthesis	registered_minimal:stat	/root/share/mnt164/huangrulin/awma_prel1_coalescer_paper_qualification_v1/rtl_proxy_raw/synthesis/registered_minimal.stat.txt	ebce5c5e8c37af28779ccb7c2b6548785cf87293c4964b399d6fb7daf4e9b2a3
generic_synthesis	registered_minimal:ltp	/root/share/mnt164/huangrulin/awma_prel1_coalescer_paper_qualification_v1/rtl_proxy_raw/synthesis/registered_minimal.ltp.txt	7add29a80a07d0c7c217a191ea2d30d3a30ded948d7931c62886f28410aa6bbc
rtl_test	same_cycle_conservative	/root/share/mnt164/huangrulin/awma_prel1_coalescer_paper_qualification_v1/rtl_proxy_raw/tests/same_cycle_conservative.log	d118556b6b88bf6b417df25c5357a4168cad49bd0c5ed509e537fa5ae59ca8bc
generic_synthesis	same_cycle_conservative:stat	/root/share/mnt164/huangrulin/awma_prel1_coalescer_paper_qualification_v1/rtl_proxy_raw/synthesis/same_cycle_conservative.stat.txt	df21e7941b57a2b6e747ff17fd78b185261bf950bf18d66b5fd5e72cf67aa987
generic_synthesis	same_cycle_conservative:ltp	/root/share/mnt164/huangrulin/awma_prel1_coalescer_paper_qualification_v1/rtl_proxy_raw/synthesis/same_cycle_conservative.ltp.txt	d5e51b370464bb711bc5909fe037fd9c2ab84f9b36dba7b4d914bcbf75e05b2f
rtl_test	registered_conservative	/root/share/mnt164/huangrulin/awma_prel1_coalescer_paper_qualification_v1/rtl_proxy_raw/tests/registered_conservative.log	60a427f3c2586f72494e5722f9ed327a7410df0c21b717ac487032146fde1dd8
generic_synthesis	registered_conservative:stat	/root/share/mnt164/huangrulin/awma_prel1_coalescer_paper_qualification_v1/rtl_proxy_raw/synthesis/registered_conservative.stat.txt	e387e164e8535f931f45e92e1606645cc50649936de6744c55f27940af923deb
generic_synthesis	registered_conservative:ltp	/root/share/mnt164/huangrulin/awma_prel1_coalescer_paper_qualification_v1/rtl_proxy_raw/synthesis/registered_conservative.ltp.txt	69dfbba70f1b0b9a4b9645b361ccc436e9716132c7f5829cca2937de39b244fb
source_or_script	prel1_exact_coalescer_proxy.v	/root/workspace/accel-sim-framework-awma-prel1-coalescer-paper-qualification-v1/util/vm_tlb/awma/prel1_hw_proxy/prel1_exact_coalescer_proxy.v	285e70fe2320036d7240247ef447d8fb9b80559955cc82d15f8f4c86f1427b71
source_or_script	prel1_exact_coalescer_proxy_tb.v	/root/workspace/accel-sim-framework-awma-prel1-coalescer-paper-qualification-v1/util/vm_tlb/awma/prel1_hw_proxy/prel1_exact_coalescer_proxy_tb.v	da05daa4bd20e8ff66a16940a842dfc28055ee5c57dc18ceaf1053d1a3929109
source_or_script	STATE_MAPPING.tsv	/root/workspace/accel-sim-framework-awma-prel1-coalescer-paper-qualification-v1/util/vm_tlb/awma/prel1_hw_proxy/STATE_MAPPING.tsv	7bff5ed2ab9af2ecdad69cab2e1aa513bf48efebfa65cf017cc3fcc81baf3ebd
source_or_script	run_paper_qualification_pair_c.py	/root/workspace/accel-sim-framework-awma-prel1-coalescer-paper-qualification-v1/util/vm_tlb/awma/run_paper_qualification_pair_c.py	cf27bcaafefb427f25d8f9479f948ac549b7f41515b352bee4c9d6dd265265c5
source_or_script	build_paper_qualification.py	/root/workspace/accel-sim-framework-awma-prel1-coalescer-paper-qualification-v1/util/vm_tlb/awma/build_paper_qualification.py	9a59f9d6c48baa37ad2238ca04991e006cb413bcdf1dbe35eb00bf9e86526d33
authority	baseline	git	8d1f14a32f5538660d74da86ccb03a2c504c5735
authority	mechanism_development	git	163a8572f9272891b8109f9158aa79ca88d9e153
authority	mechanism_source_freeze	git	2bbbceabb5261777fe385289ecb6579791e0f232
authority	independent_holdout	git	fc5ea3bf1f09be1d0fbe3eb11fc6f6a847e4d763
authority	binary_sha256	sha256	be4136f011255acbfc33b9c9cc5166f43450f7e7fa9dd589f4b3c9481a71b630
authority	config_sha256	sha256	de9ee8f30325c033e0de624640ffa8803f0eae40633eebaa0b3144f549f5ccb8
authority	trace_config_sha256	sha256	a46fe47a14f3ca4116a35c5bf1dc156f4e861484b91278e8b3f6e09519bd7e5b
