catalog_row_type	scenario_binding	phase_class	phase	normalized_kernel_family	exact_implementation	implementation_match_key	grid	block	launches_per_prefill_pass	launches_per_decode_step_mean	launches_per_decode_step_min	launches_per_decode_step_max	launch_count_variation_max_minus_min	decode_step_count	count_stable_across_32_decode_steps	implementation_stable_across_32_decode_steps	shape_stable_across_32_decode_steps	structural_observation_label	cross_context_label	performance_weight_label	stratum_launch_count_s2	stratum_accumulated_gpu_duration_ns	stratum_gpu_time_share_full_s2	stratum_gpu_time_share_within_phase	family_accumulated_gpu_duration_ns	family_gpu_time_share_full_s2	family_gpu_time_share_within_phase	phase_accumulated_gpu_duration_ns	phase_gpu_time_share_full_s2	lane_c_asset_status	lane_c_accepted_target	lane_c_candidate_ids	asset_join_basis
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	COPY_KERNEL	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	EXACT_IMPLEMENTATION_UNNORMALIZED	152,2,1	512,1,1	NOT_APPLICABLE	49.5	48	96	48	32	NO	NO	YES	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	1584	3071111	0.019829366430412384	0.025079628208072576	8101647	0.05231023139601636	0.06616051801222637	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	2,1,1	128,1,1	NOT_APPLICABLE	48	48	48	0	32	YES	YES	YES	OBSERVED_STABLE_WITHIN_S2	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	1536	2816200	0.018183472281310363	0.022997947309483114	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	1,1,1	128,1,1	NOT_APPLICABLE	48	48	48	0	32	YES	YES	YES	OBSERVED_STABLE_WITHIN_S2	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	1536	2397031	0.015477006869519801	0.019574885532702795	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	2,1,1	128,1,1	NOT_APPLICABLE	72	72	72	0	32	YES	YES	YES	OBSERVED_STABLE_WITHIN_S2	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	2304	2274215	0.014684015841999947	0.018571932654085695	11082751	0.07155844599430605	0.0905051216327396	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	PYTORCH_FLASH_FWD	void pytorch_flash::flash_fwd_splitkv_combine_kernel<pytorch_flash::Flash_fwd_kernel_traits<(int)64, (int)64, (int)256, (int)4, (bool)0, (bool)0, cutlass::half_t, pytorch_flash::Flash_kernel_traits<(int)64, (int)64, (int)256, (int)4, cutlass::half_t>>, (int)8, (int)4, (bool)1>(pytorch_flash::Flash_fwd_params)	FLASH_FWD_SPLITKV_COMBINE	2,1,1	128,1,1	NOT_APPLICABLE	24	24	24	0	32	YES	YES	YES	OBSERVED_STABLE_WITHIN_S2	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	768	2164261	0.013974071409353401	0.017674014786580934	12088660	0.0780533392614819	0.09871968103197788	122454407	0.790656315392656	REQUIRES_REQUALIFICATION	NONE	DECODE_FLASH_PRIMARY_2;DECODE_FLASH_PRIMARY_2_STEP16;DECODE_FLASH_PRIMARY_2_STEP16_OCC16;DECODE_FLASH_PRIMARY_2_STEP16_OCC23;DECODE_FLASH_PRIMARY_2_STEP16_OCC8;DECODE_FLASH_PRIMARY_2_STEP1_OCC16;DECODE_FLASH_PRIMARY_2_STEP1_OCC23;DECODE_FLASH_PRIMARY_2_STEP1_OCC8;DECODE_FLASH_PRIMARY_2_STEP24;DECODE_FLASH_PRIMARY_2_STEP24_OCC16;DECODE_FLASH_PRIMARY_2_STEP24_OCC23;DECODE_FLASH_PRIMARY_2_STEP24_OCC8;DECODE_FLASH_PRIMARY_2_STEP32;DECODE_FLASH_PRIMARY_2_STEP32_OCC16;DECODE_FLASH_PRIMARY_2_STEP32_OCC23;DECODE_FLASH_PRIMARY_2_STEP32_OCC8;DECODE_FLASH_PRIMARY_2_STEP4;DECODE_FLASH_PRIMARY_2_STEP8;DECODE_FLASH_PRIMARY_2_STEP8_OCC16;DECODE_FLASH_PRIMARY_2_STEP8_OCC23;DECODE_FLASH_PRIMARY_2_STEP8_OCC8	EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	4,1,1	128,1,1	NOT_APPLICABLE	49	49	49	0	32	YES	YES	YES	OBSERVED_STABLE_WITHIN_S2	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	1568	2160965	0.013952789993033822	0.017647098646274118	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	1,1,1	128,1,1	NOT_APPLICABLE	48	48	48	0	32	YES	YES	YES	OBSERVED_STABLE_WITHIN_S2	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	1536	1953708	0.012614585350392128	0.015954574832084237	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	2,1,1	128,1,1	NOT_APPLICABLE	49	49	49	0	32	YES	YES	YES	OBSERVED_STABLE_WITHIN_S2	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	1568	1684834	0.010878535735249367	0.013758867820902517	11082751	0.07155844599430605	0.0905051216327396	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	1,1,1	128,1,1	NOT_APPLICABLE	49	49	49	0	32	YES	YES	YES	OBSERVED_STABLE_WITHIN_S2	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	1568	1548388	0.00999753933623805	0.012644608209159839	11082751	0.07155844599430605	0.0905051216327396	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	2,1,1	128,1,1	NOT_APPLICABLE	49	49	49	0	32	YES	YES	YES	OBSERVED_STABLE_WITHIN_S2	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	1568	1525381	0.009848989110126228	0.012456726036817932	11082751	0.07155844599430605	0.0905051216327396	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	1,1,1	128,1,1	NOT_APPLICABLE	49	49	49	0	32	YES	YES	YES	OBSERVED_STABLE_WITHIN_S2	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	1568	1517863	0.009800447335887577	0.012395331758047712	11082751	0.07155844599430605	0.0905051216327396	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 5)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	10,1,1	128,1,1	NOT_APPLICABLE	24	24	24	0	32	YES	YES	YES	OBSERVED_STABLE_WITHIN_S2	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	768	878978	0.005675332752958462	0.007178002176761184	11082751	0.07155844599430605	0.0905051216327396	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	10,1,1	128,1,1	NOT_APPLICABLE	24	24	24	0	32	YES	YES	YES	OBSERVED_STABLE_WITHIN_S2	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	768	761826	0.004918912702997496	0.00622130324799172	11082751	0.07155844599430605	0.0905051216327396	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	1,1,1	128,1,1	NOT_APPLICABLE	24	24	24	0	32	YES	YES	YES	OBSERVED_STABLE_WITHIN_S2	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	768	751650	0.004853208912806951	0.006138202931316306	11082751	0.07155844599430605	0.0905051216327396	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3635,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	338529	0.0021857938668843535	0.002764530965390245	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3630,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	338464	0.002185374178759119	0.0027640001555844372	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3633,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	338336	0.002184547715989427	0.0027629548685822306	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3632,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	338208	0.0021837212532197343	0.0027619095815800245	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3625,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	337953	0.0021820747844207376	0.0027598271738803162	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3628,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	337921	0.0021818681687283147	0.0027595658521297646	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3626,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	337600	0.0021797955550636955	0.0027569444683195436	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3623,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	337536	0.002179382323678849	0.0027564218248184403	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3621,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	337408	0.002178555860909157	0.0027553765378162337	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3619,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	337217	0.0021773226234950063	0.002753816773617629	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3618,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	337120	0.002176696319677349	0.0027530246420612694	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3614,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	336929	0.0021754630822631987	0.0027514648778626644	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3612,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	336897	0.0021752564665707755	0.0027512035561121128	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
