bank_attempts,bank_conflicts,bank_grants,bank_logical_ops,bank_requests,bank_retry_attempts,bank_true_conflict_events,bank_true_conflict_ops,bank_wait_cycles,block_bank,block_descriptor,block_l1,block_lower,block_payload,block_wad,bypass_payload_avg,bypass_payload_max,bypass_payload_p95,c7d_bank0_grants,c7d_bank0_logical_ops,c7d_bank0_true_conflict_ops,c7d_bank0_wait_cycles,c7d_bank1_grants,c7d_bank1_logical_ops,c7d_bank1_true_conflict_ops,c7d_bank1_wait_cycles,c7d_bank2_grants,c7d_bank2_logical_ops,c7d_bank2_true_conflict_ops,c7d_bank2_wait_cycles,c7d_bank3_grants,c7d_bank3_logical_ops,c7d_bank3_true_conflict_ops,c7d_bank3_wait_cycles,c7d_bank_bypass_fill,c7d_bank_bypass_read,c7d_bank_fill_write,c7d_bank_resident_hit_read,c7d_bank_resident_write,c7d_bank_wb_readout,c7d_bypass_pending_avg,c7d_bypass_pending_max,c7d_bypass_pending_p95,c7d_bypass_ready_avg,c7d_bypass_ready_max,c7d_bypass_ready_p95,c7d_descriptor_alloc_eligible,c7d_descriptor_pool_full_block,c7d_l2_to_dram_full_block,c7d_line_alloc_block,c7d_line_alloc_eligible,c7d_line_mshr_alloc_eligible,c7d_line_mshr_full_block,c7d_missq_full_block,c7d_payload_capacity_allocation_denial,c7d_payload_service_port_denial,c7d_per_address_cap_block,c7d_per_address_cap_eligible,c7d_reserved_avg,c7d_reserved_max,c7d_reserved_p95,c7d_reserved_set_max,c7d_resident_dirty_avg,c7d_resident_dirty_max,c7d_resident_dirty_p95,c7d_resident_pending_sector_avg,c7d_resident_pending_sector_max,c7d_resident_pending_sector_p95,c7d_resident_valid_avg,c7d_resident_valid_max,c7d_resident_valid_p95,c7d_tag_set_all_reserved_block,c7d_wad_full_events,c7d_wad_hazard_events,c7d_wad_hazard_wait_cycles,c7d_wad_lifetime_avg,c7d_wad_lifetime_max,c7d_wad_lifetime_p95,completion_cycle,descriptor_avg,descriptor_max,descriptor_p95,interval,kernel_uid,line_mshr_avg,line_mshr_max,line_mshr_p95,lowerq_avg,lowerq_max,missq_avg,missq_max,overlap_detected,resident_payload_avg,resident_payload_max,resident_payload_p95,samples,schema_version,scope,slice,start_cycle,wad_avg,wad_max,wad_p95
15632,0,15632,15632,15632,0,0,0,0,0,34326,0,34326,0,0,0,0,0,3912,3912,0,0,3920,3920,0,0,4008,4008,0,0,3792,3792,0,0,0,0,15632,0,0,0,0,0,0,0,0,0,49958,34326,34326,0,57766,3908,0,0,0,0,0,11724,59,90,70,3,292,384,350,59,90,70,840,1024,968,0,0,0,0,0,0,0,73325,224,256,256,application_cumulative,18446744073709551615,59,90,70,113,128,42,90,0,896,1024,1024,73325,EPL2B0V1,application,10,0,29,69,56
15624,0,15624,15624,15624,0,0,0,0,0,33024,0,33024,0,0,0,0,0,3916,3916,0,0,3892,3892,0,0,4028,4028,0,0,3788,3788,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,48648,33024,33024,0,56464,3906,0,0,0,0,0,11718,59,92,70,3,291,382,351,59,92,70,840,1024,970,0,0,0,0,0,0,0,73325,223,256,256,application_cumulative,18446744073709551615,59,92,70,113,128,43,90,0,896,1024,1024,73325,EPL2B0V1,application,11,0,29,68,56
15632,0,15632,15632,15632,0,0,0,0,0,37775,0,37775,0,0,0,0,0,3880,3880,0,0,3916,3916,0,0,4020,4020,0,0,3816,3816,0,0,0,0,15632,0,0,0,0,0,0,0,0,0,53407,37775,37775,0,61215,3908,0,0,0,0,0,11724,59,87,70,3,291,382,350,59,87,70,839,1024,965,0,0,0,0,0,0,0,73325,226,256,256,application_cumulative,18446744073709551615,59,87,70,113,128,44,94,0,896,1024,1024,73325,EPL2B0V1,application,12,0,29,72,56
15624,0,15624,15624,15624,0,0,0,0,0,36222,0,36222,0,0,0,0,0,3812,3812,0,0,4020,4020,0,0,3944,3944,0,0,3848,3848,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,51846,36222,36222,0,59662,3906,0,0,0,0,0,11718,59,86,70,3,290,382,351,59,86,70,839,1024,966,0,0,0,0,0,0,0,73325,225,256,256,application_cumulative,18446744073709551615,59,86,70,113,128,44,96,0,896,1024,1024,73325,EPL2B0V1,application,13,0,29,74,58
15632,0,15632,15632,15632,0,0,0,0,0,38070,0,38070,0,0,0,0,0,3836,3836,0,0,3988,3988,0,0,4084,4084,0,0,3724,3724,0,0,0,0,15632,0,0,0,0,0,0,0,0,0,53702,38070,38070,0,61510,3908,0,0,0,0,0,11724,60,92,71,3,294,379,352,60,92,71,839,1024,966,0,0,0,0,0,0,0,73325,226,256,256,application_cumulative,18446744073709551615,60,92,71,113,128,44,94,0,896,1024,1024,73325,EPL2B0V1,application,14,0,29,71,58
15624,0,15624,15624,15624,0,0,0,0,0,36956,0,36956,0,0,0,0,0,3856,3856,0,0,3984,3984,0,0,4084,4084,0,0,3700,3700,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,52580,36956,36956,0,60396,3906,0,0,0,0,0,11718,59,89,70,3,293,380,352,59,89,70,839,1024,966,0,0,0,0,0,0,0,73325,226,256,256,application_cumulative,18446744073709551615,59,89,70,113,128,45,103,0,896,1024,1024,73325,EPL2B0V1,application,15,0,29,76,57
15624,0,15624,15624,15624,0,0,0,0,0,36549,0,36549,0,0,0,0,0,3832,3832,0,0,4000,4000,0,0,4036,4036,0,0,3756,3756,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,52173,36549,36549,0,59981,3906,0,0,0,0,0,11718,60,87,70,3,296,374,353,60,87,70,839,1024,966,0,0,0,0,0,0,0,73325,227,256,256,application_cumulative,18446744073709551615,60,87,71,114,128,43,92,0,896,1024,1024,73325,EPL2B0V1,application,16,0,28,66,55
15624,0,15624,15624,15624,0,0,0,0,0,35846,0,35846,0,0,0,0,0,3960,3960,0,0,3924,3924,0,0,4100,4100,0,0,3640,3640,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,51470,35846,35846,0,59286,3906,0,0,0,0,0,11718,59,86,70,3,296,376,353,59,86,70,839,1024,966,0,0,0,0,0,0,0,73325,227,256,256,application_cumulative,18446744073709551615,59,86,70,114,128,44,87,0,896,1024,1024,73325,EPL2B0V1,application,17,0,28,67,54
15624,0,15624,15624,15624,0,0,0,0,0,26212,0,26212,0,0,0,0,0,3992,3992,0,0,3884,3884,0,0,3984,3984,0,0,3764,3764,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,41836,26212,26212,0,49644,3906,0,0,0,0,0,11718,57,91,70,3,292,384,352,57,91,70,841,1024,982,0,0,0,0,0,0,0,73325,217,256,256,application_cumulative,18446744073709551615,57,91,70,112,128,36,99,0,896,1024,1024,73325,EPL2B0V1,application,18,0,28,73,53
15624,0,15624,15624,15624,0,0,0,0,0,24540,0,24540,0,0,0,0,0,3912,3912,0,0,3876,3876,0,0,4068,4068,0,0,3768,3768,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,40164,24540,24540,0,47980,3906,0,0,0,0,0,11718,57,88,70,3,292,382,352,57,88,70,842,1024,980,0,0,0,0,0,0,0,73325,216,256,256,application_cumulative,18446744073709551615,57,88,70,112,128,36,95,0,896,1024,1024,73325,EPL2B0V1,application,19,0,28,76,53
15624,0,15624,15624,15624,0,0,0,0,0,37086,0,37086,0,0,0,0,0,3872,3872,0,0,3884,3884,0,0,4036,4036,0,0,3832,3832,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,52710,37086,37086,0,60518,3906,0,0,0,0,0,11718,59,91,70,3,289,384,352,59,91,70,839,1024,965,0,0,0,0,0,0,0,73325,225,256,256,application_cumulative,18446744073709551615,59,91,70,113,128,45,99,0,896,1024,1024,73325,EPL2B0V1,application,20,0,30,75,59
15624,0,15624,15624,15624,0,0,0,0,0,36930,0,36930,0,0,0,0,0,3848,3848,0,0,3856,3856,0,0,4032,4032,0,0,3888,3888,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,52554,36930,36930,0,60370,3906,0,0,0,0,0,11718,59,86,70,3,289,382,352,59,86,70,840,1024,966,0,0,0,0,0,0,0,73325,225,256,256,application_cumulative,18446744073709551615,59,86,70,113,128,44,97,0,896,1024,1024,73325,EPL2B0V1,application,21,0,30,74,59
15624,0,15624,15624,15624,0,0,0,0,0,33855,0,33855,0,0,0,0,0,3852,3852,0,0,3960,3960,0,0,4032,4032,0,0,3780,3780,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,49479,33855,33855,0,57287,3906,0,0,0,0,0,11718,59,90,70,3,294,378,354,59,90,70,839,1024,969,0,0,0,0,0,0,0,73325,224,256,256,application_cumulative,18446744073709551615,59,90,70,113,128,42,88,0,896,1024,1024,73325,EPL2B0V1,application,22,0,28,70,56
15624,0,15624,15624,15624,0,0,0,0,0,33306,0,33306,0,0,0,0,0,3860,3860,0,0,3912,3912,0,0,4104,4104,0,0,3748,3748,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,48930,33306,33306,0,56746,3906,0,0,0,0,0,11718,59,87,70,3,294,382,352,59,87,70,840,1024,970,0,0,0,0,0,0,0,73325,223,256,256,application_cumulative,18446744073709551615,59,87,70,113,128,43,87,0,896,1024,1024,73325,EPL2B0V1,application,23,0,29,67,55
15624,0,15624,15624,15624,0,0,0,0,0,34638,0,34638,0,0,0,0,0,3824,3824,0,0,3948,3948,0,0,4064,4064,0,0,3788,3788,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,50262,34638,34638,0,58070,3906,0,0,0,0,0,11718,59,87,70,3,292,384,352,59,87,70,839,1024,967,0,0,0,0,0,0,0,73325,226,256,256,application_cumulative,18446744073709551615,59,87,70,114,128,45,114,0,896,1024,1024,73325,EPL2B0V1,application,24,0,30,90,58
15632,0,15632,15632,15632,0,0,0,0,0,36577,0,36577,0,0,0,0,0,3888,3888,0,0,3896,3896,0,0,4076,4076,0,0,3772,3772,0,0,0,0,15632,0,0,0,0,0,0,0,0,0,52209,36577,36577,0,60025,3908,0,0,0,0,0,11724,60,87,70,3,292,382,352,60,87,70,839,1024,965,0,0,0,0,0,0,0,73325,227,256,256,application_cumulative,18446744073709551615,60,87,70,114,128,45,105,0,896,1024,1024,73325,EPL2B0V1,application,25,0,30,86,58
15624,0,15624,15624,15624,0,0,0,0,0,36595,0,36595,0,0,0,0,0,3920,3920,0,0,3880,3880,0,0,4040,4040,0,0,3784,3784,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,52219,36595,36595,0,60027,3906,0,0,0,0,0,11718,59,90,70,3,293,384,352,59,90,70,839,1024,965,0,0,0,0,0,0,0,73325,226,256,256,application_cumulative,18446744073709551615,59,90,70,113,128,45,99,0,896,1024,1024,73325,EPL2B0V1,application,26,0,29,72,57
15632,0,15632,15632,15632,0,0,0,0,0,37359,0,37359,0,0,0,0,0,3920,3920,0,0,3940,3940,0,0,4052,4052,0,0,3720,3720,0,0,0,0,15632,0,0,0,0,0,0,0,0,0,52991,37359,37359,0,60807,3908,0,0,0,0,0,11724,59,89,70,3,293,382,352,59,89,70,839,1024,965,0,0,0,0,0,0,0,73325,226,256,256,application_cumulative,18446744073709551615,59,89,70,113,128,45,99,0,896,1024,1024,73325,EPL2B0V1,application,27,0,29,71,57
15624,0,15624,15624,15624,0,0,0,0,0,37189,0,37189,0,0,0,0,0,3876,3876,0,0,3880,3880,0,0,4052,4052,0,0,3816,3816,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,52813,37189,37189,0,60621,3906,0,0,0,0,0,11718,59,86,70,3,293,382,354,59,86,70,839,1024,965,0,0,0,0,0,0,0,73325,226,256,256,application_cumulative,18446744073709551615,59,86,70,113,128,44,95,0,896,1024,1024,73325,EPL2B0V1,application,28,0,28,72,55
15632,0,15632,15632,15632,0,0,0,0,0,37153,0,37153,0,0,0,0,0,3860,3860,0,0,3948,3948,0,0,4016,4016,0,0,3808,3808,0,0,0,0,15632,0,0,0,0,0,0,0,0,0,52785,37153,37153,0,60601,3908,0,0,0,0,0,11724,59,86,70,3,294,380,354,59,86,70,839,1024,966,0,0,0,0,0,0,0,73325,226,256,256,application_cumulative,18446744073709551615,59,86,70,113,128,44,95,0,896,1024,1024,73325,EPL2B0V1,application,29,0,28,72,56
15624,0,15624,15624,15624,0,0,0,0,0,33824,0,33824,0,0,0,0,0,3928,3928,0,0,3828,3828,0,0,4076,4076,0,0,3792,3792,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,49448,33824,33824,0,57256,3906,0,0,0,0,0,11718,59,88,70,3,290,384,350,59,88,70,840,1024,968,0,0,0,0,0,0,0,73325,223,256,256,application_cumulative,18446744073709551615,59,88,70,112,128,44,91,0,896,1024,1024,73325,EPL2B0V1,application,30,0,29,73,58
15632,0,15632,15632,15632,0,0,0,0,0,34597,0,34597,0,0,0,0,0,3856,3856,0,0,3892,3892,0,0,4064,4064,0,0,3820,3820,0,0,0,0,15632,0,0,0,0,0,0,0,0,0,50229,34597,34597,0,58045,3908,0,0,0,0,0,11724,59,90,70,3,290,382,348,59,90,70,840,1024,966,0,0,0,0,0,0,0,73325,224,256,256,application_cumulative,18446744073709551615,59,90,70,113,128,43,98,0,896,1024,1024,73325,EPL2B0V1,application,31,0,29,75,58
15624,0,15624,15624,15624,0,0,0,0,0,38701,0,38701,0,0,0,0,0,3880,3880,0,0,3956,3956,0,0,4048,4048,0,0,3740,3740,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,54325,38701,38701,0,62133,3906,0,0,0,0,0,11718,60,89,70,3,291,384,352,60,89,70,839,1024,964,0,0,0,0,0,0,0,73325,228,256,256,application_cumulative,18446744073709551615,60,89,70,114,128,46,95,0,896,1024,1024,73325,EPL2B0V1,application,32,0,29,74,59
15624,0,15624,15624,15624,0,0,0,0,0,38503,0,38503,0,0,0,0,0,3796,3796,0,0,4016,4016,0,0,4028,4028,0,0,3784,3784,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,54127,38503,38503,0,61943,3906,0,0,0,0,0,11718,60,87,71,3,291,382,352,60,87,71,839,1024,964,0,0,0,0,0,0,0,73325,228,256,256,application_cumulative,18446744073709551615,60,87,71,114,128,45,104,0,896,1024,1024,73325,EPL2B0V1,application,33,0,29,78,58
15624,0,15624,15624,15624,0,0,0,0,0,32005,0,32005,0,0,0,0,0,3968,3968,0,0,3936,3936,0,0,4060,4060,0,0,3660,3660,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,47629,32005,32005,0,55437,3906,0,0,0,0,0,11718,58,89,70,3,292,384,352,58,89,70,840,1024,970,0,0,0,0,0,0,0,73325,222,256,256,application_cumulative,18446744073709551615,58,89,70,113,128,43,93,0,896,1024,1024,73325,EPL2B0V1,application,34,0,29,67,56
15624,0,15624,15624,15624,0,0,0,0,0,34154,0,34154,0,0,0,0,0,3904,3904,0,0,3924,3924,0,0,4068,4068,0,0,3728,3728,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,49778,34154,34154,0,57594,3906,0,0,0,0,0,11718,59,90,70,3,292,382,351,59,90,70,840,1024,968,0,0,0,0,0,0,0,73325,224,256,256,application_cumulative,18446744073709551615,59,90,70,113,128,42,92,0,896,1024,1024,73325,EPL2B0V1,application,35,0,29,69,57
15624,0,15624,15624,15624,0,0,0,0,0,19618,0,19618,0,0,0,0,0,3872,3872,0,0,3992,3992,0,0,3892,3892,0,0,3868,3868,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,35242,19618,19618,0,43050,3906,0,0,0,0,0,11718,54,85,70,3,289,384,349,54,85,70,844,1024,986,0,0,0,0,0,0,0,73325,207,256,256,application_cumulative,18446744073709551615,54,85,70,110,128,28,89,0,896,1024,1024,73325,EPL2B0V1,application,36,0,26,70,52
15624,0,15624,15624,15624,0,0,0,0,0,23326,0,23326,0,0,0,0,0,3760,3760,0,0,4028,4028,0,0,3900,3900,0,0,3936,3936,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,38950,23326,23326,0,46766,3906,0,0,0,0,0,11718,56,87,71,3,289,384,350,56,87,71,843,1024,982,0,0,0,0,0,0,0,73325,212,256,256,application_cumulative,18446744073709551615,56,87,71,111,128,31,91,0,896,1024,1024,73325,EPL2B0V1,application,37,0,27,71,53
15624,0,15624,15624,15624,0,0,0,0,0,23181,0,23181,0,0,0,0,0,3904,3904,0,0,3900,3900,0,0,4040,4040,0,0,3780,3780,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,38805,23181,23181,0,46613,3906,0,0,0,0,0,11718,56,89,70,3,292,384,352,56,89,70,843,1024,982,0,0,0,0,0,0,0,73325,213,256,256,application_cumulative,18446744073709551615,56,89,70,111,128,34,90,0,896,1024,1024,73325,EPL2B0V1,application,38,0,28,64,52
15624,0,15624,15624,15624,0,0,0,0,0,24037,0,24037,0,0,0,0,0,3832,3832,0,0,3972,3972,0,0,4104,4104,0,0,3716,3716,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,39661,24037,24037,0,47477,3906,0,0,0,0,0,11718,56,91,70,3,291,382,351,56,91,70,842,1024,982,0,0,0,0,0,0,0,73325,213,256,256,application_cumulative,18446744073709551615,56,91,70,111,128,33,90,0,896,1024,1024,73325,EPL2B0V1,application,39,0,28,67,53
15624,0,15624,15624,15624,0,0,0,0,0,29413,0,29413,0,0,0,0,0,3884,3884,0,0,3976,3976,0,0,3992,3992,0,0,3772,3772,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,45037,29413,29413,0,52853,3906,0,0,0,0,0,11718,58,86,70,3,291,384,350,58,86,70,841,1024,974,0,0,0,0,0,0,0,73325,220,256,256,application_cumulative,18446744073709551615,58,86,70,112,128,40,92,0,896,1024,1024,73325,EPL2B0V1,application,40,0,28,73,56
15624,0,15624,15624,15624,0,0,0,0,0,32191,0,32191,0,0,0,0,0,3844,3844,0,0,3984,3984,0,0,4080,4080,0,0,3716,3716,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,47815,32191,32191,0,55631,3906,0,0,0,0,0,11718,58,90,70,3,290,382,348,58,90,70,840,1024,972,0,0,0,0,0,0,0,73325,222,256,256,application_cumulative,18446744073709551615,58,90,70,113,128,40,94,0,896,1024,1024,73325,EPL2B0V1,application,41,0,29,74,56
15624,0,15624,15624,15624,0,0,0,0,0,36745,0,36745,0,0,0,0,0,3920,3920,0,0,3884,3884,0,0,4032,4032,0,0,3788,3788,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,52369,36745,36745,0,60185,3906,0,0,0,0,0,11718,59,87,70,3,292,384,351,59,87,70,839,1024,966,0,0,0,0,0,0,0,73325,225,256,256,application_cumulative,18446744073709551615,59,87,70,113,128,45,95,0,896,1024,1024,73325,EPL2B0V1,application,42,0,29,72,57
15624,0,15624,15624,15624,0,0,0,0,0,37759,0,37759,0,0,0,0,0,3872,3872,0,0,3916,3916,0,0,4104,4104,0,0,3732,3732,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,53383,37759,37759,0,61199,3906,0,0,0,0,0,11718,59,92,70,3,292,382,352,59,92,70,839,1024,965,0,0,0,0,0,0,0,73325,226,256,256,application_cumulative,18446744073709551615,59,92,70,113,128,45,98,0,896,1024,1024,73325,EPL2B0V1,application,43,0,29,74,58
15624,0,15624,15624,15624,0,0,0,0,0,37094,0,37094,0,0,0,0,0,3832,3832,0,0,3988,3988,0,0,3976,3976,0,0,3828,3828,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,52718,37094,37094,0,60534,3906,0,0,0,0,0,11718,59,90,70,3,291,384,352,59,90,70,839,1024,966,0,0,0,0,0,0,0,73325,225,256,256,application_cumulative,18446744073709551615,59,90,70,113,128,45,98,0,896,1024,1024,73325,EPL2B0V1,application,44,0,29,80,58
15624,0,15624,15624,15624,0,0,0,0,0,37986,0,37986,0,0,0,0,0,3840,3840,0,0,3956,3956,0,0,4080,4080,0,0,3748,3748,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,53610,37986,37986,0,61426,3906,0,0,0,0,0,11718,59,89,70,3,291,382,352,59,89,70,839,1024,965,0,0,0,0,0,0,0,73325,226,256,256,application_cumulative,18446744073709551615,59,89,70,113,128,44,105,0,896,1024,1024,73325,EPL2B0V1,application,45,0,29,76,57
