deployment_id	shard	tensor_name	logical_shape_json	stored_shape_json	storage_dtype	role	disk_data_start	disk_data_end	stored_bytes	semantic_alias_group	storage_dedup_basis	source_hash	status
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.10.post_attention_layernorm.weight	[896]	[896]	BF16	WEIGHT_NORM	358069504	358071296	1792	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.10.self_attn.k_proj.bias	[128]	[128]	BF16	WEIGHT	358071296	358071552	256	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.10.self_attn.k_proj.weight	[128,896]	[128,896]	BF16	WEIGHT	358071552	358300928	229376	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.10.self_attn.o_proj.weight	[896,896]	[896,896]	BF16	WEIGHT	358300928	359906560	1605632	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.10.self_attn.q_proj.bias	[896]	[896]	BF16	WEIGHT	359906560	359908352	1792	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.10.self_attn.q_proj.weight	[896,896]	[896,896]	BF16	WEIGHT	359908352	361513984	1605632	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.10.self_attn.v_proj.bias	[128]	[128]	BF16	WEIGHT	361513984	361514240	256	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.10.self_attn.v_proj.weight	[128,896]	[128,896]	BF16	WEIGHT	361514240	361743616	229376	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.11.input_layernorm.weight	[896]	[896]	BF16	WEIGHT_NORM	361743616	361745408	1792	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.11.mlp.down_proj.weight	[896,4864]	[896,4864]	BF16	WEIGHT	361745408	370461696	8716288	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.11.mlp.gate_proj.weight	[4864,896]	[4864,896]	BF16	WEIGHT	370461696	379177984	8716288	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.11.mlp.up_proj.weight	[4864,896]	[4864,896]	BF16	WEIGHT	379177984	387894272	8716288	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.11.post_attention_layernorm.weight	[896]	[896]	BF16	WEIGHT_NORM	387894272	387896064	1792	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.11.self_attn.k_proj.bias	[128]	[128]	BF16	WEIGHT	387896064	387896320	256	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.11.self_attn.k_proj.weight	[128,896]	[128,896]	BF16	WEIGHT	387896320	388125696	229376	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.11.self_attn.o_proj.weight	[896,896]	[896,896]	BF16	WEIGHT	388125696	389731328	1605632	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.11.self_attn.q_proj.bias	[896]	[896]	BF16	WEIGHT	389731328	389733120	1792	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.11.self_attn.q_proj.weight	[896,896]	[896,896]	BF16	WEIGHT	389733120	391338752	1605632	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.11.self_attn.v_proj.bias	[128]	[128]	BF16	WEIGHT	391338752	391339008	256	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.11.self_attn.v_proj.weight	[128,896]	[128,896]	BF16	WEIGHT	391339008	391568384	229376	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.12.input_layernorm.weight	[896]	[896]	BF16	WEIGHT_NORM	391568384	391570176	1792	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.12.mlp.down_proj.weight	[896,4864]	[896,4864]	BF16	WEIGHT	391570176	400286464	8716288	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.12.mlp.gate_proj.weight	[4864,896]	[4864,896]	BF16	WEIGHT	400286464	409002752	8716288	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.12.mlp.up_proj.weight	[4864,896]	[4864,896]	BF16	WEIGHT	409002752	417719040	8716288	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.12.post_attention_layernorm.weight	[896]	[896]	BF16	WEIGHT_NORM	417719040	417720832	1792	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.12.self_attn.k_proj.bias	[128]	[128]	BF16	WEIGHT	417720832	417721088	256	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.12.self_attn.k_proj.weight	[128,896]	[128,896]	BF16	WEIGHT	417721088	417950464	229376	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.12.self_attn.o_proj.weight	[896,896]	[896,896]	BF16	WEIGHT	417950464	419556096	1605632	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.12.self_attn.q_proj.bias	[896]	[896]	BF16	WEIGHT	419556096	419557888	1792	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.12.self_attn.q_proj.weight	[896,896]	[896,896]	BF16	WEIGHT	419557888	421163520	1605632	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.12.self_attn.v_proj.bias	[128]	[128]	BF16	WEIGHT	421163520	421163776	256	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.12.self_attn.v_proj.weight	[128,896]	[128,896]	BF16	WEIGHT	421163776	421393152	229376	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.13.input_layernorm.weight	[896]	[896]	BF16	WEIGHT_NORM	421393152	421394944	1792	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.13.mlp.down_proj.weight	[896,4864]	[896,4864]	BF16	WEIGHT	421394944	430111232	8716288	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.13.mlp.gate_proj.weight	[4864,896]	[4864,896]	BF16	WEIGHT	430111232	438827520	8716288	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.13.mlp.up_proj.weight	[4864,896]	[4864,896]	BF16	WEIGHT	438827520	447543808	8716288	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.13.post_attention_layernorm.weight	[896]	[896]	BF16	WEIGHT_NORM	447543808	447545600	1792	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.13.self_attn.k_proj.bias	[128]	[128]	BF16	WEIGHT	447545600	447545856	256	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
fc1d0bf5e22db5d75cc6fc2d4d97420c9421941f928e89c0ba2433ccbaa562b8	model.safetensors	model.layers.13.self_attn.k_proj.weight	[128,896]	[128,896]	BF16	WEIGHT	447545856	447775232	229376	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:bd808652be103f0e4e29786b9aa8829e0f38607880486926c7246ee2de577a76	HEADER_RANGE_VERIFIED
