deployment_id	scenario_id	batch	requested_tokens	resident_tokens	payload_bytes	unit	formula_id	assumptions_json	evidence_tier	missing_reason
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	static-b8-t2048	8	2048	2048	939524096	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""BF16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":4,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	static-b8-t8192	8	8192	8192	3758096384	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""BF16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":4,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
4398395677622815eb3719b6f78c959c7a761febc6211d83cd9d587cccc06f8c	static-b1-t128	1	128	128	7340032	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""F16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":4,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
4398395677622815eb3719b6f78c959c7a761febc6211d83cd9d587cccc06f8c	static-b1-t2048	1	2048	2048	117440512	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""F16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":4,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
4398395677622815eb3719b6f78c959c7a761febc6211d83cd9d587cccc06f8c	static-b1-t8192	1	8192	8192	469762048	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""F16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":4,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
4398395677622815eb3719b6f78c959c7a761febc6211d83cd9d587cccc06f8c	static-b8-t128	8	128	128	58720256	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""F16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":4,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
4398395677622815eb3719b6f78c959c7a761febc6211d83cd9d587cccc06f8c	static-b8-t2048	8	2048	2048	939524096	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""F16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":4,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
4398395677622815eb3719b6f78c959c7a761febc6211d83cd9d587cccc06f8c	static-b8-t8192	8	8192	8192	3758096384	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""F16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":4,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
3cddd8e22bb36a4dc181415c6c88b0f0a149e75f976b38e110919e258ade5856	static-b1-t128	1	128	128	18874368	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""BF16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":8,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
3cddd8e22bb36a4dc181415c6c88b0f0a149e75f976b38e110919e258ade5856	static-b1-t2048	1	2048	2048	301989888	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""BF16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":8,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
3cddd8e22bb36a4dc181415c6c88b0f0a149e75f976b38e110919e258ade5856	static-b1-t8192	1	8192	8192	1207959552	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""BF16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":8,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
3cddd8e22bb36a4dc181415c6c88b0f0a149e75f976b38e110919e258ade5856	static-b8-t128	8	128	128	150994944	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""BF16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":8,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
3cddd8e22bb36a4dc181415c6c88b0f0a149e75f976b38e110919e258ade5856	static-b8-t2048	8	2048	2048	2415919104	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""BF16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":8,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
3cddd8e22bb36a4dc181415c6c88b0f0a149e75f976b38e110919e258ade5856	static-b8-t8192	8	8192	8192	9663676416	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""BF16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":8,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
d30463c604d39cac0d3f615032332fd8b87a4784cdd06c6185a67325a18cbb5c	static-b1-t128	1	128	128	12582912	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""BF16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":4,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
d30463c604d39cac0d3f615032332fd8b87a4784cdd06c6185a67325a18cbb5c	static-b1-t2048	1	2048	2048	201326592	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""BF16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":4,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
d30463c604d39cac0d3f615032332fd8b87a4784cdd06c6185a67325a18cbb5c	static-b1-t8192	1	8192	8192	805306368	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""BF16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":4,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
d30463c604d39cac0d3f615032332fd8b87a4784cdd06c6185a67325a18cbb5c	static-b8-t128	8	128	128	100663296	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""BF16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":4,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
d30463c604d39cac0d3f615032332fd8b87a4784cdd06c6185a67325a18cbb5c	static-b8-t2048	8	2048	2048	1610612736	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""BF16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":4,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
d30463c604d39cac0d3f615032332fd8b87a4784cdd06c6185a67325a18cbb5c	static-b8-t8192	8	8192	8192	6442450944	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""BF16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":4,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
33175976fa57807e7349d5054b8ee2a01fa46df20eb36747863a7f33e0f24d1c	static-b1-t128	1	128	128	25165824	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""F16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":32,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
33175976fa57807e7349d5054b8ee2a01fa46df20eb36747863a7f33e0f24d1c	static-b1-t2048	1	2048	2048	402653184	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""F16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":32,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
33175976fa57807e7349d5054b8ee2a01fa46df20eb36747863a7f33e0f24d1c	static-b1-t8192	1	8192	8192	1610612736	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""F16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":32,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
33175976fa57807e7349d5054b8ee2a01fa46df20eb36747863a7f33e0f24d1c	static-b8-t128	8	128	128	201326592	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""F16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":32,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
33175976fa57807e7349d5054b8ee2a01fa46df20eb36747863a7f33e0f24d1c	static-b8-t2048	8	2048	2048	3221225472	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""F16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":32,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
33175976fa57807e7349d5054b8ee2a01fa46df20eb36747863a7f33e0f24d1c	static-b8-t8192	8	8192	8192	12884901888	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""F16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":32,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
e905fa5f222e38ecab569c038909d8ced15be3d820b8ebcf73ab90841497661a	static-b1-t128	1	128	128	16777216	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""BF16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":8,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
e905fa5f222e38ecab569c038909d8ced15be3d820b8ebcf73ab90841497661a	static-b1-t2048	1	2048	2048	268435456	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""BF16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":8,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
e905fa5f222e38ecab569c038909d8ced15be3d820b8ebcf73ab90841497661a	static-b1-t8192	1	8192	8192	1073741824	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""BF16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":8,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
e905fa5f222e38ecab569c038909d8ced15be3d820b8ebcf73ab90841497661a	static-b8-t128	8	128	128	134217728	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""BF16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":8,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
e905fa5f222e38ecab569c038909d8ced15be3d820b8ebcf73ab90841497661a	static-b8-t2048	8	2048	2048	2147483648	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""BF16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":8,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
e905fa5f222e38ecab569c038909d8ced15be3d820b8ebcf73ab90841497661a	static-b8-t8192	8	8192	8192	8589934592	B	STANDARD_KV_K_AND_V_V1	"{""dtype_assumed_from_config"":""BF16"",""not_runtime_allocation"":true,""rank_local_kv_heads"":8,""reserved_blocks_excluded"":true,""tp"":1}"	STATIC_DERIVED	NA
