layer	role	raw_tensor	raw_shard	raw_dtype	raw_shape	raw_bytes	awq_tensors	awq_bytes	scope	ratio
2	v_proj	model.layers.2.self_attn.v_proj.weight	model-00001-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.2.self_attn.v_proj.qweight', 'model.layers.2.self_attn.v_proj.qzeros', 'model.layers.2.self_attn.v_proj.bias', 'model.layers.2.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
2	o_proj	model.layers.2.self_attn.o_proj.weight	model-00001-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.2.self_attn.o_proj.qweight', 'model.layers.2.self_attn.o_proj.qzeros', 'model.layers.2.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
2	gate_proj	model.layers.2.mlp.gate_proj.weight	model-00001-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.2.mlp.gate_proj.qweight', 'model.layers.2.mlp.gate_proj.qzeros', 'model.layers.2.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
2	up_proj	model.layers.2.mlp.up_proj.weight	model-00001-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.2.mlp.up_proj.qweight', 'model.layers.2.mlp.up_proj.qzeros', 'model.layers.2.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
2	down_proj	model.layers.2.mlp.down_proj.weight	model-00001-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.2.mlp.down_proj.qweight', 'model.layers.2.mlp.down_proj.qzeros', 'model.layers.2.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
3	q_proj	model.layers.3.self_attn.q_proj.weight	model-00001-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.3.self_attn.q_proj.qweight', 'model.layers.3.self_attn.q_proj.qzeros', 'model.layers.3.self_attn.q_proj.bias', 'model.layers.3.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
3	k_proj	model.layers.3.self_attn.k_proj.weight	model-00001-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.3.self_attn.k_proj.qweight', 'model.layers.3.self_attn.k_proj.qzeros', 'model.layers.3.self_attn.k_proj.bias', 'model.layers.3.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
3	v_proj	model.layers.3.self_attn.v_proj.weight	model-00001-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.3.self_attn.v_proj.qweight', 'model.layers.3.self_attn.v_proj.qzeros', 'model.layers.3.self_attn.v_proj.bias', 'model.layers.3.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
3	o_proj	model.layers.3.self_attn.o_proj.weight	model-00001-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.3.self_attn.o_proj.qweight', 'model.layers.3.self_attn.o_proj.qzeros', 'model.layers.3.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
3	gate_proj	model.layers.3.mlp.gate_proj.weight	model-00001-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.3.mlp.gate_proj.qweight', 'model.layers.3.mlp.gate_proj.qzeros', 'model.layers.3.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
3	up_proj	model.layers.3.mlp.up_proj.weight	model-00001-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.3.mlp.up_proj.qweight', 'model.layers.3.mlp.up_proj.qzeros', 'model.layers.3.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
3	down_proj	model.layers.3.mlp.down_proj.weight	model-00001-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.3.mlp.down_proj.qweight', 'model.layers.3.mlp.down_proj.qzeros', 'model.layers.3.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
4	q_proj	model.layers.4.self_attn.q_proj.weight	model-00001-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.4.self_attn.q_proj.qweight', 'model.layers.4.self_attn.q_proj.qzeros', 'model.layers.4.self_attn.q_proj.bias', 'model.layers.4.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
4	k_proj	model.layers.4.self_attn.k_proj.weight	model-00001-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.4.self_attn.k_proj.qweight', 'model.layers.4.self_attn.k_proj.qzeros', 'model.layers.4.self_attn.k_proj.bias', 'model.layers.4.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
4	v_proj	model.layers.4.self_attn.v_proj.weight	model-00001-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.4.self_attn.v_proj.qweight', 'model.layers.4.self_attn.v_proj.qzeros', 'model.layers.4.self_attn.v_proj.bias', 'model.layers.4.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
4	o_proj	model.layers.4.self_attn.o_proj.weight	model-00001-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.4.self_attn.o_proj.qweight', 'model.layers.4.self_attn.o_proj.qzeros', 'model.layers.4.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
4	gate_proj	model.layers.4.mlp.gate_proj.weight	model-00001-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.4.mlp.gate_proj.qweight', 'model.layers.4.mlp.gate_proj.qzeros', 'model.layers.4.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
4	up_proj	model.layers.4.mlp.up_proj.weight	model-00001-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.4.mlp.up_proj.qweight', 'model.layers.4.mlp.up_proj.qzeros', 'model.layers.4.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
4	down_proj	model.layers.4.mlp.down_proj.weight	model-00001-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.4.mlp.down_proj.qweight', 'model.layers.4.mlp.down_proj.qzeros', 'model.layers.4.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
5	q_proj	model.layers.5.self_attn.q_proj.weight	model-00001-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.5.self_attn.q_proj.qweight', 'model.layers.5.self_attn.q_proj.qzeros', 'model.layers.5.self_attn.q_proj.bias', 'model.layers.5.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
5	k_proj	model.layers.5.self_attn.k_proj.weight	model-00001-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.5.self_attn.k_proj.qweight', 'model.layers.5.self_attn.k_proj.qzeros', 'model.layers.5.self_attn.k_proj.bias', 'model.layers.5.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
5	v_proj	model.layers.5.self_attn.v_proj.weight	model-00001-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.5.self_attn.v_proj.qweight', 'model.layers.5.self_attn.v_proj.qzeros', 'model.layers.5.self_attn.v_proj.bias', 'model.layers.5.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
5	o_proj	model.layers.5.self_attn.o_proj.weight	model-00001-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.5.self_attn.o_proj.qweight', 'model.layers.5.self_attn.o_proj.qzeros', 'model.layers.5.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
5	gate_proj	model.layers.5.mlp.gate_proj.weight	model-00001-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.5.mlp.gate_proj.qweight', 'model.layers.5.mlp.gate_proj.qzeros', 'model.layers.5.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
5	up_proj	model.layers.5.mlp.up_proj.weight	model-00001-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.5.mlp.up_proj.qweight', 'model.layers.5.mlp.up_proj.qzeros', 'model.layers.5.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
5	down_proj	model.layers.5.mlp.down_proj.weight	model-00001-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.5.mlp.down_proj.qweight', 'model.layers.5.mlp.down_proj.qzeros', 'model.layers.5.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
6	q_proj	model.layers.6.self_attn.q_proj.weight	model-00001-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.6.self_attn.q_proj.qweight', 'model.layers.6.self_attn.q_proj.qzeros', 'model.layers.6.self_attn.q_proj.bias', 'model.layers.6.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
6	k_proj	model.layers.6.self_attn.k_proj.weight	model-00001-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.6.self_attn.k_proj.qweight', 'model.layers.6.self_attn.k_proj.qzeros', 'model.layers.6.self_attn.k_proj.bias', 'model.layers.6.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
6	v_proj	model.layers.6.self_attn.v_proj.weight	model-00001-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.6.self_attn.v_proj.qweight', 'model.layers.6.self_attn.v_proj.qzeros', 'model.layers.6.self_attn.v_proj.bias', 'model.layers.6.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
6	o_proj	model.layers.6.self_attn.o_proj.weight	model-00001-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.6.self_attn.o_proj.qweight', 'model.layers.6.self_attn.o_proj.qzeros', 'model.layers.6.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
6	gate_proj	model.layers.6.mlp.gate_proj.weight	model-00002-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.6.mlp.gate_proj.qweight', 'model.layers.6.mlp.gate_proj.qzeros', 'model.layers.6.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
6	up_proj	model.layers.6.mlp.up_proj.weight	model-00002-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.6.mlp.up_proj.qweight', 'model.layers.6.mlp.up_proj.qzeros', 'model.layers.6.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
6	down_proj	model.layers.6.mlp.down_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.6.mlp.down_proj.qweight', 'model.layers.6.mlp.down_proj.qzeros', 'model.layers.6.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
7	q_proj	model.layers.7.self_attn.q_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.7.self_attn.q_proj.qweight', 'model.layers.7.self_attn.q_proj.qzeros', 'model.layers.7.self_attn.q_proj.bias', 'model.layers.7.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
7	k_proj	model.layers.7.self_attn.k_proj.weight	model-00002-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.7.self_attn.k_proj.qweight', 'model.layers.7.self_attn.k_proj.qzeros', 'model.layers.7.self_attn.k_proj.bias', 'model.layers.7.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
7	v_proj	model.layers.7.self_attn.v_proj.weight	model-00002-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.7.self_attn.v_proj.qweight', 'model.layers.7.self_attn.v_proj.qzeros', 'model.layers.7.self_attn.v_proj.bias', 'model.layers.7.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
7	o_proj	model.layers.7.self_attn.o_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.7.self_attn.o_proj.qweight', 'model.layers.7.self_attn.o_proj.qzeros', 'model.layers.7.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
7	gate_proj	model.layers.7.mlp.gate_proj.weight	model-00002-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.7.mlp.gate_proj.qweight', 'model.layers.7.mlp.gate_proj.qzeros', 'model.layers.7.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
7	up_proj	model.layers.7.mlp.up_proj.weight	model-00002-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.7.mlp.up_proj.qweight', 'model.layers.7.mlp.up_proj.qzeros', 'model.layers.7.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
7	down_proj	model.layers.7.mlp.down_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.7.mlp.down_proj.qweight', 'model.layers.7.mlp.down_proj.qzeros', 'model.layers.7.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
8	q_proj	model.layers.8.self_attn.q_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.8.self_attn.q_proj.qweight', 'model.layers.8.self_attn.q_proj.qzeros', 'model.layers.8.self_attn.q_proj.bias', 'model.layers.8.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
8	k_proj	model.layers.8.self_attn.k_proj.weight	model-00002-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.8.self_attn.k_proj.qweight', 'model.layers.8.self_attn.k_proj.qzeros', 'model.layers.8.self_attn.k_proj.bias', 'model.layers.8.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
8	v_proj	model.layers.8.self_attn.v_proj.weight	model-00002-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.8.self_attn.v_proj.qweight', 'model.layers.8.self_attn.v_proj.qzeros', 'model.layers.8.self_attn.v_proj.bias', 'model.layers.8.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
8	o_proj	model.layers.8.self_attn.o_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.8.self_attn.o_proj.qweight', 'model.layers.8.self_attn.o_proj.qzeros', 'model.layers.8.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
8	gate_proj	model.layers.8.mlp.gate_proj.weight	model-00002-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.8.mlp.gate_proj.qweight', 'model.layers.8.mlp.gate_proj.qzeros', 'model.layers.8.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
8	up_proj	model.layers.8.mlp.up_proj.weight	model-00002-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.8.mlp.up_proj.qweight', 'model.layers.8.mlp.up_proj.qzeros', 'model.layers.8.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
8	down_proj	model.layers.8.mlp.down_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.8.mlp.down_proj.qweight', 'model.layers.8.mlp.down_proj.qzeros', 'model.layers.8.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
9	q_proj	model.layers.9.self_attn.q_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.9.self_attn.q_proj.qweight', 'model.layers.9.self_attn.q_proj.qzeros', 'model.layers.9.self_attn.q_proj.bias', 'model.layers.9.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
9	k_proj	model.layers.9.self_attn.k_proj.weight	model-00002-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.9.self_attn.k_proj.qweight', 'model.layers.9.self_attn.k_proj.qzeros', 'model.layers.9.self_attn.k_proj.bias', 'model.layers.9.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
9	v_proj	model.layers.9.self_attn.v_proj.weight	model-00002-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.9.self_attn.v_proj.qweight', 'model.layers.9.self_attn.v_proj.qzeros', 'model.layers.9.self_attn.v_proj.bias', 'model.layers.9.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
9	o_proj	model.layers.9.self_attn.o_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.9.self_attn.o_proj.qweight', 'model.layers.9.self_attn.o_proj.qzeros', 'model.layers.9.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
9	gate_proj	model.layers.9.mlp.gate_proj.weight	model-00002-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.9.mlp.gate_proj.qweight', 'model.layers.9.mlp.gate_proj.qzeros', 'model.layers.9.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
9	up_proj	model.layers.9.mlp.up_proj.weight	model-00002-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.9.mlp.up_proj.qweight', 'model.layers.9.mlp.up_proj.qzeros', 'model.layers.9.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
9	down_proj	model.layers.9.mlp.down_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.9.mlp.down_proj.qweight', 'model.layers.9.mlp.down_proj.qzeros', 'model.layers.9.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
10	q_proj	model.layers.10.self_attn.q_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.10.self_attn.q_proj.qweight', 'model.layers.10.self_attn.q_proj.qzeros', 'model.layers.10.self_attn.q_proj.bias', 'model.layers.10.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
10	k_proj	model.layers.10.self_attn.k_proj.weight	model-00002-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.10.self_attn.k_proj.qweight', 'model.layers.10.self_attn.k_proj.qzeros', 'model.layers.10.self_attn.k_proj.bias', 'model.layers.10.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
10	v_proj	model.layers.10.self_attn.v_proj.weight	model-00002-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.10.self_attn.v_proj.qweight', 'model.layers.10.self_attn.v_proj.qzeros', 'model.layers.10.self_attn.v_proj.bias', 'model.layers.10.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
10	o_proj	model.layers.10.self_attn.o_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.10.self_attn.o_proj.qweight', 'model.layers.10.self_attn.o_proj.qzeros', 'model.layers.10.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
10	gate_proj	model.layers.10.mlp.gate_proj.weight	model-00002-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.10.mlp.gate_proj.qweight', 'model.layers.10.mlp.gate_proj.qzeros', 'model.layers.10.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
10	up_proj	model.layers.10.mlp.up_proj.weight	model-00002-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.10.mlp.up_proj.qweight', 'model.layers.10.mlp.up_proj.qzeros', 'model.layers.10.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
10	down_proj	model.layers.10.mlp.down_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.10.mlp.down_proj.qweight', 'model.layers.10.mlp.down_proj.qzeros', 'model.layers.10.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
11	q_proj	model.layers.11.self_attn.q_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.11.self_attn.q_proj.qweight', 'model.layers.11.self_attn.q_proj.qzeros', 'model.layers.11.self_attn.q_proj.bias', 'model.layers.11.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
11	k_proj	model.layers.11.self_attn.k_proj.weight	model-00002-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.11.self_attn.k_proj.qweight', 'model.layers.11.self_attn.k_proj.qzeros', 'model.layers.11.self_attn.k_proj.bias', 'model.layers.11.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
