block_dataport_blocked,block_dataport_eligible,block_dataport_episodes,block_dataport_ratio,block_dataport_requests,block_missq_blocked,block_missq_eligible,block_missq_episodes,block_missq_ratio,block_missq_requests,block_mshr_merge_blocked,block_mshr_merge_eligible,block_mshr_merge_episodes,block_mshr_merge_ratio,block_mshr_merge_requests,block_mshr_new_blocked,block_mshr_new_eligible,block_mshr_new_episodes,block_mshr_new_ratio,block_mshr_new_requests,block_respq_blocked,block_respq_eligible,block_respq_episodes,block_respq_ratio,block_respq_requests,block_set_blocked,block_set_eligible,block_set_episodes,block_set_ratio,block_set_requests,data_port_busy_ratio,draml2q_avg,end_l2_cycle,fill_blocked,fill_eligible,fill_episodes,fill_port_busy_ratio,fill_ratio,fill_requests,l2dramq_avg,merge_depth_max,missq_avg,missq_wb_avg,mshr_avg,mshr_max,mshr_target_avg,reserved_avg,reserved_max,samples,schema_version,slice,start_l2_cycle,wb_bytes,wb_generated,window
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,5,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,12.104051,1,0.015886,0.0,31.100874,119,31.100874,11.086577,36,1259,L2CHARV1,5,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,6,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,11.296267,1,0.075457,0.0,30.422558,121,30.422558,10.951549,36,1259,L2CHARV1,6,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,7,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,11.376489,1,0.109611,0.0,30.201747,122,30.201747,10.886418,36,1259,L2CHARV1,7,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,8,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,9.292295,1,0.0,0.0,27.786338,101,27.786338,7.978554,30,1259,L2CHARV1,8,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,9,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,9.4305,1,0.0,0.0,28.319301,107,28.319301,8.006354,33,1259,L2CHARV1,9,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,10,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,8.460683,1,0.0,0.0,27.418586,97,27.418586,8.051628,32,1259,L2CHARV1,10,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,11,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,8.864972,1,0.0,0.0,27.873709,108,27.873709,8.028594,32,1259,L2CHARV1,11,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,12,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,11.105639,1,0.0,0.0,30.337569,110,30.337569,8.759333,33,1259,L2CHARV1,12,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,13,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,11.277998,1,0.0,0.0,30.327244,116,30.327244,8.802224,33,1259,L2CHARV1,13,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,14,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,10.860207,1,0.0,0.0,29.934869,110,29.934869,8.667196,32,1259,L2CHARV1,14,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,15,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,10.956315,1,0.0,0.0,29.776013,107,29.776013,8.650516,32,1259,L2CHARV1,15,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,16,0,0,0,0
0,0,0,0.0,0,0,160,0,0.0,0,0,0,0,0.0,0,0,160,0,0.0,0,0,96,0,0.0,0,0,256,0,0.0,0,0.0,0.0,6258,0,160,0,0.0,0.0,0,12.104845,1,0.167593,0.0,30.18745,124,30.18745,10.799841,36,1259,L2CHARV1,16,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,17,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,13.451152,1,0.238284,0.0,32.70135,123,32.70135,11.501191,36,1259,L2CHARV1,17,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,18,0,0,0,0
0,0,0,0.0,0,0,160,0,0.0,0,0,0,0,0.0,0,0,160,0,0.0,0,0,96,0,0.0,0,0,256,0,0.0,0,0.0,0.0,6258,0,160,0,0.0,0.0,0,12.694996,1,0.505957,0.0,31.473392,133,31.473392,11.084194,36,1259,L2CHARV1,18,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,19,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,13.872121,1,0.71247,0.0,33.820492,132,33.820492,11.666402,37,1259,L2CHARV1,19,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,20,0,0,0,0
0,0,0,0.0,0,0,160,0,0.0,0,0,0,0,0.0,0,0,160,0,0.0,0,0,96,0,0.0,0,0,256,0,0.0,0,0.0,0.0,6258,0,160,0,0.0,0.0,0,10.74583,1,0.015886,0.0,28.52502,119,28.52502,10.503574,35,1259,L2CHARV1,20,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,21,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,12.155679,1,0.057983,0.0,31.233519,120,31.233519,11.186656,36,1259,L2CHARV1,21,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,22,0,0,0,0
0,0,0,0.0,0,0,160,0,0.0,0,0,0,0,0.0,0,0,160,0,0.0,0,0,96,0,0.0,0,0,256,0,0.0,0,0.0,0.0,6258,0,160,0,0.0,0.0,0,10.466243,1,0.113582,0.0,28.567911,124,28.567911,10.613185,35,1259,L2CHARV1,22,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,23,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,11.490071,1,0.115171,0.0,30.41938,122,30.41938,10.969817,36,1259,L2CHARV1,23,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,24,0,0,0,0
0,0,0,0.0,0,0,160,0,0.0,0,0,0,0,0.0,0,0,160,0,0.0,0,0,96,0,0.0,0,0,256,0,0.0,0,0.0,0.0,6258,0,160,0,0.0,0.0,0,7.190627,1,0.0,0.0,24.382844,90,24.382844,7.013503,28,1259,L2CHARV1,24,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,25,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,9.393169,1,0.0,0.0,28.306593,108,28.306593,8.036537,32,1259,L2CHARV1,25,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,26,0,0,0,0
0,0,0,0.0,0,0,160,0,0.0,0,0,0,0,0.0,0,0,160,0,0.0,0,0,96,0,0.0,0,0,256,0,0.0,0,0.0,0.0,6258,0,160,0,0.0,0.0,0,6.911835,1,0.0,0.0,25.031771,91,25.031771,7.405083,30,1259,L2CHARV1,26,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,27,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,8.976966,1,0.0,0.0,27.657665,107,27.657665,8.008737,32,1259,L2CHARV1,27,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,28,0,0,0,0
0,0,0,0.0,0,0,163,0,0.0,0,0,0,0,0.0,0,0,163,0,0.0,0,0,82,0,0.0,0,0,245,0,0.0,0,0.0,0.0,6258,0,163,0,0.0,0.0,0,10.423352,1,0.0,0.0,28.413026,106,28.413026,8.271644,33,1259,L2CHARV1,28,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,29,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,11.495631,1,0.0,0.0,30.741064,118,30.741064,8.989674,33,1259,L2CHARV1,29,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,30,0,0,0,0
0,0,0,0.0,0,0,160,0,0.0,0,0,0,0,0.0,0,0,160,0,0.0,0,0,80,0,0.0,0,0,240,0,0.0,0,0.0,0.0,6258,0,160,0,0.0,0.0,0,9.795075,1,0.0,0.0,28.024623,112,28.024623,8.092931,32,1259,L2CHARV1,30,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,31,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,11.135822,1,0.0,0.0,30.090548,109,30.090548,8.692613,33,1259,L2CHARV1,31,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,32,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,88,0,0.0,0,0,256,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,13.123114,1,0.590945,0.0,32.630659,131,32.630659,11.92216,36,1259,L2CHARV1,32,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,33,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,13.337569,1,0.23749,0.0,32.652105,125,32.652105,11.522637,36,1259,L2CHARV1,33,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,34,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,88,0,0.0,0,0,256,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,13.544877,1,0.527403,0.0,33.786338,131,33.786338,11.703733,37,1259,L2CHARV1,34,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,35,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,13.881652,1,0.766481,0.0,33.836378,133,33.836378,11.697379,37,1259,L2CHARV1,35,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,36,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,88,0,0.0,0,0,256,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,12.099285,1,0.035743,0.0,30.747419,119,30.747419,10.946783,34,1259,L2CHARV1,36,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,37,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,12.173153,1,0.049245,0.0,30.984114,121,30.984114,11.026211,36,1259,L2CHARV1,37,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,38,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,88,0,0.0,0,0,256,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,11.81255,1,0.101668,0.0,31.100874,126,31.100874,10.861001,36,1259,L2CHARV1,38,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,39,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,11.463066,1,0.138999,0.0,30.473392,123,30.473392,11.048451,36,1259,L2CHARV1,39,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,40,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,88,0,0.0,0,0,256,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,8.921366,1,0.0,0.0,27.403495,103,27.403495,7.982526,33,1259,L2CHARV1,40,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,41,0,0,0,0
0,0,0,0.0,0,0,168,0,0.0,0,0,0,0,0.0,0,0,168,0,0.0,0,0,80,0,0.0,0,0,248,0,0.0,0,0.0,0.0,6258,0,168,0,0.0,0.0,0,9.552025,1,0.0,0.0,28.583797,107,28.583797,8.110405,32,1259,L2CHARV1,41,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,42,0,0,0,0
