scenario	phase	normalized_kernel_family	exact_implementation	grid	block	decode_step	launch_count
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	12	1
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	13	1
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	14	1
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	15	1
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	16	1
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	17	1
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	18	1
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	19	1
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	20	1
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	21	1
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	22	1
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	23	1
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	24	1
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	25	1
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	26	1
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	27	1
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	28	1
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	29	1
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	30	1
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	31	1
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	32	1
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	1	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	2	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	3	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	4	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	5	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	6	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	7	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	8	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	9	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	10	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	11	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	12	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	13	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	14	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	15	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	16	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	17	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	18	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	19	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	20	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	21	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	22	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	23	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	24	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	25	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	26	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	27	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	28	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	29	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	30	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	31	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	32	49
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	1	48
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	2	48
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	3	48
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	4	48
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	5	48
T256_D32_DERIVED_CONTROL	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	6	48
