cluster_id	cluster_type	phase	normalized_kernel_family	exact_implementation_sha256	implementation_match_key	canonical_exact_function_key	block	member_strata_count	member_grids	launch_count	represented_workload_mass_ns	measurement_target_count	asset_statuses
STR_2889bc49a815	STRUCTURAL_STRATUM	PREFILL	AT_NATIVE_UNROLLED_ELEMENTWISE	26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	128,1,1	1	256,1,1	2	4192	1	MISSING_SIM_TRACE
STR_2e3b147f9188	STRUCTURAL_STRATUM	DECODE	PYTORCH_FLASH_FWD	e38eb3e5e78b49fe8f9e20a45f95c9b321ce9747e88a1c36a627e74929bc5eec	FLASH_FWD_SPLITKV_COMBINE	FLASH_FWD_SPLITKV_COMBINE	128,1,1	1	2,1,1	768	2164261	1	REQUIRES_REQUALIFICATION
STR_3bd8731fe57e	STRUCTURAL_STRATUM	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	a68982cf6d846a655cd482da3ca16cf4540e49dfc55e4ebbd4b26df2d827866e	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_a68982cf6d846a655cd482da3ca16cf4540e49dfc55e4ebbd4b26df2d827866e	128,1,1	1	1,1,1	32	39392	1	MISSING_SIM_TRACE
STR_3ee044e4b346	STRUCTURAL_STRATUM	DECODE	CUBLAS_GEMV	9c8b8197c254fdbf63a135e8bd63b6485df1c077c48dcadd41f00f2c59e81469	CUBLAS_GEMV	CUBLAS_GEMV	16,4,1	1	1216,1,1	1536	24759017	1	REUSABLE_NOW
STR_4274d3f02d50	STRUCTURAL_STRATUM	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	0c13d038c2620873928ae5a36dd84e84b24a70287e3637f75bc0f3ed71c8a4d1	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_0c13d038c2620873928ae5a36dd84e84b24a70287e3637f75bc0f3ed71c8a4d1	128,1,1	1	10,1,1	768	878978	1	MISSING_SIM_TRACE
STR_48b98b28a393	STRUCTURAL_STRATUM	DECODE	AT_NATIVE_UNROLLED_ELEMENTWISE	26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	128,1,1	1	2,1,1	1568	3378439	1	MISSING_SIM_TRACE
STR_49061a443675	STRUCTURAL_STRATUM	PREFILL	AT_NATIVE_REDUCE	d1934c1198203f32a8446aa6060a5371f039492e919c517e67a0ff56e061d5c8	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_d1934c1198203f32a8446aa6060a5371f039492e919c517e67a0ff56e061d5c8	32,16,1	1	128,1,1	49	244896	1	MISSING_SIM_TRACE
STR_4d6a458e05a7	STRUCTURAL_STRATUM	PREFILL	CUBLAS_GEMM	90f8352b488cd3123433f3ba1c70b52fdf0186831d779bb6eea1135c76e59d93	CUTLASS_F16_GEMM_256X128_32X3_TN_ALIGN8	CUTLASS_F16_GEMM_256X128_32X3_TN_ALIGN8	256,1,1	1	128,75,1	1	6155566	1	MISSING_SIM_TRACE
STR_4e512f9606d5	STRUCTURAL_STRATUM	PREFILL	AT_NATIVE_ELEMENTWISE	8aa3a46aafcd3bec14540f327e0544e4b2dca8d0f1ff0980a31a7beb6a88c7d6	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_8aa3a46aafcd3bec14540f327e0544e4b2dca8d0f1ff0980a31a7beb6a88c7d6	128,1,1	1	512,1,1	24	54720	1	MISSING_SIM_TRACE
STR_4ed9bc160300	STRUCTURAL_STRATUM	PREFILL	CUBLAS_GEMM	37109ffe0bc37cd80913026c9158dd5f7162f3370aae31905b9613f24deac197	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_37109ffe0bc37cd80913026c9158dd5f7162f3370aae31905b9613f24deac197	128,1,1	1	4,32,1	24	1258912	1	MISSING_SIM_TRACE
STR_5a3b4488fef1	STRUCTURAL_STRATUM	PREFILL	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	128,1,1	1	3584,1,1	48	360960	1	MISSING_SIM_TRACE
STR_640462b030a1	STRUCTURAL_STRATUM	PREFILL	AT_NATIVE_ELEMENTWISE	3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	128,1,1	1	512,1,1	48	121216	1	MISSING_SIM_TRACE
STR_6836f76739de	STRUCTURAL_STRATUM	DECODE	AT_NATIVE_UNROLLED_ELEMENTWISE	3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	128,1,1	1	1,1,1	32	43872	1	MISSING_SIM_TRACE
STR_6d8d2509696c	STRUCTURAL_STRATUM	DECODE	CUBLAS_GEMV	64f86c20cfc766d359c75d4b471c98ecf3fa8577e91f37cfb5564379668a2353	CUBLAS_GEMV	CUBLAS_GEMV	32,4,1	1	32,1,1	1536	4468140	1	MISSING_SIM_TRACE
STR_719d72964aaa	STRUCTURAL_STRATUM	PREFILL	AT_NATIVE_ELEMENTWISE	bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	128,1,1	1	1792,1,1	24	94784	1	MISSING_SIM_TRACE
STR_7ff50228c0c2	STRUCTURAL_STRATUM	PREFILL	AT_NATIVE_UNROLLED_ELEMENTWISE	26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	128,1,1	1	3584,1,1	49	343520	1	MISSING_SIM_TRACE
STR_83d0c7bfb367	STRUCTURAL_STRATUM	DECODE	PYTORCH_FLASH_FWD	acd9e92a7282d0c17ce34f2bda8a7972bb8913b66629d00bdecf3b119a81d426	FLASH_FWD_SPLITKV	FLASH_FWD_SPLITKV	128,1,1	1	1,9,14	768	9924399	1	REQUIRES_REQUALIFICATION
STR_8447356869c3	STRUCTURAL_STRATUM	PREFILL	CUBLAS_GEMM	54a54b33a055bbbcc9b2a29f1dbde524723fa8467d085949b015accba2a3a85f	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_54a54b33a055bbbcc9b2a29f1dbde524723fa8467d085949b015accba2a3a85f	256,1,1	1	64,1,1	1	1312	1	MISSING_SIM_TRACE
STR_860680a18dcd	STRUCTURAL_STRATUM	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	128,1,1	1	2,1,1	2304	2274215	1	MISSING_SIM_TRACE
STR_88689ae847f6	STRUCTURAL_STRATUM	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	3d29b9d568dac897004721d1cb9b00837e19e4db53054e85678fd4b8a9ca1e47	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_3d29b9d568dac897004721d1cb9b00837e19e4db53054e85678fd4b8a9ca1e47	128,1,1	1	1,1,1	1568	1548388	1	MISSING_SIM_TRACE
STR_88753124b5c4	STRUCTURAL_STRATUM	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	07f1489f01f6aeca4c868a66daa2d779d06d084290e03498907d6ca894520361	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_07f1489f01f6aeca4c868a66daa2d779d06d084290e03498907d6ca894520361	128,1,1	1	1,1,1	32	38560	1	MISSING_SIM_TRACE
STR_89269a93bcea	STRUCTURAL_STRATUM	PREFILL	CUBLAS_GEMM	7e380c25ee4d60dcd22dff62f531ef37c9a7e1b9c2375747bd4e02435b2764fc	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_7e380c25ee4d60dcd22dff62f531ef37c9a7e1b9c2375747bd4e02435b2764fc	128,1,1	1	2,32,1	48	446368	1	MISSING_SIM_TRACE
STR_8a5773a1d265	STRUCTURAL_STRATUM	DECODE	CUBLAS_GEMV	64f86c20cfc766d359c75d4b471c98ecf3fa8577e91f37cfb5564379668a2353	CUBLAS_GEMV	CUBLAS_GEMV	32,4,1	1	224,1,1	1536	6837034	1	MISSING_SIM_TRACE
STR_8bc741e5debc	STRUCTURAL_STRATUM	DECODE	CUBLAS_GEMV	9c8b8197c254fdbf63a135e8bd63b6485df1c077c48dcadd41f00f2c59e81469	CUBLAS_GEMV	CUBLAS_GEMV	16,4,1	1	224,1,1	768	11757630	1	MISSING_SIM_TRACE
STR_8f8fc33d0b5d	STRUCTURAL_STRATUM	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	128,1,1	1	10,1,1	768	761826	1	MISSING_SIM_TRACE
STR_9222044406be	STRUCTURAL_STRATUM	DECODE	COPY_KERNEL	e593dab8aec90bd69f8465eb6a67ce3b4db21258884d7c33fec094f870a90650	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_e593dab8aec90bd69f8465eb6a67ce3b4db21258884d7c33fec094f870a90650	512,1,1	1	152,2,1	1584	3071111	1	MISSING_SIM_TRACE
STR_94c9838b5ed4	STRUCTURAL_STRATUM	DECODE	AT_NATIVE_UNROLLED_ELEMENTWISE	26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	128,1,1	1	1,1,1	64	78784	1	MISSING_SIM_TRACE
STR_97f09901283a	STRUCTURAL_STRATUM	DECODE	OTHER_EXACT_IMPLEMENTATION	d71007a2126c2b81da00e00d42fe2158c2639bbad926caa197a2cf8e98c1c922	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_d71007a2126c2b81da00e00d42fe2158c2639bbad926caa197a2cf8e98c1c922	128,1,1	1	7,1,1	32	59648	1	MISSING_SIM_TRACE
STR_a0277080afae	STRUCTURAL_STRATUM	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	5711aa9db8c527013d97f362d04044929dca517a8e05fc11bfa622179d9a60ed	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_5711aa9db8c527013d97f362d04044929dca517a8e05fc11bfa622179d9a60ed	128,1,1	1	4,1,1	49	55776	1	MISSING_SIM_TRACE
STR_a239761b1767	STRUCTURAL_STRATUM	PREFILL	OTHER_EXACT_IMPLEMENTATION	692a5a59982e66f045d1764f4845ba826e7ade50a095c3f76e8f34913b91d0a8	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_692a5a59982e66f045d1764f4845ba826e7ade50a095c3f76e8f34913b91d0a8	128,1,1	1	608,1,1	1	17312	1	MISSING_SIM_TRACE
STR_a31e2210e722	STRUCTURAL_STRATUM	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	0c13d038c2620873928ae5a36dd84e84b24a70287e3637f75bc0f3ed71c8a4d1	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_0c13d038c2620873928ae5a36dd84e84b24a70287e3637f75bc0f3ed71c8a4d1	128,1,1	1	19456,1,1	24	407904	1	MISSING_SIM_TRACE
STR_a7a6e3b2412b	STRUCTURAL_STRATUM	PREFILL	AT_NATIVE_ELEMENTWISE	bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	128,1,1	1	256,1,1	24	46400	1	MISSING_SIM_TRACE
STR_ae19e1c8a69a	STRUCTURAL_STRATUM	AUXILIARY	AT_NATIVE_REDUCE	7e92bc5c05f71ba4e365f817703efeb2ee9218a1ab865776f0b91b6f46fa4a37	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_7e92bc5c05f71ba4e365f817703efeb2ee9218a1ab865776f0b91b6f46fa4a37	512,1,1	1	1,19,1	33	192864	1	MISSING_SIM_TRACE
STR_b0eca525e868	STRUCTURAL_STRATUM	PREFILL	PYTORCH_FLASH_FWD	28f5ddff59b2ab385e957e346a004210bdff57579ab7607d302907c74f415ba4	FLASH_FWD	FLASH_FWD	128,1,1	1	16,1,14	24	3624299	1	REUSABLE_NOW
STR_b5c326489d54	STRUCTURAL_STRATUM	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	128,1,1	1	3584,1,1	48	357216	1	MISSING_SIM_TRACE
STR_b8c7571292df	STRUCTURAL_STRATUM	PREFILL	AT_NATIVE_UNROLLED_ELEMENTWISE	3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	128,1,1	1	4,1,1	1	2048	1	MISSING_SIM_TRACE
STR_ba4fcb71823f	STRUCTURAL_STRATUM	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	a43e69a63440bd40b51a333c784e6c93da8a5d97e93b96abb6fdaa150d7c6302	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_a43e69a63440bd40b51a333c784e6c93da8a5d97e93b96abb6fdaa150d7c6302	128,1,1	1	256,1,1	2	2496	1	MISSING_SIM_TRACE
STR_c6105f5a2136	STRUCTURAL_STRATUM	DECODE	AT_NATIVE_UNROLLED_ELEMENTWISE	3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	128,1,1	1	2,1,1	1568	3157799	1	MISSING_SIM_TRACE
STR_c906c2d98595	STRUCTURAL_STRATUM	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	a43e69a63440bd40b51a333c784e6c93da8a5d97e93b96abb6fdaa150d7c6302	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_a43e69a63440bd40b51a333c784e6c93da8a5d97e93b96abb6fdaa150d7c6302	128,1,1	1	1,1,1	64	61664	1	MISSING_SIM_TRACE
STR_ca7222ce4e26	STRUCTURAL_STRATUM	PREFILL	CUBLAS_GEMM	8530e1eefcc894c7e7a5fc850f51ffdce69371602db40ea0cca0c9242443f1f5	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_8530e1eefcc894c7e7a5fc850f51ffdce69371602db40ea0cca0c9242443f1f5	128,1,1	1	7,16,4	24	4783818	1	MISSING_SIM_TRACE
STR_ccdc733edc2b	STRUCTURAL_STRATUM	DECODE	AT_NATIVE_ELEMENTWISE	91297a911e5ce0bc544f9f1e69b7e03db76a50894146196e6db519747eea57d6	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_91297a911e5ce0bc544f9f1e69b7e03db76a50894146196e6db519747eea57d6	128,1,1	1	4,1,1	1568	2160965	1	MISSING_SIM_TRACE
STR_d382d40603a9	STRUCTURAL_STRATUM	PREFILL	COPY_KERNEL	b50a7ce001b169c87982c8b3e2f1028337e89895f75bdde6f8177633ea39e911	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_b50a7ce001b169c87982c8b3e2f1028337e89895f75bdde6f8177633ea39e911	512,1,1	1	152,2,1	1	3168	1	MISSING_SIM_TRACE
STR_d3bf91378889	STRUCTURAL_STRATUM	DECODE	COPY_KERNEL	5fe75b7df488d1ed3fba483dcdad114fa364a783823058ebc540d8d8788bf0e1	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_5fe75b7df488d1ed3fba483dcdad114fa364a783823058ebc540d8d8788bf0e1	128,1,1	1	1,2,1	32	47904	1	MISSING_SIM_TRACE
STR_d46f4739e90f	STRUCTURAL_STRATUM	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	6d15560c6de4c556736b71012a902ff283d9e88f8b16006697b7b9723dae7877	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_6d15560c6de4c556736b71012a902ff283d9e88f8b16006697b7b9723dae7877	128,1,1	1	3584,1,1	49	265248	1	MISSING_SIM_TRACE
STR_d56cc69a38d0	STRUCTURAL_STRATUM	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	6d15560c6de4c556736b71012a902ff283d9e88f8b16006697b7b9723dae7877	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_6d15560c6de4c556736b71012a902ff283d9e88f8b16006697b7b9723dae7877	128,1,1	1	2,1,1	1568	1525381	1	MISSING_SIM_TRACE
STR_d5e6bdd9ce50	STRUCTURAL_STRATUM	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	07f1489f01f6aeca4c868a66daa2d779d06d084290e03498907d6ca894520361	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_07f1489f01f6aeca4c868a66daa2d779d06d084290e03498907d6ca894520361	128,1,1	1	256,1,1	1	1440	0	MISSING_SIM_TRACE
STR_d607f00cdb30	STRUCTURAL_STRATUM	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	a68982cf6d846a655cd482da3ca16cf4540e49dfc55e4ebbd4b26df2d827866e	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_a68982cf6d846a655cd482da3ca16cf4540e49dfc55e4ebbd4b26df2d827866e	128,1,1	1	256,1,1	1	1664	1	MISSING_SIM_TRACE
STR_d7cf1c228634	STRUCTURAL_STRATUM	PREFILL	AT_NATIVE_UNROLLED_ELEMENTWISE	3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	128,1,1	1	3584,1,1	49	368032	1	MISSING_SIM_TRACE
STR_dd2b50228f32	STRUCTURAL_STRATUM	DECODE	AT_NATIVE_ELEMENTWISE	9b1cdd2742b2670c8e01f898eb0822cd8797c01086aac0c04669129e160274ce	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_9b1cdd2742b2670c8e01f898eb0822cd8797c01086aac0c04669129e160274ce	64,1,1	1	1,1,1	32	28160	1	MISSING_SIM_TRACE
STR_dfe5a1c0179a	STRUCTURAL_STRATUM	DECODE	CUBLAS_GEMM	236b2b929cf3f9ebf8ad18474634f2a94ee4eec7cf4cb0d73ff98ef8a395c849	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_236b2b929cf3f9ebf8ad18474634f2a94ee4eec7cf4cb0d73ff98ef8a395c849	256,1,1	1	1,1,1	32	40832	1	MISSING_SIM_TRACE
STR_e0922aa2a506	STRUCTURAL_STRATUM	DECODE	AT_NATIVE_REDUCE	d1934c1198203f32a8446aa6060a5371f039492e919c517e67a0ff56e061d5c8	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_d1934c1198203f32a8446aa6060a5371f039492e919c517e67a0ff56e061d5c8	128,1,1	1	1,1,1	1568	3475750	1	MISSING_SIM_TRACE
STR_e5778137820d	STRUCTURAL_STRATUM	DECODE	AT_NATIVE_ELEMENTWISE	3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	128,1,1	1	1,1,1	1536	1953708	1	MISSING_SIM_TRACE
STR_f1b3a3b3e6d1	STRUCTURAL_STRATUM	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	128,1,1	1	1,1,1	768	751650	1	MISSING_SIM_TRACE
STR_f9358ea044e5	STRUCTURAL_STRATUM	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	3d29b9d568dac897004721d1cb9b00837e19e4db53054e85678fd4b8a9ca1e47	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_3d29b9d568dac897004721d1cb9b00837e19e4db53054e85678fd4b8a9ca1e47	128,1,1	1	4,1,1	49	49920	1	MISSING_SIM_TRACE
STR_f9e0dc3dd75e	STRUCTURAL_STRATUM	PREFILL	CUBLAS_GEMM	ed8695489eb61eef9f634afba0026f4024fe616b9a6dfc277d66b57a05773eda	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_ed8695489eb61eef9f634afba0026f4024fe616b9a6dfc277d66b57a05773eda	128,1,1	1	7,16,1	24	1236389	1	MISSING_SIM_TRACE
STR_fb002dc5652b	STRUCTURAL_STRATUM	DECODE	CUBLAS_GEMV	9c8b8197c254fdbf63a135e8bd63b6485df1c077c48dcadd41f00f2c59e81469	CUBLAS_GEMV	CUBLAS_GEMV	8,8,1	1	18992,1,1	32	13107325	1	MISSING_SIM_TRACE
