target	modeled_page	pc	trace_references	unique_pages	translation_hits_misses_walks	stall_cycles	scope
T0	64KiB	83b0	188160	56	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T0	64KiB	83e0	188160	56	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T0	64KiB	8410	188160	56	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T0	64KiB	8440	188160	56	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T0	64KiB	8460	188160	56	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T0	64KiB	8470	188160	56	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T0	4KiB	8630	215040	210	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T0	4KiB	8680	215040	210	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T0	4KiB	86d0	215040	210	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T0	4KiB	8710	215040	210	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T0	4KiB	8720	215040	210	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T0	4KiB	8730	215040	210	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T0	4KiB	8740	215040	210	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T0	4KiB	8750	215040	210	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T0	4KiB	8350	188160	196	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T0	4KiB	8380	188160	196	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T0	4KiB	83b0	188160	196	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T0	4KiB	83e0	188160	196	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T0	4KiB	8410	188160	196	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T0	4KiB	8440	188160	196	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T0	4KiB	8460	188160	196	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T0	4KiB	8470	188160	196	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	64KiB	1bd0	2023424	56	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	64KiB	1c30	2023424	133	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	64KiB	1c70	2023424	133	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	64KiB	1ca0	2023424	133	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	64KiB	1cd0	2023424	133	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	64KiB	1d00	2023424	56	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	64KiB	0d80	77824	56	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	64KiB	0f00	77824	56	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	64KiB	0fc0	77824	133	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	64KiB	1100	77824	133	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	64KiB	1150	77824	133	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	64KiB	1170	77824	133	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	64KiB	1490	77824	56	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	64KiB	14e0	77824	56	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	64KiB	15a0	77824	133	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	64KiB	15e0	77824	133	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	4KiB	1bd0	2023424	512	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	4KiB	1c30	2023424	608	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	4KiB	1c70	2023424	608	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	4KiB	1ca0	2023424	608	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	4KiB	1cd0	2023424	608	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	4KiB	1d00	2023424	512	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	4KiB	0d80	77824	512	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	4KiB	0f00	77824	512	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	4KiB	0fc0	77824	608	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	4KiB	1100	77824	608	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	4KiB	1150	77824	608	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	4KiB	1170	77824	608	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	4KiB	1490	77824	512	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	4KiB	14e0	77824	512	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	4KiB	15a0	77824	608	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T1	4KiB	15e0	77824	608	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	64KiB	3a90	155648	133	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	64KiB	3ab0	155648	133	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	64KiB	3ad0	155648	1	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	64KiB	3af0	155648	1	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	64KiB	3b10	155648	133	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	64KiB	3b30	155648	1	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	64KiB	3b40	155648	133	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	64KiB	3b50	155648	1	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	64KiB	2340	77824	133	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	64KiB	2360	77824	1	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	64KiB	2380	77824	133	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	64KiB	23a0	77824	1	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	64KiB	23c0	77824	133	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	64KiB	23e0	77824	1	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	64KiB	2400	77824	133	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	64KiB	2420	77824	1	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	4KiB	3a90	155648	2128	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	4KiB	3ab0	155648	2128	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	4KiB	3ad0	155648	1	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	4KiB	3af0	155648	1	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	4KiB	3b10	155648	2128	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	4KiB	3b30	155648	1	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	4KiB	3b40	155648	2128	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	4KiB	3b50	155648	1	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	4KiB	2340	77824	2128	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	4KiB	2360	77824	1	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	4KiB	2380	77824	2128	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	4KiB	23a0	77824	1	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	4KiB	23c0	77824	2128	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	4KiB	23e0	77824	1	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	4KiB	2400	77824	2128	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
T2	4KiB	2420	77824	1	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	NOT_AVAILABLE_WITHOUT_SEMANTIC_INVENTION	offline_top_by_trace_reference_count_not_stall_contribution
