cell,workload,variant,source_dir,configured_l2_slices,configured_dram_channels,unique_l2_slice_ids,unique_dram_channel_ids,l2_window_interval_cycles,dram_window_interval_cycles,completion_cycles,expected_l2_window_rows,actual_l2_window_rows,expected_dram_window_rows,actual_dram_window_rows,l2_stream_key_status,dram_stream_key_status,cardinality_status,aggregation_reason
D256_BASE,vectorAdd_4M,B0-Banked,/workspace/worktrees/accel-sim-ep-l2-c7e/docs/ep_l2/target_baseline_results_final_850/B0-Banked/vectorAdd_4M,64,32,64,32,5000,5000,73325,896,896,448,448,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,Producer emits completed 5K intervals only; no partial terminal interval. L2 is per slice; DRAM is per channel. DRAM global-cycle starts are adjacent at 5000/5001 because sampling follows the 850-MHz DRAM cadence.
D256_BASE,FWT_11_19,B0-Legacy,/workspace/worktrees/accel-sim-ep-l2-c7e/docs/ep_l2/target_baseline_results_final_850/B0-Legacy/FWT_11_19,64,32,64,32,5000,5000,171549,2176,2176,1088,1088,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,Producer emits completed 5K intervals only; no partial terminal interval. L2 is per slice; DRAM is per channel. DRAM global-cycle starts are adjacent at 5000/5001 because sampling follows the 850-MHz DRAM cadence.
D256_BASE,FWT_7_21,B0-Legacy,/workspace/worktrees/accel-sim-ep-l2-c7e/docs/ep_l2/target_baseline_results_final_850/B0-Legacy/FWT_7_21,64,32,64,32,5000,5000,493466,6272,6272,3136,3136,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,Producer emits completed 5K intervals only; no partial terminal interval. L2 is per slice; DRAM is per channel. DRAM global-cycle starts are adjacent at 5000/5001 because sampling follows the 850-MHz DRAM cadence.
D256_BASE,btree,B0-Legacy,/workspace/worktrees/accel-sim-ep-l2-c7e/docs/ep_l2/target_baseline_results_final_850/B0-Legacy/btree,64,32,64,32,5000,5000,126259,1600,1600,800,800,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,Producer emits completed 5K intervals only; no partial terminal interval. L2 is per slice; DRAM is per channel. DRAM global-cycle starts are adjacent at 5000/5001 because sampling follows the 850-MHz DRAM cadence.
D256_BASE,cfd_097k,B0-Legacy,/workspace/worktrees/accel-sim-ep-l2-c7e/docs/ep_l2/target_baseline_results_final_850/B0-Legacy/cfd_097k,64,32,64,32,5000,5000,79555,960,960,480,480,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,Producer emits completed 5K intervals only; no partial terminal interval. L2 is per slice; DRAM is per channel. DRAM global-cycle starts are adjacent at 5000/5001 because sampling follows the 850-MHz DRAM cadence.
D256_BASE,convolutionSeparable,B0-Legacy,/workspace/worktrees/accel-sim-ep-l2-c7e/docs/ep_l2/target_baseline_results_final_850/B0-Legacy/convolutionSeparable,64,32,64,32,5000,5000,290308,3712,3712,1856,1856,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,Producer emits completed 5K intervals only; no partial terminal interval. L2 is per slice; DRAM is per channel. DRAM global-cycle starts are adjacent at 5000/5001 because sampling follows the 850-MHz DRAM cadence.
D256_BASE,dwt2d,B0-Legacy,/workspace/worktrees/accel-sim-ep-l2-c7e/docs/ep_l2/target_baseline_results_final_850/B0-Legacy/dwt2d,64,32,64,32,5000,5000,166961,2112,2112,1056,1056,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,Producer emits completed 5K intervals only; no partial terminal interval. L2 is per slice; DRAM is per channel. DRAM global-cycle starts are adjacent at 5000/5001 because sampling follows the 850-MHz DRAM cadence.
D256_BASE,sad,B0-Legacy,/workspace/worktrees/accel-sim-ep-l2-c7e/docs/ep_l2/target_baseline_results_final_850/B0-Legacy/sad,64,32,64,32,5000,5000,110653,1408,1408,704,704,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,Producer emits completed 5K intervals only; no partial terminal interval. L2 is per slice; DRAM is per channel. DRAM global-cycle starts are adjacent at 5000/5001 because sampling follows the 850-MHz DRAM cadence.
D256_BASE,scan,B0-Legacy,/workspace/worktrees/accel-sim-ep-l2-c7e/docs/ep_l2/target_baseline_results_final_850/B0-Legacy/scan,64,32,64,32,5000,5000,2157997,27584,27584,13792,13792,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,Producer emits completed 5K intervals only; no partial terminal interval. L2 is per slice; DRAM is per channel. DRAM global-cycle starts are adjacent at 5000/5001 because sampling follows the 850-MHz DRAM cadence.
D256_BASE,sgemm,B0-Legacy,/workspace/worktrees/accel-sim-ep-l2-c7e/docs/ep_l2/target_baseline_results_final_850/B0-Legacy/sgemm,64,32,64,32,5000,5000,353756,4480,4480,2240,2240,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,Producer emits completed 5K intervals only; no partial terminal interval. L2 is per slice; DRAM is per channel. DRAM global-cycle starts are adjacent at 5000/5001 because sampling follows the 850-MHz DRAM cadence.
D256_BASE,spmv,B0-Legacy,/workspace/worktrees/accel-sim-ep-l2-c7e/docs/ep_l2/target_baseline_results_final_850/B0-Legacy/spmv,64,32,64,32,5000,5000,23453,256,256,128,128,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,Producer emits completed 5K intervals only; no partial terminal interval. L2 is per slice; DRAM is per channel. DRAM global-cycle starts are adjacent at 5000/5001 because sampling follows the 850-MHz DRAM cadence.
D256_BASE,vectorAdd_4M,B0-Legacy,/workspace/worktrees/accel-sim-ep-l2-c7e/docs/ep_l2/target_baseline_results_final_850/B0-Legacy/vectorAdd_4M,64,32,64,32,5000,5000,73325,896,896,448,448,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,PASS_FULL_WINDOWS_ONLY,Producer emits completed 5K intervals only; no partial terminal interval. L2 is per slice; DRAM is per channel. DRAM global-cycle starts are adjacent at 5000/5001 because sampling follows the 850-MHz DRAM cadence.
