condition	set_name	layer	decode_index	selected	token_id	median_ms	min_ms	max_ms	cv	samples_ms	input_sha256	output_sha256
CONTROL_N1	N1	2	2	False	323	0.08191999793052673	0.08089599758386612	0.08191999793052673	0.005667166334626749	[0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.08191999793052673, 0.08191999793052673, 0.08191999793052673]	1eabc51ddc487bf718ae82d3e1bd9fbfe64b0ed81b48526767f83c714a939d3a	08b0046801df0b8cb949428d77e19d69dbd47eca1eb9702aaa52aedb344e9aff
CONTROL_N1	N1	2	3	False	3950	0.08191999793052673	0.08089599758386612	0.08191999793052673	0.005667166334626749	[0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.08191999793052673, 0.08191999793052673, 0.08191999793052673, 0.08191999793052673]	ec2b80502f212d82f905bbadb8a0690524d8f55de1b02a458a27cd15c83ff4ff	f4aaf9be868bc590ed71c2498abdc60456038634315d335081b316d057d88cd0
CONTROL_N1	N1	3	0	False	23578	0.08191999793052673	0.08089599758386612	0.08268799632787704	0.007494434925349171	[0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.081216000020504, 0.08268799632787704, 0.08191999793052673, 0.08191999793052673]	84768be5fd04665506f33dec4e4ca648631cbcfb1e6fa578d87e27771a79433e	f4109c32b5e6345b93d352ced308455b6ae884acb24e5145f0aa79cd2bb6cee3
CONTROL_N1	N1	3	1	False	11	0.08191999793052673	0.08089599758386612	0.08191999793052673	0.006219215228291248	[0.08191999793052673, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.08191999793052673]	67fd164dce1f7d1f43c8c225479dd6098831f5c048e5373e94f31716106b3774	5728827171266cf46df3fa3dcb273fe9ec08b9f289c8e03e5e8dc073f3a22bfa
CONTROL_N1	N1	3	2	False	323	0.08089599758386612	0.0798719972372055	0.08089599758386612	0.005739163029744788	[0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612]	4b48b3842989242e406f5db0164366ad77e1e08422c20e35af6bbb3acc138789	b9925dfe1d50ca472370db5620297b4ac3789bb5c4f147ad67956aa357cf8b22
CONTROL_N1	N1	3	3	False	3950	0.08089599758386612	0.08089599758386612	0.08294399827718735	0.009154436945415474	[0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08294399827718735, 0.08089599758386612]	69188eb15b513a1826417f3251a92fc3d759252f2967475a8e3994decf92ec22	a7b553def2574f4ab648c1cb3a51245c864a022c50bfc09a238413b045ad5ce4
CONTROL_N1	N1	4	0	False	23578	0.08191999793052673	0.08191999793052673	0.08214399963617325	0.0009564656185002769	[0.08191999793052673, 0.08191999793052673, 0.08214399963617325, 0.08191999793052673, 0.08191999793052673, 0.08191999793052673, 0.08191999793052673]	5786c729bc46cd8f9d4cb40663b84acae527db21a41d5ab7bef9873ee97afa47	9b859a4a1fb7dfd39aa2b9a1425c8a9b6f11b771f436086a8cb1231adbfe84c4
CONTROL_N1	N1	4	1	False	11	0.08089599758386612	0.08089599758386612	0.08169600367546082	0.0034556577523138575	[0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08169600367546082, 0.08089599758386612, 0.08089599758386612]	2242ea4ca5d34319d7d8b1529ea734c56165eed6c317b9fa5892dd75e51d8fd4	8a438aa6546df4e3ac3ed4379ba960c13197b6834105c66f0938115e5026f881
CONTROL_N1	N1	4	2	False	323	0.08089599758386612	0.0798719972372055	0.08089599758386612	0.006298368905970811	[0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612]	cc5d61e17fcac2723f45f88ebb2812eb26de8746c3604021bef7a63be6eae504	d4d7b4421b71bbc741306a46112982aea48b24ac9c8ed416493299d2d57589a5
CONTROL_N1	N1	4	3	False	3950	0.08191999793052673	0.08089599758386612	0.08294399827718735	0.008717048507939978	[0.08294399827718735, 0.08089599758386612, 0.08294399827718735, 0.08294399827718735, 0.08191999793052673, 0.08191999793052673, 0.08191999793052673]	d808a683e40bb2853c4a60702d93bb1facb3920d979280b8acd269a323a7d770	f6be93433947f0fc41951535f11fa0735c264ad44a5b615b8f3e053cdbf32e0e
CONTROL_N1	N1	5	0	False	23578	0.08294399827718735	0.08191999793052673	0.08294399827718735	0.006142026358923383	[0.08294399827718735, 0.08294399827718735, 0.08191999793052673, 0.08294399827718735, 0.08191999793052673, 0.08294399827718735, 0.08191999793052673]	e88d67a53cc321aa72b09a6affdd523330e771cf02f155d321aba82114087784	5bcc1ebd1c522b62cfaf6a3f700f82e16ebf62bc4d279900fb23304d6147c0b6
CONTROL_N1	N1	5	1	False	11	0.08191999793052673	0.08188799768686295	0.08294399827718735	0.005663842349877974	[0.08191999793052673, 0.08191999793052673, 0.08191999793052673, 0.08188799768686295, 0.08191999793052673, 0.08294399827718735, 0.08294399827718735]	54cf790663cfb4157d18d99ecb56cb10caec0266402a66dde80ed2b92aefc1bc	b2076a80f5643f9d9460fb286adb1a2f113fe482d335016db0dd1da6c21481c5
CONTROL_N1	N1	5	2	False	323	0.08089599758386612	0.0798719972372055	0.08191999793052673	0.008826993304253988	[0.08191999793052673, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08191999793052673]	348f03c23c076bce3631b90aff4d8e605655aee1bf03dadec22104dd6919022e	307d556dbea7088594e2a264dfcd886570384eb1f84a960e5e108b442c4de438
CONTROL_N1	N1	5	3	False	3950	0.08191999793052673	0.08191999793052673	0.08294399827718735	0.005626830616555625	[0.08294399827718735, 0.08191999793052673, 0.08191999793052673, 0.08191999793052673, 0.08191999793052673, 0.08294399827718735, 0.08191999793052673]	5390eabdd47afc8e6d4937805645b53098a9e40b8de53281ebe82653455ac412	830ce61ed6667e564b09f87610dc74652ca951ae003207ecc4f18d736ba6ac32
CONTROL_N1	N1	6	0	False	23578	0.08191999793052673	0.08191999793052673	0.08396799862384796	0.009056876303233936	[0.08294399827718735, 0.08191999793052673, 0.08191999793052673, 0.08396799862384796, 0.08191999793052673, 0.08191999793052673, 0.08191999793052673]	705de1db06576a4cb10835fb7f7c26e0aa0b6a9662d52dbd6c36659e23cc10d3	a5fab22ae7fcff9a0e48bac0c89c5590076516ab0f652cfb1d3fea22f5fd51cf
CONTROL_N1	N1	6	1	False	11	0.08191999793052673	0.08089599758386612	0.08236800134181976	0.006431238703890152	[0.08089599758386612, 0.08236800134181976, 0.08191999793052673, 0.08089599758386612, 0.08191999793052673, 0.08191999793052673, 0.08191999793052673]	5bf235e279c339cc5161ea937facd05826d3b9734c7d6be5daa83a28c9f8c957	c5a16bc6916cf0699f740342b3714f5ee995be6cd853f5b639be8d319add0d24
CONTROL_N1	N1	6	2	False	323	0.08191999793052673	0.08089599758386612	0.08294399827718735	0.00877953633367869	[0.08089599758386612, 0.08191999793052673, 0.08191999793052673, 0.08191999793052673, 0.08089599758386612, 0.08294399827718735, 0.08089599758386612]	1d1b6cdb8d3c79c06e95eafefc5fe9d68b7605c058e506ee746b6c2c58341a86	3982f195527300ba6e00bfab3f498d833fc07ab23e9c32254aa4de33bd694ecd
CONTROL_N1	N1	6	3	False	3950	0.08182399719953537	0.08089599758386612	0.08191999793052673	0.006086707729670684	[0.08182399719953537, 0.08191999793052673, 0.08191999793052673, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612]	c71d96579c6670e46719d31d3c4e895aa0a0a1e8284db9a10a6b6d32b3e02241	7ef7ba57a664d8b1274917ce75f39168b4dad8a37241e28bae002b619f4f2233
CONTROL_N1	N1	7	0	False	23578	0.08118399977684021	0.08089599758386612	0.08191999793052673	0.005348956891256944	[0.08118399977684021, 0.08153600245714188, 0.08191999793052673, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612]	65b1ab78eeadc2e65cd348e3760e320ef7f89abf4ef4c40157f86503f42506d9	135569f2fb041838e9d5563aabebefebe42e74bef0ebca4876fc93e97b494971
CONTROL_N1	N1	7	1	False	11	0.08191999793052673	0.08089599758386612	0.08191999793052673	0.004381915269224525	[0.08089599758386612, 0.08191999793052673, 0.08191999793052673, 0.08191999793052673, 0.08191999793052673, 0.08191999793052673, 0.08191999793052673]	babe9ef6162b3479360923f5f7e22cb9bc6236e99fb7f38a9d4179debd4e763f	0d71b086e11a3e5badf7218a9bb84fac41a231f8c78ebc2376641c5ac20e4459
CONTROL_N1	N1	7	2	False	323	0.08089599758386612	0.0798719972372055	0.08191999793052673	0.009568724360821413	[0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.0798719972372055, 0.08191999793052673, 0.0798719972372055]	a968ee59eca9a2232de4e404b0b584f3c5b8a162b888adb3ddbffae478c8d81c	784b1e301166200b8e1b22d34e637c523c31132caa32d9da147218535419d5f6
CONTROL_N1	N1	7	3	False	3950	0.08191999793052673	0.08089599758386612	0.08204799890518188	0.006432703707497417	[0.08191999793052673, 0.08204799890518188, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08191999793052673]	41b2c82f27d5b9e943ec876c92e179450a180da312ef5f92f718ef496fc2be98	eff26b936aa21a7e7e9529a7b1b3fa0168f67c782a28def018fe32055a55938a
CONTROL_N1	N1	8	0	False	23578	0.08089599758386612	0.0798719972372055	0.08191999793052673	0.008072450540746652	[0.08089599758386612, 0.08191999793052673, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673]	c7759a19b2a9e65783d1256652c061069a1345ceaa592a83cdc28383870221c4	7bd9fd1817c9106083c42509775446010c908ae9973d678b802d4b9ba1ff3fda
CONTROL_N1	N1	8	1	False	11	0.08089599758386612	0.08089599758386612	0.08191999793052673	0.006230400871289639	[0.08191999793052673, 0.08191999793052673, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612]	8f2163bf56788d1c6c002e786efd790318faa65c0c20ddd6e4ba59a3689e8b60	8769eded894277b208147f32e11896fa16ed7365708547bdcfb440482bae2a58
CONTROL_N1	N1	8	2	False	323	0.08294399827718735	0.08191999793052673	0.08294399827718735	0.006142026358923383	[0.08294399827718735, 0.08191999793052673, 0.08191999793052673, 0.08294399827718735, 0.08191999793052673, 0.08294399827718735, 0.08294399827718735]	afabe23b89151e7ed8e26803278838f937934b49e27930e7f796b638cfdc5bca	f568d1e6acdcdb4bbeb963545d2f09066d5e5b69f3549a1eadd4d6b53dd67899
CONTROL_N1	N1	8	3	False	3950	0.08191999793052673	0.08089599758386612	0.08294399827718735	0.0066815334785375055	[0.08191999793052673, 0.08191999793052673, 0.08294399827718735, 0.08089599758386612, 0.08191999793052673, 0.08191999793052673, 0.08191999793052673]	d49a45d652d5c777a8b09d2ba6e494d58b7bb7fb16b6a6a7e8bc22d7ca36d7bb	1c21b9c57ae7b17bf59bd6510c126d25bd67637aff69809ef691afc51f9fb380
CONTROL_N1	N1	9	0	False	23578	0.08089599758386612	0.0798719972372055	0.08099199831485748	0.005859623702315761	[0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.08099199831485748, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612]	7a6714f9fe0e5bea55ad4af7da06bee762032bb929d1927a9a534693da786bdf	de6d042a91bd1110046b67bba0260cfa277ad040c1c65a135c1a279f12474e5d
CONTROL_N1	N1	9	1	False	11	0.08191999793052673	0.08089599758386612	0.08294399827718735	0.007971724739845108	[0.08191999793052673, 0.08294399827718735, 0.08191999793052673, 0.08191999793052673, 0.08294399827718735, 0.08191999793052673, 0.08089599758386612]	33dfa64a407971c2dc7aa70786022a54db9eeb25bf0dda834b4f283cdf2a7c13	5d9d4bfd9bb27ee93efc6f7b00a0188525c989172d58dbb2184383279146ac40
CONTROL_N1	N1	9	2	False	323	0.08191999793052673	0.08089599758386612	0.08191999793052673	0.006219215228291248	[0.08089599758386612, 0.08191999793052673, 0.08191999793052673, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08191999793052673]	afe444f993c5718bce09c0a28e08c8dda1d35bdd18c021dba3c754b3dc063d5d	abaf752363cbf4723e90b57ed90a72fc1694bb01e86d6d022deb1d309dca4899
CONTROL_N1	N1	9	3	False	3950	0.08268799632787704	0.08191999793052673	0.08294399827718735	0.005849626367279416	[0.08294399827718735, 0.08191999793052673, 0.08294399827718735, 0.08268799632787704, 0.08191999793052673, 0.08191999793052673, 0.08294399827718735]	312a60988c3d4d3c6f7dea161fdbcae9649c80fc4585f23c28d3801f54f95745	6956e86b3b51361a3302fd82a32cdf81363a155bccd42c28a11b16efb6ef2f0f
CONTROL_N1	N1	10	0	False	23578	0.08294399827718735	0.08191999793052673	0.08297599852085114	0.006190970047547491	[0.08297599852085114, 0.08191999793052673, 0.08191999793052673, 0.08294399827718735, 0.08294399827718735, 0.08294399827718735, 0.08191999793052673]	40584d41d65b3d6a6983295b2539778143d9f71cdbcaa004ec8fd1d95e73413f	60dc1555fb09894b51c52b594414ec7a87bc99182bf757d95dec69f11aecb501
CONTROL_N1	N1	10	1	False	11	0.08191999793052673	0.08089599758386612	0.08294399827718735	0.00679725338741264	[0.08294399827718735, 0.08191999793052673, 0.08089599758386612, 0.08191999793052673, 0.08163200318813324, 0.08191999793052673, 0.08191999793052673]	b61b5fc136c0428eac4b2226f8d09a0d461a18df62e630b34ce975a297f4cb35	edb0d2977821dd118ce381635866a455d8e0f28bd2274de726e4338efb7eb4c2
CONTROL_N1	N1	10	2	False	323	0.08191999793052673	0.08089599758386612	0.08191999793052673	0.005780214332786095	[0.08191999793052673, 0.08191999793052673, 0.08115199953317642, 0.08191999793052673, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612]	cfd221b9b26725fa62a55c7f4b4a907b9df17da8b89ba866af6905ce693360da	9f6598edd39ca72f14b8781bc0e84dac5e68ee6c4cf905a3ce4808a0e75d331f
CONTROL_N1	N1	10	3	False	3950	0.08191999793052673	0.08089599758386612	0.08191999793052673	0.006219215228291248	[0.08191999793052673, 0.08191999793052673, 0.08191999793052673, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612]	2f1fedad5da1a3ffa3649d0162716a082faf7853b72f87af4abc858eafe8b47b	34f4bbe7e43cc9a39055ff9cb588e35657a1702318c8044cbfb82bf3b0af007d
CONTROL_N1	N1	11	0	False	23578	0.08191999793052673	0.08089599758386612	0.08294399827718735	0.00877953633367869	[0.08191999793052673, 0.08191999793052673, 0.08089599758386612, 0.08294399827718735, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612]	e7903b84b5530eec0bdc7908f976839848a066b54ad64eaf392bc3ad74be18e6	f3fd92fed9e723a7e3401b402510eb7b1eba5f97e52c2a2fb6d3ed95169f8e9e
CONTROL_N1	N1	11	1	False	11	0.08191999793052673	0.08089599758386612	0.08191999793052673	0.006219215228291248	[0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.08191999793052673, 0.08191999793052673]	a3c4b880648c82bea4090211ab89ba3bc93baaf4c42abf6ada20e1f38b76abbd	39e4a7709819549a60b7ebcdcb3c9c9d68f7af128e786ac69d6ac0ba303b4729
CONTROL_N1	N1	11	2	False	323	0.08089599758386612	0.08089599758386612	0.08191999793052673	0.004421463255511718	[0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612]	7ec7671d5f271218b20aa9e38e4cf0110a720f9641ea65bea281db921ed585e9	6d15622dbd4f0527ec42d10b523ba21a112447585bae79f1c1cb73bbc032d822
CONTROL_N1	N1	11	3	False	3950	0.08188799768686295	0.08089599758386612	0.08294399827718735	0.008758207910373116	[0.08191999793052673, 0.08294399827718735, 0.08188799768686295, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673]	12be229216a75c2286423c68d775aff99894e16a2d7f4f8c05c7759dd7b354ba	9cc52e98887966e23e2115148ddb1702dd1af0eb9bd3b94e4c4d9348ba336517
CONTROL_N1	N1	12	0	False	23578	0.08294399827718735	0.08191999793052673	0.08294399827718735	0.005596953629057557	[0.08294399827718735, 0.08191999793052673, 0.08294399827718735, 0.08294399827718735, 0.08191999793052673, 0.08294399827718735, 0.08294399827718735]	7a49cf97ce2c7b28252e6cce5107e5b7749a5b4c47ab1c87bc0b384f14608a24	b0d7c4d571724b97c753fbd052868af9b8a7318b9657162c4a79c422052477de
CONTROL_N1	N1	12	1	False	11	0.0798719972372055	0.0798719972372055	0.08089599758386612	0.006309841349036774	[0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612]	91a6cd09356f18887bcf8e9a552a33d7e118bbd4b4b23636cda2495936f36c05	09aafd1cba8ab0c210b57bd76cfa7ff95ea2be8eda0b88a38353f408f5731c71
CONTROL_N1	N1	12	2	False	323	0.08089599758386612	0.0798719972372055	0.08294399827718735	0.012505786602957938	[0.0798719972372055, 0.08294399827718735, 0.08191999793052673, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612]	15d49e204a977ce7428b5e18f978bea02fedfaab0a742501445b36a217e2d2ae	06b211e63cf56b13f054498c9ef90bf1a99897ec3d15e7788399ed2bf224f2b0
CONTROL_N1	N1	12	3	False	3950	0.08191999793052673	0.08089599758386612	0.08191999793052673	0.006219215228291248	[0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08191999793052673, 0.08191999793052673]	5630e69267091171dce99012e255beb35b71ddae1ac6e0b1f55847f756176a9e	b56852b3eb419a1e7f807996eab94511d97c7fd916c2c7847d062c432b3a6c56
CONTROL_N1	N1	13	0	False	23578	0.08089599758386612	0.0798719972372055	0.08191999793052673	0.006766109882841733	[0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612]	e3663036b4932ad16248cb1049d256f6e4267a1073525ff54b438d3aa49c6fce	743e8063b056d3d6852301d2c55a7db1a5b101eae73042bb507787ddf3c31371
CONTROL_N1	N1	13	1	False	11	0.08089599758386612	0.0798719972372055	0.08089599758386612	0.006298368905970811	[0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612]	815159dded96718c999b5d4c179d6be58025c43645241befb5a6205725a90539	a1bea9e3165dc7da71ecf9c37f5825dcad214b18a39cb59f622273a1c4e22c72
CONTROL_N1	N1	13	2	False	323	0.0798719972372055	0.07884799689054489	0.08089599758386612	0.006906656250160196	[0.08089599758386612, 0.07884799689054489, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.07968000322580338]	00c9c775e3179d761e5931dc5de3b348ce5978ce2ee68e2a3cdd2ef295649d82	d59b78be30e465c93431c050737a8453485694b598a8f7757024a8f53fd4c49c
CONTROL_N1	N1	13	3	False	3950	0.08191999793052673	0.08191999793052673	0.08294399827718735	0.005626830616555625	[0.08191999793052673, 0.08191999793052673, 0.08191999793052673, 0.08294399827718735, 0.08191999793052673, 0.08294399827718735, 0.08191999793052673]	b0e6a434f8cd92ff42b74bd851a1ebc4712c89838d6c671969f1b39ae468e73d	a0c0dcb9554c781b02043be4c8598daf7fa73b2ac2c4814687b1a2341ccfdcdd
CONTROL_N1	N1	14	0	False	23578	0.08089599758386612	0.08089599758386612	0.08191999793052673	0.0056977996774100126	[0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673]	17cb33dd1fdc75886d6152d68abd826d676bab4423d2a3000986f0d27b2b86c5	282a61a18e36691780f971001ffa7a4e0473e70416164304de1410d2f1293df7
CONTROL_N1	N1	14	1	False	11	0.08191999793052673	0.08089599758386612	0.08220800012350082	0.006752894924993798	[0.08191999793052673, 0.08089599758386612, 0.08220800012350082, 0.08191999793052673, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612]	7452778f19f09e10a4563921776438a1bf015853ab35544b839429f9d52f66e4	01bbee782d3ad81acbdad62b1f87be20228e7351223548ad1b447b190d16957d
CONTROL_N1	N1	14	2	False	323	0.08089599758386612	0.08089599758386612	0.08265600353479385	0.008201894398513689	[0.08089599758386612, 0.08191999793052673, 0.08265600353479385, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673]	225308e20251277b8e8894ffbde9d11989015a36fbce06334a9eb9961712066b	7fd4ace031eb223e62056e45cd0e3b3e69cf5bb159921725ac44f1c148f1b3a3
CONTROL_N1	N1	14	3	False	3950	0.08089599758386612	0.0798719972372055	0.08089599758386612	0.004437483055828177	[0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612]	fad24b505c70b2c4d5265fc0f028fbda7ab87338c131c47e6a534663615297e5	1d4d06b3d59eb3dd8dc7907fd560d2c3bcc97efd037df072c8f534d199ea6eca
CONTROL_N1	N1	15	0	False	23578	0.08089599758386612	0.0798719972372055	0.08191999793052673	0.009619066151264325	[0.08089599758386612, 0.0798719972372055, 0.0814720019698143, 0.0798719972372055, 0.0798719972372055, 0.08191999793052673, 0.08089599758386612]	030d25095cdfa3220964a2ce38623b5cddd6367c296109e45d3f617b229e973a	a1e93ace7921894f49a6a2484a9b698533cc31ebdf255fb56818b1f289eff458
CONTROL_N1	N1	15	1	False	11	0.08089599758386612	0.08089599758386612	0.08191999793052673	0.004421463255511718	[0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612]	0516732814b82206480ea053c0827db106706444e5697ad0325244344e30ae17	ffcfbd0fa639d85e1efa6a247f27bee7a55aed515a50962876ccccc62d0e870b
CONTROL_N1	N1	15	2	False	323	0.08089599758386612	0.08089599758386612	0.08191999793052673	0.004421463255511718	[0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612]	a1431819ffb9def09e4c4000699b00b49d7a05198919142f46487ce4567461bc	243c470e77d4010c077023d4a7e311453d351af9dad0b30778522cd79332e8ff
CONTROL_N1	N1	15	3	False	3950	0.08089599758386612	0.08089599758386612	0.08089599758386612	0.0	[0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612]	b91f8faec1f769c4f645bf68a0d511fb764752b2fa7d1eedf8b0ecf34cc36ff6	ed11df1d10dc5eb69a77988802fe2751ef57bd15f6c81a5af75a86b4aef52fbd
CONTROL_N1	N1	16	0	False	23578	0.08089599758386612	0.0798719972372055	0.08089599758386612	0.006298368905970811	[0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612]	5f748c07f0ea83d1e7ea882ba7000221e37f84c769aa4770098dd5fe79023001	f625f449b496b6c7025c1dc91a51a5f40ac32ee0c2b5beede4e787bc467da3cf
