run_id	stage	evidence_label	run_dir	raw_log_path	raw_log_hash_status	raw_log_sha256	reason
b2-smoke-b2-pwq-64-decode1	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke/b2-pwq-64/decode1	/workspace/vm-spec-farm/runs/b2-smoke/b2-pwq-64/decode1/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-l1tlb-e128-decode1	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke/b2-l1tlb-e128/decode1	/workspace/vm-spec-farm/runs/b2-smoke/b2-l1tlb-e128/decode1/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-pwq-16-decode1	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke/b2-pwq-16/decode1	/workspace/vm-spec-farm/runs/b2-smoke/b2-pwq-16/decode1/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-mshr-64-decode1	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke/b2-mshr-64/decode1	/workspace/vm-spec-farm/runs/b2-smoke/b2-mshr-64/decode1/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-mshr-16-decode1	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke/b2-mshr-16/decode1	/workspace/vm-spec-farm/runs/b2-smoke/b2-mshr-16/decode1/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-l2tlb-e1536-decode1	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke/b2-l2tlb-e1536/decode1	/workspace/vm-spec-farm/runs/b2-smoke/b2-l2tlb-e1536/decode1/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-l1tlb-e128-prefill	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke/b2-l1tlb-e128/prefill	/workspace/vm-spec-farm/runs/b2-smoke/b2-l1tlb-e128/prefill/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-l2tlb-e1536-prefill	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke/b2-l2tlb-e1536/prefill	/workspace/vm-spec-farm/runs/b2-smoke/b2-l2tlb-e1536/prefill/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-l1tlb-e64-prefill	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke/b2-l1tlb-e64/prefill	/workspace/vm-spec-farm/runs/b2-smoke/b2-l1tlb-e64/prefill/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-mshr-8-prefill	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke/b2-mshr-8/prefill	/workspace/vm-spec-farm/runs/b2-smoke/b2-mshr-8/prefill/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-pwq-16-prefill	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke/b2-pwq-16/prefill	/workspace/vm-spec-farm/runs/b2-smoke/b2-pwq-16/prefill/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-pwq-8-prefill	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke/b2-pwq-8/prefill	/workspace/vm-spec-farm/runs/b2-smoke/b2-pwq-8/prefill/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-pwq-64-prefill	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke/b2-pwq-64/prefill	/workspace/vm-spec-farm/runs/b2-smoke/b2-pwq-64/prefill/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-mshr-128-prefill	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke/b2-mshr-128/prefill	/workspace/vm-spec-farm/runs/b2-smoke/b2-mshr-128/prefill/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-l2tlb-e256-prefill	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke/b2-l2tlb-e256/prefill	/workspace/vm-spec-farm/runs/b2-smoke/b2-l2tlb-e256/prefill/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-l2tlb-e3072-prefill	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke/b2-l2tlb-e3072/prefill	/workspace/vm-spec-farm/runs/b2-smoke/b2-l2tlb-e3072/prefill/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-baseline-prefill	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke/b2-baseline/prefill	/workspace/vm-spec-farm/runs/b2-smoke/b2-baseline/prefill/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-l1tlb-e16-prefill	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke/b2-l1tlb-e16/prefill	/workspace/vm-spec-farm/runs/b2-smoke/b2-l1tlb-e16/prefill/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-l2tlb-e128-prefill	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke/b2-l2tlb-e128/prefill	/workspace/vm-spec-farm/runs/b2-smoke/b2-l2tlb-e128/prefill/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-retry1-b2-l2tlb-e512-prefill	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke-retry1/b2-l2tlb-e512/prefill	/workspace/vm-spec-farm/runs/b2-smoke-retry1/b2-l2tlb-e512/prefill/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-retry1-b2-l2tlb-e512-decode1	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke-retry1/b2-l2tlb-e512/decode1	/workspace/vm-spec-farm/runs/b2-smoke-retry1/b2-l2tlb-e512/decode1/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-retry1-b2-mshr-16-prefill	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke-retry1/b2-mshr-16/prefill	/workspace/vm-spec-farm/runs/b2-smoke-retry1/b2-mshr-16/prefill/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-retry1-b2-mshr-16-decode1	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke-retry1/b2-mshr-16/decode1	/workspace/vm-spec-farm/runs/b2-smoke-retry1/b2-mshr-16/decode1/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-retry1-b2-mshr-64-prefill	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke-retry1/b2-mshr-64/prefill	/workspace/vm-spec-farm/runs/b2-smoke-retry1/b2-mshr-64/prefill/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-retry2-b2-mshr-64-decode1	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke-retry2/b2-mshr-64/decode1	/workspace/vm-spec-farm/runs/b2-smoke-retry2/b2-mshr-64/decode1/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-walkers-1-decode1-retry3	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke-retry3/b2-walkers-1/decode1	/workspace/vm-spec-farm/runs/b2-smoke-retry3/b2-walkers-1/decode1/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-walkers-4-decode1-retry3	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke-retry3/b2-walkers-4/decode1	/workspace/vm-spec-farm/runs/b2-smoke-retry3/b2-walkers-4/decode1/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-walkers-8-decode1-retry3	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke-retry3/b2-walkers-8/decode1	/workspace/vm-spec-farm/runs/b2-smoke-retry3/b2-walkers-8/decode1/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-walkers-32-decode1-retry4	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke-retry4/b2-walkers-32/decode1	/workspace/vm-spec-farm/runs/b2-smoke-retry4/b2-walkers-32/decode1/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
b2-smoke-b2-pwc-off-decode1-retry4	B2_VM_SMOKE	SPECULATIVE_DIAGNOSTIC	/workspace/vm-spec-farm/runs/b2-smoke-retry4/b2-pwc-off/decode1	/workspace/vm-spec-farm/runs/b2-smoke-retry4/b2-pwc-off/decode1/run.log	DEFERRED_LOW_RESOURCE_IO_PROTECTION	UNAVAILABLE	路径已索引；全量日志散列延后以避免增加宿主 I/O 压力。
