deployment_id	scenario_id	run_id	phase	launch_id	kernel_name	operator_class	kernel_markers	trace_list_sha256	catalog_origin	duration_ns	start_ns	end_ns	evidence_tier	source_commit	missing_reason	row_ordinal
a82930b46160c3ac4e7d946d381cf8e5749c907b6c402b15864fa024eda0940d	C12_DECODE1_TRACE_LIST	C12_decode1_F9_NONE	decode1	NA	NA	UNKNOWN	740	b6c42eb1932fcacefc2429b91a2015d38003a764a5319fe4bcbaf65b3d0cd0dc	TRACE_HEADER_ONLY	NA	NA	NA	UNRESOLVED	a268aba0d01310294074ded5bb8017e2092394c0	FROZEN_C12_PROVENANCE_HAS_TRACE_LIST_COUNT_NOT_PER_LAUNCH_HEADER	10
99cd3e1fa3ec3958a7398e34fb5cd3479f4e19e2a08f5306055acb30a5c3b43f	C12_PREFILL_TRACE_LIST	C12_prefill_F0_NONE	prefill	NA	NA	UNKNOWN	692	a40d6832219e5b0a6232875bb181754ac121bb5f867c9b13c84370e2a2cb6e6f	TRACE_HEADER_ONLY	NA	NA	NA	UNRESOLVED	a268aba0d01310294074ded5bb8017e2092394c0	FROZEN_C12_PROVENANCE_HAS_TRACE_LIST_COUNT_NOT_PER_LAUNCH_HEADER	11
99cd3e1fa3ec3958a7398e34fb5cd3479f4e19e2a08f5306055acb30a5c3b43f	C12_PREFILL_TRACE_LIST	C12_prefill_F1_NONE	prefill	NA	NA	UNKNOWN	692	a40d6832219e5b0a6232875bb181754ac121bb5f867c9b13c84370e2a2cb6e6f	TRACE_HEADER_ONLY	NA	NA	NA	UNRESOLVED	a268aba0d01310294074ded5bb8017e2092394c0	FROZEN_C12_PROVENANCE_HAS_TRACE_LIST_COUNT_NOT_PER_LAUNCH_HEADER	12
99cd3e1fa3ec3958a7398e34fb5cd3479f4e19e2a08f5306055acb30a5c3b43f	C12_PREFILL_TRACE_LIST	C12_prefill_F2_NONE	prefill	NA	NA	UNKNOWN	692	a40d6832219e5b0a6232875bb181754ac121bb5f867c9b13c84370e2a2cb6e6f	TRACE_HEADER_ONLY	NA	NA	NA	UNRESOLVED	a268aba0d01310294074ded5bb8017e2092394c0	FROZEN_C12_PROVENANCE_HAS_TRACE_LIST_COUNT_NOT_PER_LAUNCH_HEADER	13
99cd3e1fa3ec3958a7398e34fb5cd3479f4e19e2a08f5306055acb30a5c3b43f	C12_PREFILL_TRACE_LIST	C12_prefill_F5_NONE	prefill	NA	NA	UNKNOWN	692	a40d6832219e5b0a6232875bb181754ac121bb5f867c9b13c84370e2a2cb6e6f	TRACE_HEADER_ONLY	NA	NA	NA	UNRESOLVED	a268aba0d01310294074ded5bb8017e2092394c0	FROZEN_C12_PROVENANCE_HAS_TRACE_LIST_COUNT_NOT_PER_LAUNCH_HEADER	14
99cd3e1fa3ec3958a7398e34fb5cd3479f4e19e2a08f5306055acb30a5c3b43f	C12_PREFILL_TRACE_LIST	C12_prefill_F7_10	prefill	NA	NA	UNKNOWN	692	a40d6832219e5b0a6232875bb181754ac121bb5f867c9b13c84370e2a2cb6e6f	TRACE_HEADER_ONLY	NA	NA	NA	UNRESOLVED	a268aba0d01310294074ded5bb8017e2092394c0	FROZEN_C12_PROVENANCE_HAS_TRACE_LIST_COUNT_NOT_PER_LAUNCH_HEADER	15
99cd3e1fa3ec3958a7398e34fb5cd3479f4e19e2a08f5306055acb30a5c3b43f	C12_PREFILL_TRACE_LIST	C12_prefill_F7_20	prefill	NA	NA	UNKNOWN	692	a40d6832219e5b0a6232875bb181754ac121bb5f867c9b13c84370e2a2cb6e6f	TRACE_HEADER_ONLY	NA	NA	NA	UNRESOLVED	a268aba0d01310294074ded5bb8017e2092394c0	FROZEN_C12_PROVENANCE_HAS_TRACE_LIST_COUNT_NOT_PER_LAUNCH_HEADER	16
99cd3e1fa3ec3958a7398e34fb5cd3479f4e19e2a08f5306055acb30a5c3b43f	C12_PREFILL_TRACE_LIST	C12_prefill_F7_5	prefill	NA	NA	UNKNOWN	692	a40d6832219e5b0a6232875bb181754ac121bb5f867c9b13c84370e2a2cb6e6f	TRACE_HEADER_ONLY	NA	NA	NA	UNRESOLVED	a268aba0d01310294074ded5bb8017e2092394c0	FROZEN_C12_PROVENANCE_HAS_TRACE_LIST_COUNT_NOT_PER_LAUNCH_HEADER	17
99cd3e1fa3ec3958a7398e34fb5cd3479f4e19e2a08f5306055acb30a5c3b43f	C12_PREFILL_TRACE_LIST	C12_prefill_F8_10	prefill	NA	NA	UNKNOWN	692	a40d6832219e5b0a6232875bb181754ac121bb5f867c9b13c84370e2a2cb6e6f	TRACE_HEADER_ONLY	NA	NA	NA	UNRESOLVED	a268aba0d01310294074ded5bb8017e2092394c0	FROZEN_C12_PROVENANCE_HAS_TRACE_LIST_COUNT_NOT_PER_LAUNCH_HEADER	18
99cd3e1fa3ec3958a7398e34fb5cd3479f4e19e2a08f5306055acb30a5c3b43f	C12_PREFILL_TRACE_LIST	C12_prefill_F8_20	prefill	NA	NA	UNKNOWN	692	a40d6832219e5b0a6232875bb181754ac121bb5f867c9b13c84370e2a2cb6e6f	TRACE_HEADER_ONLY	NA	NA	NA	UNRESOLVED	a268aba0d01310294074ded5bb8017e2092394c0	FROZEN_C12_PROVENANCE_HAS_TRACE_LIST_COUNT_NOT_PER_LAUNCH_HEADER	19
99cd3e1fa3ec3958a7398e34fb5cd3479f4e19e2a08f5306055acb30a5c3b43f	C12_PREFILL_TRACE_LIST	C12_prefill_F8_5	prefill	NA	NA	UNKNOWN	692	a40d6832219e5b0a6232875bb181754ac121bb5f867c9b13c84370e2a2cb6e6f	TRACE_HEADER_ONLY	NA	NA	NA	UNRESOLVED	a268aba0d01310294074ded5bb8017e2092394c0	FROZEN_C12_PROVENANCE_HAS_TRACE_LIST_COUNT_NOT_PER_LAUNCH_HEADER	20
99cd3e1fa3ec3958a7398e34fb5cd3479f4e19e2a08f5306055acb30a5c3b43f	C12_PREFILL_TRACE_LIST	C12_prefill_F9_NONE	prefill	NA	NA	UNKNOWN	692	a40d6832219e5b0a6232875bb181754ac121bb5f867c9b13c84370e2a2cb6e6f	TRACE_HEADER_ONLY	NA	NA	NA	UNRESOLVED	a268aba0d01310294074ded5bb8017e2092394c0	FROZEN_C12_PROVENANCE_HAS_TRACE_LIST_COUNT_NOT_PER_LAUNCH_HEADER	21
