kind	identity	path_or_type	sha256_or_commit
B1	L2:wall_seconds.txt	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/L2_VIPT_LIKE_B1_0_80/wall_seconds.txt	c3c222ff75a9615e506e80423fe3a2749ab71676eec446da17a200a3fa7134f7
L2_DERIVED	AUTHORITY.json	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/L2_GRAMMAR_REPAIRED_DETERMINISTIC/AUTHORITY.json	589be698548c777cfb1382ee1b7198e58ce7607ebf952d9431c1e508cc6bbfb0
L2_DERIVED	kernelslist.g	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/L2_GRAMMAR_REPAIRED_DETERMINISTIC/kernelslist.g	b227879397ade7dba964cc85e4229f0a4282173565bc064dfe3a18d64076cf66
L2_DERIVED	kernel-7062-ctx_0x5c4fa771e8b0.traceg.xz	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/L2_GRAMMAR_REPAIRED_DETERMINISTIC/kernel-7062-ctx_0x5c4fa771e8b0.traceg.xz	db391d6731d0568a0abf0283546c564d793adc0fbeecab7010831eb8329297e6
L2_GRAMMAR_AUDIT	traceg_grammar_smoke	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/l2_grammar_audit/traceg_grammar_smoke	33dac111d71116c0eb1c1efaa59ba2c7d0c02844907fd03ec033406f7de04a38
L2_GRAMMAR_AUDIT	L2_validator.json	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/l2_grammar_audit/L2_validator.json	dea18e7a58b21c927e02e4759dce49ac1886cfb11638bf6597a9aa9e170f3b63
L2_GRAMMAR_AUDIT	SPLITKV_canary_validator.json	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/l2_grammar_audit/SPLITKV_canary_validator.json	a36f0515d8af5c6d65096ceabfef1841bd0f573cc156fbe0b7e427518b84cb21
SCRIPT	prepare_l2_ldc_u8_derived_input.py	/root/workspace/accel-sim-framework-awma-ai-translation-native-residual-174new-v1/util/vm_tlb/awma/prepare_l2_ldc_u8_derived_input.py	bccf7a4bbdf9c85bfee343623ba9dfd1c8f2e1e06652c0604e176cc5a7da7b4c
SCRIPT	run_native_atlas_residual.py	/root/workspace/accel-sim-framework-awma-ai-translation-native-residual-174new-v1/util/vm_tlb/awma/run_native_atlas_residual.py	b1f0ca95e7b05fa1121ec737c168d51e472a2337dffe4c20d3177307753c2cb9
SCRIPT	build_native_residual_review.py	/root/workspace/accel-sim-framework-awma-ai-translation-native-residual-174new-v1/util/vm_tlb/awma/build_native_residual_review.py	5cfa6c547f5a8050fafa4195abd25c285cf4441f302c43712741be1635fe9450
SCRIPT	validate_native_residual_review.py	/root/workspace/accel-sim-framework-awma-ai-translation-native-residual-174new-v1/util/vm_tlb/awma/validate_native_residual_review.py	94992c8c5fd917f87fb548b5ac24e7f85bed69c71afa39dd2b2ee2df8fe7bb89
AUTHORITY	coordination	git	ec88f5d588f59cc0472a4365534bac3d229eb301
AUTHORITY	native_atlas	git	39548abdd83bf5058abc5ffedd9513286ddab271
AUTHORITY	path_model	git	a3756e1f3896c2ab292e2576c6271849c22eaf61
AUTHORITY	strong_reference	git	9efe8236e0c6338addfef5480e1da91bffb504eb
AUTHORITY	literature_notebook	git	177863f325d77278013e195528903ddc8b292e4e
