evidence_label	stage	workload	config_id	roi	coverage_class	run_scope	completed_units	expected_units	evidence_source	reason
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-pwq-8	prefill	SMOKE_ONLY	one_kernel_continuous_smoke	1	full_roi_not_run	b2-smoke-b2-pwq-8-prefill	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-pwq-8	decode1	SMOKE_ONLY	one_kernel_continuous_smoke	1	full_roi_not_run	b2-smoke-b2-pwq-8-decode1	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-pwq-16	prefill	SMOKE_ONLY	one_kernel_continuous_smoke	1	full_roi_not_run	b2-smoke-b2-pwq-16-prefill	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-pwq-16	decode1	SMOKE_ONLY	one_kernel_continuous_smoke	1	full_roi_not_run	b2-smoke-b2-pwq-16-decode1	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-pwq-64	prefill	SMOKE_ONLY	one_kernel_continuous_smoke	1	full_roi_not_run	b2-smoke-b2-pwq-64-prefill	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-pwq-64	decode1	SMOKE_ONLY	one_kernel_continuous_smoke	1	full_roi_not_run	b2-smoke-b2-pwq-64-decode1	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-walkers-1	prefill	MISSING	not_run	0	full_roi_not_run	NONE	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-walkers-1	decode1	SMOKE_ONLY	one_kernel_continuous_smoke	1	full_roi_not_run	b2-smoke-b2-walkers-1-decode1-retry3	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-walkers-4	prefill	MISSING	not_run	0	full_roi_not_run	NONE	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-walkers-4	decode1	SMOKE_ONLY	one_kernel_continuous_smoke	1	full_roi_not_run	b2-smoke-b2-walkers-4-decode1-retry3	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-walkers-8	prefill	MISSING	not_run	0	full_roi_not_run	NONE	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-walkers-8	decode1	SMOKE_ONLY	one_kernel_continuous_smoke	1	full_roi_not_run	b2-smoke-b2-walkers-8-decode1-retry3	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-walkers-32	prefill	MISSING	not_run	0	full_roi_not_run	NONE	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-walkers-32	decode1	SMOKE_ONLY	one_kernel_continuous_smoke	1	full_roi_not_run	b2-smoke-b2-walkers-32-decode1-retry4	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-pwc-off	prefill	MISSING	not_run	0	full_roi_not_run	NONE	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-pwc-off	decode1	SMOKE_ONLY	one_kernel_continuous_smoke	1	full_roi_not_run	b2-smoke-b2-pwc-off-decode1-retry4	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-pwc-finite32	prefill	MISSING	not_run	0	full_roi_not_run	NONE	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-pwc-finite32	decode1	MISSING	not_run	0	full_roi_not_run	NONE	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-pwc-finite512	prefill	MISSING	not_run	0	full_roi_not_run	NONE	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-pwc-finite512	decode1	MISSING	not_run	0	full_roi_not_run	NONE	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-pwc-ideal	prefill	MISSING	not_run	0	full_roi_not_run	NONE	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-pwc-ideal	decode1	MISSING	not_run	0	full_roi_not_run	NONE	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-page-2mb-diagnostic	prefill	MISSING	not_run	0	full_roi_not_run	NONE	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-page-2mb-diagnostic	decode1	MISSING	not_run	0	full_roi_not_run	NONE	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-control-vm-disabled	prefill	MISSING	not_run	0	full_roi_not_run	NONE	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-control-vm-disabled	decode1	MISSING	not_run	0	full_roi_not_run	NONE	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-control-ideal-identity	prefill	MISSING	not_run	0	full_roi_not_run	NONE	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B2	llama	b2-control-ideal-identity	decode1	MISSING	not_run	0	full_roi_not_run	NONE	完整 ROI 尚未运行。
SPECULATIVE_DIAGNOSTIC	B3	llama	b3-cache-baseline	prefill	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_cache_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B3	llama	b3-cache-baseline	decode1	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_cache_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B3	llama	b3-l1d-32kb	prefill	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_cache_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B3	llama	b3-l1d-32kb	decode1	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_cache_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B3	llama	b3-l1d-64kb	prefill	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_cache_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B3	llama	b3-l1d-64kb	decode1	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_cache_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B3	llama	b3-l1d-256kb	prefill	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_cache_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B3	llama	b3-l1d-256kb	decode1	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_cache_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B3	llama	b3-l2-1p5mb	prefill	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_cache_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B3	llama	b3-l2-1p5mb	decode1	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_cache_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B3	llama	b3-l2-6mb	prefill	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_cache_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B3	llama	b3-l2-6mb	decode1	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_cache_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B3	llama	b3-l2-12mb	prefill	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_cache_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B3	llama	b3-l2-12mb	decode1	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_cache_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B3	llama	b3-l2-assoc-8	prefill	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_cache_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B3	llama	b3-l2-assoc-8	decode1	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_cache_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B3	llama	b3-l2-assoc-32	prefill	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_cache_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B3	llama	b3-l2-assoc-32	decode1	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_cache_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B3	llama	b3-global-l1d-bypass	prefill	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_cache_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B3	llama	b3-global-l1d-bypass	decode1	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_cache_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B5	llama	b5-l2tlb-256-l2-1p5mb	prefill	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_tlb_l2_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B5	llama	b5-l2tlb-256-l2-1p5mb	decode1	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_tlb_l2_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B5	llama	b5-l2tlb-256-l2-3mb	prefill	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_tlb_l2_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B5	llama	b5-l2tlb-256-l2-3mb	decode1	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_tlb_l2_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B5	llama	b5-l2tlb-256-l2-6mb	prefill	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_tlb_l2_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B5	llama	b5-l2tlb-256-l2-6mb	decode1	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_tlb_l2_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B5	llama	b5-l2tlb-768-l2-1p5mb	prefill	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_tlb_l2_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B5	llama	b5-l2tlb-768-l2-1p5mb	decode1	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_tlb_l2_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B5	llama	b5-l2tlb-768-l2-3mb	prefill	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_tlb_l2_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B5	llama	b5-l2tlb-768-l2-3mb	decode1	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_tlb_l2_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B5	llama	b5-l2tlb-768-l2-6mb	prefill	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_tlb_l2_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B5	llama	b5-l2tlb-768-l2-6mb	decode1	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_tlb_l2_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B5	llama	b5-l2tlb-1536-l2-1p5mb	prefill	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_tlb_l2_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B5	llama	b5-l2tlb-1536-l2-1p5mb	decode1	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_tlb_l2_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B5	llama	b5-l2tlb-1536-l2-3mb	prefill	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_tlb_l2_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B5	llama	b5-l2tlb-1536-l2-3mb	decode1	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_tlb_l2_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B5	llama	b5-l2tlb-1536-l2-6mb	prefill	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_tlb_l2_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B5	llama	b5-l2tlb-1536-l2-6mb	decode1	PLANNED_ONLY	smoke_and_full_not_run	0	full_roi_not_run	planned_tlb_l2_geometry	仅 planned geometry/static preflight；没有 simulator telemetry。
SPECULATIVE_DIAGNOSTIC	B4	bfs	ideal-identity	nonllm	STATIC_ONLY	smoke_and_full_not_run	0	full_workload_not_run	immutable_trace_stage_lock	trace-list/format 静态兼容；无 simulator 回放。
SPECULATIVE_DIAGNOSTIC	B4	bfs	l2tlb-256	nonllm	STATIC_ONLY	smoke_and_full_not_run	0	full_workload_not_run	immutable_trace_stage_lock	trace-list/format 静态兼容；无 simulator 回放。
SPECULATIVE_DIAGNOSTIC	B4	bfs	l2tlb-768	nonllm	STATIC_ONLY	smoke_and_full_not_run	0	full_workload_not_run	immutable_trace_stage_lock	trace-list/format 静态兼容；无 simulator 回放。
SPECULATIVE_DIAGNOSTIC	B4	bfs	l2tlb-1536	nonllm	STATIC_ONLY	smoke_and_full_not_run	0	full_workload_not_run	immutable_trace_stage_lock	trace-list/format 静态兼容；无 simulator 回放。
SPECULATIVE_DIAGNOSTIC	B4	hotspot	ideal-identity	nonllm	STATIC_ONLY	smoke_and_full_not_run	0	full_workload_not_run	immutable_trace_stage_lock	trace-list/format 静态兼容；无 simulator 回放。
SPECULATIVE_DIAGNOSTIC	B4	hotspot	l2tlb-256	nonllm	STATIC_ONLY	smoke_and_full_not_run	0	full_workload_not_run	immutable_trace_stage_lock	trace-list/format 静态兼容；无 simulator 回放。
SPECULATIVE_DIAGNOSTIC	B4	hotspot	l2tlb-768	nonllm	STATIC_ONLY	smoke_and_full_not_run	0	full_workload_not_run	immutable_trace_stage_lock	trace-list/format 静态兼容；无 simulator 回放。
SPECULATIVE_DIAGNOSTIC	B4	hotspot	l2tlb-1536	nonllm	STATIC_ONLY	smoke_and_full_not_run	0	full_workload_not_run	immutable_trace_stage_lock	trace-list/format 静态兼容；无 simulator 回放。
SPECULATIVE_DIAGNOSTIC	B4	srad	ideal-identity	nonllm	STATIC_ONLY	smoke_and_full_not_run	0	full_workload_not_run	immutable_trace_stage_lock	trace-list/format 静态兼容；无 simulator 回放。
SPECULATIVE_DIAGNOSTIC	B4	srad	l2tlb-256	nonllm	STATIC_ONLY	smoke_and_full_not_run	0	full_workload_not_run	immutable_trace_stage_lock	trace-list/format 静态兼容；无 simulator 回放。
SPECULATIVE_DIAGNOSTIC	B4	srad	l2tlb-768	nonllm	STATIC_ONLY	smoke_and_full_not_run	0	full_workload_not_run	immutable_trace_stage_lock	trace-list/format 静态兼容；无 simulator 回放。
SPECULATIVE_DIAGNOSTIC	B4	srad	l2tlb-1536	nonllm	STATIC_ONLY	smoke_and_full_not_run	0	full_workload_not_run	immutable_trace_stage_lock	trace-list/format 静态兼容；无 simulator 回放。
