deployment_id	scenario	role	function_full_name	function_mangled_name	code_object_sha256	static_instruction_index	instruction_offset	opcode	memory_space	load	store	width_bytes	raw_map_path	raw_map_sha256
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	885	14160	LDG.E.LTC128B.128	GLOBAL	1	0	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	891	14256	LDG.E.LTC128B.128	GLOBAL	1	0	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1003	16048	STG.E.128	GLOBAL	0	1	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1007	16112	STG.E.128	GLOBAL	0	1	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1019	16304	LDG.E.LTC128B.128	GLOBAL	1	0	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1023	16368	LDG.E.LTC128B.128	GLOBAL	1	0	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1137	18192	STG.E.128	GLOBAL	0	1	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1141	18256	STG.E.128	GLOBAL	0	1	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1157	18512	LDG.E.LTC128B.128	GLOBAL	1	0	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1161	18576	LDG.E.LTC128B.128	GLOBAL	1	0	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1275	20400	STG.E.128	GLOBAL	0	1	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1279	20464	STG.E.128	GLOBAL	0	1	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1295	20720	LDG.E.LTC128B.128	GLOBAL	1	0	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1299	20784	LDG.E.LTC128B.128	GLOBAL	1	0	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1413	22608	STG.E.128	GLOBAL	0	1	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1417	22672	STG.E.128	GLOBAL	0	1	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1433	22928	LDG.E.LTC128B.128	GLOBAL	1	0	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1437	22992	LDG.E.LTC128B.128	GLOBAL	1	0	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1551	24816	STG.E.128	GLOBAL	0	1	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1555	24880	STG.E.128	GLOBAL	0	1	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1571	25136	LDG.E.LTC128B.128	GLOBAL	1	0	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1575	25200	LDG.E.LTC128B.128	GLOBAL	1	0	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1689	27024	STG.E.128	GLOBAL	0	1	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL_GEMM_UNRESOLVED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	_ZN7cutlass7Kernel2I66cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8EEvNT_6ParamsE	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a	1693	27088	STG.E.128	GLOBAL	0	1	UNKNOWN_FROM_MAP	/data/c16/results/C16_PRECAPTURE_109_20260915/nvbit_diagnostic/qwen05_s2_prefill_ffn_static_map.tsv	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9
