record_type	trace_id	event_id	kernel_uid	sid	warp	dynamic_warp	pc	active_lanes	accessq_entries	event_count	min_entries	mean_entries	max_entries	histogram	fraction_gt1	status
EVENT	M0	113	1	0	0	0	0x420	1	1							DEPENDENT_LDG
EVENT	M0	114	1	0	0	0	0x480	1	1							DEPENDENT_LDG
EVENT	M0	115	1	0	0	0	0x4e0	1	1							DEPENDENT_LDG
EVENT	M0	116	1	0	0	0	0x550	1	1							DEPENDENT_LDG
EVENT	M0	117	1	0	0	0	0x5b0	1	1							DEPENDENT_LDG
EVENT	M0	118	1	0	0	0	0x610	1	1							DEPENDENT_LDG
EVENT	M0	119	1	0	0	0	0x670	1	1							DEPENDENT_LDG
EVENT	M0	120	1	0	0	0	0x6d0	1	1							DEPENDENT_LDG
EVENT	M0	121	1	0	0	0	0x730	1	1							DEPENDENT_LDG
EVENT	M0	122	1	0	0	0	0x790	1	1							DEPENDENT_LDG
EVENT	M0	123	1	0	0	0	0x7f0	1	1							DEPENDENT_LDG
EVENT	M0	124	1	0	0	0	0x850	1	1							DEPENDENT_LDG
EVENT	M0	125	1	0	0	0	0x8b0	1	1							DEPENDENT_LDG
EVENT	M0	126	1	0	0	0	0x910	1	1							DEPENDENT_LDG
EVENT	M0	127	1	0	0	0	0x990	1	1							DEPENDENT_LDG
EVENT	M0	128	1	0	0	0	0x3c0	1	1							DEPENDENT_LDG
EVENT	M0	129	1	0	0	0	0x420	1	1							DEPENDENT_LDG
EVENT	M0	130	1	0	0	0	0x480	1	1							DEPENDENT_LDG
EVENT	M0	131	1	0	0	0	0x4e0	1	1							DEPENDENT_LDG
EVENT	M0	132	1	0	0	0	0x550	1	1							DEPENDENT_LDG
EVENT	M0	133	1	0	0	0	0x5b0	1	1							DEPENDENT_LDG
EVENT	M0	134	1	0	0	0	0x610	1	1							DEPENDENT_LDG
EVENT	M0	135	1	0	0	0	0x670	1	1							DEPENDENT_LDG
EVENT	M0	136	1	0	0	0	0x6d0	1	1							DEPENDENT_LDG
EVENT	M0	137	1	0	0	0	0x730	1	1							DEPENDENT_LDG
EVENT	M0	138	1	0	0	0	0x790	1	1							DEPENDENT_LDG
EVENT	M0	139	1	0	0	0	0x7f0	1	1							DEPENDENT_LDG
EVENT	M0	140	1	0	0	0	0x850	1	1							DEPENDENT_LDG
EVENT	M0	141	1	0	0	0	0x8b0	1	1							DEPENDENT_LDG
EVENT	M0	142	1	0	0	0	0x910	1	1							DEPENDENT_LDG
EVENT	M0	143	1	0	0	0	0x990	1	1							DEPENDENT_LDG
EVENT	M0	144	1	0	0	0	0x3c0	1	1							DEPENDENT_LDG
EVENT	M0	145	1	0	0	0	0x420	1	1							DEPENDENT_LDG
EVENT	M0	146	1	0	0	0	0x480	1	1							DEPENDENT_LDG
EVENT	M0	147	1	0	0	0	0x4e0	1	1							DEPENDENT_LDG
EVENT	M0	148	1	0	0	0	0x550	1	1							DEPENDENT_LDG
EVENT	M0	149	1	0	0	0	0x5b0	1	1							DEPENDENT_LDG
EVENT	M0	150	1	0	0	0	0x610	1	1							DEPENDENT_LDG
EVENT	M0	151	1	0	0	0	0x670	1	1							DEPENDENT_LDG
EVENT	M0	152	1	0	0	0	0x6d0	1	1							DEPENDENT_LDG
EVENT	M0	153	1	0	0	0	0x730	1	1							DEPENDENT_LDG
EVENT	M0	154	1	0	0	0	0x790	1	1							DEPENDENT_LDG
EVENT	M0	155	1	0	0	0	0x7f0	1	1							DEPENDENT_LDG
EVENT	M0	156	1	0	0	0	0x850	1	1							DEPENDENT_LDG
EVENT	M0	157	1	0	0	0	0x8b0	1	1							DEPENDENT_LDG
EVENT	M0	158	1	0	0	0	0x910	1	1							DEPENDENT_LDG
EVENT	M0	159	1	0	0	0	0x990	1	1							DEPENDENT_LDG
EVENT	M0	160	1	0	0	0	0x3c0	1	1							DEPENDENT_LDG
EVENT	M0	161	1	0	0	0	0x420	1	1							DEPENDENT_LDG
EVENT	M0	162	1	0	0	0	0x480	1	1							DEPENDENT_LDG
EVENT	M0	163	1	0	0	0	0x4e0	1	1							DEPENDENT_LDG
EVENT	M0	164	1	0	0	0	0x550	1	1							DEPENDENT_LDG
EVENT	M0	165	1	0	0	0	0x5b0	1	1							DEPENDENT_LDG
EVENT	M0	166	1	0	0	0	0x610	1	1							DEPENDENT_LDG
EVENT	M0	167	1	0	0	0	0x670	1	1							DEPENDENT_LDG
EVENT	M0	168	1	0	0	0	0x6d0	1	1							DEPENDENT_LDG
EVENT	M0	169	1	0	0	0	0x730	1	1							DEPENDENT_LDG
EVENT	M0	170	1	0	0	0	0x790	1	1							DEPENDENT_LDG
EVENT	M0	171	1	0	0	0	0x7f0	1	1							DEPENDENT_LDG
EVENT	M0	172	1	0	0	0	0x850	1	1							DEPENDENT_LDG
EVENT	M0	173	1	0	0	0	0x8b0	1	1							DEPENDENT_LDG
EVENT	M0	174	1	0	0	0	0x910	1	1							DEPENDENT_LDG
EVENT	M0	175	1	0	0	0	0x990	1	1							DEPENDENT_LDG
EVENT	M0	176	1	0	0	0	0x3c0	1	1							DEPENDENT_LDG
EVENT	M0	177	1	0	0	0	0x420	1	1							DEPENDENT_LDG
EVENT	M0	178	1	0	0	0	0x480	1	1							DEPENDENT_LDG
EVENT	M0	179	1	0	0	0	0x4e0	1	1							DEPENDENT_LDG
EVENT	M0	180	1	0	0	0	0x550	1	1							DEPENDENT_LDG
EVENT	M0	181	1	0	0	0	0x5b0	1	1							DEPENDENT_LDG
EVENT	M0	182	1	0	0	0	0x610	1	1							DEPENDENT_LDG
EVENT	M0	183	1	0	0	0	0x670	1	1							DEPENDENT_LDG
EVENT	M0	184	1	0	0	0	0x6d0	1	1							DEPENDENT_LDG
EVENT	M0	185	1	0	0	0	0x730	1	1							DEPENDENT_LDG
EVENT	M0	186	1	0	0	0	0x790	1	1							DEPENDENT_LDG
EVENT	M0	187	1	0	0	0	0x7f0	1	1							DEPENDENT_LDG
EVENT	M0	188	1	0	0	0	0x850	1	1							DEPENDENT_LDG
EVENT	M0	189	1	0	0	0	0x8b0	1	1							DEPENDENT_LDG
EVENT	M0	190	1	0	0	0	0x910	1	1							DEPENDENT_LDG
EVENT	M0	191	1	0	0	0	0x990	1	1							DEPENDENT_LDG
EVENT	M0	192	1	0	0	0	0x3c0	1	1							DEPENDENT_LDG
EVENT	M0	193	1	0	0	0	0x420	1	1							DEPENDENT_LDG
EVENT	M0	194	1	0	0	0	0x480	1	1							DEPENDENT_LDG
EVENT	M0	195	1	0	0	0	0x4e0	1	1							DEPENDENT_LDG
EVENT	M0	196	1	0	0	0	0x550	1	1							DEPENDENT_LDG
EVENT	M0	197	1	0	0	0	0x5b0	1	1							DEPENDENT_LDG
EVENT	M0	198	1	0	0	0	0x610	1	1							DEPENDENT_LDG
EVENT	M0	199	1	0	0	0	0x670	1	1							DEPENDENT_LDG
EVENT	M0	200	1	0	0	0	0x6d0	1	1							DEPENDENT_LDG
EVENT	M0	201	1	0	0	0	0x730	1	1							DEPENDENT_LDG
EVENT	M0	202	1	0	0	0	0x790	1	1							DEPENDENT_LDG
EVENT	M0	203	1	0	0	0	0x7f0	1	1							DEPENDENT_LDG
EVENT	M0	204	1	0	0	0	0x850	1	1							DEPENDENT_LDG
EVENT	M0	205	1	0	0	0	0x8b0	1	1							DEPENDENT_LDG
EVENT	M0	206	1	0	0	0	0x910	1	1							DEPENDENT_LDG
EVENT	M0	207	1	0	0	0	0x990	1	1							DEPENDENT_LDG
EVENT	M0	208	1	0	0	0	0x3c0	1	1							DEPENDENT_LDG
EVENT	M0	209	1	0	0	0	0x420	1	1							DEPENDENT_LDG
EVENT	M0	210	1	0	0	0	0x480	1	1							DEPENDENT_LDG
EVENT	M0	211	1	0	0	0	0x4e0	1	1							DEPENDENT_LDG
EVENT	M0	212	1	0	0	0	0x550	1	1							DEPENDENT_LDG
EVENT	M0	213	1	0	0	0	0x5b0	1	1							DEPENDENT_LDG
EVENT	M0	214	1	0	0	0	0x610	1	1							DEPENDENT_LDG
EVENT	M0	215	1	0	0	0	0x670	1	1							DEPENDENT_LDG
EVENT	M0	216	1	0	0	0	0x6d0	1	1							DEPENDENT_LDG
EVENT	M0	217	1	0	0	0	0x730	1	1							DEPENDENT_LDG
EVENT	M0	218	1	0	0	0	0x790	1	1							DEPENDENT_LDG
EVENT	M0	219	1	0	0	0	0x7f0	1	1							DEPENDENT_LDG
EVENT	M0	220	1	0	0	0	0x850	1	1							DEPENDENT_LDG
EVENT	M0	221	1	0	0	0	0x8b0	1	1							DEPENDENT_LDG
EVENT	M0	222	1	0	0	0	0x910	1	1							DEPENDENT_LDG
EVENT	M0	223	1	0	0	0	0x990	1	1							DEPENDENT_LDG
EVENT	M0	224	1	0	0	0	0x3c0	1	1							DEPENDENT_LDG
EVENT	M0	225	1	0	0	0	0x420	1	1							DEPENDENT_LDG
EVENT	M0	226	1	0	0	0	0x480	1	1							DEPENDENT_LDG
EVENT	M0	227	1	0	0	0	0x4e0	1	1							DEPENDENT_LDG
EVENT	M0	228	1	0	0	0	0x550	1	1							DEPENDENT_LDG
EVENT	M0	229	1	0	0	0	0x5b0	1	1							DEPENDENT_LDG
EVENT	M0	230	1	0	0	0	0x610	1	1							DEPENDENT_LDG
EVENT	M0	231	1	0	0	0	0x670	1	1							DEPENDENT_LDG
EVENT	M0	232	1	0	0	0	0x6d0	1	1							DEPENDENT_LDG
EVENT	M0	233	1	0	0	0	0x730	1	1							DEPENDENT_LDG
EVENT	M0	234	1	0	0	0	0x790	1	1							DEPENDENT_LDG
EVENT	M0	235	1	0	0	0	0x7f0	1	1							DEPENDENT_LDG
EVENT	M0	236	1	0	0	0	0x850	1	1							DEPENDENT_LDG
EVENT	M0	237	1	0	0	0	0x8b0	1	1							DEPENDENT_LDG
EVENT	M0	238	1	0	0	0	0x910	1	1							DEPENDENT_LDG
EVENT	M0	239	1	0	0	0	0x990	1	1							DEPENDENT_LDG
EVENT	M0	240	1	0	0	0	0x3c0	1	1							DEPENDENT_LDG
EVENT	M0	241	1	0	0	0	0x420	1	1							DEPENDENT_LDG
EVENT	M0	242	1	0	0	0	0x480	1	1							DEPENDENT_LDG
EVENT	M0	243	1	0	0	0	0x4e0	1	1							DEPENDENT_LDG
EVENT	M0	244	1	0	0	0	0x550	1	1							DEPENDENT_LDG
EVENT	M0	245	1	0	0	0	0x5b0	1	1							DEPENDENT_LDG
EVENT	M0	246	1	0	0	0	0x610	1	1							DEPENDENT_LDG
EVENT	M0	247	1	0	0	0	0x670	1	1							DEPENDENT_LDG
EVENT	M0	248	1	0	0	0	0x6d0	1	1							DEPENDENT_LDG
EVENT	M0	249	1	0	0	0	0x730	1	1							DEPENDENT_LDG
EVENT	M0	250	1	0	0	0	0x790	1	1							DEPENDENT_LDG
EVENT	M0	251	1	0	0	0	0x7f0	1	1							DEPENDENT_LDG
EVENT	M0	252	1	0	0	0	0x850	1	1							DEPENDENT_LDG
EVENT	M0	253	1	0	0	0	0x8b0	1	1							DEPENDENT_LDG
EVENT	M0	254	1	0	0	0	0x910	1	1							DEPENDENT_LDG
EVENT	M0	255	1	0	0	0	0x990	1	1							DEPENDENT_LDG
EVENT	M0	256	1	0	0	0	0x3c0	1	1							DEPENDENT_LDG
EVENT	M0	257	1	0	0	0	0x420	1	1							DEPENDENT_LDG
EVENT	M0	258	1	0	0	0	0x480	1	1							DEPENDENT_LDG
EVENT	M0	259	1	0	0	0	0x4e0	1	1							DEPENDENT_LDG
EVENT	M0	260	1	0	0	0	0x550	1	1							DEPENDENT_LDG
EVENT	M0	261	1	0	0	0	0x5b0	1	1							DEPENDENT_LDG
EVENT	M0	262	1	0	0	0	0x610	1	1							DEPENDENT_LDG
EVENT	M0	263	1	0	0	0	0x670	1	1							DEPENDENT_LDG
EVENT	M0	264	1	0	0	0	0x6d0	1	1							DEPENDENT_LDG
EVENT	M0	265	1	0	0	0	0x730	1	1							DEPENDENT_LDG
EVENT	M0	266	1	0	0	0	0x790	1	1							DEPENDENT_LDG
EVENT	M0	267	1	0	0	0	0x7f0	1	1							DEPENDENT_LDG
EVENT	M0	268	1	0	0	0	0x850	1	1							DEPENDENT_LDG
EVENT	M0	269	1	0	0	0	0x8b0	1	1							DEPENDENT_LDG
EVENT	M0	270	1	0	0	0	0x910	1	1							DEPENDENT_LDG
EVENT	M0	271	1	0	0	0	0x990	1	1							DEPENDENT_LDG
EVENT	M0	272	1	0	0	0	0x3c0	1	1							DEPENDENT_LDG
EVENT	M0	273	1	0	0	0	0x420	1	1							DEPENDENT_LDG
EVENT	M0	274	1	0	0	0	0x480	1	1							DEPENDENT_LDG
EVENT	M0	275	1	0	0	0	0x4e0	1	1							DEPENDENT_LDG
EVENT	M0	276	1	0	0	0	0x550	1	1							DEPENDENT_LDG
EVENT	M0	277	1	0	0	0	0x5b0	1	1							DEPENDENT_LDG
EVENT	M0	278	1	0	0	0	0x610	1	1							DEPENDENT_LDG
EVENT	M0	279	1	0	0	0	0x670	1	1							DEPENDENT_LDG
EVENT	M0	280	1	0	0	0	0x6d0	1	1							DEPENDENT_LDG
EVENT	M0	281	1	0	0	0	0x730	1	1							DEPENDENT_LDG
EVENT	M0	282	1	0	0	0	0x790	1	1							DEPENDENT_LDG
EVENT	M0	283	1	0	0	0	0x7f0	1	1							DEPENDENT_LDG
EVENT	M0	284	1	0	0	0	0x850	1	1							DEPENDENT_LDG
EVENT	M0	285	1	0	0	0	0x8b0	1	1							DEPENDENT_LDG
EVENT	M0	286	1	0	0	0	0x910	1	1							DEPENDENT_LDG
EVENT	M0	287	1	0	0	0	0x990	1	1							DEPENDENT_LDG
EVENT	M0	288	1	0	0	0	0x3c0	1	1							DEPENDENT_LDG
EVENT	M0	289	1	0	0	0	0x420	1	1							DEPENDENT_LDG
EVENT	M0	290	1	0	0	0	0x480	1	1							DEPENDENT_LDG
EVENT	M0	291	1	0	0	0	0x4e0	1	1							DEPENDENT_LDG
EVENT	M0	292	1	0	0	0	0x550	1	1							DEPENDENT_LDG
EVENT	M0	293	1	0	0	0	0x5b0	1	1							DEPENDENT_LDG
EVENT	M0	294	1	0	0	0	0x610	1	1							DEPENDENT_LDG
EVENT	M0	295	1	0	0	0	0x670	1	1							DEPENDENT_LDG
EVENT	M0	296	1	0	0	0	0x6d0	1	1							DEPENDENT_LDG
EVENT	M0	297	1	0	0	0	0x730	1	1							DEPENDENT_LDG
EVENT	M0	298	1	0	0	0	0x790	1	1							DEPENDENT_LDG
EVENT	M0	299	1	0	0	0	0x7f0	1	1							DEPENDENT_LDG
EVENT	M0	300	1	0	0	0	0x850	1	1							DEPENDENT_LDG
EVENT	M0	301	1	0	0	0	0x8b0	1	1							DEPENDENT_LDG
EVENT	M0	302	1	0	0	0	0x910	1	1							DEPENDENT_LDG
EVENT	M0	303	1	0	0	0	0x990	1	1							DEPENDENT_LDG
EVENT	M0	304	1	0	0	0	0x3c0	1	1							DEPENDENT_LDG
EVENT	M0	305	1	0	0	0	0x420	1	1							DEPENDENT_LDG
EVENT	M0	306	1	0	0	0	0x480	1	1							DEPENDENT_LDG
EVENT	M0	307	1	0	0	0	0x4e0	1	1							DEPENDENT_LDG
EVENT	M0	308	1	0	0	0	0x550	1	1							DEPENDENT_LDG
EVENT	M0	309	1	0	0	0	0x5b0	1	1							DEPENDENT_LDG
EVENT	M0	310	1	0	0	0	0x610	1	1							DEPENDENT_LDG
EVENT	M0	311	1	0	0	0	0x670	1	1							DEPENDENT_LDG
EVENT	M0	312	1	0	0	0	0x6d0	1	1							DEPENDENT_LDG
EVENT	M0	313	1	0	0	0	0x730	1	1							DEPENDENT_LDG
EVENT	M0	314	1	0	0	0	0x790	1	1							DEPENDENT_LDG
EVENT	M0	315	1	0	0	0	0x7f0	1	1							DEPENDENT_LDG
EVENT	M0	316	1	0	0	0	0x850	1	1							DEPENDENT_LDG
EVENT	M0	317	1	0	0	0	0x8b0	1	1							DEPENDENT_LDG
EVENT	M0	318	1	0	0	0	0x910	1	1							DEPENDENT_LDG
EVENT	M0	319	1	0	0	0	0x990	1	1							DEPENDENT_LDG
EVENT	M0	320	1	0	0	0	0x3c0	1	1							DEPENDENT_LDG
EVENT	M0	321	1	0	0	0	0x420	1	1							DEPENDENT_LDG
EVENT	M0	322	1	0	0	0	0x480	1	1							DEPENDENT_LDG
EVENT	M0	323	1	0	0	0	0x4e0	1	1							DEPENDENT_LDG
EVENT	M0	324	1	0	0	0	0x550	1	1							DEPENDENT_LDG
EVENT	M0	325	1	0	0	0	0x5b0	1	1							DEPENDENT_LDG
EVENT	M0	326	1	0	0	0	0x610	1	1							DEPENDENT_LDG
EVENT	M0	327	1	0	0	0	0x670	1	1							DEPENDENT_LDG
EVENT	M0	328	1	0	0	0	0x6d0	1	1							DEPENDENT_LDG
EVENT	M0	329	1	0	0	0	0x730	1	1							DEPENDENT_LDG
EVENT	M0	330	1	0	0	0	0x790	1	1							DEPENDENT_LDG
EVENT	M0	331	1	0	0	0	0x7f0	1	1							DEPENDENT_LDG
EVENT	M0	332	1	0	0	0	0x850	1	1							DEPENDENT_LDG
EVENT	M0	333	1	0	0	0	0x8b0	1	1							DEPENDENT_LDG
EVENT	M0	334	1	0	0	0	0x910	1	1							DEPENDENT_LDG
EVENT	M0	335	1	0	0	0	0x990	1	1							DEPENDENT_LDG
EVENT	M0	336	1	0	0	0	0x3c0	1	1							DEPENDENT_LDG
EVENT	M0	337	1	0	0	0	0x420	1	1							DEPENDENT_LDG
EVENT	M0	338	1	0	0	0	0x480	1	1							DEPENDENT_LDG
EVENT	M0	339	1	0	0	0	0x4e0	1	1							DEPENDENT_LDG
EVENT	M0	340	1	0	0	0	0x550	1	1							DEPENDENT_LDG
EVENT	M0	341	1	0	0	0	0x5b0	1	1							DEPENDENT_LDG
EVENT	M0	342	1	0	0	0	0x610	1	1							DEPENDENT_LDG
EVENT	M0	343	1	0	0	0	0x670	1	1							DEPENDENT_LDG
EVENT	M0	344	1	0	0	0	0x6d0	1	1							DEPENDENT_LDG
EVENT	M0	345	1	0	0	0	0x730	1	1							DEPENDENT_LDG
EVENT	M0	346	1	0	0	0	0x790	1	1							DEPENDENT_LDG
EVENT	M0	347	1	0	0	0	0x7f0	1	1							DEPENDENT_LDG
EVENT	M0	348	1	0	0	0	0x850	1	1							DEPENDENT_LDG
EVENT	M0	349	1	0	0	0	0x8b0	1	1							DEPENDENT_LDG
EVENT	M0	350	1	0	0	0	0x910	1	1							DEPENDENT_LDG
EVENT	M0	351	1	0	0	0	0x990	1	1							DEPENDENT_LDG
EVENT	M0	352	1	0	0	0	0x3c0	1	1							DEPENDENT_LDG
EVENT	M0	353	1	0	0	0	0x420	1	1							DEPENDENT_LDG
EVENT	M0	354	1	0	0	0	0x480	1	1							DEPENDENT_LDG
EVENT	M0	355	1	0	0	0	0x4e0	1	1							DEPENDENT_LDG
