category	target	translation	level	tag	artifact	path	sha256	bytes	status
FORMAL_RUN	COMBINE	10_80	L0	overhead_m2	rc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m2/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m2	run.log	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m2/run.log	90efb726ef725843e3a21ed23546e41c8ab2784d956850bbd2f86440b38ecede	90310	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m2	run.stderr	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m2/run.stderr	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m2	start_utc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m2/start_utc.txt	b96c36b64626723b92b0efeefad6589abc952862c4374c4a3c588047b6cd4284	21	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m3	command.json	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m3/command.json	f9672f493bec5112b2bb21ec4462e8cca7cb7902e65cc7c60df1cfe9c70f5c24	3592	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m3	end_utc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m3/end_utc.txt	0e153e7d64b566b5280e9df13c4c282b8d9b88a2809be7b9ce651987c177cc13	21	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m3	host_metrics.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m3/host_metrics.txt	684c7a587f59078323ff15a31d7d3378d488d9165a8a52a4fd105b788edf9ae0	109	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m3	launcher_wall_seconds.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m3/launcher_wall_seconds.txt	a50129ecf6a805b2624bee0fe54470c7faac2af097cadd43ea6468690ae05e71	9	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m3	output_bytes.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m3/output_bytes.txt	0a505c6bb4d9b2ad6d97278f180d3ad7a41612a009d24f955acf54220bc9f3fa	6	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m3	rc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m3/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m3	run.log	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m3/run.log	90efb726ef725843e3a21ed23546e41c8ab2784d956850bbd2f86440b38ecede	90310	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m3	run.stderr	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m3/run.stderr	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m3	start_utc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m3/start_utc.txt	9f778066c268f547a20f892c3247b05675c252625621d8a1765f3ab9d5451b3a	21	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_warmup	command.json	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_warmup/command.json	2154b554dd356eb56029886ada6a4da8bffddb565019ee0d1a233829ad415cf6	3596	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_warmup	end_utc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_warmup/end_utc.txt	bf508a4b77681ce92095aee5c5b014cf466a93e83d824eb3240f926285f842e6	21	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_warmup	host_metrics.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_warmup/host_metrics.txt	c04a3977b2b54f67beabfa91caabce1167ca724a0c33cfb934f6e841c7e2f21b	109	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_warmup	launcher_wall_seconds.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_warmup/launcher_wall_seconds.txt	0af69ed7a273c6a7787e3a8a8b25807d8eb7c8c949eb9a1a86f0dd7fa34a179e	9	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_warmup	output_bytes.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_warmup/output_bytes.txt	0a505c6bb4d9b2ad6d97278f180d3ad7a41612a009d24f955acf54220bc9f3fa	6	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_warmup	rc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_warmup/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_warmup	run.log	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_warmup/run.log	90efb726ef725843e3a21ed23546e41c8ab2784d956850bbd2f86440b38ecede	90310	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_warmup	run.stderr	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_warmup/run.stderr	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_warmup	start_utc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_warmup/start_utc.txt	6325c840e635aaa7361479d0b1acb4c05b1b0b633cce1553e35b6b672f920229	21	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m1	command.json	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m1/command.json	d95db48c9fb87f3b63af3a1993690eb6bfe8e65997a9c38a77af4c7e68b0acfa	3592	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m1	end_utc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m1/end_utc.txt	964d57cb214cbdd332ad6470df2dfd7f5f121adb65cc3c30508dc4bc985dfddb	21	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m1	host_metrics.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m1/host_metrics.txt	cf43faa13c1886b3806360fa17c6fbf02d7de953bdcea2eed8a561473d78d98c	109	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m1	launcher_wall_seconds.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m1/launcher_wall_seconds.txt	894040ed577100ef7c4b9f90c9ad111b86eeda685996bd600ebbd3b920457bee	9	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m1	output_bytes.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m1/output_bytes.txt	a4cbae287effd2b97c0c11d0c7185a2cf47df20d86495df5506180a19a59e43a	6	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m1	rc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m1/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m1	run.log	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m1/run.log	aff9ffbefcea9da1bbea5d5b3103b1cc9862dd3fb00c1c71e49d40d9f6e994ce	94092	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m1	run.stderr	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m1/run.stderr	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m1	start_utc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m1/start_utc.txt	a3943ca7d80c0c4cdb9ec1122b40937133a590861a814cdc091f60ac3826f291	21	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m2	command.json	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m2/command.json	72eb7aefc21b0183541a01c07961673c12ec07009bd4d252f1efe13aaea515ef	3592	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m2	end_utc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m2/end_utc.txt	3b2f0aa8cd0a62e37e8404fc7f4e97617e8ff19ac5f1e3aea33cdfe07254e370	21	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m2	host_metrics.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m2/host_metrics.txt	b36150b287d06a74bb2b84fb1eaef1bce6fd841b34dfa35ab415c2273b9de232	109	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m2	launcher_wall_seconds.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m2/launcher_wall_seconds.txt	76117cf4bd58b6dec54c88bf8d6bba2016e74dbda1d564101d276d2d6b17beea	9	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m2	output_bytes.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m2/output_bytes.txt	a4cbae287effd2b97c0c11d0c7185a2cf47df20d86495df5506180a19a59e43a	6	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m2	rc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m2/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m2	run.log	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m2/run.log	aff9ffbefcea9da1bbea5d5b3103b1cc9862dd3fb00c1c71e49d40d9f6e994ce	94092	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m2	run.stderr	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m2/run.stderr	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m2	start_utc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m2/start_utc.txt	3572dcd402457f998e92519fc12cd5b613b73cd83b0bb8c16e21bcd248616166	21	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m3	command.json	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m3/command.json	dce223ddb5cdf5154fefc2ab8d59659a76a36f09b187e7b6efae7383755ad95b	3592	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m3	end_utc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m3/end_utc.txt	6fc5816ac47601a6060182c67f3dcfdf5abf48185cef6f49a76e68570462ca2c	21	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m3	host_metrics.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m3/host_metrics.txt	0044775e6459e87ccacfcd5467c72117a2e029d43f6524c250befa48d65cfa7d	109	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m3	launcher_wall_seconds.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m3/launcher_wall_seconds.txt	9c8dabf7c151d36e27dc063b33bb50f1c5f86c93d6eb4795d77393bc0d09b5d3	9	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m3	output_bytes.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m3/output_bytes.txt	a4cbae287effd2b97c0c11d0c7185a2cf47df20d86495df5506180a19a59e43a	6	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m3	rc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m3/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m3	run.log	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m3/run.log	aff9ffbefcea9da1bbea5d5b3103b1cc9862dd3fb00c1c71e49d40d9f6e994ce	94092	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m3	run.stderr	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m3/run.stderr	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_m3	start_utc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_m3/start_utc.txt	0e153e7d64b566b5280e9df13c4c282b8d9b88a2809be7b9ce651987c177cc13	21	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_warmup	command.json	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_warmup/command.json	95c5e49599c96fced989d08ef70ce89303a0bd28eb6811a41b3e9ce78d1cd821	3596	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_warmup	end_utc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_warmup/end_utc.txt	4d6ea19517f94957d68427b2980ecd73b01661adc0c83593fe73d27348810555	21	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_warmup	host_metrics.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_warmup/host_metrics.txt	26f888250499a6332c23a2e98ad8c30e7e9a9610f3076512d4fbd5d22852c363	109	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_warmup	launcher_wall_seconds.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_warmup/launcher_wall_seconds.txt	8a26c660c75f2d4bbd63e86665b26332a32c4840ae20fed0dfacab1a67d377d1	9	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_warmup	output_bytes.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_warmup/output_bytes.txt	a4cbae287effd2b97c0c11d0c7185a2cf47df20d86495df5506180a19a59e43a	6	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_warmup	rc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_warmup/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_warmup	run.log	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_warmup/run.log	aff9ffbefcea9da1bbea5d5b3103b1cc9862dd3fb00c1c71e49d40d9f6e994ce	94092	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_warmup	run.stderr	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_warmup/run.stderr	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	FORMAL
FORMAL_RUN	COMBINE	10_80	L1	overhead_warmup	start_utc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L1_overhead_warmup/start_utc.txt	bf508a4b77681ce92095aee5c5b014cf466a93e83d824eb3240f926285f842e6	21	FORMAL
FORMAL_RUN	COMBINE	10_80	L2	domain_mask_scheduler	command.json	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L2_domain_mask_scheduler/command.json	0158122f39da4e6bfbbece54577c0d7cfd9162617623914e35b41489dab077b5	3614	DIAGNOSTIC
FORMAL_RUN	COMBINE	10_80	L2	domain_mask_scheduler	end_utc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L2_domain_mask_scheduler/end_utc.txt	1ed9895c50f1e1018fa0df81d3d68dd58580022bf21b14939760c28b3eebb9df	21	DIAGNOSTIC
FORMAL_RUN	COMBINE	10_80	L2	domain_mask_scheduler	host_metrics.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L2_domain_mask_scheduler/host_metrics.txt	1fb1f09f718808a8683ddc398575f68e865bc617dbf6a5f4bdbf1923fcfbca67	109	DIAGNOSTIC
FORMAL_RUN	COMBINE	10_80	L2	domain_mask_scheduler	launcher_wall_seconds.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L2_domain_mask_scheduler/launcher_wall_seconds.txt	8676eacc8dadaac100b7e78ea1f2c85490663d3866040d922f69c2f3ec062901	9	DIAGNOSTIC
FORMAL_RUN	COMBINE	10_80	L2	domain_mask_scheduler	output_bytes.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L2_domain_mask_scheduler/output_bytes.txt	b94c54c74ebe820448b5b3481c2e670188eb155c3a6874c9472d485e5ce9822e	7	DIAGNOSTIC
FORMAL_RUN	COMBINE	10_80	L2	domain_mask_scheduler	rc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L2_domain_mask_scheduler/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2	DIAGNOSTIC
FORMAL_RUN	COMBINE	10_80	L2	domain_mask_scheduler	run.log	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L2_domain_mask_scheduler/run.log	500006a353692f0c55fc6dbb6dffe4385836f5792ce70e4706b1b662b68ef067	103801	DIAGNOSTIC
FORMAL_RUN	COMBINE	10_80	L2	domain_mask_scheduler	run.stderr	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L2_domain_mask_scheduler/run.stderr	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	DIAGNOSTIC
FORMAL_RUN	COMBINE	10_80	L2	domain_mask_scheduler	start_utc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L2_domain_mask_scheduler/start_utc.txt	bde1b22b5de43d3dcf4fe35a9a49adcb96f7e30985888bb5d6e82a0bc2d5a0bb	21	DIAGNOSTIC
FORMAL_RUN	COMBINE	10_80	L2	overhead_m1	command.json	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L2_overhead_m1/command.json	1517ea218bf6f912efc1704eea64c8713d4c92b158813d3c61fe0ab10b1f8475	3592	FORMAL
FORMAL_RUN	COMBINE	10_80	L2	overhead_m1	end_utc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L2_overhead_m1/end_utc.txt	448c642b729940d1826821467511be60332cb26c266f00a178fb159571e8669e	21	FORMAL
FORMAL_RUN	COMBINE	10_80	L2	overhead_m1	host_metrics.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L2_overhead_m1/host_metrics.txt	69b75b602980afc70a4db4453e90127bdf43b73fc87f974da634617b2826041e	109	FORMAL
FORMAL_RUN	COMBINE	10_80	L2	overhead_m1	launcher_wall_seconds.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L2_overhead_m1/launcher_wall_seconds.txt	50dfadd5c6a25d9078b3ce9cd2d15a04cd515f4374c5901c35530a89f034f83b	9	FORMAL
FORMAL_RUN	COMBINE	10_80	L2	overhead_m1	output_bytes.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L2_overhead_m1/output_bytes.txt	af82b788f4e9ae0d988166b2f7f2f6447933ea8a44f7058e6fdea6bed96e8b60	7	FORMAL
FORMAL_RUN	COMBINE	10_80	L2	overhead_m1	rc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L2_overhead_m1/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2	FORMAL
