static_index	classification	warp_records	active_lane_events	role	unique_128B_lines	unique_4K_pages	unique_64K_pages	unique_2M_pages	density_128B	density_4K	density_64K	density_2M	trace_sha256	address_context_sha256
149	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	019d9d1150435dfab07703ab0c2bfa109e7eb6267dccb5b8fb7998d7e62cb3ab	7e70487ac40170116eff59481fc4d1cb01619fd40b2423d9369e072a41316911
151	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	715195cabe557c3fb71d4785d428a3a80e684879da2be943292381aa69a39eeb	a1edf85c6494769d8a9de963029dc9cf41e1b706e0e0da8a8178edcfc9a66924
153	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	691b9851124ef7464c4b8090092ea613fc134e6d2c9ec3747e88f26028da9610	e8ba2c853de7b0e2ec6d08470379e70d92decbc9f10fcd602c3380d196f8aa0b
155	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	9db18af8a4b3d1eb494d9accf30d60444857a6f880957aebb355ce9482335d8b	35f8bcade175d830b2629a8b7e914dafc0b3dbb12ee593cf6413507fdc2be1d9
157	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	a5dc9c31ac90fdeb1727d89ac22b99854a78cb65749a9a597923543fa987e4d0	1669a4c183b3fa10fbf75443cd4dd418e8ae7c23d0deac5e123ed6cbf9debc1b
159	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	9846de387433dc09dfa7f443dc783054e0a252638fa419dd612863230548debf	e3f659e8e6701da33d84a5001de0a372f25eee47b7ed5f52bbcd2bb313d1e182
161	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	4adfa4c7c6dd91731e2d15667d1766dc5ac0e8ae5804bfaea22a534e32468c9f	d76b4f273785ae9baa9d9bb27027683c66194a87942190df59cc2a5f7827da99
163	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	b6928bf4e9d876ce049b36a3c5eb86f8ef4e3252c633eb8c24c2bf7ceb77662d	a738dfccd8d337d22a053ced9610c770c52407ee25035f59e42abb077d7afcfe
165	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	26edbcc4dc684d7820ecbcae8644bc20eb47bff68286552d0de93e3c42202f67	1bf6bb2d321bd36af8caa5a3201e9e47f570d72cb1e2c1e43636702d8cad0b23
167	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	d6907cbf53965f1f4a6f3fde6b5a63d50e6b7fe464c3e0abb920aff71060d03e	a4475bec34c7f92b7647a794a3ede7a12c86d3160db94ce8f2c5ed219d2926ff
169	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	6fa869cda1d6995ab40561e54352a001e9f6d75aae35bfbe6d50480db824fe1d	724e0189ebbcf613d61d702b98e0719fb1573ac121797b24db89b64854c08cd3
171	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	c072d63e02ec39c0d94df5fb528e2bdb9a0c36feb7d37f9d4b70fefc38dde217	45d86788733d53ce22a9994c4eb2d6f8d265288a09a00f27e0441b8ca5923a5c
173	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	cee0742cbe7f48528eff2e3a42c634acf1dbae3e925c7c0e59ab950907187fe6	1414d7d54fc8838f26c412798b1519f344e55201d034a86a3ab05e5a2a815272
175	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	bd482cc89d059b7cf192d0527117ac296f59f6bf4818cbbb33ef0f8242c652e3	23520d377f1222b54bcbdfcb85b324ad45680361bf928ae7eb7153ba09f4bbf7
177	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	f6b6e16da1fd88c59a4dc63c1ae5097021868e0e848ecf39ce978a138dc1d077	043815d70af8cef39e9aaf8f348c32970c59abf24a34993ed449ab71f470dd0b
179	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	f324ed8047aa373690212adffb83333bf670f1bb56f92c3bfca83e0d580639eb	ccd5f37e61e7d5f2a931d1427e71eb1ef24e87454f4892dd60aea744b8f64c08
181	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	19eefd6c6fa4801e95ffcefb0c9a2ca07dae843ee7ee04aad55c74395fccc96d	d7bc4209cfbd874b38aa42a58331457662c90f0761b8a3ec01a8b00d1a7c7ba4
183	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	50f885ebdb200bb6985e8b00b2dd1ce2fdaafdedf7f5623c909d13aa875f7bdb	73c9d7dcbf7a64a10a673eb78d8bc62eb6cf6d48c68d483087faf6101f4bc888
185	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	51e2026b4e704b834ff644faf6a4f55a962c688309288a8f8970311492564896	81ae3594865eb78c6e95c15d888b17ec89e6fa66f88bd1c2d47d87c217afcbee
187	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	9388a933e23478dd6cdcaca79efdb9fd266c534d8c24a0a332e21b89679d0036	634822ec1e7a0142bcf19eb4b2b5823a917d1c33510229dfe6edef5fef935aca
189	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	eee881b3a2da49b7bd4ba429b64975a8511e7ad2a8a96b624d12af6393a2799a	15d552d613ba7162ecbe48b8cdc5f27d6e60cb5c224e72814675c3ae695ad255
191	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	d853cbddcd283f424a111f3fff0848985d2fa811848716d8cdba85ba99e0e018	045626816ae8e12c6d5d2cb41dccba5d4d7f6273ae72dff582460a2f1c3c0681
193	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	0210a9f48a84a141cfc6b2ea5cbcd94328576d150124745f39e4c76ad546f145	733aa48ddb020b7e6b9c8da2dbe5086244a1e86a115564612e7b4c393f44fafe
195	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	11ef4c19cb6a66e97cf9c62ff0814a66cdbfb24228095c9a54f71cb93716150c	20ae7abd3100a78f2233f92cb83593e3b325d9505dcf8c3962bbcf5dfc8d7043
197	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	0a2e4d3e2806bc35659f478ae01478550ee3613ad75f185daa4813ee3136bdfe	e8ffbf57ad2bfbeb7a960238814997ebd72fe1637df3314f633f4a1139d70262
199	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	a1717747e8b4e094db0e50f6fe3e68c9f83b8a38b9f534958ba13dd936232a3d	c679e8fbbee5cf314aaa6f5454738e0552a7a6c040bb03ed7162a05931a93ad3
201	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	f0a73f0538c962eb056a7d07576fc6fe2a699f28d0ecb8bd519896bdbe8cfe05	77710956dd5c892ab0543ed91a6c9572efd7e3ccaf8f22f3d9872fb96c30fcb0
203	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	4dee6f7f8227fdaf385330da8f43dfa5fad7a9d41c3fa085a8f20a6cc1af2de7	538f78d50868c520cd0c0a221f8bea77ca7dd26a94fc2e8e0fad883aa744129c
205	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	7e4c93aee1a5be7e6207641f0b7829d84c1c62d477f2c6089689fe018e7dfee8	9283cb1b17f0f5e0b7b4c012d465a84d9090f83e0ae846cf566b1d671e13e328
207	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	a78d61df94a913fc905a65c2c0647d60fe657c0aeab53a00b4c0d02083022a83	29d11a1f989de8339b2ca69743771ffc271f96a0b870f6225c1d14b8f60e597c
209	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	86a5dca4a01cd18d21808d8d0f515bbffc407b92ca903e8b80aa1e3393c35235	fa59579aedaf81c9a412b57a529a1d3dcf1d6cac0c47e2b9321b3a9402f6b4b8
211	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	1e50866aab981809ecdfebabad0d8db038f245e139fbfcb6538e0e2ecc283b9a	2c216e4bbf9a6261b98af9e5a78a436db17f43b19f56163aa25cbac7107bf64e
213	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	2336206815602d31bbabafb269a8711a7723d3074908619ecd4df05d337d7e1b	3204bb3420b691563e077e8d9e0b951f0dfe3dcbd18299eb3f942dabbdf4ba62
215	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	289bf485414c09e44af5af0a6d6e9142d57bc82942aa784276fa74d4e0cc8331	43c2aa3326d7878328f344acd7c06f1beae0734504e1b7be3d1ef7c15af2ecb6
217	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	3b8905f31f99688125e46e84cae1cb30f1516859f0d2ceb40a53baa5cac885fe	9503a771adee14d8fc2191fe249720d730053f59c167263cbe98aa4f5cf4642f
219	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	632b9aca9b2cfc14992993ab0c27fb4ecae16da0ca449dd4c3090221a57be942	74f7a194ef3e9d9b38ef3cb0e16d2d09669abff177be4eb8bfb8d73824ec0edb
221	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	e9cd4f6f870e6674db796dbdd02ecf78a26629771628b46441b026aafbd6604d	5fa5f9b8124e58cf8ad5896150369a3bcfc9abd7c38880ddbb94d917f9a7c2d2
223	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	a927982d0c7ba6a8473247c17d360c27ab67a2fde1dbda9b22c81ede0e24d493	0e3c36ec0503882a38de32eacb018982c248521328faa283c1ca79a4f619c247
225	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	6d69ee6f6fd187de7a9c1418890c4906d379426d0da72113a1f19ce45b16a563	6eb661a63dba50c87ee2f128be29759cf87601da3efeacb10e48597fb0c3f7aa
227	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3e912767a670db53ddbac838cc87099a4ea784051e7e15712b4e5ca49626cb8e	e3edbcf8e85974aa08447e2916a3289da5e272d67e5b9f31d61e5022ea328062
229	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	e27f6be1616566897d1de40335feedfcd5efc73ada580461bb03d7bbe8fb1a76	cf5bb48e982b78b2b68e3bc0d15ba9b2b1fadfd86ec4963b36398a8121add367
231	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	f93597a7ec884260f3b008483f6a650b370f4fa17d5c7ff276d5a4cbc3fa7f15	71e15680f533df1572d3b0ad9a13b991b62b65c16626a9ca57f8c9d0ebdb5ffa
233	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	f7f7815df5cf56eb56ca0ab85d66787b9f2e781c2d0f4ae171c9db5d81a60fe9	21b421e102f66592fed9e1f4d65d7fe6cb715197d4b90b7043ade0dec7891ba4
235	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	94fbb4fc562440abbb6f3349729e6a6ac5c092934bee00afc913727b20988deb	e16ecf279972189a1254c5693462ce5da7721b722d2e9c4b986d8bea712fdc67
237	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	b0daf55a6d4da03ec49756c3414e2894be1bff2405ed1ba3abf180a3089b88ed	89c94699a6c6f52919655b6f017b58d50dd311ab493a626b3ebb5bdaf3afc1e7
239	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	e3254b10c58d714df0ec6c8ce0aafe22753b530d7225bf4666a99dd19842e720	052b81ed6755794cf9188f12d631be13d346cfa7a50787d300cea710e93f5925
241	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	029842a660b80e4d6031981bc0e7fc08544925ba2d086ec50bc81e64cdd8065a	9e9924254b2e990d3f5d8f3bc2e59edf0ec3d6475b0475f07b3c78ada4ff89a0
243	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	c083dc24161c22c7460ab487e2c92d4364f345f5a73d3cf4f84f02e0f73c8569	b7b1b9b32c7c4c9a36649b9afc2201a529ffd691320cfcf289c645238994f296
245	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	dd326e022204d4036b313988fa8324c107afd56d12186bde933d7bcada52da72	54d77c32912bd1edce62e6067a087963f28fd5faa218bdd7d7d6e47d1e8f522c
247	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	61c98ac73eeebf85942e2fe484662b4ddf95e89654c2f62e2782100f5ad18884	6b459116e96d0ec7ec88b67117a560fbfeb0ad9f20732f4a1722876c4791887d
249	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	511b7cbe03e07ae6607346ce2d6c6b007d4baa838672baf6c58a4e1e003d7e9f	23c4fa0724626f65a198130de23959eedc3efda547bd05094e1cc76a63b18c55
251	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	e3acc241b7ab7e621d2b3050451a50d64f9cb065221e2d75b3bcb84be05fd99a	b08695007a3466ba4005e97f6c2ed652d2bf3de87c610d3da4fe722a6c619125
253	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	614296f53978d36344badf8cef71c9a256bba2e3e6a4da23254a108b93e4b6dd	706d2878ee44a4e967cb5b8539e9609eb653298c42800e2972139d922af75ef3
255	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	8f78573e41a3080aa24e87852a39affbf7d992c5554b96c82fb8ac6df9dc6b2a	e82010317d96a611d1d3df49b45003bf3f9169fe9983c58682b97edd825ec14f
257	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	be9484160fae80e08ada27a9eec4cf103ff0762920c8cdf81869818f1d13f2f9	6c5e733380dd90aab883eefeb4cd4966e044cb9668cf550e500bf4c277b2492a
259	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	dff12401644f24f9427c3fc22da6517ee6f96ebc254cc324f589aa0cfbc4466d	83f26d1a451606cc706ed271663aecbe3129fcd1291257f8674970fe7297925a
261	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	11a1657c5fa0fab2fd327c46aed46d856be68751abb74af19c6132b682e66dcd	196b8e2017e8235de6a12ead16ed9e3c11c51c55ea7a3671d0e378c54b7f5cd2
263	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	caea65ebc47c58bc5c6c4a98c5a4ddd96d8c745be1c17f43179ec1b6223757ef	c351f337a423b093cc3644d1efb2fbbab0c99ab1cc4d117886b68a18c21bd148
265	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	8f12f991ac14148ac73f3de5c9fcfcea578b354061352d7cd2c32bcd9c523f74	6315cc3f8d2b987a65e955c30c451d4a741e19c67b58dfb93e5170c330dec1ff
267	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	637ed842023229ac157c0923095e69b2b87ebb624e2cac01d9417099da7be5ac	a7de91742dbd70277b9f488266b5039b03a3141016d2214f9f9cfbd3a3548aa8
269	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	dbb611a0e3cc6b6e48f7106b51e57a7e07c35d83d8043dc8f6d605c368914284	5b17c5fd7a60e9fcc04ed975ef6e150242fd4a0aa0e9df7e0b65bd76edd1ce03
271	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3251b2d23a32c1a1aa51ed696aa836251e980bfeaa2875cae04f84b90ac02701	93f6d2a966f15767862e97aef1cdb98ffa9ed745d7524f40bef9dc81436669eb
273	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	ffc265bfb7446517a6bf0271998d9b37482eee507a340670aa675c0fbdc803fa	b74560893e934436f8e12fdb0b9e62cb36dcd38048f00db97d6594e94bd28ce7
275	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3a327b33763a10d9905ae6d87bf1e99547926cac88fb4eb2b8f3ddaf5b1d391c	55d57ca87793373d8af31dd2fbf52f2e28f7bf6f54434d2bc31efd2940fda0f7
277	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	120f233d68b341428bcacf9d53fea692150bbb8124615a49afa0dfbad2bbc23e	8f5bd91033c2555b64dc17d9709cdd6859b65ad3c74c33ea3cc93900a2f7ad84
279	EXECUTED	1024	32768	INPUT	1	1	1	1	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	b76363945976afb1ab1f3a2692801960417d96cfcd581b97b6c2260c7f943704	e13af706ebcb886d923cf14b0085fb9137245baeb888ff677d73cdbdaba2263f
281	EXECUTED	1024	32768	WEIGHT	2048	1024	64	2	0.0625	0.03125	0.001953125	6.103515625e-05	391cd17d2248968b1e0b31dcb0561d83ec496d8c7d86c7afbb6a8100dd553b9f	5c7aa3d052fc74563101d8760bdd1a9e99f9a80ddab7408a9f32008ed55d8e9b
