artifact_id	kind	requiredness	path_or_ref	size_bytes	sha256	closure_status	note
A_RECEIPT:TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/CODE_T2048.json	A_INPUT_OR_SCENARIO_RECEIPT	REQUIRED_DEPLOYMENT_DELTA	docs/vm_tlb/review_packs/C16_MULTIMODEL_NATIVE/lane_a/TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/CODE_T2048.json	10590	1d90d02a3261d7adf82e347c906bf05ee0577cf1c70aabe6d2c416bba56f0a22	LOCAL_SHA256_VERIFIED	frozen CPU-only input/scenario evidence
A_RECEIPT:TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/CODE_T256.json	A_INPUT_OR_SCENARIO_RECEIPT	REQUIRED_DEPLOYMENT_DELTA	docs/vm_tlb/review_packs/C16_MULTIMODEL_NATIVE/lane_a/TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/CODE_T256.json	2528	1719ecb01893214142873fe234599a747b40e6f8aefe0227f267bfd9540ea424	LOCAL_SHA256_VERIFIED	frozen CPU-only input/scenario evidence
A_RECEIPT:TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/CODE_T8192.json	A_INPUT_OR_SCENARIO_RECEIPT	REQUIRED_DEPLOYMENT_DELTA	docs/vm_tlb/review_packs/C16_MULTIMODEL_NATIVE/lane_a/TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/CODE_T8192.json	38237	19c0d77b32593373fc7014bab2f5d0a045efea6cbcf681926e4eedf94b924149	LOCAL_SHA256_VERIFIED	frozen CPU-only input/scenario evidence
A_RECEIPT:TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/STRUCTURED_T128.json	A_INPUT_OR_SCENARIO_RECEIPT	REQUIRED_DEPLOYMENT_DELTA	docs/vm_tlb/review_packs/C16_MULTIMODEL_NATIVE/lane_a/TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/STRUCTURED_T128.json	2028	95b6d1be1150f9e4c1a0108eed73aa1e5e07484696d2dddf06d83e12b151e10b	LOCAL_SHA256_VERIFIED	frozen CPU-only input/scenario evidence
A_RECEIPT:TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/STRUCTURED_T2048.json	A_INPUT_OR_SCENARIO_RECEIPT	REQUIRED_DEPLOYMENT_DELTA	docs/vm_tlb/review_packs/C16_MULTIMODEL_NATIVE/lane_a/TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/STRUCTURED_T2048.json	9758	dddcfb28d6cd52e285f8e7102d81a4c92d19f2ab867ffb91b22083dcc5436237	LOCAL_SHA256_VERIFIED	frozen CPU-only input/scenario evidence
A_RECEIPT:TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/STRUCTURED_T256.json	A_INPUT_OR_SCENARIO_RECEIPT	REQUIRED_DEPLOYMENT_DELTA	docs/vm_tlb/review_packs/C16_MULTIMODEL_NATIVE/lane_a/TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/STRUCTURED_T256.json	2542	53def4947fcdfa10a767668443af4a20fb44312b8f4dfb618786822bf575b45b	LOCAL_SHA256_VERIFIED	frozen CPU-only input/scenario evidence
A_RECEIPT:TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/STRUCTURED_T8192.json	A_INPUT_OR_SCENARIO_RECEIPT	REQUIRED_DEPLOYMENT_DELTA	docs/vm_tlb/review_packs/C16_MULTIMODEL_NATIVE/lane_a/TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/STRUCTURED_T8192.json	34515	12800149fcb0e38b1c7c5db0c214d2f3dbb01a7dc8289477605a4f6e2906f8e8	LOCAL_SHA256_VERIFIED	frozen CPU-only input/scenario evidence
A_RECEIPT:TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/TEXT_T128.json	A_INPUT_OR_SCENARIO_RECEIPT	REQUIRED_DEPLOYMENT_DELTA	docs/vm_tlb/review_packs/C16_MULTIMODEL_NATIVE/lane_a/TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/TEXT_T128.json	1996	7a24af1da33394a34bc7a637399d44ab46091557330cb13da4bcec05eab307f7	LOCAL_SHA256_VERIFIED	frozen CPU-only input/scenario evidence
A_RECEIPT:TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/TEXT_T2048.json	A_INPUT_OR_SCENARIO_RECEIPT	REQUIRED_DEPLOYMENT_DELTA	docs/vm_tlb/review_packs/C16_MULTIMODEL_NATIVE/lane_a/TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/TEXT_T2048.json	11056	099d5c9cc204c2d561b3533631e5a75446d183cac5b71b2d7337bef0954efc31	LOCAL_SHA256_VERIFIED	frozen CPU-only input/scenario evidence
A_RECEIPT:TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/TEXT_T256.json	A_INPUT_OR_SCENARIO_RECEIPT	REQUIRED_DEPLOYMENT_DELTA	docs/vm_tlb/review_packs/C16_MULTIMODEL_NATIVE/lane_a/TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/TEXT_T256.json	2600	6e0801ec1925362f4b371664eee7d3dcac92c6e5b2cda9d02a7d4017e5113297	LOCAL_SHA256_VERIFIED	frozen CPU-only input/scenario evidence
A_RECEIPT:TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/TEXT_T8192.json	A_INPUT_OR_SCENARIO_RECEIPT	REQUIRED_DEPLOYMENT_DELTA	docs/vm_tlb/review_packs/C16_MULTIMODEL_NATIVE/lane_a/TOKEN_RECEIPTS/c16_qwen25_05b_native_reference/TEXT_T8192.json	40042	4795f7012e3ce0e1b7b1c157925a57d89c8965f713360aaa2216a7ec3ff43b1f	LOCAL_SHA256_VERIFIED	frozen CPU-only input/scenario evidence
G_SOURCE___init__.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/__init__.py	69	fd056b29375b0a829ce848f4398f0044cb66abd114957949b40dd89e9dadc35e	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_bootstrap_autodl.sh	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/bootstrap_autodl.sh	1977	2e0bd55fdeca57859609c55d8097667063b6699b9d7f7325965206818cd4ab10	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_requirements.lock	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/requirements.lock	542	8085caecebf1e641cb6ab1f2c0e2d8e8cfd5007fd8236b6c10771b223052fa82	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_WHEELHOUSE_MANIFEST.tsv	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/WHEELHOUSE_MANIFEST.tsv	16079	ebae0934de68b36e08da5db0e6bfdc47880620205e8bf6d8c8afe8906abc2d2d	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_WHEELHOUSE_CLOSURE.md	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/WHEELHOUSE_CLOSURE.md	1425	917b0390c856db93790bad8ba439843a3488e05966c01b50003cb97d9b9c56c8	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_c16_native_common.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/c16_native_common.py	1699	3b2ce0bff1ea20de5f0870cdeb5b3148df29a8a3d76e3056c5723e5f91501db7	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_wheelhouse_manifest.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/wheelhouse_manifest.py	6015	71e35127733e8fbdca358b5641b6b155c35c1b7bc36129d528d90195ca64f475	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_wheelhouse_verify.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/wheelhouse_verify.py	3451	9d6a9c81b6fbb0df5c80c07934afa5e2a9b44a0b931b21b705edea394c057eec	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_offline_wheelhouse_verify.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/offline_wheelhouse_verify.py	4357	cf3d61799a7cb57190037573222384c0ec32499a43b3bfb3c4fb68ce7ecfbc85	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_model_adapters.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/model_adapters.py	1289	ab996165d62b487e050ba6cd1ad18c61c38a7e4bbd4141d926f4eea28d7c2a1b	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_run_schema.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/run_schema.py	3212	f3a1fbf3b4fe4c19f405df111ff4db6536b0a8856b693d60f677e453668af14d	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_run_model.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/run_model.py	12483	0b0a12e780a7b3179dd66321d2ed6f655946b32e4cde29211dd6ab810d8c3be2	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_scenario_driver.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/scenario_driver.py	3521	e1423121c4e47658b8ddd43f92c171fc9e5bf69a8ea0d77dd0fecb3beba24d5f	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_identity_guard.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/identity_guard.py	2417	0d725e8b2448c1e1d6a0f45d4cc037813fa7a3fc6d44fc5ae4c167488f623417	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_profiler_wrapper.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/profiler_wrapper.py	10111	cc76c4196f818179081c3a5e80821ee138205042d8de7db4db01f7b3885fb49f	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_nsys_wrapper.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/nsys_wrapper.py	102	a0899180d2b590336dcb4ca6b644bd684fa32fd85573b5cec785f7c4c2c1ff20	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_ncu_wrapper.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/ncu_wrapper.py	101	04c9e10de58e1c581e267c82f9e9669d0b01925b0dfdde2e440d86c0b4de046b	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_nvbit_wrapper.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/nvbit_wrapper.py	103	1f6d0fb4339a2272d1c5a793f00df31dbffeb65cdfaf2966157ac822f0f75365	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_prepare_gpu_package.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/prepare_gpu_package.py	26205	c91c6b70f25c5606e166f8a32e51fef7fba7f1434ceff75385cbdf6fa2bbdb68	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_offline_dry_run.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/offline_dry_run.py	6968	7d2ff835b4505b4fb25abb4c78ef4d29f1d0f6f646cd160fe04676cb20d52c17	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_autodl_instance_receipt.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/autodl_instance_receipt.py	5030	4c11fc8314b7051e66c913dbc862890cf63643f60a4d68c60f41e7e2ed563b0d	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_transfer_verify.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/transfer_verify.py	3420	28c5d323952e5dfe4cb9d7437fbcde43d8d2fca743e2a6cd3f0e66c43e20099c	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_native_catalog.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/native_catalog.py	8217	f8b309e67fee685f38c75e9ec6f28040092d371f1c440f05a8f0d6a864289507	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_consume_upstreams.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/consume_upstreams.py	10042	730600a3f577520bd3b03d576164160da6719828b828105f0ed23833d5c7c156	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_SOURCE_execution_budget.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/execution_budget.py	10814	34e4645b97920d672ebde6eba66512a5e54c49759686cc957f42a497d7845524	GIT_BLOB_SHA256_VERIFIED	final fixed G runner/environment source
G_WHEELHOUSE_MANIFEST	G_WHEELHOUSE_MANIFEST	REQUIRED_DEPLOYMENT_DELTA	/workspace/c16_assets/wheelhouse/c16-g-cp310-cu124/WHEELHOUSE_MANIFEST.tsv	16079	ebae0934de68b36e08da5db0e6bfdc47880620205e8bf6d8c8afe8906abc2d2d	LOCAL_SHA256_VERIFIED	all 66 wheel entries are separately validated by the fixed G release validator
G_PUBLISH_MANIFEST	FIXED_RELEASE_PROVENANCE	REQUIRED_PROVENANCE	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:docs/vm_tlb/review_packs/C16_MULTIMODEL_NATIVE/lane_g/PUBLISH_MANIFEST.json	NA	7c18c2a806ac37b974702050567430f83f10bbdacc78c5af2fe09ea871896087	GIT_BLOB_SHA256_VERIFIED	fixed cross-lane release manifest; no live partial input
C_PUBLISH_MANIFEST	FIXED_RELEASE_PROVENANCE	REQUIRED_PROVENANCE	git:29e669eca19ac3b2a1350bf2d097569a41f123e1:docs/vm_tlb/review_packs/C16_MULTIMODEL_NATIVE/lane_c/PUBLISH_MANIFEST.json	NA	14a7c02985d13203bf90d251751ae6ab50c3159ce28e439b51917e05204f9f04	GIT_BLOB_SHA256_VERIFIED	fixed cross-lane release manifest; no live partial input
H_PUBLISH_MANIFEST	FIXED_RELEASE_PROVENANCE	REQUIRED_PROVENANCE	git:932c6fa44a4896265214fc2136e34698402a5c7f:docs/vm_tlb/review_packs/C16_H_MEMORY_FINGERPRINT/PUBLISH_MANIFEST.json	NA	b78212310628b479e78636c3d7b42ea4a4d5d9d635115e8b7af79e05b4a88d9c	GIT_BLOB_SHA256_VERIFIED	fixed cross-lane release manifest; no live partial input
