relative_path	size_bytes	sha256
RUN_MATRIX_PREREG.tsv	685	c1009aa1ab32b4a177087ee2e7df41f3d9963dd484cf1e0e2f2e6cae841e48c3
SOURCE_ANCHORS.md	963	b02900c64d6b913c8ee8d52917ad2ebf97f9a5dc03392d94c09e5ea7e5818db8
STEPWISE_BEHAVIOR.tsv	88704	6283463aa525ed5a09265a025943ad8f0649b66f7c1b8b2839b475e33bdfb883
SYNTHETIC_VS_MODEL_DERIVED.md	1283	7e634f292fed13d449ff4e389f7ea690205a684b29314ed5b48a06d3025fb3cd
SYSTEM_SAFETY_RECEIPT.tsv	408	bbd0c44ce1a8112d5c6e82cc9cfd2356c826268ad35f13b840f6f272a9bab399
UVM_EVENT_MATRIX.tsv	8980	fec6581987f2f11f2a6d336df7d7886bd4b79a5f83e00c60e48b39762c425b7c
VALIDATION_SUMMARY.md	905	db68c59d88d94b734dae2d00a717b2231fdc7a27336f368ac61be30e17b5b1bb
bin/model_derived_uvm	1038024	1d5d22f26758ed81a9607c9d50bbfbedd9baee57bc0e30a722fbce94b6f97bb9
bridge_build/build.ninja	1198	2b1adca7575384dbc40f98f2ca8711235fef0a3d268213a04f7726570e2e162e
bridge_build/main.cpp	998	dea292099b47c3748dc258d09cbbd2e3709330bf0597024b1a08ddb30bca2c7c
routing/ROUTE_TRACE.jsonl	550556	2144c7f2e2fb18cf98b4fb41f7819c7e370b4fbb5f639810fdb059bc2954d61f
routing/ROUTING_CAPTURE_RECEIPT.json	622	b55744e3db4d82695e73f41d0761a0a1cf3442a425789c5ab985f3634bc467a8
runs/D1_FULL_M0/export.stderr	8101	9b830cc3cb973ce27ee4f2782f6260de0bafd7fa097d331befd2a187a53d0a46
runs/D1_FULL_M0/profile.nsys-rep	7542405	ef16147e66be5a5881e3ae73b790f47e78e7716857224b409ace9020d3cf6e02
runs/D1_FULL_M0/profile.sqlite	22540288	6289f29ad4427d7d41466f96385243f71a60f02a6e1f69cceec344330b2fb7a6
runs/D1_FULL_M0/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/D1_FULL_M0/stdout.log	3075	03686dd31800cdc017ec93ec0418f67db957764880693638bd72412a54114058
runs/D1_FULL_M0/steps.tsv	312	199d8de94967443d784cc1e6a41083555112efa73979e61384e03edf8fc0b05a
runs/D1_FULL_M1/export.stderr	8101	dfd1912cf093e07361c0d16e74d7b0b622c79628568b1c0d77eac63f516f0fe5
runs/D1_FULL_M1/profile.nsys-rep	2178902	f3e2d64a081a1cb4778206ef5fa708915e0d115f3128f8f41771fbac94229fd5
runs/D1_FULL_M1/profile.sqlite	6938624	028de9d6c3bbce2439df102f127aab6914ef1fe855ee31be20abf7df296c4320
runs/D1_FULL_M1/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/D1_FULL_M1/stdout.log	3183	82c3c9ebfa1f0541224983d9b0b1dc478fba6c4f4dfe1744c3bcafd0ccfa5172
runs/D1_FULL_M1/steps.tsv	313	2fc8a0a95217d3b883f6ad9d7a750d29f3da087800008bfd7b40bff2ebf8c0ee
runs/D2_MILD_OVERSUB_M0/export.stderr	8101	f81cf441cff4deef18a2c26fd6997a4bafb341dbbc32aa9d245db7f57f54899a
runs/D2_MILD_OVERSUB_M0/profile.nsys-rep	59926787	2d07988863543bdb83eb9dd111f05d9da002bcb68db80e2379b300445bb61f87
runs/D2_MILD_OVERSUB_M0/profile.sqlite	180920320	d3a2ede719809ca57e7c08b270b92ded3485f20869f5b8ac508d354e45e3e0b8
runs/D2_MILD_OVERSUB_M0/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/D2_MILD_OVERSUB_M0/stdout.log	5364	f8fb8943ab222325462786e6c3b539946c892236b80e030b075a698dcbc0eda1
runs/D2_MILD_OVERSUB_M0/steps.tsv	1602	7b538489c36664f63a623b2e1ee3931e28bccced4b4f3b8987af626089754775
runs/D2_MILD_OVERSUB_M1/export.stderr	8101	8afd6064e5539bdeb34f5997549789c8500551c64ad161e85a45868dcc0d1de2
runs/D2_MILD_OVERSUB_M1/profile.nsys-rep	45983526	0b87cd0a17b18b6608748ff62f0beb7dc4f3db5550a8c129441009914a4b7274
runs/D2_MILD_OVERSUB_M1/profile.sqlite	136617984	8574ef6c1691d924c953a2f5ec010db26bab909341799dbf11787f6ecd8d4743
runs/D2_MILD_OVERSUB_M1/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/D2_MILD_OVERSUB_M1/stdout.log	5368	f1260afa68e7c5a9b7d5f49f4f7d35bceadd196e3d9e57cac4d82b94aaf2cc5f
runs/D2_MILD_OVERSUB_M1/steps.tsv	1602	2f2ed7524cbdb069e7bf80c8f6b7fec919502b83093ed9bf05650e5c6b620e0c
runs/D2_NEAR_CAPACITY_M0/export.stderr	8101	997c3d97e602aec534dd1f1252439e75ea057a927e748f0b3c871c668f859f15
runs/D2_NEAR_CAPACITY_M0/profile.nsys-rep	16301586	294d5afe04dc16ae4eb1920953f71250ed354363a4b452ace357213cd60f309d
runs/D2_NEAR_CAPACITY_M0/profile.sqlite	50544640	318deaed067bbacefc4ca254a48e881095379665e0a0007b7fd6a55ef44339ec
runs/D2_NEAR_CAPACITY_M0/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/D2_NEAR_CAPACITY_M0/stdout.log	4662	a0b822d87c7d99ca5a459b1c2335bf2bbd26a50b10c9425480ea2f935815197d
runs/D2_NEAR_CAPACITY_M0/steps.tsv	1629	61afee91dd224bcea264543b18f95519a86a9389f4598a97c80b6597d278d5f0
runs/D2_NEAR_CAPACITY_M1/export.stderr	8101	41084fda632d1ef07c563367ee8eb89e410ab158a91e4bba37c1998508cddd9c
runs/D2_NEAR_CAPACITY_M1/profile.nsys-rep	1860446	86f54dce8bc7e4fe7d3a5989a6c4e1d805ec3d7484ee0890ab297d2b7064b01e
runs/D2_NEAR_CAPACITY_M1/profile.sqlite	6033408	12a397b74d3637a311bd434323f8fb951ea6dc74bfc13d8825eefae4b330e45a
runs/D2_NEAR_CAPACITY_M1/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/D2_NEAR_CAPACITY_M1/stdout.log	2878	b90a1f63b19fce77b1b3406a4909df55a106b30b0717ee85045964add67b95c7
runs/D2_NEAR_CAPACITY_M1/steps.tsv	1633	f450777df840b67cc7f7c58d4180d623e88d4968b1483090346b9ecc3faeb758
runs/D2_RESIDENT_M0/export.stderr	8101	83db27ab845632b99e19593d92ccc0de9c48824301b6b292228da1aea0148f1e
runs/D2_RESIDENT_M0/profile.nsys-rep	13225731	30b12da46a627ed2a9cb1ebed0f87166bd48b63bbd412af40406243c42bd3872
runs/D2_RESIDENT_M0/profile.sqlite	40755200	4588fc7e07c6538bb4d0f1a12ed96d47d05978b0336a95565ab86b80b773e318
runs/D2_RESIDENT_M0/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/D2_RESIDENT_M0/stdout.log	4003	ef6b2ebee6bd62e886b3da0328f12f48fb891dc1439c2edbd4aae05e89b10dee
runs/D2_RESIDENT_M0/steps.tsv	1466	083ad230d086c9212ad75ba68beee9c141c0dad0f1c0bd4656ea12c377015ba8
runs/D2_RESIDENT_M1/export.stderr	8101	5d41e6b01d18eeb5382b05cf637d3ae2cee0a23b3fee56b49288d23ece3c3371
runs/D2_RESIDENT_M1/profile.nsys-rep	1480202	6ea7c87f30247f39c0a2222691b2b4f90b731e4e3b1ff2f69a735f079db28b01
runs/D2_RESIDENT_M1/profile.sqlite	4808704	79d3cd05fe7c9b51a8acf728c14859c95629e5f6667160b6d3aab9fbcedbff07
runs/D2_RESIDENT_M1/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/D2_RESIDENT_M1/stdout.log	2435	765f5aad639eae4e50a63c1a01db266ff7dcfbda62e4bdc7fd5dd407b8acdc3d
runs/D2_RESIDENT_M1/steps.tsv	1461	c4ac0c4a4abaaa313d6e24991792a2b5166b7bc8889e55b01aca34cf03dfe6c6
runs/D3_ACTUAL_DECODE8_M0/export.stderr	8101	d8caec50baed27de77922cf7eb8417c0a7961d87a86965f04f536af74d7b0450
runs/D3_ACTUAL_DECODE8_M0/profile.nsys-rep	4823653	48fddc3f4ea21ba5c1cb0a5bc09c7336e44a8e16fd46ad028fc72d7ff38c6c1a
runs/D3_ACTUAL_DECODE8_M0/profile.sqlite	14331904	7d3311a4554a7410bf4a6ba3b84e7a554f7d4de7a37084d1d79d34afaee5de8e
runs/D3_ACTUAL_DECODE8_M0/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/D3_ACTUAL_DECODE8_M0/stdout.log	2773	43a9af1acbc587efa71240447475c984c1df160e065123a157598ad2d3788ee2
runs/D3_ACTUAL_DECODE8_M0/steps.tsv	18340	10d7d907cea959bc3151ca82d77fdba9b997da26ac9422e8f309ca128a506f49
runs/D3_ACTUAL_DECODE8_M1/export.stderr	8101	03bb9da34c5b6ee0cc4e6989a960d608e8c103b9ada83a4e65518c31ba14ea6d
runs/D3_ACTUAL_DECODE8_M1/profile.nsys-rep	2737143	ca79f496d479bf21716aceb1cde7fe5651b82a3a86da01b77af4243612408b66
runs/D3_ACTUAL_DECODE8_M1/profile.sqlite	8343552	6cb978001368c356c44c4c1c85fc8270e3d9ed1f780adf4099ddb3b654b4629a
runs/D3_ACTUAL_DECODE8_M1/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/D3_ACTUAL_DECODE8_M1/stdout.log	3257	3c32eedbc29ddb4e583e31f35a0092bd30a526647150800a08b04f98a085b75f
runs/D3_ACTUAL_DECODE8_M1/steps.tsv	18215	289dcc3a100443571149991d868727c7b1dfb7f73b88d61f6fe1c51ae7447cfe
