asset_role	model	revision	model_path	tensor_name	tensor_pattern	shape	dtype	byte_count	layer_id	expert_id	tensor_group	source_file	source_file_sha256	total_parameter_bytes	expert_pool_bytes	non_expert_bytes
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.0.self_attn.q_proj.weight	model.layers.{N}.self_attn.q_proj.weight	[4096,4096]	BF16	33554432	0	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.0.self_attn.v_proj.weight	model.layers.{N}.self_attn.v_proj.weight	[1024,4096]	BF16	8388608	0	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.1.input_layernorm.weight	model.layers.{N}.input_layernorm.weight	[4096]	BF16	8192	1	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.1.mlp.down_proj.weight	model.layers.{N}.mlp.down_proj.weight	[4096,12288]	BF16	100663296	1	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.1.mlp.gate_proj.weight	model.layers.{N}.mlp.gate_proj.weight	[12288,4096]	BF16	100663296	1	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.1.mlp.up_proj.weight	model.layers.{N}.mlp.up_proj.weight	[12288,4096]	BF16	100663296	1	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.1.post_attention_layernorm.weight	model.layers.{N}.post_attention_layernorm.weight	[4096]	BF16	8192	1	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.1.self_attn.k_norm.weight	model.layers.{N}.self_attn.k_norm.weight	[128]	BF16	256	1	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.1.self_attn.k_proj.weight	model.layers.{N}.self_attn.k_proj.weight	[1024,4096]	BF16	8388608	1	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.1.self_attn.o_proj.weight	model.layers.{N}.self_attn.o_proj.weight	[4096,4096]	BF16	33554432	1	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.1.self_attn.q_norm.weight	model.layers.{N}.self_attn.q_norm.weight	[128]	BF16	256	1	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.1.self_attn.q_proj.weight	model.layers.{N}.self_attn.q_proj.weight	[4096,4096]	BF16	33554432	1	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.1.self_attn.v_proj.weight	model.layers.{N}.self_attn.v_proj.weight	[1024,4096]	BF16	8388608	1	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.2.input_layernorm.weight	model.layers.{N}.input_layernorm.weight	[4096]	BF16	8192	2	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.2.mlp.down_proj.weight	model.layers.{N}.mlp.down_proj.weight	[4096,12288]	BF16	100663296	2	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.2.mlp.gate_proj.weight	model.layers.{N}.mlp.gate_proj.weight	[12288,4096]	BF16	100663296	2	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.2.mlp.up_proj.weight	model.layers.{N}.mlp.up_proj.weight	[12288,4096]	BF16	100663296	2	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.2.post_attention_layernorm.weight	model.layers.{N}.post_attention_layernorm.weight	[4096]	BF16	8192	2	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.2.self_attn.k_norm.weight	model.layers.{N}.self_attn.k_norm.weight	[128]	BF16	256	2	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.2.self_attn.k_proj.weight	model.layers.{N}.self_attn.k_proj.weight	[1024,4096]	BF16	8388608	2	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.2.self_attn.o_proj.weight	model.layers.{N}.self_attn.o_proj.weight	[4096,4096]	BF16	33554432	2	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.2.self_attn.q_norm.weight	model.layers.{N}.self_attn.q_norm.weight	[128]	BF16	256	2	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.2.self_attn.q_proj.weight	model.layers.{N}.self_attn.q_proj.weight	[4096,4096]	BF16	33554432	2	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.2.self_attn.v_proj.weight	model.layers.{N}.self_attn.v_proj.weight	[1024,4096]	BF16	8388608	2	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.3.input_layernorm.weight	model.layers.{N}.input_layernorm.weight	[4096]	BF16	8192	3	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.3.mlp.down_proj.weight	model.layers.{N}.mlp.down_proj.weight	[4096,12288]	BF16	100663296	3	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.3.mlp.gate_proj.weight	model.layers.{N}.mlp.gate_proj.weight	[12288,4096]	BF16	100663296	3	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.3.mlp.up_proj.weight	model.layers.{N}.mlp.up_proj.weight	[12288,4096]	BF16	100663296	3	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.3.post_attention_layernorm.weight	model.layers.{N}.post_attention_layernorm.weight	[4096]	BF16	8192	3	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.3.self_attn.k_norm.weight	model.layers.{N}.self_attn.k_norm.weight	[128]	BF16	256	3	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.3.self_attn.k_proj.weight	model.layers.{N}.self_attn.k_proj.weight	[1024,4096]	BF16	8388608	3	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.3.self_attn.o_proj.weight	model.layers.{N}.self_attn.o_proj.weight	[4096,4096]	BF16	33554432	3	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.3.self_attn.q_norm.weight	model.layers.{N}.self_attn.q_norm.weight	[128]	BF16	256	3	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.3.self_attn.q_proj.weight	model.layers.{N}.self_attn.q_proj.weight	[4096,4096]	BF16	33554432	3	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.3.self_attn.v_proj.weight	model.layers.{N}.self_attn.v_proj.weight	[1024,4096]	BF16	8388608	3	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.4.input_layernorm.weight	model.layers.{N}.input_layernorm.weight	[4096]	BF16	8192	4	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.4.mlp.down_proj.weight	model.layers.{N}.mlp.down_proj.weight	[4096,12288]	BF16	100663296	4	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.4.mlp.gate_proj.weight	model.layers.{N}.mlp.gate_proj.weight	[12288,4096]	BF16	100663296	4	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.4.mlp.up_proj.weight	model.layers.{N}.mlp.up_proj.weight	[12288,4096]	BF16	100663296	4	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.4.post_attention_layernorm.weight	model.layers.{N}.post_attention_layernorm.weight	[4096]	BF16	8192	4	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.4.self_attn.k_norm.weight	model.layers.{N}.self_attn.k_norm.weight	[128]	BF16	256	4	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.4.self_attn.k_proj.weight	model.layers.{N}.self_attn.k_proj.weight	[1024,4096]	BF16	8388608	4	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.4.self_attn.o_proj.weight	model.layers.{N}.self_attn.o_proj.weight	[4096,4096]	BF16	33554432	4	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.4.self_attn.q_norm.weight	model.layers.{N}.self_attn.q_norm.weight	[128]	BF16	256	4	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.4.self_attn.q_proj.weight	model.layers.{N}.self_attn.q_proj.weight	[4096,4096]	BF16	33554432	4	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.4.self_attn.v_proj.weight	model.layers.{N}.self_attn.v_proj.weight	[1024,4096]	BF16	8388608	4	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.5.input_layernorm.weight	model.layers.{N}.input_layernorm.weight	[4096]	BF16	8192	5	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.5.mlp.down_proj.weight	model.layers.{N}.mlp.down_proj.weight	[4096,12288]	BF16	100663296	5	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.5.mlp.gate_proj.weight	model.layers.{N}.mlp.gate_proj.weight	[12288,4096]	BF16	100663296	5	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.5.mlp.up_proj.weight	model.layers.{N}.mlp.up_proj.weight	[12288,4096]	BF16	100663296	5	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
DENSE_SELECTED	Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	/data/c16/models/.incoming/qwen3_8b/b968826d9c46dd6066d109eabc6255188de91218	model.layers.5.post_attention_layernorm.weight	model.layers.{N}.post_attention_layernorm.weight	[4096]	BF16	8192	5	N/A	NON_EXPERT	model-00001-of-00005.safetensors	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	16381470720	0	16381470720
