source_lane	source_commit	original_repository_path	git_blob_sha	sha256	local_snapshot_path	evidence_class	scientific_role
fast64	18a68dcccd795f1b6cda75504e9450d00c9cee02	docs/dtc_l1/fast64/review_packs/FAST64_FINAL/traffic_pressure.tsv	e97618b71abd0538b7b05061b32220bdf69a5e18	3b77a052e6159831c2271e12f4555d7f97b08cf92ddcda15dd37060e80d149f3	inputs/fast64/docs/dtc_l1/fast64/review_packs/FAST64_FINAL/traffic_pressure.tsv	ACCEPTED_FAST64_EVIDENCE	immutable primary performance and sensitivity authority
A	c1774a452e244d431c215010b1039e9d3e074f2a	docs/dtc_l1/post_fast64/POST_FAST64_PAPER_RESULT_ANALYSIS.md	0ff83998aa2db51b282637cc222a27156bd7cce0	014ec6d7af4f5e0f537f3f2d765af23fcb325594eb413ab47ffde80a56380eb3	inputs/A/docs/dtc_l1/post_fast64/POST_FAST64_PAPER_RESULT_ANALYSIS.md	EXISTING_DATA_DERIVED_ANALYSIS	paper tables and reviewed FAST64 presentation
A	c1774a452e244d431c215010b1039e9d3e074f2a	docs/dtc_l1/post_fast64/generated/A_ACCEPTED_INPUT_MANIFEST.tsv	e2323c43fc4307a37338a7328fd02b77e60cc0c3	1cd939808dc2042771e7a9b947420216be52eb30b277f8616c7213f274686b71	inputs/A/docs/dtc_l1/post_fast64/generated/A_ACCEPTED_INPUT_MANIFEST.tsv	EXISTING_DATA_DERIVED_ANALYSIS	paper tables and reviewed FAST64 presentation
A	c1774a452e244d431c215010b1039e9d3e074f2a	docs/dtc_l1/post_fast64/generated/paper_base_pressure_raw.tsv	7304d22124d878411534625a97a987e12389a8c8	4e99fad29f067cd603c1cbb35dd864e2ad5f666ceea03cda67373f4cdce806f9	inputs/A/docs/dtc_l1/post_fast64/generated/paper_base_pressure_raw.tsv	EXISTING_DATA_DERIVED_ANALYSIS	paper tables and reviewed FAST64 presentation
A	c1774a452e244d431c215010b1039e9d3e074f2a	docs/dtc_l1/post_fast64/generated/paper_base_pressure_normalized.tsv	fdcc9eda0a7d636ce72c648b0e8306b90536d263	16f3fb15c14d1df4ac38f19ef5dd6b0446e647905d87aca531a96b77a6192f3d	inputs/A/docs/dtc_l1/post_fast64/generated/paper_base_pressure_normalized.tsv	EXISTING_DATA_DERIVED_ANALYSIS	paper tables and reviewed FAST64 presentation
A	c1774a452e244d431c215010b1039e9d3e074f2a	docs/dtc_l1/post_fast64/generated/paper_io_oo_mechanism.tsv	2c5eb5548034e2f4bcd855dbacf2bb8ac22c83e1	a7048523dad0840e720f9c0da45c20b34f48b04de95a2fc445fdbadf660912b3	inputs/A/docs/dtc_l1/post_fast64/generated/paper_io_oo_mechanism.tsv	EXISTING_DATA_DERIVED_ANALYSIS	paper tables and reviewed FAST64 presentation
A	c1774a452e244d431c215010b1039e9d3e074f2a	docs/dtc_l1/post_fast64/generated/paper_primary_performance.tsv	cfa4acb0e73efdbd102d6a61f38d1ca23bdfa8b6	a4f3b08b01dff497af0c22e2212b893f59e3a3210357cf0831c951677f719c66	inputs/A/docs/dtc_l1/post_fast64/generated/paper_primary_performance.tsv	EXISTING_DATA_DERIVED_ANALYSIS	paper tables and reviewed FAST64 presentation
A	c1774a452e244d431c215010b1039e9d3e074f2a	docs/dtc_l1/post_fast64/generated/paper_sens_logical.tsv	4b948fffb3fb9f876b35f065cd7094ef28575ec0	442a124195051c1bfd7fd05dfef2f76fc1791b77f4ca4b99e56e8e5e5586fae4	inputs/A/docs/dtc_l1/post_fast64/generated/paper_sens_logical.tsv	EXISTING_DATA_DERIVED_ANALYSIS	paper tables and reviewed FAST64 presentation
A	c1774a452e244d431c215010b1039e9d3e074f2a	docs/dtc_l1/post_fast64/generated/paper_sens_physical.tsv	308cd9312bbe6f5694ea1a7e5862eef51a471730	059c40384087a903a086b718e24de9ea5946d9e4070f901e523cecb6f8931a82	inputs/A/docs/dtc_l1/post_fast64/generated/paper_sens_physical.tsv	EXISTING_DATA_DERIVED_ANALYSIS	paper tables and reviewed FAST64 presentation
A	c1774a452e244d431c215010b1039e9d3e074f2a	docs/dtc_l1/post_fast64/generated/paper_sens_pib.tsv	ff0c558ce4d40c021681f8594a102a2ec052d2bb	0c345437489cbb2c848cf1b9862046d7e549c182f544178affbd8fe9197cfc6f	inputs/A/docs/dtc_l1/post_fast64/generated/paper_sens_pib.tsv	EXISTING_DATA_DERIVED_ANALYSIS	paper tables and reviewed FAST64 presentation
A	c1774a452e244d431c215010b1039e9d3e074f2a	docs/dtc_l1/post_fast64/generated/paper_workload_explanations.tsv	6c044945a42d85ce428cf7173546db593f06ca14	354cf58749a1114b692e67e3a497582c5d5150e75283ee8877ddff23873ac719	inputs/A/docs/dtc_l1/post_fast64/generated/paper_workload_explanations.tsv	EXISTING_DATA_DERIVED_ANALYSIS	paper tables and reviewed FAST64 presentation
B	757b8cbf2c536b04f8a6ef4db847af04f337378d	docs/dtc_l1/post_fast64/PHYSICAL_POOL_CAUSAL_HANDOFF.md	34feb7b3f8f1b5b72c235eeddb23f6f3e841a8c7	1145ccf66eea3de49c60b74d05c6754b3fab69b3b2e17103005d2170d2edc4b1	inputs/B/docs/dtc_l1/post_fast64/PHYSICAL_POOL_CAUSAL_HANDOFF.md	EXISTING_DATA_DERIVED_ANALYSIS	pre-observer physical-pool source audit and accepted sweep analysis
B	757b8cbf2c536b04f8a6ef4db847af04f337378d	docs/dtc_l1/post_fast64/PHYSICAL_POOL_SOURCE_AUDIT.md	58b9cda479e5b67d9976c2154f8b830fa2bd468d	71c77ac5c3e1efe232a57806766f84449f7222cdc4aae5408833137c84a953f2	inputs/B/docs/dtc_l1/post_fast64/PHYSICAL_POOL_SOURCE_AUDIT.md	EXISTING_DATA_DERIVED_ANALYSIS	pre-observer physical-pool source audit and accepted sweep analysis
B	757b8cbf2c536b04f8a6ef4db847af04f337378d	generated/post_fast64/physical_pool_mechanism_normalization_dictionary.tsv	45fb244281b716a638a667a98274c29d06bb30da	374cd8130c488d9aa3a1a164e671d09fe1354795f5796224df4e00889b4c23c2	inputs/B/generated/post_fast64/physical_pool_mechanism_normalization_dictionary.tsv	EXISTING_DATA_DERIVED_ANALYSIS	pre-observer physical-pool source audit and accepted sweep analysis
B	757b8cbf2c536b04f8a6ef4db847af04f337378d	generated/post_fast64/physical_pool_mechanism_normalized.tsv	aa0e9a7ffcdade976d2fed0474dcfb648482c2e7	7e546637ec15a6bdc54c8280c5d206870c8bfb4e85087d52443c3e169bf4d8ef	inputs/B/generated/post_fast64/physical_pool_mechanism_normalized.tsv	EXISTING_DATA_DERIVED_ANALYSIS	pre-observer physical-pool source audit and accepted sweep analysis
B	757b8cbf2c536b04f8a6ef4db847af04f337378d	generated/post_fast64/physical_pool_mechanism_raw.tsv	87d4895beaf98ab54d744fcbd57b22443b6a3624	37ed51ec234b4cd53f19c4780c9d051c5713ff2a01892a7daece89d75547068c	inputs/B/generated/post_fast64/physical_pool_mechanism_raw.tsv	EXISTING_DATA_DERIVED_ANALYSIS	pre-observer physical-pool source audit and accepted sweep analysis
C	18800873478576309b08b538974c3872fc2cb6df	docs/dtc_l1/post_fast64/DUPLICATE_MISS_HANDOFF.md	206f43114de86e13d5c966a6806faf6592da8830	799414a499e8ed627510adb147670ba437eafd9eadd7b4646700c6150eee9288	inputs/C/docs/dtc_l1/post_fast64/DUPLICATE_MISS_HANDOFF.md	EXISTING_DATA_DERIVED_ANALYSIS	accepted IO duplicate-request semantics and FAST12 extraction
C	18800873478576309b08b538974c3872fc2cb6df	docs/dtc_l1/post_fast64/DUPLICATE_MISS_SOURCE_SEMANTICS.md	54fb61babb7f833dbf601b66c2704233a10adb00	cc052e9e2539568e8073be35533d27af1ef3118a3e12d3aec0e3af24e7410c51	inputs/C/docs/dtc_l1/post_fast64/DUPLICATE_MISS_SOURCE_SEMANTICS.md	EXISTING_DATA_DERIVED_ANALYSIS	accepted IO duplicate-request semantics and FAST12 extraction
C	18800873478576309b08b538974c3872fc2cb6df	generated/post_fast64/duplicate_miss_fast12_io.tsv	1438daf8adeb64c3673b98bb4f623455f5c033d2	9537f6a55994e674b659be425cfc0e81144b5d3846a8c7282e56b193fc2655bd	inputs/C/generated/post_fast64/duplicate_miss_fast12_io.tsv	EXISTING_DATA_DERIVED_ANALYSIS	accepted IO duplicate-request semantics and FAST12 extraction
C	18800873478576309b08b538974c3872fc2cb6df	generated/post_fast64/duplicate_miss_input_manifest.tsv	09f5a8e8c23585f5e4a180aeddca0e68b6470de1	4440a75c9198a41411e4c2d20a75983cae1a260c65f88e78cf067147a8991f75	inputs/C/generated/post_fast64/duplicate_miss_input_manifest.tsv	EXISTING_DATA_DERIVED_ANALYSIS	accepted IO duplicate-request semantics and FAST12 extraction
C	18800873478576309b08b538974c3872fc2cb6df	generated/post_fast64/duplicate_miss_oo_semantic_gap.tsv	31219203ae885ea20135da151f1078bef63bfe49	b6786e0df567ee460b594533ff2b13742fbffdcfc1d2346fc5ec4655e8adc23d	inputs/C/generated/post_fast64/duplicate_miss_oo_semantic_gap.tsv	EXISTING_DATA_DERIVED_ANALYSIS	accepted IO duplicate-request semantics and FAST12 extraction
C	18800873478576309b08b538974c3872fc2cb6df	generated/post_fast64/duplicate_miss_stage6_io_correlations.tsv	fe6d2e4306b16a0ad140f0c207047a49d8b2c66a	18ca088961ff50d2eeda06feae1a0bdf5e74a988caafcc6f362eed322542e97d	inputs/C/generated/post_fast64/duplicate_miss_stage6_io_correlations.tsv	EXISTING_DATA_DERIVED_ANALYSIS	accepted IO duplicate-request semantics and FAST12 extraction
C	18800873478576309b08b538974c3872fc2cb6df	generated/post_fast64/duplicate_miss_stage6_io_physical.tsv	53ec1451c68f57bfe16949a9bdbbfd9958a1c4cf	29f6d51238e85a9781db2952b868a7925f2d21b4d50ec882ab09a9a56a34068a	inputs/C/generated/post_fast64/duplicate_miss_stage6_io_physical.tsv	EXISTING_DATA_DERIVED_ANALYSIS	accepted IO duplicate-request semantics and FAST12 extraction
D_final	d33d236c0338d7ab4420c6ceceae3d5733e0a3ad	docs/dtc_l1/post_fast64/D4_D5_OBSERVER_PROVENANCE.md	596ce538dbc5c7ff04b7be5282c4c0f7c4de7abb	5eacd7d755ac297297e0b1d91b03bc9205d28c6b45d924f7c83c9e2ab15d86d7	inputs/D_final/docs/dtc_l1/post_fast64/D4_D5_OBSERVER_PROVENANCE.md	NEW_DIAGNOSTIC_TELEMETRY	complete diagnostic experiment history; retained for lineage
D_final	d33d236c0338d7ab4420c6ceceae3d5733e0a3ad	docs/dtc_l1/post_fast64/LANE_D_OBSERVER_FINAL.md	275e19bfd999c929119a6037c8904b8bb2e2f0b5	9b445a5634078a9727ab5e4fbea81eb42dbd3ffc4c1bce544693cb27c8232c9c	inputs/D_final/docs/dtc_l1/post_fast64/LANE_D_OBSERVER_FINAL.md	NEW_DIAGNOSTIC_TELEMETRY	complete diagnostic experiment history; retained for lineage
D_final	d33d236c0338d7ab4420c6ceceae3d5733e0a3ad	docs/dtc_l1/post_fast64/generated/D4_D5_OBSERVER_RAW_RUN_INDEX.tsv	fef74a8e529c6a6139d6ec463d24b0bce392918a	f7765fc93cb033195184d59ce548c7bf8cd817e544911fe048d491bf8f40b228	inputs/D_final/docs/dtc_l1/post_fast64/generated/D4_D5_OBSERVER_RAW_RUN_INDEX.tsv	NEW_DIAGNOSTIC_TELEMETRY	complete diagnostic experiment history; retained for lineage
D_final	d33d236c0338d7ab4420c6ceceae3d5733e0a3ad	docs/dtc_l1/post_fast64/generated/D5_OO_DUPLICATE_FAST12.tsv	2b0ec3f78ffe968fc0a754493c356b0ea26ea495	4ed62ec6b3d298bb057836b0b6356994faaa34c0d7e5bf44637cc6072a7ba687	inputs/D_final/docs/dtc_l1/post_fast64/generated/D5_OO_DUPLICATE_FAST12.tsv	NEW_DIAGNOSTIC_TELEMETRY	complete diagnostic experiment history; retained for lineage
D_revision	dfdf09850f133927d98aba51accd8ef082a4b6b0	docs/dtc_l1/post_fast64/LANE_D_ANALYSIS_REVISION.md	f92edd45d3b84f0f0e562e991a648d7a1f54e84e	904d47d9a69323ba7f2b70122d04a656e4f011023a102cc8fd178156c7fa2535	inputs/D_revision/docs/dtc_l1/post_fast64/LANE_D_ANALYSIS_REVISION.md	NEW_DIAGNOSTIC_TELEMETRY	selected reviewed D4/D5/D6/D7 interpretation
D_revision	dfdf09850f133927d98aba51accd8ef082a4b6b0	docs/dtc_l1/post_fast64/LANE_D_OBSERVER_FINAL.md	e07b4cc889a3d298af5cbabc18aa39d041e0c987	1c392ab5a7d305fc5352c344c37de0d0ff19b0ad110c7cbc21c764c73190a828	inputs/D_revision/docs/dtc_l1/post_fast64/LANE_D_OBSERVER_FINAL.md	NEW_DIAGNOSTIC_TELEMETRY	selected reviewed D4/D5/D6/D7 interpretation
D_revision	dfdf09850f133927d98aba51accd8ef082a4b6b0	docs/dtc_l1/post_fast64/generated/D4_OBSERVER_PHYSICAL_TELEMETRY.tsv	9a7d61345a44a7adc0430e0cee16a54a37d967bf	037ff8b34efebbafb5b72fc19bbd2933cf367f1f05158a4bd26d7d1c01afd458	inputs/D_revision/docs/dtc_l1/post_fast64/generated/D4_OBSERVER_PHYSICAL_TELEMETRY.tsv	NEW_DIAGNOSTIC_TELEMETRY	selected reviewed D4/D5/D6/D7 interpretation
D_revision	dfdf09850f133927d98aba51accd8ef082a4b6b0	docs/dtc_l1/post_fast64/generated/D5_DUPLICATE_TRAFFIC_INFLATION.tsv	38efd79841017fa129256a5e769feac5bc918b6d	36830e7a61b24ad7de123bf565cbd1b2b22d73aa83d1c8b51cf3eb562ad715ae	inputs/D_revision/docs/dtc_l1/post_fast64/generated/D5_DUPLICATE_TRAFFIC_INFLATION.tsv	NEW_DIAGNOSTIC_TELEMETRY	selected reviewed D4/D5/D6/D7 interpretation
D_revision	dfdf09850f133927d98aba51accd8ef082a4b6b0	docs/dtc_l1/post_fast64/generated/D5_IO_OO_DUPLICATE_COMPARISON.tsv	86e2d644416bbe7e934afbadf788bd9c66cbfff8	3d45e87f4c14e2593917234850958b25a30b19f2605ffe202d1ee94ccd225578	inputs/D_revision/docs/dtc_l1/post_fast64/generated/D5_IO_OO_DUPLICATE_COMPARISON.tsv	NEW_DIAGNOSTIC_TELEMETRY	selected reviewed D4/D5/D6/D7 interpretation
D_revision	dfdf09850f133927d98aba51accd8ef082a4b6b0	docs/dtc_l1/post_fast64/generated/D5_OO_DUPLICATE_FAST12.tsv	2b0ec3f78ffe968fc0a754493c356b0ea26ea495	4ed62ec6b3d298bb057836b0b6356994faaa34c0d7e5bf44637cc6072a7ba687	inputs/D_revision/docs/dtc_l1/post_fast64/generated/D5_OO_DUPLICATE_FAST12.tsv	NEW_DIAGNOSTIC_TELEMETRY	selected reviewed D4/D5/D6/D7 interpretation
D_revision	dfdf09850f133927d98aba51accd8ef082a4b6b0	docs/dtc_l1/post_fast64/generated/D6_INTEGRATED_ARROW_CLASSIFICATION.tsv	457555df2e3e4f41a1160f380478a6bf1a37126c	048cca11aef18aebaa30c9508d7a89b7af49f531632870490e3f04239875b85a	inputs/D_revision/docs/dtc_l1/post_fast64/generated/D6_INTEGRATED_ARROW_CLASSIFICATION.tsv	NEW_DIAGNOSTIC_TELEMETRY	selected reviewed D4/D5/D6/D7 interpretation
D_revision	dfdf09850f133927d98aba51accd8ef082a4b6b0	docs/dtc_l1/post_fast64/generated/D7_ORDERED_PREEXISTING_STAT_AUDIT.tsv	6743b8b7fa895ab721bbfeb72787d463d5112e33	96a6b31825f400f962a1d595703726098a9e157fc052bd1409f3ee26d4a01562	inputs/D_revision/docs/dtc_l1/post_fast64/generated/D7_ORDERED_PREEXISTING_STAT_AUDIT.tsv	NEW_DIAGNOSTIC_TELEMETRY	selected reviewed D4/D5/D6/D7 interpretation
