workload	dimension	point	mode	modeled_value	config_path	config_sha256	cycles	instructions	lower_cap_full_events	origin	evidence_path	evidence_sha256	status
BICG	pib	32	IO	32_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_32/FAST64_SENS_PIB_32ENTRIES_IO.config	6963590ee62d3a2ca25d84389f5bf3f61af4c824a1a07d2158115f35900308ee	93942704	145666048	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_pib_precomputed_v1/fast64_sens_pib32_bicg_io_core95_a1_v1.json	333e3b5bf66988a493cd9da8f5836be7c86e629081a6a2cacbc82d454583573b	CANDIDATE_PENDING_STAGE6_HANDOFF
BICG	pib	32	OO	32_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_32/FAST64_SENS_PIB_32ENTRIES_OO.config	0486d13f4fcaa2c9b419195819e54f55d6634206b8caae4865d068a0b5163b60	47231655	145666048	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_pib_precomputed_v1/fast64_sens_pib32_bicg_oo_core95_a1_v1.json	c0223235fcbb2d9ee5e0a409f68cc101524f5017ba9d233c57e930702fdbc586	CANDIDATE_PENDING_STAGE6_HANDOFF
BICG	pib	64	IO	64_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_64/FAST64_SENS_PIB_64ENTRIES_IO.config	c01b2fd6b7becf1518a820f1e7bf91cd388f17e8f4cc853e84ac34f42fad8cd1	93942704	145666048	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_pib_precomputed_v1/fast64_sens_pib64_bicg_io_core95_a1_v1.json	d472cc673ac106307276e9f9d7249905f1eb6043a1a5417d5cb7c9b0a697a6bc	CANDIDATE_PENDING_STAGE6_HANDOFF
BICG	pib	64	OO	64_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_64/FAST64_SENS_PIB_64ENTRIES_OO.config	3f4fe9e3062568d72f9b5e8b61fa17fef6559a62d10af068677692f94c45875e	47231655	145666048	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_pib_precomputed_v1/fast64_sens_pib64_bicg_oo_core95_a1_v1.json	59e6fb06a616c93a0534102ee23142c2d78ba4322a670c5acea46fdd73be9814	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	logical	16	IO	16384	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_16/FAST64_SENS_LOGICAL_16KB_IO.config	d4a2d9d0088946b950370b922a8d8e34422bbca9bac26f109b3977fe02a7f621	244231	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_logical_precomputed_v1/fast64_sens_logical16_btree_io_core95_a1_v2.json	7cf6b7372ae76d33497dd52169b80a961fa5a4b0f86c1b90334b1e6ee899961f	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	logical	16	OO	16384	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_16/FAST64_SENS_LOGICAL_16KB_OO.config	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	172795	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_logical_precomputed_v1/fast64_sens_logical16_btree_oo_core95_a1_v2.json	7fb420284f76ffeb13b44b474fffb6fb24f36625009f3b3b859dde5901da96fe	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	logical	32	IO	32768	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_32/FAST64_SENS_LOGICAL_32KB_IO.config	fc760923bdea08ce1b256b7944171042a33e74fbe8b5844e7fa582f9bd43d2e3	235454	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_logical_precomputed_v1/fast64_sens_logical32_btree_io_core95_a1_v2.json	8a85b229a8fc85615b1957e891664319da0c5729198efc101aaea86e75c4afe1	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	logical	32	OO	32768	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_32/FAST64_SENS_LOGICAL_32KB_OO.config	cab21e03554de67271b7c7493c397ca2a30747f3d7fbc8ca6cc7d22bc5f3c399	152508	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_logical_precomputed_v1/fast64_sens_logical32_btree_oo_core95_a1_v2.json	fd47e57244229909bd18ef48119979a747276b7ad6f203331372ff137b966116	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	logical	64	IO	65536	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_64/FAST64_SENS_LOGICAL_64KB_IO.config	35b84094cf357a593606fc1f334d91317932caebd6d78084040cb9c0d9edb5aa	233835	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_logical_precomputed_v1/fast64_sens_logical64_btree_io_core95_a1_v2.json	49443914c6b165eaeeb9d25f379264df6e61e2cb85a199fb5f54adba5f7ab492	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	logical	64	OO	65536	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_64/FAST64_SENS_LOGICAL_64KB_OO.config	313ff9096e3255735829cb45df28a432be38b1fd4161e381868e10da17fa144f	146453	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_logical_precomputed_v1/fast64_sens_logical64_btree_oo_core95_a1_v2.json	a36ff8344fbc184a1cc559c017382941b807749673d1ba38c2921aff91c220a9	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	physical	16.5	IO	132_lines_16896B	configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_16.5/FAST64_SENS_PHYSICAL_16p5KB_IO.config	475b8eab9b555c06ca3adeb2b011079eee01de0bf7b8bcca36e7c3adce7d9a77	548243	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	physical	16.5	OO	132_lines_16896B	configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_16.5/FAST64_SENS_PHYSICAL_16p5KB_OO.config	f9855bce0b1480a529f894de15a2fd769233f83d837ee07e745f88c901782d31	171828	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_oo.json	749a07f87ea118c01471530195d1ef4ab03c09cdd180efe70635b804b5dd5dbb	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	physical	24	IO	192_lines_24576B	configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_24/FAST64_SENS_PHYSICAL_24KB_IO.config	6d8ab5fa96097c3aac520e0996ef6d3d57c4098646a646b74b02e4264a014d54	244231	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical24_io.json	5d3e8594eaf22c65350ffb77958b5bc54cdaae86a9bd95e65b6e2893d0c09960	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	physical	24	OO	192_lines_24576B	configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_24/FAST64_SENS_PHYSICAL_24KB_OO.config	e716164318dd12a61c06a50e1c4b95794c8dcfdca242cf4b7121ab96f3a94b11	172795	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v3/fast64_sens_v5_btree_physical24_oo.json	e07a90238e5cce80f9bf91495901f0c0a55a243004b1be9546e30d6c200499a2	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	physical	32	IO	256_lines_32768B	configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_32/FAST64_SENS_PHYSICAL_32KB_IO.config	65f477f59f24dddfbd06848196425228e1c4493b1e65ed7e7239fd938a951a06	244231	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v4/fast64_sens_v6_btree_physical32_io.json	4e64f82feae9772bded0d2cf9b8bae97becac91e319a7415d872af6e1948b341	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	physical	32	OO	256_lines_32768B	configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_32/FAST64_SENS_PHYSICAL_32KB_OO.config	d60177739b631e83dc6a6008425f47db53c49b1c409a54f1bedb261c837c4146	172795	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v4/fast64_sens_v6_btree_physical32_oo.json	cbc93d1d6809d150d8f5d7b56c37da3b9302497b32ef2639f37e050c66127e9f	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	physical	40	IO	320_lines_40960B	configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_40/FAST64_SENS_PHYSICAL_40KB_IO.config	69a9c237c1e092a0365899ddd770962ffc39c3e7dbe876ce872d9c6be0cf6659	244231	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v3/fast64_sens_v5_btree_physical40_io.json	b4f5a2acddd59bc59a517243bf8bb2909674aac6f2fc961c1b254bb0829a70db	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	physical	40	OO	320_lines_40960B	configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_40/FAST64_SENS_PHYSICAL_40KB_OO.config	6b1cf347db1186badbd3765f378ab588a0489e05b2a5c374d3059cd31e1c7109	172795	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v3/fast64_sens_v5_btree_physical40_oo.json	83c82dcd774b95c8edcbb065d3c7720be060a6e1a73a36edcae09f394ef1bccd	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	physical	48	IO	384_lines_49152B	configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_48/FAST64_SENS_PHYSICAL_48KB_IO.config	d70a7b0b9601058091b95e18cc8dcfdd0a8895f9438c87ed63f8e0f642396ec0	244231	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v3/fast64_sens_v5_btree_physical48_io.json	7c5540a2cfba57113658fa8f80ce81c10de494deee8d3973fc44699250a164c6	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	physical	48	OO	384_lines_49152B	configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_48/FAST64_SENS_PHYSICAL_48KB_OO.config	361c9c98a1e5ef710c623f5229b3e94214270f64c1d39ba7af20937a603216fe	172795	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v3/fast64_sens_v5_btree_physical48_oo.json	999f95942544a5c5dda70b83472ecea4b91c19aa34e8bc8aa8bf03077aa83535	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	pib	128	IO	128_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_128/FAST64_SENS_PIB_128ENTRIES_IO.config	b9af4ed0b9668712c65e629c460cc256249a6fe8c9e12914ae51f5b9e6ed39a2	244231	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_pib_precomputed_v1/fast64_sens_pib128_btree_io_core95_a1_v1.json	14bd1e2b03086fba441f1acfd68adb5ba88a513c6808d5e910a7dbddb046ab83	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	pib	128	OO	128_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_128/FAST64_SENS_PIB_128ENTRIES_OO.config	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	172795	444467849	0	EXACT_FAST64_4_PRIMARY_REUSE	docs/dtc_l1/fast64/generated/fast64_repaired_ramp_v1/fast64_btree_oo_core95ccdb7a_a1_r1.json	7e8306c558d494dc83b525f54a37d1213d8433675f2531842c9d7f7198a0765f	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	pib	192	IO	192_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_192/FAST64_SENS_PIB_192ENTRIES_IO.config	1c9041e7e8ddf3142ff8ae89157e82a343d3773cbf6858842da049f98af2ac4d	244231	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_pib_precomputed_v1/fast64_sens_pib192_btree_io_core95_a1_v1.json	c3891da98d70303fce564d9028d10bfd4f869f4d08fc29dde28832df3aa506dd	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	pib	192	OO	192_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_192/FAST64_SENS_PIB_192ENTRIES_OO.config	2c0a75f320c25960442644e70d2dc259b9db76a3673655dadb7273cc15644592	172795	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_pib_precomputed_v1/fast64_sens_pib192_btree_oo_core95_a1_v1.json	915dd39e3c76347076949c734c049ea46f14255d37cc1cbfd9610d315970d8ce	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	pib	256	IO	256_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_256/FAST64_SENS_PIB_256ENTRIES_IO.config	d4a2d9d0088946b950370b922a8d8e34422bbca9bac26f109b3977fe02a7f621	244231	444467849	0	EXACT_FAST64_4_PRIMARY_REUSE	docs/dtc_l1/fast64/generated/fast64_repaired_ramp_v1/fast64_btree_io_core95ccdb7a_a1_r1.json	f3246b76b4c4fe342b303d3d03afb136c37ce1fec079368e0a61aed73f6200a1	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	pib	256	OO	256_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_256/FAST64_SENS_PIB_256ENTRIES_OO.config	269010e11e53b4bc7bb2e09fdda7f7542f5a8b88267955f192e4d58be76bf89a	172795	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_pib_precomputed_v1/fast64_sens_pib256_btree_oo_core95_a1_v1.json	705ecc59e2b683bc598654879addfcf53a23e160780f1062897b12ffb8604575	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	pib	32	IO	32_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_32/FAST64_SENS_PIB_32ENTRIES_IO.config	6963590ee62d3a2ca25d84389f5bf3f61af4c824a1a07d2158115f35900308ee	270128	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_pib_precomputed_v1/fast64_sens_pib32_btree_io_core95_a1_v1.json	6d46a0f713374c23b38df58beb1814d43b4937d4e2dde9872754505cb465c91c	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	pib	32	OO	32_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_32/FAST64_SENS_PIB_32ENTRIES_OO.config	0486d13f4fcaa2c9b419195819e54f55d6634206b8caae4865d068a0b5163b60	173346	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_pib_precomputed_v1/fast64_sens_pib32_btree_oo_core95_a1_v1.json	f82dd8859dbf8244700dabfdadb5b950882b01b2b23d402a5c63c44656471f2e	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	pib	64	IO	64_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_64/FAST64_SENS_PIB_64ENTRIES_IO.config	c01b2fd6b7becf1518a820f1e7bf91cd388f17e8f4cc853e84ac34f42fad8cd1	246538	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_pib_precomputed_v1/fast64_sens_pib64_btree_io_core95_a1_v1.json	b3b1816e7215a79cc6870de9e5a4a61c4ce91495185cf385d6cafb11e8bb0c3e	CANDIDATE_PENDING_STAGE6_HANDOFF
Btree	pib	64	OO	64_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_64/FAST64_SENS_PIB_64ENTRIES_OO.config	3f4fe9e3062568d72f9b5e8b61fa17fef6559a62d10af068677692f94c45875e	172377	444467849	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_pib_precomputed_v1/fast64_sens_pib64_btree_oo_core95_a1_v1.json	cf06ed96b7d89cf4a6e216af1fbc175f78644fb05ab3c8fda160e343426120db	CANDIDATE_PENDING_STAGE6_HANDOFF
