plan_id	selector_sha	deployment_id	scenario_id	stratum_id	semantic_key_json	implementation_key	shape_regime	selection_reason	sampling_unit	target_launch_signature	target_indices	warmup_indices	weight	weight_basis	inclusion_probability	seed	split_role	expected_capture_bytes	execution_scope	eligibility_status
LAYER_ANCHOR_CHEAP_V1__B12	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	prefill	prefill|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""prefill""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:276	276	NA	115.333333333	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B12	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	prefill	prefill|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""prefill""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:415	415	NA	115.333333333	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B12	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	prefill	prefill|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""prefill""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:553	553	NA	115.333333333	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B12	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	prefill	prefill|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""prefill""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:691	691	NA	115.333333333	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B12	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	decode1	decode1|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""decode1""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:0	0	NA	123.333333333	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B12	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	decode1	decode1|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""decode1""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:148	148	NA	123.333333333	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B12	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	decode1	decode1|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""decode1""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:296	296	NA	123.333333333	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B12	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	decode1	decode1|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""decode1""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:443	443	NA	123.333333333	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B12	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	decode1	decode1|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""decode1""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:591	591	NA	123.333333333	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B12	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	decode1	decode1|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""decode1""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:739	739	NA	123.333333333	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B24	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	prefill	prefill|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""prefill""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:0	0	NA	57.6666666667	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B24	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	prefill	prefill|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""prefill""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:63	63	NA	57.6666666667	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B24	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	prefill	prefill|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""prefill""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:126	126	NA	57.6666666667	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B24	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	prefill	prefill|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""prefill""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:188	188	NA	57.6666666667	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B24	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	prefill	prefill|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""prefill""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:251	251	NA	57.6666666667	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B24	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	prefill	prefill|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""prefill""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:314	314	NA	57.6666666667	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B24	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	prefill	prefill|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""prefill""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:377	377	NA	57.6666666667	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B24	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	prefill	prefill|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""prefill""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:440	440	NA	57.6666666667	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B24	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	prefill	prefill|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""prefill""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:503	503	NA	57.6666666667	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B24	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	prefill	prefill|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""prefill""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:565	565	NA	57.6666666667	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B24	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	prefill	prefill|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""prefill""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:628	628	NA	57.6666666667	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B24	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	prefill	prefill|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""prefill""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:691	691	NA	57.6666666667	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B24	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	decode1	decode1|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""decode1""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:0	0	NA	61.6666666667	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B24	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	decode1	decode1|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""decode1""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:67	67	NA	61.6666666667	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
LAYER_ANCHOR_CHEAP_V1__B24	d6555f5b478ea09adb364bca5e440bde1545e4b793c76f68c850ddf83da36c07	C12_FROZEN_LLAMA32_1B	decode1	decode1|OPERATOR_UNKNOWN|IMPLEMENTATION_UNKNOWN|DTYPE_UNKNOWN|SHAPE_UNKNOWN|KV_LAYOUT_UNKNOWN|TP_UNKNOWN	"{""operator"": ""UNKNOWN"", ""phase"": ""decode1""}"	UNKNOWN_CHEAP	UNKNOWN_CHEAP	INFEASIBLE_NO_CHEAP_LAYER_ID; phase-order fallback only	compute_kernel	opaque-index:134	134	NA	61.6666666667	phase_stratum_N_over_n	NA	15001	RETROSPECTIVE_TEST	NA	OFFLINE_ONLY_NOT_CAPTURE_AUTHORIZATION	INFEASIBLE_FINE_STRATA
