deployment_id	scenario_id	sample_id	object_kind	metric	value	unit	numerator	denominator	evidence_tier	metric_scope	address_namespace	page_or_line_bytes	order_model	sm_mapping	initial_state	estimator_id	sampling_fraction	seed	error_bound	missing_reason	source_receipt
C12_FROZEN_LLAMA32_1B	prefill	6	KV_CACHE	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	6	KV_CACHE	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	6	UNKNOWN	refs	2048	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	6	UNKNOWN	unique_pages	3	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	7	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	7	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	7	KV_CACHE	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	7	KV_CACHE	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	7	UNKNOWN	refs	2048	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	7	UNKNOWN	unique_pages	1	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	8	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	8	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	8	KV_CACHE	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	8	KV_CACHE	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	8	UNKNOWN	refs	2048	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	8	UNKNOWN	unique_pages	2	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	9	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	9	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	9	KV_CACHE	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	9	KV_CACHE	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	9	UNKNOWN	refs	2048	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	9	UNKNOWN	unique_pages	3	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	10	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	10	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	10	KV_CACHE	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	10	KV_CACHE	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	10	UNKNOWN	refs	2048	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	10	UNKNOWN	unique_pages	2	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	11	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	11	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	11	KV_CACHE	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	11	KV_CACHE	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	11	UNKNOWN	refs	2097152	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	11	UNKNOWN	unique_pages	96	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	12	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	12	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	12	KV_CACHE	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	12	KV_CACHE	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	12	UNKNOWN	refs	524288	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	12	UNKNOWN	unique_pages	128	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	13	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	13	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	13	KV_CACHE	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	13	KV_CACHE	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	13	UNKNOWN	refs	262656	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	13	UNKNOWN	unique_pages	65	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	14	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	14	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	14	KV_CACHE	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	14	KV_CACHE	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	14	UNKNOWN	refs	256	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	14	UNKNOWN	unique_pages	1	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
