source	identity	roi	arm	lseg	compute_index	metric	value	unit
C12	decode1:F0:NONE	decode1	F0	NONE	2	vm_pte_dram_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	2	vm_translation_requester_latency_cycles_total	100	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	3	gpu_sim_cycle	6098	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	3	vm_l1_tlb_accesses	3	events
C12	decode1:F0:NONE	decode1	F0	NONE	3	vm_l1_tlb_hits	2	events
C12	decode1:F0:NONE	decode1	F0	NONE	3	vm_l1_tlb_misses	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	3	vm_l2_tlb_accesses	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	3	vm_l2_tlb_hits	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	3	vm_l2_tlb_misses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	3	vm_translation_walk_starts	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	3	vm_pte_requests	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	3	vm_pte_l2_only_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	3	vm_pte_dram_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	3	vm_translation_requester_latency_cycles_total	110	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	4	gpu_sim_cycle	5700	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	4	vm_l1_tlb_accesses	10	events
C12	decode1:F0:NONE	decode1	F0	NONE	4	vm_l1_tlb_hits	8	events
C12	decode1:F0:NONE	decode1	F0	NONE	4	vm_l1_tlb_misses	2	events
C12	decode1:F0:NONE	decode1	F0	NONE	4	vm_l2_tlb_accesses	2	events
C12	decode1:F0:NONE	decode1	F0	NONE	4	vm_l2_tlb_hits	2	events
C12	decode1:F0:NONE	decode1	F0	NONE	4	vm_l2_tlb_misses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	4	vm_translation_walk_starts	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	4	vm_pte_requests	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	4	vm_pte_l2_only_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	4	vm_pte_dram_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	4	vm_translation_requester_latency_cycles_total	261	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	5	gpu_sim_cycle	5787	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	5	vm_l1_tlb_accesses	4	events
C12	decode1:F0:NONE	decode1	F0	NONE	5	vm_l1_tlb_hits	3	events
C12	decode1:F0:NONE	decode1	F0	NONE	5	vm_l1_tlb_misses	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	5	vm_l2_tlb_accesses	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	5	vm_l2_tlb_hits	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	5	vm_l2_tlb_misses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	5	vm_translation_walk_starts	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	5	vm_pte_requests	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	5	vm_pte_l2_only_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	5	vm_pte_dram_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	5	vm_translation_requester_latency_cycles_total	120	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	6	gpu_sim_cycle	5666	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	6	vm_l1_tlb_accesses	4	events
C12	decode1:F0:NONE	decode1	F0	NONE	6	vm_l1_tlb_hits	3	events
C12	decode1:F0:NONE	decode1	F0	NONE	6	vm_l1_tlb_misses	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	6	vm_l2_tlb_accesses	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	6	vm_l2_tlb_hits	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	6	vm_l2_tlb_misses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	6	vm_translation_walk_starts	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	6	vm_pte_requests	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	6	vm_pte_l2_only_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	6	vm_pte_dram_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	6	vm_translation_requester_latency_cycles_total	120	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	7	gpu_sim_cycle	5783	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	7	vm_l1_tlb_accesses	4	events
C12	decode1:F0:NONE	decode1	F0	NONE	7	vm_l1_tlb_hits	3	events
C12	decode1:F0:NONE	decode1	F0	NONE	7	vm_l1_tlb_misses	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	7	vm_l2_tlb_accesses	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	7	vm_l2_tlb_hits	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	7	vm_l2_tlb_misses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	7	vm_translation_walk_starts	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	7	vm_pte_requests	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	7	vm_pte_l2_only_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	7	vm_pte_dram_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	7	vm_translation_requester_latency_cycles_total	120	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	8	gpu_sim_cycle	5666	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	8	vm_l1_tlb_accesses	4	events
C12	decode1:F0:NONE	decode1	F0	NONE	8	vm_l1_tlb_hits	3	events
C12	decode1:F0:NONE	decode1	F0	NONE	8	vm_l1_tlb_misses	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	8	vm_l2_tlb_accesses	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	8	vm_l2_tlb_hits	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	8	vm_l2_tlb_misses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	8	vm_translation_walk_starts	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	8	vm_pte_requests	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	8	vm_pte_l2_only_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	8	vm_pte_dram_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	8	vm_translation_requester_latency_cycles_total	120	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	9	gpu_sim_cycle	5666	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	9	vm_l1_tlb_accesses	4	events
C12	decode1:F0:NONE	decode1	F0	NONE	9	vm_l1_tlb_hits	3	events
C12	decode1:F0:NONE	decode1	F0	NONE	9	vm_l1_tlb_misses	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	9	vm_l2_tlb_accesses	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	9	vm_l2_tlb_hits	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	9	vm_l2_tlb_misses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	9	vm_translation_walk_starts	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	9	vm_pte_requests	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	9	vm_pte_l2_only_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	9	vm_pte_dram_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	9	vm_translation_requester_latency_cycles_total	120	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	10	gpu_sim_cycle	5666	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	10	vm_l1_tlb_accesses	4	events
C12	decode1:F0:NONE	decode1	F0	NONE	10	vm_l1_tlb_hits	3	events
C12	decode1:F0:NONE	decode1	F0	NONE	10	vm_l1_tlb_misses	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	10	vm_l2_tlb_accesses	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	10	vm_l2_tlb_hits	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	10	vm_l2_tlb_misses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	10	vm_translation_walk_starts	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	10	vm_pte_requests	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	10	vm_pte_l2_only_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	10	vm_pte_dram_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	10	vm_translation_requester_latency_cycles_total	120	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	11	gpu_sim_cycle	7289	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	11	vm_l1_tlb_accesses	1056	events
C12	decode1:F0:NONE	decode1	F0	NONE	11	vm_l1_tlb_hits	1015	events
C12	decode1:F0:NONE	decode1	F0	NONE	11	vm_l1_tlb_misses	41	events
C12	decode1:F0:NONE	decode1	F0	NONE	11	vm_l2_tlb_accesses	41	events
C12	decode1:F0:NONE	decode1	F0	NONE	11	vm_l2_tlb_hits	9	events
C12	decode1:F0:NONE	decode1	F0	NONE	11	vm_l2_tlb_misses	32	events
C12	decode1:F0:NONE	decode1	F0	NONE	11	vm_translation_walk_starts	2	events
C12	decode1:F0:NONE	decode1	F0	NONE	11	vm_pte_requests	2	events
C12	decode1:F0:NONE	decode1	F0	NONE	11	vm_pte_l2_only_responses	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	11	vm_pte_dram_responses	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	11	vm_translation_requester_latency_cycles_total	27947	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	12	gpu_sim_cycle	6811	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	12	vm_l1_tlb_accesses	1056	events
C12	decode1:F0:NONE	decode1	F0	NONE	12	vm_l1_tlb_hits	1018	events
C12	decode1:F0:NONE	decode1	F0	NONE	12	vm_l1_tlb_misses	38	events
C12	decode1:F0:NONE	decode1	F0	NONE	12	vm_l2_tlb_accesses	38	events
C12	decode1:F0:NONE	decode1	F0	NONE	12	vm_l2_tlb_hits	6	events
C12	decode1:F0:NONE	decode1	F0	NONE	12	vm_l2_tlb_misses	32	events
C12	decode1:F0:NONE	decode1	F0	NONE	12	vm_translation_walk_starts	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	12	vm_pte_requests	2	events
C12	decode1:F0:NONE	decode1	F0	NONE	12	vm_pte_l2_only_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	12	vm_pte_dram_responses	2	events
C12	decode1:F0:NONE	decode1	F0	NONE	12	vm_translation_requester_latency_cycles_total	43076	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	13	gpu_sim_cycle	13576	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	13	vm_l1_tlb_accesses	520	events
C12	decode1:F0:NONE	decode1	F0	NONE	13	vm_l1_tlb_hits	519	events
C12	decode1:F0:NONE	decode1	F0	NONE	13	vm_l1_tlb_misses	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	13	vm_l2_tlb_accesses	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	13	vm_l2_tlb_hits	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	13	vm_l2_tlb_misses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	13	vm_translation_walk_starts	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	13	vm_pte_requests	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	13	vm_pte_l2_only_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	13	vm_pte_dram_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	13	vm_translation_requester_latency_cycles_total	5280	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	14	gpu_sim_cycle	5570	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	14	vm_l1_tlb_accesses	2	events
C12	decode1:F0:NONE	decode1	F0	NONE	14	vm_l1_tlb_hits	2	events
C12	decode1:F0:NONE	decode1	F0	NONE	14	vm_l1_tlb_misses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	14	vm_l2_tlb_accesses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	14	vm_l2_tlb_hits	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	14	vm_l2_tlb_misses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	14	vm_translation_walk_starts	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	14	vm_pte_requests	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	14	vm_pte_l2_only_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	14	vm_pte_dram_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	14	vm_translation_requester_latency_cycles_total	20	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	15	gpu_sim_cycle	5620	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	15	vm_l1_tlb_accesses	2	events
C12	decode1:F0:NONE	decode1	F0	NONE	15	vm_l1_tlb_hits	2	events
C12	decode1:F0:NONE	decode1	F0	NONE	15	vm_l1_tlb_misses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	15	vm_l2_tlb_accesses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	15	vm_l2_tlb_hits	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	15	vm_l2_tlb_misses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	15	vm_translation_walk_starts	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	15	vm_pte_requests	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	15	vm_pte_l2_only_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	15	vm_pte_dram_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	15	vm_translation_requester_latency_cycles_total	20	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	16	gpu_sim_cycle	6347	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	16	vm_l1_tlb_accesses	1536	events
C12	decode1:F0:NONE	decode1	F0	NONE	16	vm_l1_tlb_hits	1527	events
C12	decode1:F0:NONE	decode1	F0	NONE	16	vm_l1_tlb_misses	9	events
C12	decode1:F0:NONE	decode1	F0	NONE	16	vm_l2_tlb_accesses	9	events
C12	decode1:F0:NONE	decode1	F0	NONE	16	vm_l2_tlb_hits	9	events
C12	decode1:F0:NONE	decode1	F0	NONE	16	vm_l2_tlb_misses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	16	vm_translation_walk_starts	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	16	vm_pte_requests	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	16	vm_pte_l2_only_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	16	vm_pte_dram_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	16	vm_translation_requester_latency_cycles_total	16090	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	17	gpu_sim_cycle	5968	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	17	vm_l1_tlb_accesses	800	events
C12	decode1:F0:NONE	decode1	F0	NONE	17	vm_l1_tlb_hits	768	events
C12	decode1:F0:NONE	decode1	F0	NONE	17	vm_l1_tlb_misses	32	events
C12	decode1:F0:NONE	decode1	F0	NONE	17	vm_l2_tlb_accesses	32	events
C12	decode1:F0:NONE	decode1	F0	NONE	17	vm_l2_tlb_hits	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	17	vm_l2_tlb_misses	32	events
C12	decode1:F0:NONE	decode1	F0	NONE	17	vm_translation_walk_starts	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	17	vm_pte_requests	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	17	vm_pte_l2_only_responses	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	17	vm_pte_dram_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	17	vm_translation_requester_latency_cycles_total	16578	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	18	gpu_sim_cycle	9545	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	18	vm_l1_tlb_accesses	1568	events
C12	decode1:F0:NONE	decode1	F0	NONE	18	vm_l1_tlb_hits	1533	events
C12	decode1:F0:NONE	decode1	F0	NONE	18	vm_l1_tlb_misses	35	events
C12	decode1:F0:NONE	decode1	F0	NONE	18	vm_l2_tlb_accesses	35	events
C12	decode1:F0:NONE	decode1	F0	NONE	18	vm_l2_tlb_hits	3	events
C12	decode1:F0:NONE	decode1	F0	NONE	18	vm_l2_tlb_misses	32	events
C12	decode1:F0:NONE	decode1	F0	NONE	18	vm_translation_walk_starts	1	events
C12	decode1:F0:NONE	decode1	F0	NONE	18	vm_pte_requests	2	events
C12	decode1:F0:NONE	decode1	F0	NONE	18	vm_pte_l2_only_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	18	vm_pte_dram_responses	2	events
C12	decode1:F0:NONE	decode1	F0	NONE	18	vm_translation_requester_latency_cycles_total	48627	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	19	gpu_sim_cycle	30061	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	19	vm_l1_tlb_accesses	28666	events
C12	decode1:F0:NONE	decode1	F0	NONE	19	vm_l1_tlb_hits	28235	events
C12	decode1:F0:NONE	decode1	F0	NONE	19	vm_l1_tlb_misses	431	events
C12	decode1:F0:NONE	decode1	F0	NONE	19	vm_l2_tlb_accesses	431	events
C12	decode1:F0:NONE	decode1	F0	NONE	19	vm_l2_tlb_hits	309	events
C12	decode1:F0:NONE	decode1	F0	NONE	19	vm_l2_tlb_misses	122	events
C12	decode1:F0:NONE	decode1	F0	NONE	19	vm_translation_walk_starts	37	events
C12	decode1:F0:NONE	decode1	F0	NONE	19	vm_pte_requests	54	events
C12	decode1:F0:NONE	decode1	F0	NONE	19	vm_pte_l2_only_responses	43	events
C12	decode1:F0:NONE	decode1	F0	NONE	19	vm_pte_dram_responses	11	events
C12	decode1:F0:NONE	decode1	F0	NONE	19	vm_translation_requester_latency_cycles_total	395992	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	20	gpu_sim_cycle	6536	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	20	vm_l1_tlb_accesses	1152	events
C12	decode1:F0:NONE	decode1	F0	NONE	20	vm_l1_tlb_hits	1152	events
C12	decode1:F0:NONE	decode1	F0	NONE	20	vm_l1_tlb_misses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	20	vm_l2_tlb_accesses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	20	vm_l2_tlb_hits	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	20	vm_l2_tlb_misses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	20	vm_translation_walk_starts	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	20	vm_pte_requests	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	20	vm_pte_l2_only_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	20	vm_pte_dram_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	20	vm_translation_requester_latency_cycles_total	11520	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	21	gpu_sim_cycle	39986	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	21	vm_l1_tlb_accesses	88668	events
C12	decode1:F0:NONE	decode1	F0	NONE	21	vm_l1_tlb_hits	88505	events
C12	decode1:F0:NONE	decode1	F0	NONE	21	vm_l1_tlb_misses	163	events
C12	decode1:F0:NONE	decode1	F0	NONE	21	vm_l2_tlb_accesses	163	events
C12	decode1:F0:NONE	decode1	F0	NONE	21	vm_l2_tlb_hits	71	events
C12	decode1:F0:NONE	decode1	F0	NONE	21	vm_l2_tlb_misses	92	events
C12	decode1:F0:NONE	decode1	F0	NONE	21	vm_translation_walk_starts	9	events
C12	decode1:F0:NONE	decode1	F0	NONE	21	vm_pte_requests	10	events
C12	decode1:F0:NONE	decode1	F0	NONE	21	vm_pte_l2_only_responses	6	events
C12	decode1:F0:NONE	decode1	F0	NONE	21	vm_pte_dram_responses	4	events
C12	decode1:F0:NONE	decode1	F0	NONE	21	vm_translation_requester_latency_cycles_total	935678	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	22	gpu_sim_cycle	7250	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	22	vm_l1_tlb_accesses	544	events
C12	decode1:F0:NONE	decode1	F0	NONE	22	vm_l1_tlb_hits	544	events
C12	decode1:F0:NONE	decode1	F0	NONE	22	vm_l1_tlb_misses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	22	vm_l2_tlb_accesses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	22	vm_l2_tlb_hits	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	22	vm_l2_tlb_misses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	22	vm_translation_walk_starts	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	22	vm_pte_requests	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	22	vm_pte_l2_only_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	22	vm_pte_dram_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	22	vm_translation_requester_latency_cycles_total	5440	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	23	gpu_sim_cycle	40123	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	23	vm_l1_tlb_accesses	88639	events
C12	decode1:F0:NONE	decode1	F0	NONE	23	vm_l1_tlb_hits	88511	events
C12	decode1:F0:NONE	decode1	F0	NONE	23	vm_l1_tlb_misses	128	events
C12	decode1:F0:NONE	decode1	F0	NONE	23	vm_l2_tlb_accesses	128	events
C12	decode1:F0:NONE	decode1	F0	NONE	23	vm_l2_tlb_hits	65	events
C12	decode1:F0:NONE	decode1	F0	NONE	23	vm_l2_tlb_misses	63	events
C12	decode1:F0:NONE	decode1	F0	NONE	23	vm_translation_walk_starts	8	events
C12	decode1:F0:NONE	decode1	F0	NONE	23	vm_pte_requests	8	events
C12	decode1:F0:NONE	decode1	F0	NONE	23	vm_pte_l2_only_responses	6	events
C12	decode1:F0:NONE	decode1	F0	NONE	23	vm_pte_dram_responses	2	events
C12	decode1:F0:NONE	decode1	F0	NONE	23	vm_translation_requester_latency_cycles_total	910290	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	24	gpu_sim_cycle	7250	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	24	vm_l1_tlb_accesses	544	events
C12	decode1:F0:NONE	decode1	F0	NONE	24	vm_l1_tlb_hits	544	events
C12	decode1:F0:NONE	decode1	F0	NONE	24	vm_l1_tlb_misses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	24	vm_l2_tlb_accesses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	24	vm_l2_tlb_hits	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	24	vm_l2_tlb_misses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	24	vm_translation_walk_starts	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	24	vm_pte_requests	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	24	vm_pte_l2_only_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	24	vm_pte_dram_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	24	vm_translation_requester_latency_cycles_total	5440	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	25	gpu_sim_cycle	8042	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	25	vm_l1_tlb_accesses	384	events
C12	decode1:F0:NONE	decode1	F0	NONE	25	vm_l1_tlb_hits	378	events
C12	decode1:F0:NONE	decode1	F0	NONE	25	vm_l1_tlb_misses	6	events
C12	decode1:F0:NONE	decode1	F0	NONE	25	vm_l2_tlb_accesses	6	events
C12	decode1:F0:NONE	decode1	F0	NONE	25	vm_l2_tlb_hits	6	events
C12	decode1:F0:NONE	decode1	F0	NONE	25	vm_l2_tlb_misses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	25	vm_translation_walk_starts	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	25	vm_pte_requests	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	25	vm_pte_l2_only_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	25	vm_pte_dram_responses	0	events
C12	decode1:F0:NONE	decode1	F0	NONE	25	vm_translation_requester_latency_cycles_total	4320	cycles
C12	decode1:F0:NONE	decode1	F0	NONE	26	gpu_sim_cycle	6772	cycles
