split_id	roi	compute_index	split_role	previously_seen	seed	note
C12_RETROSPECTIVE_ALL_SEEN	prefill	32	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	33	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	34	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	35	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	36	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	37	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	38	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	39	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	40	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	41	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	42	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	43	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	44	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	45	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	46	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	47	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	48	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	49	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	50	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	51	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	52	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	53	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	54	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	55	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	56	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	57	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	58	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	59	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	60	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	61	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	62	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	63	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	64	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	65	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	66	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	67	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	68	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	69	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	70	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	71	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	72	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	73	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	74	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	75	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	76	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	77	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	78	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	79	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	80	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	81	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	82	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	83	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	84	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	85	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	86	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	87	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	88	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	89	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	90	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	91	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	92	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	93	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	94	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	95	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	96	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	97	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	98	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	99	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	100	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	101	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	102	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	103	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	104	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	105	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	106	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	107	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	108	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	109	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	110	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	111	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	112	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	113	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	114	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	115	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	116	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	117	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	118	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	119	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	120	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	121	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	122	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	123	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	124	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	125	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	126	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	127	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	128	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	129	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	130	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	131	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	132	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	133	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	134	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	135	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	136	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	137	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	138	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	139	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	140	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	141	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	142	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	143	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	144	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	145	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	146	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	147	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	148	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	149	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	150	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	151	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	152	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	153	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	154	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	155	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	156	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	157	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	158	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	159	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	160	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	161	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	162	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	163	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	164	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	165	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	166	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	167	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	168	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	169	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	170	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	171	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	172	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	173	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	174	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	175	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	176	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	177	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	178	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	179	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	180	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	181	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	182	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	183	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	184	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	185	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	186	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
C12_RETROSPECTIVE_ALL_SEEN	prefill	187	RETROSPECTIVE_TEST	TRUE	15001	historical C12/C13 were analyzed before C15; never prospective
