record_type	roi	level	incoming_class	victim_class	raw_hit	raw_miss	raw_reservation_fail	hit_plus_miss	hit_plus_miss_plus_reservation_fail	hit_rate_hit_over_hit_plus_miss	hit_rate_hit_over_all_attempts	replacement_raw_count	replacement_row_total	replacement_global_total	replacement_row_normalized_share	replacement_total_normalized_share	source_raw_log_sha256
L2_REPLACEMENT	prefill	L2	DATA_UNKNOWN	DATA_KV_CACHE								33844	57014926	89736578	0.000593599	0.000377148	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	DATA_UNKNOWN	DATA_UNKNOWN								42796492	57014926	89736578	0.750619092	0.476912458	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	DATA_UNKNOWN	DATA_WEIGHT								14179598	57014926	89736578	0.248699753	0.158013581	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	DATA_UNKNOWN	OTHER								0	57014926	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	DATA_UNKNOWN	PTE_L0								0	57014926	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	DATA_UNKNOWN	PTE_L1								0	57014926	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	DATA_UNKNOWN	PTE_L2								46	57014926	89736578	0.000000807	0.000000513	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	DATA_UNKNOWN	PTE_L3								4946	57014926	89736578	0.000086749	0.000055117	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	DATA_WEIGHT	DATA_KV_CACHE								674	32638696	89736578	0.000020650	0.000007511	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	DATA_WEIGHT	DATA_UNKNOWN								16365538	32638696	89736578	0.501415191	0.182373101	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	DATA_WEIGHT	DATA_WEIGHT								16270184	32638696	89736578	0.498493690	0.181310502	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	DATA_WEIGHT	OTHER								0	32638696	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	DATA_WEIGHT	PTE_L0								2	32638696	89736578	0.000000061	0.000000022	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	DATA_WEIGHT	PTE_L1								2	32638696	89736578	0.000000061	0.000000022	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	DATA_WEIGHT	PTE_L2								20	32638696	89736578	0.000000613	0.000000223	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	DATA_WEIGHT	PTE_L3								2276	32638696	89736578	0.000069733	0.000025363	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	OTHER	DATA_KV_CACHE								0	0	89736578	NA	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	OTHER	DATA_UNKNOWN								0	0	89736578	NA	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	OTHER	DATA_WEIGHT								0	0	89736578	NA	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	OTHER	OTHER								0	0	89736578	NA	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	OTHER	PTE_L0								0	0	89736578	NA	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	OTHER	PTE_L1								0	0	89736578	NA	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	OTHER	PTE_L2								0	0	89736578	NA	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	OTHER	PTE_L3								0	0	89736578	NA	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L0	DATA_KV_CACHE								0	2	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L0	DATA_UNKNOWN								2	2	89736578	1.000000000	0.000000022	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L0	DATA_WEIGHT								0	2	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L0	OTHER								0	2	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L0	PTE_L0								0	2	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L0	PTE_L1								0	2	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L0	PTE_L2								0	2	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L0	PTE_L3								0	2	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L1	DATA_KV_CACHE								0	2	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L1	DATA_UNKNOWN								2	2	89736578	1.000000000	0.000000022	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L1	DATA_WEIGHT								0	2	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L1	OTHER								0	2	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L1	PTE_L0								0	2	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L1	PTE_L1								0	2	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L1	PTE_L2								0	2	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L1	PTE_L3								0	2	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L2	DATA_KV_CACHE								0	68	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L2	DATA_UNKNOWN								52	68	89736578	0.764705882	0.000000579	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L2	DATA_WEIGHT								16	68	89736578	0.235294118	0.000000178	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L2	OTHER								0	68	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L2	PTE_L0								0	68	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L2	PTE_L1								0	68	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L2	PTE_L2								0	68	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L2	PTE_L3								0	68	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L3	DATA_KV_CACHE								14	8190	89736578	0.001709402	0.000000156	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L3	DATA_UNKNOWN								6426	8190	89736578	0.784615385	0.000071610	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L3	DATA_WEIGHT								1738	8190	89736578	0.212210012	0.000019368	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L3	OTHER								0	8190	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L3	PTE_L0								0	8190	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L3	PTE_L1								0	8190	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L3	PTE_L2								0	8190	89736578	0.000000000	0.000000000	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
L2_REPLACEMENT	prefill	L2	PTE_L3	PTE_L3								12	8190	89736578	0.001465201	0.000000134	8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
CACHE_LOCALITY	decode1	L1D	DATA_WEIGHT		896	7111808	2253776	7112704	9366480	0.000125972	0.000095660						96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
CACHE_LOCALITY	decode1	L1D	DATA_KV_CACHE		129864	1390616	0	1520480	1520480	0.085409871	0.085409871						96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
CACHE_LOCALITY	decode1	L1D	DATA_UNKNOWN		182743190	79418682	3535800	262161872	265697672	0.697062424	0.687786192						96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
CACHE_LOCALITY	decode1	L2	DATA_WEIGHT		19264	16090942	2307674	16110206	18417880	0.001195764	0.001045940						96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
CACHE_LOCALITY	decode1	L2	DATA_KV_CACHE		2797354	611880	139840	3409234	3549074	0.820522733	0.788192638						96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
CACHE_LOCALITY	decode1	L2	DATA_UNKNOWN		46728224	50895946	10691834	97624170	108316004	0.478654251	0.431406461						96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_KV_CACHE	DATA_KV_CACHE								10	107420	31599378	0.000093093	0.000000316	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_KV_CACHE	DATA_UNKNOWN								30954	107420	31599378	0.288158630	0.000979576	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_KV_CACHE	DATA_WEIGHT								76448	107420	31599378	0.711673804	0.002419288	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_KV_CACHE	OTHER								0	107420	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_KV_CACHE	PTE_L0								0	107420	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_KV_CACHE	PTE_L1								0	107420	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_KV_CACHE	PTE_L2								0	107420	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_KV_CACHE	PTE_L3								8	107420	31599378	0.000074474	0.000000253	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_UNKNOWN	DATA_KV_CACHE								37234	15937760	31599378	0.002336213	0.001178314	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_UNKNOWN	DATA_UNKNOWN								12141074	15937760	31599378	0.761780451	0.384218765	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_UNKNOWN	DATA_WEIGHT								3758358	15937760	31599378	0.235814694	0.118937721	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_UNKNOWN	OTHER								0	15937760	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_UNKNOWN	PTE_L0								4	15937760	31599378	0.000000251	0.000000127	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_UNKNOWN	PTE_L1								4	15937760	31599378	0.000000251	0.000000127	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_UNKNOWN	PTE_L2								30	15937760	31599378	0.000001882	0.000000949	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_UNKNOWN	PTE_L3								1056	15937760	31599378	0.000066258	0.000033418	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_WEIGHT	DATA_KV_CACHE								39312	15551738	31599378	0.002527820	0.001244075	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_WEIGHT	DATA_UNKNOWN								4041936	15551738	31599378	0.259902527	0.127911885	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_WEIGHT	DATA_WEIGHT								11469162	15551738	31599378	0.737484261	0.362955309	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_WEIGHT	OTHER								0	15551738	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_WEIGHT	PTE_L0								0	15551738	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_WEIGHT	PTE_L1								2	15551738	31599378	0.000000129	0.000000063	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_WEIGHT	PTE_L2								38	15551738	31599378	0.000002443	0.000001203	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	DATA_WEIGHT	PTE_L3								1288	15551738	31599378	0.000082820	0.000040760	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	OTHER	DATA_KV_CACHE								0	0	31599378	NA	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	OTHER	DATA_UNKNOWN								0	0	31599378	NA	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	OTHER	DATA_WEIGHT								0	0	31599378	NA	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	OTHER	OTHER								0	0	31599378	NA	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	OTHER	PTE_L0								0	0	31599378	NA	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	OTHER	PTE_L1								0	0	31599378	NA	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	OTHER	PTE_L2								0	0	31599378	NA	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	OTHER	PTE_L3								0	0	31599378	NA	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L0	DATA_KV_CACHE								0	2	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L0	DATA_UNKNOWN								2	2	31599378	1.000000000	0.000000063	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L0	DATA_WEIGHT								0	2	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L0	OTHER								0	2	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L0	PTE_L0								0	2	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L0	PTE_L1								0	2	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L0	PTE_L2								0	2	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L0	PTE_L3								0	2	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L1	DATA_KV_CACHE								0	2	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L1	DATA_UNKNOWN								2	2	31599378	1.000000000	0.000000063	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L1	DATA_WEIGHT								0	2	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L1	OTHER								0	2	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L1	PTE_L0								0	2	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L1	PTE_L1								0	2	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L1	PTE_L2								0	2	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L1	PTE_L3								0	2	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L2	DATA_KV_CACHE								0	64	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L2	DATA_UNKNOWN								34	64	31599378	0.531250000	0.000001076	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L2	DATA_WEIGHT								30	64	31599378	0.468750000	0.000000949	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L2	OTHER								0	64	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L2	PTE_L0								0	64	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L2	PTE_L1								0	64	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L2	PTE_L2								0	64	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L2	PTE_L3								0	64	31599378	0.000000000	0.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L3	DATA_KV_CACHE								10	2392	31599378	0.004180602	0.000000316	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
L2_REPLACEMENT	decode1	L2	PTE_L3	DATA_UNKNOWN								1078	2392	31599378	0.450668896	0.000034115	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
