workload,variant,run_status,maturity,promotion_dependencies,cycles,instructions,result_path
dwt2d,B0-Legacy,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,166961,148684429,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__dwt2d/B0-Legacy/dwt2d
dwt2d,B0-Banked,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,166961,148684429,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__dwt2d/B0-Banked/dwt2d
sad,B0-Legacy,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,110653,157583646,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__sad/B0-Legacy/sad
sad,B0-Banked,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,110653,157583646,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__sad/B0-Banked/sad
sgemm,B0-Legacy,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,353756,1658916864,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__sgemm/B0-Legacy/sgemm
sgemm,B0-Banked,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,353756,1658916864,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__sgemm/B0-Banked/sgemm
btree,B0-Legacy,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,126259,444467849,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__btree/B0-Legacy/btree
btree,B0-Banked,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,126259,444467849,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__btree/B0-Banked/btree
3mm,B0-Legacy,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,1661135,1813512192,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__3mm/B0-Legacy/3mm
3mm,B0-Banked,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,1661135,1813512192,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__3mm/B0-Banked/3mm
gemm,B0-Legacy,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,556340,739246080,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__gemm/B0-Legacy/gemm
gemm,B0-Banked,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,556340,739246080,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__gemm/B0-Banked/gemm
FWT_7_21,B0-Legacy,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,495811,791609344,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__FWT_7_21/B0-Legacy/FWT_7_21
FWT_7_21,B0-Banked,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,495811,791609344,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__FWT_7_21/B0-Banked/FWT_7_21
FWT_11_19,B0-Legacy,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,171778,180944896,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__FWT_11_19/B0-Legacy/FWT_11_19
FWT_11_19,B0-Banked,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,171778,180944896,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__FWT_11_19/B0-Banked/FWT_11_19
