condition	budget_name	layer	role	decode_index	median_ms	min_ms	max_ms	cv	samples_ms	input_sha256	output_sha256
CONTROL_B8	B8	1	gate_proj	1	0.07577600330114365	0.07475200295448303	0.07577600330114365	0.006128446892567401	[0.07577600330114365, 0.07475200295448303, 0.07577600330114365, 0.07577600330114365, 0.07577600330114365, 0.07577600330114365, 0.07475200295448303]	77926c0871ec99596aa206d8f0d9495db1c9fb6244490cbaa74da4ae17104b9c	1998c8471227bbbc8faa5caf8fe962189a21d7244143f83f20d54396051b2605
CONTROL_B8	B8	1	gate_proj	2	0.07577600330114365	0.07475200295448303	0.07680000364780426	0.007340705418559604	[0.07577600330114365, 0.07475200295448303, 0.07577600330114365, 0.07606399804353714, 0.07577600330114365, 0.07680000364780426, 0.07577600330114365]	c794c82c7f47e34ce6f1c4948ca3078047ff7a6aad4b8a192bcbc8f16b489c6f	53ec43d86d198a0f1d913ea71c71faba6d7c30b510b4784a9a9d227c0686fcfb
CONTROL_B8	B8	1	gate_proj	3	0.07577600330114365	0.07475200295448303	0.07577600330114365	0.0047378925855120916	[0.07577600330114365, 0.07577600330114365, 0.07577600330114365, 0.07577600330114365, 0.07577600330114365, 0.07475200295448303, 0.07577600330114365]	1e5c56c5c3415beb57492c0644c0e933eeb27d164b6b71351726cb9fa0b46272	b4ae37e17c628a39604dbd746dc74d66538657bb00cfb3599df4a8f376619d24
CONTROL_B8	B8	1	up_proj	0	0.08601599931716919	0.08499199897050858	0.0870399996638298	0.007618632891173516	[0.08601599931716919, 0.08499199897050858, 0.08601599931716919, 0.08499199897050858, 0.0870399996638298, 0.08601599931716919, 0.08601599931716919]	db6650c0130f05765968af959f30b49088e3776a2723cccf932989e55b9c44da	d9ad4b44025c6f3defe33de7c2c266549f3f5eb9108cb00bec82df16e7626432
CONTROL_B8	B8	1	up_proj	1	0.08499199897050858	0.08473599702119827	0.08601599931716919	0.005926929909018458	[0.08499199897050858, 0.08499199897050858, 0.0857279971241951, 0.08473599702119827, 0.08499199897050858, 0.08601599931716919, 0.08601599931716919]	77926c0871ec99596aa206d8f0d9495db1c9fb6244490cbaa74da4ae17104b9c	cdee50ac23114dae0e0a80d691448855c9f374c2b1ff61c0ac63bad84ffd6f59
CONTROL_B8	B8	1	up_proj	2	0.08601599931716919	0.08499199897050858	0.08601599931716919	0.005396380135759957	[0.08499199897050858, 0.08499199897050858, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919]	c794c82c7f47e34ce6f1c4948ca3078047ff7a6aad4b8a192bcbc8f16b489c6f	0cc8070b490af6d0e71282a544424b492865abf292e926e26654403dd8163443
CONTROL_B8	B8	1	up_proj	3	0.08579199761152267	0.08499199897050858	0.08601599931716919	0.004888698097562886	[0.08579199761152267, 0.08591999858617783, 0.08601599931716919, 0.08601599931716919, 0.08499199897050858, 0.08499199897050858, 0.08569599688053131]	1e5c56c5c3415beb57492c0644c0e933eeb27d164b6b71351726cb9fa0b46272	a3c2689c3af35d336b6ad99ef7dbc096fc3e333da9985fb8829df10b3758b980
CONTROL_B8	B8	1	down_proj	0	0.08089599758386612	0.0798719972372055	0.08191999793052673	0.008826993304253988	[0.08089599758386612, 0.08191999793052673, 0.08191999793052673, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055]	6e242188a4dbb58ebd2eca1235ca2f8ea9d3d7015bcc30df7b189885e0eb2674	fc587d356a45f3f79d0e194514cc6fdbe98a16daa4727b46bd49f27bc7d02e89
CONTROL_B8	B8	1	down_proj	1	0.08028800040483475	0.07884799689054489	0.08191999793052673	0.011082493213202503	[0.07884799689054489, 0.08191999793052673, 0.0801599994301796, 0.0798719972372055, 0.08028800040483475, 0.08089599758386612, 0.08089599758386612]	baea5cd493907b955b4728fb9f72a6ed53c76e5abf487df78ff1a5109adbcb88	f85da85dbecbb713c24a4232c97210230cd04e6fd25f5a46c29763dd91cfb893
CONTROL_B8	B8	1	down_proj	2	0.08060800284147263	0.07971200346946716	0.08169600367546082	0.007634485143088311	[0.08054400235414505, 0.08060800284147263, 0.08169600367546082, 0.07971200346946716, 0.0798719972372055, 0.08089599758386612, 0.08079999685287476]	f67ca23147bf6bc7ef1c657b908179f8b10dff7ee02819820ce6749c5ccaec09	a544f517fe6f33834a508497bb1d406e66f4cafcd0accf7ca6615075bc5f0842
CONTROL_B8	B8	1	down_proj	3	0.07971200346946716	0.07884799689054489	0.0799039974808693	0.006222770463736869	[0.0798719972372055, 0.0798719972372055, 0.0799039974808693, 0.07884799689054489, 0.07884799689054489, 0.07884799689054489, 0.07971200346946716]	a65b7b78fb1e12662e7d21971e8c6c01378174a510ec52b40400aa03332679ce	37a4f0a882f354cfdd16630d300920307459661ca74f0e3554fa54caf01b0c76
CONTROL_B8	B8	2	gate_proj	0	0.09296000003814697	0.0920960009098053	0.0942080020904541	0.008564436062292752	[0.09216000139713287, 0.09296000003814697, 0.09318400174379349, 0.09385599941015244, 0.09216000139713287, 0.0920960009098053, 0.0942080020904541]	9d2364762e2f758fe3a74a08daf52c733b3c6c6a44ca0c5ba446d6235903ff7c	b0a39a108e9e46d7856e99421aba4702d3ff9d5a95d519a4da79a8577a9cd4d4
CONTROL_B8	B8	2	gate_proj	1	0.07577600330114365	0.07475200295448303	0.07577600330114365	0.006128446892567401	[0.07577600330114365, 0.07475200295448303, 0.07577600330114365, 0.07577600330114365, 0.07475200295448303, 0.07577600330114365, 0.07577600330114365]	6d7fb6ecc82a1ac1629524618b7e6702fb83cb9e8a10dad449ba4b6828075d4a	b36470a029db1670f15dfe47cd44176db54148cef17dcbe12c0b9e398f0c1957
CONTROL_B8	B8	2	gate_proj	2	0.07475200295448303	0.07475200295448303	0.07577600330114365	0.00478416108160029	[0.07475200295448303, 0.07577600330114365, 0.07475200295448303, 0.07475200295448303, 0.07475200295448303, 0.07475200295448303, 0.07475200295448303]	1eabc51ddc487bf718ae82d3e1bd9fbfe64b0ed81b48526767f83c714a939d3a	00b792116b67ab05be943fbe490439c5de68c96154d16badef91c2f7095069a6
CONTROL_B8	B8	2	gate_proj	3	0.07513599842786789	0.07475200295448303	0.07577600330114365	0.005643512762940351	[0.07475200295448303, 0.07513599842786789, 0.07513599842786789, 0.07577600330114365, 0.07577600330114365, 0.07475200295448303, 0.07475200295448303]	ec2b80502f212d82f905bbadb8a0690524d8f55de1b02a458a27cd15c83ff4ff	46df8a2b0bfd87d62839f5c4c54d6ff6f0014c71c9cf60aa2473fa712680ea86
CONTROL_B8	B8	2	up_proj	0	0.08585599809885025	0.08396799862384796	0.0870399996638298	0.010900412609804658	[0.08396799862384796, 0.08499199897050858, 0.08585599809885025, 0.08601599931716919, 0.0870399996638298, 0.08591999858617783, 0.08476799726486206]	9d2364762e2f758fe3a74a08daf52c733b3c6c6a44ca0c5ba446d6235903ff7c	100cacb2bdc8e7ac596f46462444f47613f7d6fc10297a130d283bcfb6e59e4d
CONTROL_B8	B8	2	up_proj	1	0.08601599931716919	0.08499199897050858	0.08601599931716919	0.00528675679652094	[0.08601599931716919, 0.08499199897050858, 0.08601599931716919, 0.08588799834251404, 0.08601599931716919, 0.08601599931716919, 0.08499199897050858]	6d7fb6ecc82a1ac1629524618b7e6702fb83cb9e8a10dad449ba4b6828075d4a	9f5458f5f4810751976f3aadd15293a6d9efb25170de53da9fbb124f46c3e041
CONTROL_B8	B8	2	up_proj	2	0.08560000360012054	0.08499199897050858	0.08601599931716919	0.005556848845670999	[0.08601599931716919, 0.08499199897050858, 0.08499199897050858, 0.08601599931716919, 0.08601599931716919, 0.08560000360012054, 0.08499199897050858]	1eabc51ddc487bf718ae82d3e1bd9fbfe64b0ed81b48526767f83c714a939d3a	08b0046801df0b8cb949428d77e19d69dbd47eca1eb9702aaa52aedb344e9aff
CONTROL_B8	B8	2	up_proj	3	0.08601599931716919	0.08499199897050858	0.0870399996638298	0.008753136321582667	[0.08499199897050858, 0.08601599931716919, 0.08499199897050858, 0.08601599931716919, 0.08640000224113464, 0.08499199897050858, 0.0870399996638298]	ec2b80502f212d82f905bbadb8a0690524d8f55de1b02a458a27cd15c83ff4ff	f4aaf9be868bc590ed71c2498abdc60456038634315d335081b316d057d88cd0
CONTROL_B8	B8	2	down_proj	0	0.08089599758386612	0.07884799689054489	0.08191999793052673	0.011499195750964492	[0.08089599758386612, 0.07884799689054489, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055, 0.08191999793052673]	9d7a7b6ba093a514d4fed07e1469264c84ae22946ab236385cad08d4170e8d97	fe7ebcda6ca62b134eafc463e1dff24758704d518a9c44f6bb470ce96a73e084
CONTROL_B8	B8	2	down_proj	1	0.0798719972372055	0.07884799689054489	0.08191999793052673	0.011138421086102808	[0.0798719972372055, 0.07884799689054489, 0.08006399869918823, 0.0798719972372055, 0.0798719972372055, 0.07929600030183792, 0.08191999793052673]	d7b79af020c333dff56446d1b49d8b86c10332f60d733e2764f00d4d2b53803d	a3819453ab34e9388fd194e5f87b34bc13bcf28d589d351a511c5ce2b7c2ba04
CONTROL_B8	B8	2	down_proj	2	0.08089599758386612	0.0798719972372055	0.08191999793052673	0.008891073134148346	[0.0798719972372055, 0.08191999793052673, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612]	0bd85cd5008a0d9b97450a67781b17c964599e7715a6e3c3d257b22200da7b7e	f3b15affe0cba4319833c18cc9c15d41c18ebdb162db4636f4a434b05d76afb9
CONTROL_B8	B8	2	down_proj	3	0.08089599758386612	0.0798719972372055	0.08294399827718735	0.011719246086675787	[0.08294399827718735, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612]	88bd7914e67822b605576b3288d469cf7fdae1bfdb6667053c654f1f5fb51738	0603c6363428cf66a48cbf22292a571047eb4090d589471e9cdc7e9f95096ce6
CONTROL_B8	B8	3	gate_proj	0	0.09216000139713287	0.09113600105047226	0.09279999881982803	0.004980112157385171	[0.09113600105047226, 0.09279999881982803, 0.09187199920415878, 0.09212800115346909, 0.09216000139713287, 0.09216000139713287, 0.09216000139713287]	84768be5fd04665506f33dec4e4ca648631cbcfb1e6fa578d87e27771a79433e	a00092d369c03e5f49ae89c0fc1542510bcea41ad78d0af951257d5a2563c6b8
CONTROL_B8	B8	3	gate_proj	1	0.07475200295448303	0.07388799637556076	0.07577600330114365	0.006765423077424236	[0.07475200295448303, 0.07475200295448303, 0.07475200295448303, 0.07577600330114365, 0.07388799637556076, 0.07475200295448303, 0.07475200295448303]	67fd164dce1f7d1f43c8c225479dd6098831f5c048e5373e94f31716106b3774	9c7bb20636f4e0f49ac3cb45ea7bcf4848ad2176c966c303b13624bb5ee9de17
CONTROL_B8	B8	3	gate_proj	2	0.07513599842786789	0.07475200295448303	0.07577600330114365	0.006002271720383696	[0.07475200295448303, 0.07577600330114365, 0.07577600330114365, 0.07513599842786789, 0.07475200295448303, 0.07494399696588516, 0.07577600330114365]	4b48b3842989242e406f5db0164366ad77e1e08422c20e35af6bbb3acc138789	6f1e691556fc0ef897b9096036103b21120e2da14a699f4ada2417399e7c8b71
CONTROL_B8	B8	3	gate_proj	3	0.07577600330114365	0.07475200295448303	0.07577600330114365	0.0047378925855120916	[0.07475200295448303, 0.07577600330114365, 0.07577600330114365, 0.07577600330114365, 0.07577600330114365, 0.07577600330114365, 0.07577600330114365]	69188eb15b513a1826417f3251a92fc3d759252f2967475a8e3994decf92ec22	6f2b4442464cf7425cf7f07a70acc4b2959005374329be02a53d4b9fe5f78ea8
CONTROL_B8	B8	3	up_proj	0	0.08601599931716919	0.08601599931716919	0.0870399996638298	0.004678609133056291	[0.08659200370311737, 0.08601599931716919, 0.0870399996638298, 0.08601599931716919, 0.08675199747085571, 0.08601599931716919, 0.08601599931716919]	84768be5fd04665506f33dec4e4ca648631cbcfb1e6fa578d87e27771a79433e	f4109c32b5e6345b93d352ced308455b6ae884acb24e5145f0aa79cd2bb6cee3
CONTROL_B8	B8	3	up_proj	1	0.0870399996638298	0.08499199897050858	0.08806400001049042	0.012433962371370906	[0.0870399996638298, 0.08601599931716919, 0.0870399996638298, 0.08499199897050858, 0.08806400001049042, 0.0870399996638298, 0.08499199897050858]	67fd164dce1f7d1f43c8c225479dd6098831f5c048e5373e94f31716106b3774	5728827171266cf46df3fa3dcb273fe9ec08b9f289c8e03e5e8dc073f3a22bfa
CONTROL_B8	B8	3	up_proj	2	0.08601599931716919	0.08499199897050858	0.0870399996638298	0.006363365107417682	[0.08499199897050858, 0.0870399996638298, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919]	4b48b3842989242e406f5db0164366ad77e1e08422c20e35af6bbb3acc138789	b9925dfe1d50ca472370db5620297b4ac3789bb5c4f147ad67956aa357cf8b22
CONTROL_B8	B8	3	up_proj	3	0.08659200370311737	0.08601599931716919	0.0870399996638298	0.004605659728951034	[0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08681599795818329, 0.08665599673986435, 0.0870399996638298, 0.08659200370311737]	69188eb15b513a1826417f3251a92fc3d759252f2967475a8e3994decf92ec22	a7b553def2574f4ab648c1cb3a51245c864a022c50bfc09a238413b045ad5ce4
CONTROL_B8	B8	3	down_proj	0	0.08089599758386612	0.0798719972372055	0.08191999793052673	0.006766109882841733	[0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612]	25f39cd25efcc1c78fe81b74236edba55393c510c07b34d16d3696c1470714f6	6df61eef7d12fcaca7629a62f96bfe31c27a8a42b0d61589f4dbff6416479976
CONTROL_B8	B8	3	down_proj	1	0.08089599758386612	0.07884799689054489	0.08191999793052673	0.014680860758301984	[0.08064000308513641, 0.08191999793052673, 0.08191999793052673, 0.08089599758386612, 0.07884799689054489, 0.07884799689054489, 0.08089599758386612]	54cd43cad1e0e174e2756af78dc85e45be51b40404f01e1141666c8392958162	6232129cb536613a517b8e8653e4fe002718093127d4537ce9bba801b40b6853
CONTROL_B8	B8	3	down_proj	2	0.08089599758386612	0.0798719972372055	0.08191999793052673	0.008826993304253988	[0.08191999793052673, 0.0798719972372055, 0.08089599758386612, 0.08191999793052673, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612]	ce5283243f221ac4a72116137e6987526474f45c20b503fe2edac2826f9ea7c5	e7f1bb5d7166f4d4f0f43c77c5d9a2b36f2471b63b75ea79d02d5cfdb49975b0
CONTROL_B8	B8	3	down_proj	3	0.0798719972372055	0.0798719972372055	0.08191999793052673	0.009142855662425857	[0.08003199845552444, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.08191999793052673, 0.0798719972372055, 0.08089599758386612]	b6e999e684bd366c60f1a0a22841fe99f47326aaa81a877e398e73dfad778f91	097e73dbd9ac1013f722424269c09263adf297bdbcd1ab1e4c4bcf39925c29f7
CONTROL_B8	B8	4	gate_proj	0	0.09174399822950363	0.09011200070381165	0.09216000139713287	0.0076616604766123085	[0.09011200070381165, 0.09216000139713287, 0.09216000139713287, 0.09206400066614151, 0.09174399822950363, 0.09113600105047226, 0.09113600105047226]	5786c729bc46cd8f9d4cb40663b84acae527db21a41d5ab7bef9873ee97afa47	f955b7dec1197e52f59ce9eb55078a42433e1e62296adc36e51513b240b2884b
CONTROL_B8	B8	4	gate_proj	1	0.07475200295448303	0.0740479975938797	0.07497599720954895	0.003624391473065036	[0.07475200295448303, 0.07475200295448303, 0.0740479975938797, 0.07497599720954895, 0.07475200295448303, 0.07475200295448303, 0.07475200295448303]	2242ea4ca5d34319d7d8b1529ea734c56165eed6c317b9fa5892dd75e51d8fd4	45fdb378252eebab62ba1463475428f8b2045b7481ac73c46008b15ca9987302
CONTROL_B8	B8	4	gate_proj	2	0.07577600330114365	0.07475200295448303	0.07577600330114365	0.006726412898835738	[0.07475200295448303, 0.07475200295448303, 0.07577600330114365, 0.07577600330114365, 0.07577600330114365, 0.07475200295448303, 0.07577600330114365]	cc5d61e17fcac2723f45f88ebb2812eb26de8746c3604021bef7a63be6eae504	f6a906df5f149741fdaf0b9b3346b7d0a93517b5804ee0e4fb2d9b3bdd914b03
CONTROL_B8	B8	4	gate_proj	3	0.07475200295448303	0.07475200295448303	0.07577600330114365	0.006164285773958641	[0.07475200295448303, 0.07475200295448303, 0.07577600330114365, 0.07475200295448303, 0.07577600330114365, 0.07475200295448303, 0.07475200295448303]	d808a683e40bb2853c4a60702d93bb1facb3920d979280b8acd269a323a7d770	f9ed027a8391f3e1df464bbab7ad57bffe90e165b9fdaf0bdc686529cefdefde
CONTROL_B8	B8	4	up_proj	0	0.08601599931716919	0.08489599823951721	0.08601599931716919	0.0061173786471769125	[0.08499199897050858, 0.08499199897050858, 0.08489599823951721, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919]	5786c729bc46cd8f9d4cb40663b84acae527db21a41d5ab7bef9873ee97afa47	9b859a4a1fb7dfd39aa2b9a1425c8a9b6f11b771f436086a8cb1231adbfe84c4
CONTROL_B8	B8	4	up_proj	1	0.08601599931716919	0.08499199897050858	0.0870399996638298	0.0075897446504778155	[0.08499199897050858, 0.0870399996638298, 0.08499199897050858, 0.08601599931716919, 0.08582399785518646, 0.08601599931716919, 0.08601599931716919]	2242ea4ca5d34319d7d8b1529ea734c56165eed6c317b9fa5892dd75e51d8fd4	8a438aa6546df4e3ac3ed4379ba960c13197b6834105c66f0938115e5026f881
CONTROL_B8	B8	4	up_proj	2	0.08499199897050858	0.08396799862384796	0.08601599931716919	0.007684085086689375	[0.08499199897050858, 0.08499199897050858, 0.08601599931716919, 0.08601599931716919, 0.08499199897050858, 0.08396799862384796, 0.08499199897050858]	cc5d61e17fcac2723f45f88ebb2812eb26de8746c3604021bef7a63be6eae504	d4d7b4421b71bbc741306a46112982aea48b24ac9c8ed416493299d2d57589a5
CONTROL_B8	B8	4	up_proj	3	0.08601599931716919	0.08601599931716919	0.0870399996638298	0.0041587276570920605	[0.08601599931716919, 0.08601599931716919, 0.0870399996638298, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919]	d808a683e40bb2853c4a60702d93bb1facb3920d979280b8acd269a323a7d770	f6be93433947f0fc41951535f11fa0735c264ad44a5b615b8f3e053cdbf32e0e
CONTROL_B8	B8	4	down_proj	0	0.08019199967384338	0.0798719972372055	0.08089599758386612	0.005957915183163347	[0.08089599758386612, 0.08019199967384338, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612]	d04b8edff6934b25d85da9e7890bd8f883213553788606357be48528de1ada5f	0a1ca85ca3aa1c162cd91dd92929591810381781583320716fabace6e20aaaf2
CONTROL_B8	B8	4	down_proj	1	0.08089599758386612	0.07993599772453308	0.08191999793052673	0.006556361944576196	[0.08089599758386612, 0.07993599772453308, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612]	8aa73e5c1bbc6cf74dc7108cbd03544769e57b3a928ebc613187cf1d6e9215cf	d240af3119c2a356ef50fa0e0a2ca7049413cb63f4c2a28c6575ff4e39c2fc4e
CONTROL_B8	B8	4	down_proj	2	0.08089599758386612	0.0798719972372055	0.08191999793052673	0.00836520235861179	[0.08022399991750717, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08191999793052673]	3140ea28134185e7ed19fcbd272094ef5019700c5c89958589856ab6c976240d	8e7dc767e4149e14c839b4f43fd312a1e0ae671dbc55de4e6930b438ec493788
CONTROL_B8	B8	4	down_proj	3	0.07884799689054489	0.07884799689054489	0.0798719972372055	0.004536093827605194	[0.07884799689054489, 0.07884799689054489, 0.07884799689054489, 0.07884799689054489, 0.0798719972372055, 0.07884799689054489, 0.07884799689054489]	a9043341363f27f81f78c1283f4f0b5fd0b4b955b701820f07bc84b7a629c805	d6149388dc4cb24564b373d3b5447a9c559262f0ed85ec10126a48e8563d9e91
CONTROL_B8	B8	5	gate_proj	0	0.09011200070381165	0.08908800035715103	0.09216000139713287	0.011176129529982103	[0.09011200070381165, 0.09187199920415878, 0.09011200070381165, 0.09011200070381165, 0.09216000139713287, 0.08908800035715103, 0.09020800143480301]	e88d67a53cc321aa72b09a6affdd523330e771cf02f155d321aba82114087784	f0ddcd9a0c10b3a6b18c7849bb99a2affeffbbd3ff58fcf7a6a98c2c078f5259
CONTROL_B8	B8	5	gate_proj	1	0.08908800035715103	0.07503999769687653	0.11286400258541107	0.1286555664640797	[0.09728000313043594, 0.09625600278377533, 0.07503999769687653, 0.08089599758386612, 0.08908800035715103, 0.08396799862384796, 0.11286400258541107]	54cf790663cfb4157d18d99ecb56cb10caec0266402a66dde80ed2b92aefc1bc	e43f64573542bfea3c0e843739f57e1cb7207f5bb842423e40e6af1c3a17a9a0
CONTROL_B8	B8	5	gate_proj	2	0.07577600330114365	0.07478400319814682	0.07603199779987335	0.004924958693950449	[0.07577600330114365, 0.07577600330114365, 0.07603199779987335, 0.07577600330114365, 0.07577600330114365, 0.07577600330114365, 0.07478400319814682]	348f03c23c076bce3631b90aff4d8e605655aee1bf03dadec22104dd6919022e	0a55870a3ab30187cbbf54e78b3bc3f172517cb61b29a3ac65663f98521e5f34
CONTROL_B8	B8	5	gate_proj	3	0.07577600330114365	0.07478400319814682	0.07580800354480743	0.004616259762516496	[0.07577600330114365, 0.07478400319814682, 0.07577600330114365, 0.07577600330114365, 0.07580800354480743, 0.07577600330114365, 0.07577600330114365]	5390eabdd47afc8e6d4937805645b53098a9e40b8de53281ebe82653455ac412	7bff6fea1c38ef4eb92276c43e5889dbe1c9d71e13ed69233f725a331f4040dd
CONTROL_B8	B8	5	up_proj	0	0.08601599931716919	0.08499199897050858	0.0870399996638298	0.009273774603675828	[0.0870399996638298, 0.0854400023818016, 0.0870399996638298, 0.0870399996638298, 0.08566399663686752, 0.08499199897050858, 0.08601599931716919]	e88d67a53cc321aa72b09a6affdd523330e771cf02f155d321aba82114087784	5bcc1ebd1c522b62cfaf6a3f700f82e16ebf62bc4d279900fb23304d6147c0b6
