deployment_id	asset_role	source_repo	source_revision	tokenizer_revision	asset_path	local_path	size_bytes	sha256	verification_status	transfer_required	notes
c16_qwen25_05b_native_reference	TOKENIZER_ASSET	Qwen/Qwen2.5-0.5B-Instruct	7ae557604adf67be50417f59c2c2f167def9a775	7ae557604adf67be50417f59c2c2f167def9a775	tokenizer.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen2.5-0.5B-Instruct__7ae557604adf67be50417f59c2c2f167def9a775/tokenizer.json	7031645	c0382117ea329cdf097041132f6d735924b697924d6f6fc3945713e96ce87539	LOCAL_SHA256_VERIFIED	YES	LOCAL_CHECKPOINT_DOWNLOADED_AND_SHA256_VERIFIED; LOCAL_CHECKPOINT_FILES_PRESENT
c16_qwen25_05b_native_reference	TOKENIZER_ASSET	Qwen/Qwen2.5-0.5B-Instruct	7ae557604adf67be50417f59c2c2f167def9a775	7ae557604adf67be50417f59c2c2f167def9a775	tokenizer_config.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen2.5-0.5B-Instruct__7ae557604adf67be50417f59c2c2f167def9a775/tokenizer_config.json	7305	5b5d4f65d0acd3b2d56a35b56d374a36cbc1c8fa5cf3b3febbbfabf22f359583	LOCAL_SHA256_VERIFIED	YES	LOCAL_CHECKPOINT_DOWNLOADED_AND_SHA256_VERIFIED; LOCAL_CHECKPOINT_FILES_PRESENT
c16_qwen25_05b_native_reference	TOKENIZER_ASSET	Qwen/Qwen2.5-0.5B-Instruct	7ae557604adf67be50417f59c2c2f167def9a775	7ae557604adf67be50417f59c2c2f167def9a775	vocab.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen2.5-0.5B-Instruct__7ae557604adf67be50417f59c2c2f167def9a775/vocab.json	2776833	ca10d7e9fb3ed18575dd1e277a2579c16d108e32f27439684afa0e10b1440910	LOCAL_SHA256_VERIFIED	YES	LOCAL_CHECKPOINT_DOWNLOADED_AND_SHA256_VERIFIED; LOCAL_CHECKPOINT_FILES_PRESENT
c16_qwen25_7b_raw_reference	CONFIGURATION_ASSET	Qwen/Qwen2.5-7B-Instruct	a09a35458c702b33eeacc393d103063234e8bc28	a09a35458c702b33eeacc393d103063234e8bc28	config.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen2.5-7B-Instruct__a09a35458c702b33eeacc393d103063234e8bc28/config.json	663	7463bb0ea78315365e6c6b74de4e73bbcc8359dfb0c5a737584e077d42c0b03c	LOCAL_SHA256_VERIFIED	YES	LOCAL_CHECKPOINT_DOWNLOAD_IN_PROGRESS_PENDING_WHOLE_FILE_SHA256; LOCAL_CHECKPOINT_FILES_PRESENT
c16_qwen25_7b_raw_reference	CONFIGURATION_ASSET	Qwen/Qwen2.5-7B-Instruct	a09a35458c702b33eeacc393d103063234e8bc28	a09a35458c702b33eeacc393d103063234e8bc28	generation_config.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen2.5-7B-Instruct__a09a35458c702b33eeacc393d103063234e8bc28/generation_config.json	243	3a8f9087e486054c8a4a08dae2e5a3ba62e23da212b5b8c08bc42cb983c3459f	LOCAL_SHA256_VERIFIED	YES	LOCAL_CHECKPOINT_DOWNLOAD_IN_PROGRESS_PENDING_WHOLE_FILE_SHA256; LOCAL_CHECKPOINT_FILES_PRESENT
c16_qwen25_7b_raw_reference	TOKENIZER_ASSET	Qwen/Qwen2.5-7B-Instruct	a09a35458c702b33eeacc393d103063234e8bc28	a09a35458c702b33eeacc393d103063234e8bc28	merges.txt	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen2.5-7B-Instruct__a09a35458c702b33eeacc393d103063234e8bc28/merges.txt	1671839	599bab54075088774b1733fde865d5bd747cbcc7a547c5bc12610e874e26f5e3	LOCAL_SHA256_VERIFIED	YES	LOCAL_CHECKPOINT_DOWNLOAD_IN_PROGRESS_PENDING_WHOLE_FILE_SHA256; LOCAL_CHECKPOINT_FILES_PRESENT
c16_qwen25_7b_raw_reference	CHECKPOINT_FILE	Qwen/Qwen2.5-7B-Instruct	a09a35458c702b33eeacc393d103063234e8bc28	a09a35458c702b33eeacc393d103063234e8bc28	model-00002-of-00004.safetensors	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen2.5-7B-Instruct__a09a35458c702b33eeacc393d103063234e8bc28/model-00002-of-00004.safetensors	3864726352	f5d25a2772cb825164a2a2c0fb6d51a87e282abf21e4dd75bc5cfb3cd0ea6185	LOCAL_SHA256_VERIFIED_AGAINST_IMMUTABLE_REMOTE_LFS_RECEIPT_CONSUMED	YES	LOCAL_CHECKPOINT_DOWNLOAD_IN_PROGRESS_PENDING_WHOLE_FILE_SHA256; IMMUTABLE_VERIFIED_RECEIPT=/workspace/c16_assets/c16-a/download_logs/immutable_verified_receipts/c16_qwen25_7b_raw_reference/model-00002-of-00004.safetensors.json; LOCAL_CHECKPOINT_FILES_PRESENT; REMOTE_LFS_SHA256_MATCHED
c16_qwen25_7b_raw_reference	CHECKPOINT_FILE	Qwen/Qwen2.5-7B-Instruct	a09a35458c702b33eeacc393d103063234e8bc28	a09a35458c702b33eeacc393d103063234e8bc28	model-00003-of-00004.safetensors	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen2.5-7B-Instruct__a09a35458c702b33eeacc393d103063234e8bc28/model-00003-of-00004.safetensors	3864726424	8efdec4c1bc12317ae1a38dc42b595ce777738a64deea3fcb8a0a91381bcdfd5	LOCAL_SHA256_VERIFIED_AGAINST_IMMUTABLE_REMOTE_LFS_RECEIPT_CONSUMED	YES	LOCAL_CHECKPOINT_DOWNLOAD_IN_PROGRESS_PENDING_WHOLE_FILE_SHA256; IMMUTABLE_VERIFIED_RECEIPT=/workspace/c16_assets/c16-a/download_logs/immutable_verified_receipts/c16_qwen25_7b_raw_reference/model-00003-of-00004.safetensors.json; LOCAL_CHECKPOINT_FILES_PRESENT; REMOTE_LFS_SHA256_MATCHED
c16_qwen25_7b_raw_reference	CHECKPOINT_FILE	Qwen/Qwen2.5-7B-Instruct	a09a35458c702b33eeacc393d103063234e8bc28	a09a35458c702b33eeacc393d103063234e8bc28	model-00004-of-00004.safetensors	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen2.5-7B-Instruct__a09a35458c702b33eeacc393d103063234e8bc28/model-00004-of-00004.safetensors	3556377672	1a72d403cdf0c1ec3cb7f289f17b394a01e64394c2e9b3c0f94dbce3faf879bd	LOCAL_SHA256_VERIFIED_AGAINST_IMMUTABLE_REMOTE_LFS_RECEIPT_CONSUMED	YES	LOCAL_CHECKPOINT_DOWNLOAD_IN_PROGRESS_PENDING_WHOLE_FILE_SHA256; IMMUTABLE_VERIFIED_RECEIPT=/workspace/c16_assets/c16-a/download_logs/immutable_verified_receipts/c16_qwen25_7b_raw_reference/model-00004-of-00004.safetensors.json; LOCAL_CHECKPOINT_FILES_PRESENT; REMOTE_LFS_SHA256_MATCHED
c16_qwen25_7b_raw_reference	WEIGHT_INDEX	Qwen/Qwen2.5-7B-Instruct	a09a35458c702b33eeacc393d103063234e8bc28	a09a35458c702b33eeacc393d103063234e8bc28	model.safetensors.index.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen2.5-7B-Instruct__a09a35458c702b33eeacc393d103063234e8bc28/model.safetensors.index.json	27752	624bf7c47cd12468fdc16e38a47cf4f19e0415b859a223ba3c027eed2f0e1028	LOCAL_SHA256_VERIFIED	YES	LOCAL_CHECKPOINT_DOWNLOAD_IN_PROGRESS_PENDING_WHOLE_FILE_SHA256; LOCAL_CHECKPOINT_FILES_PRESENT
c16_qwen25_7b_raw_reference	TOKENIZER_ASSET	Qwen/Qwen2.5-7B-Instruct	a09a35458c702b33eeacc393d103063234e8bc28	a09a35458c702b33eeacc393d103063234e8bc28	tokenizer.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen2.5-7B-Instruct__a09a35458c702b33eeacc393d103063234e8bc28/tokenizer.json	7031645	c0382117ea329cdf097041132f6d735924b697924d6f6fc3945713e96ce87539	LOCAL_SHA256_VERIFIED	YES	LOCAL_CHECKPOINT_DOWNLOAD_IN_PROGRESS_PENDING_WHOLE_FILE_SHA256; LOCAL_CHECKPOINT_FILES_PRESENT
c16_qwen25_7b_raw_reference	TOKENIZER_ASSET	Qwen/Qwen2.5-7B-Instruct	a09a35458c702b33eeacc393d103063234e8bc28	a09a35458c702b33eeacc393d103063234e8bc28	tokenizer_config.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen2.5-7B-Instruct__a09a35458c702b33eeacc393d103063234e8bc28/tokenizer_config.json	7305	5b5d4f65d0acd3b2d56a35b56d374a36cbc1c8fa5cf3b3febbbfabf22f359583	LOCAL_SHA256_VERIFIED	YES	LOCAL_CHECKPOINT_DOWNLOAD_IN_PROGRESS_PENDING_WHOLE_FILE_SHA256; LOCAL_CHECKPOINT_FILES_PRESENT
c16_qwen25_7b_raw_reference	TOKENIZER_ASSET	Qwen/Qwen2.5-7B-Instruct	a09a35458c702b33eeacc393d103063234e8bc28	a09a35458c702b33eeacc393d103063234e8bc28	vocab.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen2.5-7B-Instruct__a09a35458c702b33eeacc393d103063234e8bc28/vocab.json	2776833	ca10d7e9fb3ed18575dd1e277a2579c16d108e32f27439684afa0e10b1440910	LOCAL_SHA256_VERIFIED	YES	LOCAL_CHECKPOINT_DOWNLOAD_IN_PROGRESS_PENDING_WHOLE_FILE_SHA256; LOCAL_CHECKPOINT_FILES_PRESENT
c16_qwen25_7b_raw_reference	CHECKPOINT_FILE	Qwen/Qwen2.5-7B-Instruct	a09a35458c702b33eeacc393d103063234e8bc28	a09a35458c702b33eeacc393d103063234e8bc28	model-00001-of-00004.safetensors	NA	3945441440	a1333e6293854747c481288ea83b348226af178dd565c49b6f9495ba1966aba7	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_qwen25_7b_awq	CONFIGURATION_ASSET	Qwen/Qwen2.5-7B-Instruct-AWQ	b25037543e9394b818fdfca67ab2a00ecc7dd641	b25037543e9394b818fdfca67ab2a00ecc7dd641	config.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen2.5-7B-Instruct-AWQ__b25037543e9394b818fdfca67ab2a00ecc7dd641/config.json	841	ec0c1f5f875ad8bc1f78c5140c22dbdde1b55478442ad358e7a4d9ecf947a327	LOCAL_SHA256_VERIFIED	YES	LOCAL_CHECKPOINT_DOWNLOAD_PARTIAL_PENDING_REMAINING_WHOLE_FILE_SHA256; LOCAL_CHECKPOINT_FILES_PRESENT
c16_qwen25_7b_awq	CONFIGURATION_ASSET	Qwen/Qwen2.5-7B-Instruct-AWQ	b25037543e9394b818fdfca67ab2a00ecc7dd641	b25037543e9394b818fdfca67ab2a00ecc7dd641	generation_config.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen2.5-7B-Instruct-AWQ__b25037543e9394b818fdfca67ab2a00ecc7dd641/generation_config.json	243	9df8ac8558514924f3481a609f1e5590ab4416efc600b12ad805155d79581c59	LOCAL_SHA256_VERIFIED	YES	LOCAL_CHECKPOINT_DOWNLOAD_PARTIAL_PENDING_REMAINING_WHOLE_FILE_SHA256; LOCAL_CHECKPOINT_FILES_PRESENT
c16_qwen25_7b_awq	TOKENIZER_ASSET	Qwen/Qwen2.5-7B-Instruct-AWQ	b25037543e9394b818fdfca67ab2a00ecc7dd641	b25037543e9394b818fdfca67ab2a00ecc7dd641	merges.txt	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen2.5-7B-Instruct-AWQ__b25037543e9394b818fdfca67ab2a00ecc7dd641/merges.txt	1671839	599bab54075088774b1733fde865d5bd747cbcc7a547c5bc12610e874e26f5e3	LOCAL_SHA256_VERIFIED	YES	LOCAL_CHECKPOINT_DOWNLOAD_PARTIAL_PENDING_REMAINING_WHOLE_FILE_SHA256; LOCAL_CHECKPOINT_FILES_PRESENT
c16_qwen25_7b_awq	CHECKPOINT_FILE	Qwen/Qwen2.5-7B-Instruct-AWQ	b25037543e9394b818fdfca67ab2a00ecc7dd641	b25037543e9394b818fdfca67ab2a00ecc7dd641	model-00002-of-00002.safetensors	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen2.5-7B-Instruct-AWQ__b25037543e9394b818fdfca67ab2a00ecc7dd641/model-00002-of-00002.safetensors	1574406784	920a8cc9d3c81668f18014a69bb041ab8bab22a31640a713f90f5e7580e2f126	LOCAL_SHA256_VERIFIED_AGAINST_IMMUTABLE_REMOTE_LFS_RECEIPT_CONSUMED	YES	LOCAL_CHECKPOINT_DOWNLOAD_PARTIAL_PENDING_REMAINING_WHOLE_FILE_SHA256; IMMUTABLE_VERIFIED_RECEIPT=/workspace/c16_assets/c16-a/download_logs/immutable_verified_receipts/c16_qwen25_7b_awq/model-00002-of-00002.safetensors.json; LOCAL_CHECKPOINT_FILES_PRESENT; REMOTE_LFS_SHA256_MATCHED
c16_qwen25_7b_awq	WEIGHT_INDEX	Qwen/Qwen2.5-7B-Instruct-AWQ	b25037543e9394b818fdfca67ab2a00ecc7dd641	b25037543e9394b818fdfca67ab2a00ecc7dd641	model.safetensors.index.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen2.5-7B-Instruct-AWQ__b25037543e9394b818fdfca67ab2a00ecc7dd641/model.safetensors.index.json	62662	559b6859f37625080bf49eea80806ecc2f859a13b316b7fae2ff4432b6308e36	LOCAL_SHA256_VERIFIED	YES	LOCAL_CHECKPOINT_DOWNLOAD_PARTIAL_PENDING_REMAINING_WHOLE_FILE_SHA256; LOCAL_CHECKPOINT_FILES_PRESENT
c16_qwen25_7b_awq	TOKENIZER_ASSET	Qwen/Qwen2.5-7B-Instruct-AWQ	b25037543e9394b818fdfca67ab2a00ecc7dd641	b25037543e9394b818fdfca67ab2a00ecc7dd641	tokenizer.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen2.5-7B-Instruct-AWQ__b25037543e9394b818fdfca67ab2a00ecc7dd641/tokenizer.json	7031645	c0382117ea329cdf097041132f6d735924b697924d6f6fc3945713e96ce87539	LOCAL_SHA256_VERIFIED	YES	LOCAL_CHECKPOINT_DOWNLOAD_PARTIAL_PENDING_REMAINING_WHOLE_FILE_SHA256; LOCAL_CHECKPOINT_FILES_PRESENT
c16_qwen25_7b_awq	TOKENIZER_ASSET	Qwen/Qwen2.5-7B-Instruct-AWQ	b25037543e9394b818fdfca67ab2a00ecc7dd641	b25037543e9394b818fdfca67ab2a00ecc7dd641	tokenizer_config.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen2.5-7B-Instruct-AWQ__b25037543e9394b818fdfca67ab2a00ecc7dd641/tokenizer_config.json	7305	5b5d4f65d0acd3b2d56a35b56d374a36cbc1c8fa5cf3b3febbbfabf22f359583	LOCAL_SHA256_VERIFIED	YES	LOCAL_CHECKPOINT_DOWNLOAD_PARTIAL_PENDING_REMAINING_WHOLE_FILE_SHA256; LOCAL_CHECKPOINT_FILES_PRESENT
c16_qwen25_7b_awq	TOKENIZER_ASSET	Qwen/Qwen2.5-7B-Instruct-AWQ	b25037543e9394b818fdfca67ab2a00ecc7dd641	b25037543e9394b818fdfca67ab2a00ecc7dd641	vocab.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen2.5-7B-Instruct-AWQ__b25037543e9394b818fdfca67ab2a00ecc7dd641/vocab.json	2776833	ca10d7e9fb3ed18575dd1e277a2579c16d108e32f27439684afa0e10b1440910	LOCAL_SHA256_VERIFIED	YES	LOCAL_CHECKPOINT_DOWNLOAD_PARTIAL_PENDING_REMAINING_WHOLE_FILE_SHA256; LOCAL_CHECKPOINT_FILES_PRESENT
c16_qwen25_7b_awq	CHECKPOINT_FILE	Qwen/Qwen2.5-7B-Instruct-AWQ	b25037543e9394b818fdfca67ab2a00ecc7dd641	b25037543e9394b818fdfca67ab2a00ecc7dd641	model-00001-of-00002.safetensors	NA	3996422976	4ad6e70f93823a9228931615e04b5e9293854c236fb4bd5f85e27f3b600605ad	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_qwen3_8b_native_reference	CONFIGURATION_ASSET	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	b968826d9c46dd6066d109eabc6255188de91218	config.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen3-8B__b968826d9c46dd6066d109eabc6255188de91218/config.json	728	f7c4eadfbbf522470667b797a3c89be2524832d2d599797248dc304fff447c30	LOCAL_SHA256_VERIFIED	YES	HF_METADATA_TOKENIZER_ONLY
c16_qwen3_8b_native_reference	CONFIGURATION_ASSET	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	b968826d9c46dd6066d109eabc6255188de91218	generation_config.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen3-8B__b968826d9c46dd6066d109eabc6255188de91218/generation_config.json	239	2325da0f15bb848e018c5ae071b7943332e9f871d6b60e2ed22ca97d4cb993d2	LOCAL_SHA256_VERIFIED	YES	HF_METADATA_TOKENIZER_ONLY
c16_qwen3_8b_native_reference	TOKENIZER_ASSET	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	b968826d9c46dd6066d109eabc6255188de91218	merges.txt	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen3-8B__b968826d9c46dd6066d109eabc6255188de91218/merges.txt	1671853	8831e4f1a044471340f7c0a83d7bd71306a5b867e95fd870f74d0c5308a904d5	LOCAL_SHA256_VERIFIED	YES	HF_METADATA_TOKENIZER_ONLY
c16_qwen3_8b_native_reference	WEIGHT_INDEX	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	b968826d9c46dd6066d109eabc6255188de91218	model.safetensors.index.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen3-8B__b968826d9c46dd6066d109eabc6255188de91218/model.safetensors.index.json	32878	f9fdbcb91c23971c13ec5d5f2573d2349e8f61f2f049371ec699281748fdb1bc	LOCAL_SHA256_VERIFIED	YES	HF_METADATA_TOKENIZER_ONLY
c16_qwen3_8b_native_reference	TOKENIZER_ASSET	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	b968826d9c46dd6066d109eabc6255188de91218	tokenizer.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen3-8B__b968826d9c46dd6066d109eabc6255188de91218/tokenizer.json	11422654	aeb13307a71acd8fe81861d94ad54ab689df773318809eed3cbe794b4492dae4	LOCAL_SHA256_VERIFIED	YES	HF_METADATA_TOKENIZER_ONLY
c16_qwen3_8b_native_reference	TOKENIZER_ASSET	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	b968826d9c46dd6066d109eabc6255188de91218	tokenizer_config.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen3-8B__b968826d9c46dd6066d109eabc6255188de91218/tokenizer_config.json	9732	d5d09f07b48c3086c508b30d1c9114bd1189145b74e982a265350c923acd8101	LOCAL_SHA256_VERIFIED	YES	HF_METADATA_TOKENIZER_ONLY
c16_qwen3_8b_native_reference	TOKENIZER_ASSET	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	b968826d9c46dd6066d109eabc6255188de91218	vocab.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen3-8B__b968826d9c46dd6066d109eabc6255188de91218/vocab.json	2776833	ca10d7e9fb3ed18575dd1e277a2579c16d108e32f27439684afa0e10b1440910	LOCAL_SHA256_VERIFIED	YES	HF_METADATA_TOKENIZER_ONLY
c16_qwen3_8b_native_reference	CHECKPOINT_FILE	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	b968826d9c46dd6066d109eabc6255188de91218	model-00001-of-00005.safetensors	NA	3996250744	31d6a825ae35f11fb85b195b4c42c146c051e446433125a215336abdf95cbf5f	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_qwen3_8b_native_reference	CHECKPOINT_FILE	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	b968826d9c46dd6066d109eabc6255188de91218	model-00002-of-00005.safetensors	NA	3993160032	5991236cea6fe21f3d43cab0f0e84448734fbbe0789816202989f2ddc9d18282	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_qwen3_8b_native_reference	CHECKPOINT_FILE	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	b968826d9c46dd6066d109eabc6255188de91218	model-00003-of-00005.safetensors	NA	3959604768	c5185c4794be2d8a9784d5753c9922db38df478ce11f9ed0b415b7304d896836	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_qwen3_8b_native_reference	CHECKPOINT_FILE	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	b968826d9c46dd6066d109eabc6255188de91218	model-00004-of-00005.safetensors	NA	3187841392	b5ee7de71fbf17db3d5704e0c8f2bc7d005ca9e1d7ca2aeb19827b0cfcaa917a	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
