target_id	static_index	instruction_offset	opcode	memory_space	is_load	is_store	sass	mangled_function	function_address	code_object_sha256
Q30_PF_ATTENTION_FLASH	1846	29536	STG.E.128	GLOBAL	0	1	STG.E.128 [R4.64], RZ ;	_ZN13pytorch_flash16flash_fwd_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi64ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi64ELi4ES3_EEEELb0ELb1ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x724e69c2b400	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_ATTENTION_FLASH	1849	29584	STG.E.128	GLOBAL	0	1	STG.E.128 [R4.64+0x80], RZ ;	_ZN13pytorch_flash16flash_fwd_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi64ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi64ELi4ES3_EEEELb0ELb1ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x724e69c2b400	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_ATTENTION_FLASH	1853	29648	STG.E.128	GLOBAL	0	1	STG.E.128 [R8.64], RZ ;	_ZN13pytorch_flash16flash_fwd_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi64ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi64ELi4ES3_EEEELb0ELb1ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x724e69c2b400	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_ATTENTION_FLASH	1859	29744	STG.E.128	GLOBAL	0	1	STG.E.128 [R8.64+0x80], RZ ;	_ZN13pytorch_flash16flash_fwd_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi64ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi64ELi4ES3_EEEELb0ELb1ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x724e69c2b400	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_ATTENTION_FLASH	1861	29776	STG.E.128	GLOBAL	0	1	STG.E.128 [R16.64], RZ ;	_ZN13pytorch_flash16flash_fwd_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi64ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi64ELi4ES3_EEEELb0ELb1ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x724e69c2b400	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_ATTENTION_FLASH	1862	29792	STG.E.128	GLOBAL	0	1	STG.E.128 [R16.64+0x80], RZ ;	_ZN13pytorch_flash16flash_fwd_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi64ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi64ELi4ES3_EEEELb0ELb1ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x724e69c2b400	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_ATTENTION_FLASH	1863	29808	STG.E.128	GLOBAL	0	1	STG.E.128 [R14.64], RZ ;	_ZN13pytorch_flash16flash_fwd_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi64ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi64ELi4ES3_EEEELb0ELb1ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x724e69c2b400	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_ATTENTION_FLASH	1864	29824	STG.E.128	GLOBAL	0	1	STG.E.128 [R14.64+0x80], RZ ;	_ZN13pytorch_flash16flash_fwd_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi64ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi64ELi4ES3_EEEELb0ELb1ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x724e69c2b400	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_ATTENTION_FLASH	1865	29840	STG.E	GLOBAL	0	1	@!P0 STG.E [R6.64], R13 ;	_ZN13pytorch_flash16flash_fwd_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi64ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi64ELi4ES3_EEEELb0ELb1ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x724e69c2b400	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_ATTENTION_FLASH	1866	29856	STG.E	GLOBAL	0	1	@!P3 STG.E [R6.64+0x40], R11 ;	_ZN13pytorch_flash16flash_fwd_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi64ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi64ELi4ES3_EEEELb0ELb1ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x724e69c2b400	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_ATTENTION_FLASH	1867	29872	STG.E	GLOBAL	0	1	@!P2 STG.E [R6.64+0x80], R3 ;	_ZN13pytorch_flash16flash_fwd_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi64ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi64ELi4ES3_EEEELb0ELb1ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x724e69c2b400	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_ATTENTION_FLASH	1870	29920	STG.E	GLOBAL	0	1	STG.E [R6.64+0xc0], R3 ;	_ZN13pytorch_flash16flash_fwd_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi64ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi64ELi4ES3_EEEELb0ELb1ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x724e69c2b400	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	30	480	LDG.E.64	GLOBAL	1	0	LDG.E.64 R32, [R32.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	31	496	LDG.E.64	GLOBAL	1	0	LDG.E.64 R72, [R72.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	161	2576	LDG.E.LTC128B.128	GLOBAL	1	0	@P0 LDG.E.LTC128B.128 R68, [R14.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	163	2608	LDG.E.LTC128B.128	GLOBAL	1	0	@P1 LDG.E.LTC128B.128 R64, [R12.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	165	2640	LDG.E.LTC128B.128	GLOBAL	1	0	@P2 LDG.E.LTC128B.128 R60, [R10.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	166	2656	LDG.E.LTC128B.128	GLOBAL	1	0	@P3 LDG.E.LTC128B.128 R56, [R16.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	174	2784	LDG.E.LTC128B.128	GLOBAL	1	0	@P0 LDG.E.LTC128B.128 R52, [R14.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	176	2816	LDG.E.LTC128B.128	GLOBAL	1	0	@P1 LDG.E.LTC128B.128 R48, [R12.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	179	2864	LDG.E.LTC128B.128	GLOBAL	1	0	@P2 LDG.E.LTC128B.128 R44, [R10.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	182	2912	LDG.E.LTC128B.128	GLOBAL	1	0	@P3 LDG.E.LTC128B.128 R40, [R8.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	209	3344	LDG.E.LTC128B.128	GLOBAL	1	0	@P0 LDG.E.LTC128B.128 R36, [R12.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	210	3360	LDG.E.LTC128B.128	GLOBAL	1	0	@P1 LDG.E.LTC128B.128 R8, [R6.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	211	3376	LDG.E.LTC128B.128	GLOBAL	1	0	@P2 LDG.E.LTC128B.128 R28, [R14.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	215	3440	LDG.E.LTC128B.128	GLOBAL	1	0	@P3 LDG.E.LTC128B.128 R24, [R12.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	225	3600	LDG.E.LTC128B.128	GLOBAL	1	0	@P0 LDG.E.LTC128B.128 R20, [R6.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	228	3648	LDG.E.LTC128B.128	GLOBAL	1	0	@P1 LDG.E.LTC128B.128 R16, [R94.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	230	3680	LDG.E.LTC128B.128	GLOBAL	1	0	@P2 LDG.E.LTC128B.128 R12, [R92.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	232	3712	LDG.E.LTC128B.128	GLOBAL	1	0	@P3 LDG.E.LTC128B.128 R4, [R90.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	354	5664	LDG.E.LTC128B.128	GLOBAL	1	0	@P0 LDG.E.LTC128B.128 R36, [R110.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	358	5728	LDG.E.LTC128B.128	GLOBAL	1	0	@P1 LDG.E.LTC128B.128 R56, [R40.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	365	5840	LDG.E.LTC128B.128	GLOBAL	1	0	@P2 LDG.E.LTC128B.128 R52, [R64.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	372	5952	LDG.E.LTC128B.128	GLOBAL	1	0	@P3 LDG.E.LTC128B.128 R48, [R42.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	400	6400	LDG.E.LTC128B.128	GLOBAL	1	0	@P0 LDG.E.LTC128B.128 R44, [R62.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	404	6464	LDG.E.LTC128B.128	GLOBAL	1	0	@P1 LDG.E.LTC128B.128 R40, [R60.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	410	6560	LDG.E.LTC128B.128	GLOBAL	1	0	@P2 LDG.E.LTC128B.128 R96, [R72.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	414	6624	LDG.E.LTC128B.128	GLOBAL	1	0	@P3 LDG.E.LTC128B.128 R92, [R110.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	429	6864	LDG.E.LTC128B.128	GLOBAL	1	0	@P0 LDG.E.LTC128B.128 R64, [R68.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	431	6896	LDG.E.LTC128B.128	GLOBAL	1	0	@P1 LDG.E.LTC128B.128 R60, [R70.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	434	6944	LDG.E.LTC128B.128	GLOBAL	1	0	@P2 LDG.E.LTC128B.128 R76, [R84.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	436	6976	LDG.E.LTC128B.128	GLOBAL	1	0	@P3 LDG.E.LTC128B.128 R72, [R82.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	443	7088	LDG.E.LTC128B.128	GLOBAL	1	0	@P0 LDG.E.LTC128B.128 R68, [R80.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	450	7200	LDG.E.LTC128B.128	GLOBAL	1	0	@P1 LDG.E.LTC128B.128 R88, [R116.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	454	7264	LDG.E.LTC128B.128	GLOBAL	1	0	@P2 LDG.E.LTC128B.128 R84, [R114.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	477	7632	LDG.E.LTC128B.128	GLOBAL	1	0	@P3 LDG.E.LTC128B.128 R80, [R112.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	633	10128	LDG.E	GLOBAL	1	0	@P1 LDG.E R24, [R12.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	634	10144	LDG.E	GLOBAL	1	0	@P0 LDG.E R25, [R2.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
