phase	launch_ordinal	semantic_range	semantic_class	start_ns	end_ns	duration_ns	stream	correlation_id	demangled_name	mangled_name	grid_x	grid_y	grid_z	block_x	block_y	block_z
decode3	11	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	7292291199	7292292735	1536	7	7474	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	91	8	1	1	128	1	1
decode3	12	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	7292358336	7292360608	2272	7	7487	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	92	4	1	1	128	1	1
decode3	13	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	7292376096	7292377088	992	7	7498	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	93	4	1	1	128	1	1
decode3	14	Q30_COMPONENT_SELF_ATTN	ATTENTION	7377693718	7377720950	27232	7	8994	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)	94	1024	1	1	16	4	1
decode3	15	Q30_COMPONENT_SELF_ATTN	ATTENTION	7377914135	7377916407	2272	7	9007	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	86	8	1	1	128	1	1
decode3	16	Q30_COMPONENT_SELF_ATTN	ATTENTION	7377938072	7377939064	992	7	9018	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	87	8	1	1	128	1	1
decode3	17	Q30_COMPONENT_SELF_ATTN	ATTENTION	7377961496	7377964056	2560	7	9032	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	88	2	1	1	32	16	1
decode3	18	Q30_COMPONENT_SELF_ATTN	ATTENTION	7377986392	7377987352	960	7	9042	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	89	1	1	1	128	1	1
decode3	19	Q30_COMPONENT_SELF_ATTN	ATTENTION	7377997752	7377998744	992	7	9052	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	90	1	1	1	128	1	1
decode3	20	Q30_COMPONENT_SELF_ATTN	ATTENTION	7378015768	7378017272	1504	7	9062	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	91	16	1	1	128	1	1
decode3	21	Q30_COMPONENT_SELF_ATTN	ATTENTION	7378035864	7378038232	2368	7	9075	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	92	8	1	1	128	1	1
decode3	22	Q30_COMPONENT_SELF_ATTN	ATTENTION	7378064601	7378066521	1920	7	9086	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	95	8	1	1	128	1	1
decode3	23	Q30_COMPONENT_SELF_ATTN	ATTENTION	7378174617	7378179642	5025	7	9110	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)	96	128	1	1	32	4	1
decode3	24	Q30_COMPONENT_SELF_ATTN	ATTENTION	7378187706	7378189946	2240	7	9123	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	86	1	1	1	128	1	1
decode3	25	Q30_COMPONENT_SELF_ATTN	ATTENTION	7378194330	7378195322	992	7	9134	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	87	1	1	1	128	1	1
decode3	26	Q30_COMPONENT_SELF_ATTN	ATTENTION	7378202618	7378205082	2464	7	9148	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	88	1	1	1	128	4	1
decode3	27	Q30_COMPONENT_SELF_ATTN	ATTENTION	7378210842	7378211834	992	7	9158	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	89	1	1	1	128	1	1
decode3	28	Q30_COMPONENT_SELF_ATTN	ATTENTION	7378215962	7378216954	992	7	9168	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	90	1	1	1	128	1	1
decode3	29	Q30_COMPONENT_SELF_ATTN	ATTENTION	7378222202	7378223706	1504	7	9178	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	91	2	1	1	128	1	1
decode3	30	Q30_COMPONENT_SELF_ATTN	ATTENTION	7378230426	7378232762	2336	7	9191	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	92	1	1	1	128	1	1
decode3	31	Q30_COMPONENT_SELF_ATTN	ATTENTION	7378235962	7378237850	1888	7	9202	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	95	1	1	1	128	1	1
decode3	32	Q30_COMPONENT_SELF_ATTN	ATTENTION	7378255098	7378260154	5056	7	9225	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)	96	128	1	1	32	4	1
decode3	33	Q30_COMPONENT_SELF_ATTN	ATTENTION	7378272026	7378273946	1920	7	9235	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	95	8	1	1	128	1	1
decode3	34	Q30_COMPONENT_SELF_ATTN	ATTENTION	7383846312	7383848232	1920	7	9251	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	97	4	1	1	128	1	1
decode3	35	Q30_COMPONENT_SELF_ATTN	ATTENTION	7385956793	7385959705	2912	7	9262	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	98	152	2	1	512	1	1
decode3	36	Q30_COMPONENT_SELF_ATTN	ATTENTION	7385988921	7385990841	1920	7	9272	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	95	8	1	1	128	1	1
decode3	37	Q30_COMPONENT_SELF_ATTN	ATTENTION	7386014841	7386015833	992	7	9282	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::BFloat16>, at::detail::Array<char *, (int)3>>(int, T2, T3)	99	8	1	1	128	1	1
decode3	38	Q30_COMPONENT_SELF_ATTN	ATTENTION	7386025049	7386026937	1888	7	9292	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	95	1	1	1	128	1	1
decode3	39	Q30_COMPONENT_SELF_ATTN	ATTENTION	7386052186	7386053722	1536	7	9308	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	97	1	1	1	128	1	1
decode3	40	Q30_COMPONENT_SELF_ATTN	ATTENTION	7386063674	7386065626	1952	7	9319	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	98	152	2	1	512	1	1
decode3	41	Q30_COMPONENT_SELF_ATTN	ATTENTION	7386069658	7386071450	1792	7	9329	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	95	1	1	1	128	1	1
decode3	42	Q30_COMPONENT_SELF_ATTN	ATTENTION	7386074682	7386075642	960	7	9339	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::BFloat16>, at::detail::Array<char *, (int)3>>(int, T2, T3)	99	1	1	1	128	1	1
decode3	43	Q30_COMPONENT_SELF_ATTN	ATTENTION	7386105946	7386108154	2208	7	9350	void at::native::<unnamed>::CatArrayBatchedCopy_contig<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	100	152	2	1	512	1	1
decode3	44	Q30_COMPONENT_SELF_ATTN	ATTENTION	7386115194	7386117210	2016	7	9361	void at::native::<unnamed>::CatArrayBatchedCopy_contig<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	100	152	2	1	512	1	1
decode3	45	Q30_COMPONENT_SELF_ATTN	ATTENTION	7386201371	7386204827	3456	7	9377	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	101	1056	1	1	128	1	1
decode3	46	Q30_COMPONENT_SELF_ATTN	ATTENTION	7386218043	7386221307	3264	7	9394	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	101	1056	1	1	128	1	1
decode3	47	Q30_COMPONENT_SELF_ATTN	ATTENTION	7389534966	7389541750	6784	7	9440	void pytorch_flash::flash_fwd_splitkv_kernel<pytorch_flash::Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, pytorch_flash::Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0>(pytorch_flash::Flash_fwd_params)	102	1	2	32	128	1	1
decode3	48	Q30_COMPONENT_SELF_ATTN	ATTENTION	7389547830	7389549718	1888	7	9442	void pytorch_flash::flash_fwd_splitkv_combine_kernel<pytorch_flash::Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, pytorch_flash::Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (int)4, (int)1, (bool)1>(pytorch_flash::Flash_fwd_params)	103	8	1	1	128	1	1
decode3	49	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	7389670679	7389698423	27744	7	9477	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)	94	512	1	1	16	4	1
decode3	50	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	7389720727	7389721751	1024	7	9487	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::BFloat16>, at::detail::Array<char *, (int)3>>(int, T2, T3)	99	4	1	1	128	1	1
decode3	51	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	7389749336	7389751608	2272	7	9500	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	86	4	1	1	128	1	1
decode3	52	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	7389768568	7389769592	1024	7	9511	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	87	4	1	1	128	1	1
decode3	53	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	7389788504	7389790872	2368	7	9525	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	88	1	1	1	512	1	1
decode3	54	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	7389810232	7389811224	992	7	9535	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	89	1	1	1	128	1	1
decode3	55	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	7389823544	7389824536	992	7	9545	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	90	1	1	1	128	1	1
decode3	56	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	7389846968	7389848408	1440	7	9555	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	91	8	1	1	128	1	1
decode3	57	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	7389859577	7389861945	2368	7	9568	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	92	4	1	1	128	1	1
decode3	58	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	7389867033	7389868057	1024	7	9579	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	93	4	1	1	128	1	1
decode3	59	Q30_COMPONENT_MLP	ROUTER_TOPK	7389930489	7389933305	2816	7	9603	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)	96	32	1	1	32	4	1
decode3	60	Q30_COMPONENT_MLP	UNKNOWN_RUNTIME	7389960153	7389961337	1184	7	9616	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	86	1	1	1	128	1	1
decode3	61	Q30_COMPONENT_MLP	UNKNOWN_RUNTIME	7396304621	7396305997	1376	7	9629	void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)	104	1	1	1	32	4	1
decode3	62	Q30_COMPONENT_MLP	ROUTER_TOPK	7401906778	7401910810	4032	7	9644	void at::native::sbtopk::gatherTopK<float, unsigned int, (int)1, (bool)0>(at::cuda::detail::TensorInfo<const T1, T2>, T2, T2, bool, T2, T2, at::cuda::detail::TensorInfo<T1, T2>, T2, at::cuda::detail::TensorInfo<long, T2>, T2, T1 *)	105	1	1	1	128	1	1
decode3	63	Q30_COMPONENT_MLP	ROUTER_TOPK	7414209502	7414212959	3457	7	9661	void at::native::bitonicSortKVInPlace<(int)-2, (int)-1, (int)16, (int)16, float, long, at::native::GTOp<float, (bool)1>, unsigned int>(at::cuda::detail::TensorInfo<T5, T8>, T8, T8, T8, at::cuda::detail::TensorInfo<T6, T8>, T8, T7)	106	1	1	1	16	1	1
decode3	64	Q30_COMPONENT_MLP	UNKNOWN_RUNTIME	7418845764	7418847620	1856	7	9675	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)	107	1	1	1	8	1	1
