phase	launch_ordinal	semantic_range	semantic_class	start_ns	end_ns	duration_ns	stream	correlation_id	demangled_name	mangled_name	grid_x	grid_y	grid_z	block_x	block_y	block_z
prefill	24	Q30_COMPONENT_SELF_ATTN	ATTENTION	6984818411	6984820043	1632	7	8442	void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)	113	16	8	1	32	16	1
prefill	25	Q30_COMPONENT_SELF_ATTN	ATTENTION	6984936236	6984938572	2336	7	8455	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	103	128	1	1	128	1	1
prefill	26	Q30_COMPONENT_SELF_ATTN	ATTENTION	6984958156	6984959276	1120	7	8466	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	104	128	1	1	128	1	1
prefill	27	Q30_COMPONENT_SELF_ATTN	ATTENTION	6984978700	6984981229	2529	7	8480	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	105	32	1	1	32	16	1
prefill	28	Q30_COMPONENT_SELF_ATTN	ATTENTION	6985003565	6985004525	960	7	8490	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	106	1	1	1	128	1	1
prefill	29	Q30_COMPONENT_SELF_ATTN	ATTENTION	6985017325	6985018349	1024	7	8500	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	107	1	1	1	128	1	1
prefill	30	Q30_COMPONENT_SELF_ATTN	ATTENTION	6985030637	6985032269	1632	7	8510	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	108	256	1	1	128	1	1
prefill	31	Q30_COMPONENT_SELF_ATTN	ATTENTION	6985049421	6985051885	2464	7	8523	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	109	128	1	1	128	1	1
prefill	32	Q30_COMPONENT_SELF_ATTN	ATTENTION	6985058541	6985060557	2016	7	8534	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	110	128	1	1	128	1	1
prefill	33	Q30_COMPONENT_SELF_ATTN	ATTENTION	6985121966	6985128558	6592	7	8563	void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_bf16_64x64_32x6_tn_align8>(T1::Params)	112	16	1	4	128	1	1
prefill	34	Q30_COMPONENT_SELF_ATTN	ATTENTION	6985129102	6985130702	1600	7	8564	void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)	113	16	8	1	32	16	1
prefill	35	Q30_COMPONENT_SELF_ATTN	ATTENTION	6985152942	6985156302	3360	7	8574	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	110	1024	1	1	128	1	1
prefill	36	Q30_COMPONENT_SELF_ATTN	ATTENTION	6990790780	6990792988	2208	7	8590	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	114	512	1	1	128	1	1
prefill	37	Q30_COMPONENT_SELF_ATTN	ATTENTION	6992879117	6992885069	5952	7	8601	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	115	152	2	1	512	1	1
prefill	38	Q30_COMPONENT_SELF_ATTN	ATTENTION	6993031854	6993035182	3328	7	8615	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	110	1024	1	1	128	1	1
prefill	39	Q30_COMPONENT_SELF_ATTN	ATTENTION	6993066958	6993070542	3584	7	8625	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<c10::BFloat16>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	116	1024	1	1	128	1	1
prefill	40	Q30_COMPONENT_SELF_ATTN	ATTENTION	6993076302	6993078350	2048	7	8635	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	110	128	1	1	128	1	1
prefill	41	Q30_COMPONENT_SELF_ATTN	ATTENTION	6993110223	6993112143	1920	7	8651	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	114	64	1	1	128	1	1
prefill	42	Q30_COMPONENT_SELF_ATTN	ATTENTION	6993124687	6993127535	2848	7	8662	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	115	152	2	1	512	1	1
prefill	43	Q30_COMPONENT_SELF_ATTN	ATTENTION	6993131375	6993133263	1888	7	8672	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	110	128	1	1	128	1	1
prefill	44	Q30_COMPONENT_SELF_ATTN	ATTENTION	6993136911	6993138863	1952	7	8682	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<c10::BFloat16>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	116	128	1	1	128	1	1
prefill	45	Q30_COMPONENT_SELF_ATTN	ATTENTION	6993238960	6993242448	3488	7	8698	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	117	1024	1	1	128	1	1
prefill	46	Q30_COMPONENT_SELF_ATTN	ATTENTION	6993255376	6993258736	3360	7	8715	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	117	1024	1	1	128	1	1
prefill	47	Q30_COMPONENT_SELF_ATTN	ATTENTION	6993266768	6993269936	3168	7	8730	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	117	1024	1	1	128	1	1
prefill	48	Q30_COMPONENT_SELF_ATTN	ATTENTION	6996053927	6996060871	6944	7	8765	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<(int)128, (int)64, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, pytorch_flash::Flash_kernel_traits<(int)128, (int)64, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0>(pytorch_flash::Flash_fwd_params)	118	2	1	32	128	1	1
prefill	49	Q30_COMPONENT_SELF_ATTN	ATTENTION	6996155687	6996159079	3392	7	8794	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	117	1024	1	1	128	1	1
prefill	50	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	6996279528	6996313385	33857	7	8822	ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_tn	119	16	2	2	128	1	1
prefill	51	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	6996342601	6996344073	1472	7	8832	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::BFloat16>, at::detail::Array<char *, (int)3>>(int, T2, T3)	120	512	1	1	128	1	1
prefill	52	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	6996370985	6996373481	2496	7	8845	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	103	512	1	1	128	1	1
prefill	53	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	6996389769	6996391209	1440	7	8856	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	104	512	1	1	128	1	1
prefill	54	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	6996409097	6996413737	4640	7	8870	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	105	8	1	1	32	16	1
prefill	55	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	6996427370	6996428362	992	7	8880	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	106	1	1	1	128	1	1
prefill	56	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	6996439562	6996440554	992	7	8890	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	107	1	1	1	128	1	1
prefill	57	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	6996452842	6996455210	2368	7	8900	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	108	1024	1	1	128	1	1
prefill	58	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	6996465098	6996467786	2688	7	8913	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	109	512	1	1	128	1	1
prefill	59	OUTSIDE_COMPONENT_RANGE	UNKNOWN_RUNTIME	6996474442	6996476746	2304	7	8924	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	110	512	1	1	128	1	1
prefill	60	Q30_COMPONENT_ROUTER_GATE	ROUTER_TOPK	6996549131	6996552683	3552	7	8953	void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_bf16_64x64_32x6_tn_align8>(T1::Params)	112	4	1	16	128	1	1
prefill	61	Q30_COMPONENT_ROUTER_GATE	ROUTER_TOPK	6996553515	6996555147	1632	7	8954	void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)	113	4	8	1	32	16	1
prefill	62	Q30_COMPONENT_MLP	UNKNOWN_RUNTIME	6996582731	6996584779	2048	7	8967	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	103	32	1	1	128	1	1
prefill	63	Q30_COMPONENT_MLP	UNKNOWN_RUNTIME	7002867262	7002868862	1600	7	8980	void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)	121	16	1	1	32	4	1
prefill	64	Q30_COMPONENT_MLP	ROUTER_TOPK	7008421675	7008427851	6176	7	8995	void at::native::sbtopk::gatherTopK<float, unsigned int, (int)2, (bool)0>(at::cuda::detail::TensorInfo<const T1, T2>, T2, T2, bool, T2, T2, at::cuda::detail::TensorInfo<T1, T2>, T2, at::cuda::detail::TensorInfo<long, T2>, T2, T1 *)	122	128	1	1	128	1	1
prefill	65	Q30_COMPONENT_MLP	ROUTER_TOPK	7020690863	7020694767	3904	7	9012	void at::native::bitonicSortKVInPlace<(int)2, (int)-1, (int)16, (int)16, float, long, at::native::GTOp<float, (bool)1>, unsigned int>(at::cuda::detail::TensorInfo<T5, T8>, T8, T8, T8, at::cuda::detail::TensorInfo<T6, T8>, T8, T7)	123	128	1	1	16	1	1
prefill	66	Q30_COMPONENT_MLP	UNKNOWN_RUNTIME	7025452693	7025454709	2016	7	9026	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)	124	2	1	1	8	64	1
prefill	67	Q30_COMPONENT_MLP	UNKNOWN_RUNTIME	7025534582	7025536118	1536	7	9032	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	125	4	1	1	128	1	1
