profile_id	role	dose_mib	dram__bytes.sum	unit	kernel_count	kernel_names	replay_pass_count	nvtx_range	profiler_command
q_proj_48MIB	q_proj	48	10811392.0	byte	3	"[""gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)"", ""void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)"", ""void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)""]"	1	C16_E1_KNEE_Q_PROJ_48MIB	/opt/nvidia/nsight-compute/2025.1.1/target/linux-desktop-glibc_2_11_3-x64/ncu --nvtx --nvtx-include C16_E1_KNEE_Q_PROJ_48MIB/ --target-processes application-only --replay-mode application --cache-control none --metrics dram__bytes.sum --force-overwrite -o /data/c16/e1_natural_reuse_residency_v1/ncu/knee/reports/q_proj_48MIB /data/c16/env/c16-awq-v6/bin/python util/vm_tlb/c16/e1_knee_ncu_replay.py --role q_proj --dose-mib 48
q_proj_56MIB	q_proj	56	10719104.0	byte	3	"[""gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)"", ""void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)"", ""void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)""]"	1	C16_E1_KNEE_Q_PROJ_56MIB	/opt/nvidia/nsight-compute/2025.1.1/target/linux-desktop-glibc_2_11_3-x64/ncu --nvtx --nvtx-include C16_E1_KNEE_Q_PROJ_56MIB/ --target-processes application-only --replay-mode application --cache-control none --metrics dram__bytes.sum --force-overwrite -o /data/c16/e1_natural_reuse_residency_v1/ncu/knee/reports/q_proj_56MIB /data/c16/env/c16-awq-v6/bin/python util/vm_tlb/c16/e1_knee_ncu_replay.py --role q_proj --dose-mib 56
q_proj_60MIB	q_proj	60	10675456.0	byte	3	"[""gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)"", ""void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)"", ""void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)""]"	1	C16_E1_KNEE_Q_PROJ_60MIB	/opt/nvidia/nsight-compute/2025.1.1/target/linux-desktop-glibc_2_11_3-x64/ncu --nvtx --nvtx-include C16_E1_KNEE_Q_PROJ_60MIB/ --target-processes application-only --replay-mode application --cache-control none --metrics dram__bytes.sum --force-overwrite -o /data/c16/e1_natural_reuse_residency_v1/ncu/knee/reports/q_proj_60MIB /data/c16/env/c16-awq-v6/bin/python util/vm_tlb/c16/e1_knee_ncu_replay.py --role q_proj --dose-mib 60
q_proj_64MIB	q_proj	64	10383232.0	byte	3	"[""gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)"", ""void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)"", ""void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)""]"	1	C16_E1_KNEE_Q_PROJ_64MIB	/opt/nvidia/nsight-compute/2025.1.1/target/linux-desktop-glibc_2_11_3-x64/ncu --nvtx --nvtx-include C16_E1_KNEE_Q_PROJ_64MIB/ --target-processes application-only --replay-mode application --cache-control none --metrics dram__bytes.sum --force-overwrite -o /data/c16/e1_natural_reuse_residency_v1/ncu/knee/reports/q_proj_64MIB /data/c16/env/c16-awq-v6/bin/python util/vm_tlb/c16/e1_knee_ncu_replay.py --role q_proj --dose-mib 64
q_proj_72MIB	q_proj	72	9568256.0	byte	3	"[""gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)"", ""void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)"", ""void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)""]"	1	C16_E1_KNEE_Q_PROJ_72MIB	/opt/nvidia/nsight-compute/2025.1.1/target/linux-desktop-glibc_2_11_3-x64/ncu --nvtx --nvtx-include C16_E1_KNEE_Q_PROJ_72MIB/ --target-processes application-only --replay-mode application --cache-control none --metrics dram__bytes.sum --force-overwrite -o /data/c16/e1_natural_reuse_residency_v1/ncu/knee/reports/q_proj_72MIB /data/c16/env/c16-awq-v6/bin/python util/vm_tlb/c16/e1_knee_ncu_replay.py --role q_proj --dose-mib 72
q_proj_96MIB	q_proj	96	6960512.0	byte	3	"[""gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)"", ""void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)"", ""void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)""]"	1	C16_E1_KNEE_Q_PROJ_96MIB	/opt/nvidia/nsight-compute/2025.1.1/target/linux-desktop-glibc_2_11_3-x64/ncu --nvtx --nvtx-include C16_E1_KNEE_Q_PROJ_96MIB/ --target-processes application-only --replay-mode application --cache-control none --metrics dram__bytes.sum --force-overwrite -o /data/c16/e1_natural_reuse_residency_v1/ncu/knee/reports/q_proj_96MIB /data/c16/env/c16-awq-v6/bin/python util/vm_tlb/c16/e1_knee_ncu_replay.py --role q_proj --dose-mib 96
up_proj_0MIB	up_proj	0	83840.0	byte	2	"[""gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)"", ""void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)""]"	1	C16_E1_KNEE_UP_PROJ_0MIB	/opt/nvidia/nsight-compute/2025.1.1/target/linux-desktop-glibc_2_11_3-x64/ncu --nvtx --nvtx-include C16_E1_KNEE_UP_PROJ_0MIB/ --target-processes application-only --replay-mode application --cache-control none --metrics dram__bytes.sum --force-overwrite -o /data/c16/e1_natural_reuse_residency_v1/ncu/knee/reports/up_proj_0MIB /data/c16/env/c16-awq-v6/bin/python util/vm_tlb/c16/e1_knee_ncu_replay.py --role up_proj --dose-mib 0
up_proj_16MIB	up_proj	16	14445440.0	byte	2	"[""gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)"", ""void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)""]"	1	C16_E1_KNEE_UP_PROJ_16MIB	/opt/nvidia/nsight-compute/2025.1.1/target/linux-desktop-glibc_2_11_3-x64/ncu --nvtx --nvtx-include C16_E1_KNEE_UP_PROJ_16MIB/ --target-processes application-only --replay-mode application --cache-control none --metrics dram__bytes.sum --force-overwrite -o /data/c16/e1_natural_reuse_residency_v1/ncu/knee/reports/up_proj_16MIB /data/c16/env/c16-awq-v6/bin/python util/vm_tlb/c16/e1_knee_ncu_replay.py --role up_proj --dose-mib 16
up_proj_24MIB	up_proj	24	26185344.0	byte	2	"[""gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)"", ""void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)""]"	1	C16_E1_KNEE_UP_PROJ_24MIB	/opt/nvidia/nsight-compute/2025.1.1/target/linux-desktop-glibc_2_11_3-x64/ncu --nvtx --nvtx-include C16_E1_KNEE_UP_PROJ_24MIB/ --target-processes application-only --replay-mode application --cache-control none --metrics dram__bytes.sum --force-overwrite -o /data/c16/e1_natural_reuse_residency_v1/ncu/knee/reports/up_proj_24MIB /data/c16/env/c16-awq-v6/bin/python util/vm_tlb/c16/e1_knee_ncu_replay.py --role up_proj --dose-mib 24
up_proj_28MIB	up_proj	28	28756096.0	byte	2	"[""gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)"", ""void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)""]"	1	C16_E1_KNEE_UP_PROJ_28MIB	/opt/nvidia/nsight-compute/2025.1.1/target/linux-desktop-glibc_2_11_3-x64/ncu --nvtx --nvtx-include C16_E1_KNEE_UP_PROJ_28MIB/ --target-processes application-only --replay-mode application --cache-control none --metrics dram__bytes.sum --force-overwrite -o /data/c16/e1_natural_reuse_residency_v1/ncu/knee/reports/up_proj_28MIB /data/c16/env/c16-awq-v6/bin/python util/vm_tlb/c16/e1_knee_ncu_replay.py --role up_proj --dose-mib 28
up_proj_30MIB	up_proj	30	33251456.0	byte	2	"[""gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)"", ""void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)""]"	1	C16_E1_KNEE_UP_PROJ_30MIB	/opt/nvidia/nsight-compute/2025.1.1/target/linux-desktop-glibc_2_11_3-x64/ncu --nvtx --nvtx-include C16_E1_KNEE_UP_PROJ_30MIB/ --target-processes application-only --replay-mode application --cache-control none --metrics dram__bytes.sum --force-overwrite -o /data/c16/e1_natural_reuse_residency_v1/ncu/knee/reports/up_proj_30MIB /data/c16/env/c16-awq-v6/bin/python util/vm_tlb/c16/e1_knee_ncu_replay.py --role up_proj --dose-mib 30
up_proj_32MIB	up_proj	32	36340352.0	byte	2	"[""gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)"", ""void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)""]"	1	C16_E1_KNEE_UP_PROJ_32MIB	/opt/nvidia/nsight-compute/2025.1.1/target/linux-desktop-glibc_2_11_3-x64/ncu --nvtx --nvtx-include C16_E1_KNEE_UP_PROJ_32MIB/ --target-processes application-only --replay-mode application --cache-control none --metrics dram__bytes.sum --force-overwrite -o /data/c16/e1_natural_reuse_residency_v1/ncu/knee/reports/up_proj_32MIB /data/c16/env/c16-awq-v6/bin/python util/vm_tlb/c16/e1_knee_ncu_replay.py --role up_proj --dose-mib 32
up_proj_36MIB	up_proj	36	37756672.0	byte	2	"[""gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)"", ""void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)""]"	1	C16_E1_KNEE_UP_PROJ_36MIB	/opt/nvidia/nsight-compute/2025.1.1/target/linux-desktop-glibc_2_11_3-x64/ncu --nvtx --nvtx-include C16_E1_KNEE_UP_PROJ_36MIB/ --target-processes application-only --replay-mode application --cache-control none --metrics dram__bytes.sum --force-overwrite -o /data/c16/e1_natural_reuse_residency_v1/ncu/knee/reports/up_proj_36MIB /data/c16/env/c16-awq-v6/bin/python util/vm_tlb/c16/e1_knee_ncu_replay.py --role up_proj --dose-mib 36
up_proj_40MIB	up_proj	40	38494336.0	byte	2	"[""gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)"", ""void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)""]"	1	C16_E1_KNEE_UP_PROJ_40MIB	/opt/nvidia/nsight-compute/2025.1.1/target/linux-desktop-glibc_2_11_3-x64/ncu --nvtx --nvtx-include C16_E1_KNEE_UP_PROJ_40MIB/ --target-processes application-only --replay-mode application --cache-control none --metrics dram__bytes.sum --force-overwrite -o /data/c16/e1_natural_reuse_residency_v1/ncu/knee/reports/up_proj_40MIB /data/c16/env/c16-awq-v6/bin/python util/vm_tlb/c16/e1_knee_ncu_replay.py --role up_proj --dose-mib 40
up_proj_48MIB	up_proj	48	37552768.0	byte	2	"[""gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)"", ""void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)""]"	1	C16_E1_KNEE_UP_PROJ_48MIB	/opt/nvidia/nsight-compute/2025.1.1/target/linux-desktop-glibc_2_11_3-x64/ncu --nvtx --nvtx-include C16_E1_KNEE_UP_PROJ_48MIB/ --target-processes application-only --replay-mode application --cache-control none --metrics dram__bytes.sum --force-overwrite -o /data/c16/e1_natural_reuse_residency_v1/ncu/knee/reports/up_proj_48MIB /data/c16/env/c16-awq-v6/bin/python util/vm_tlb/c16/e1_knee_ncu_replay.py --role up_proj --dose-mib 48
up_proj_64MIB	up_proj	64	35560704.0	byte	2	"[""gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)"", ""void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)""]"	1	C16_E1_KNEE_UP_PROJ_64MIB	/opt/nvidia/nsight-compute/2025.1.1/target/linux-desktop-glibc_2_11_3-x64/ncu --nvtx --nvtx-include C16_E1_KNEE_UP_PROJ_64MIB/ --target-processes application-only --replay-mode application --cache-control none --metrics dram__bytes.sum --force-overwrite -o /data/c16/e1_natural_reuse_residency_v1/ncu/knee/reports/up_proj_64MIB /data/c16/env/c16-awq-v6/bin/python util/vm_tlb/c16/e1_knee_ncu_replay.py --role up_proj --dose-mib 64
