role	M	implementation	call_index	median_ms	min_ms	max_ms	cv	samples_ms	input_sha256	output_sha256
down_proj	1	RAW_FP16	5	0.20684799551963806	0.20582400262355804	0.2069759964942932	0.0017543701914748066	[0.20684799551963806, 0.20684799551963806, 0.2069759964942932, 0.2062399983406067, 0.20684799551963806, 0.20684799551963806, 0.20582400262355804, 0.20684799551963806, 0.20684799551963806]	e39ee4d42396f044115b2ec20734c5a0b7d41958c642ad264b1cbbe597aa2c59	d99ca2792b2e83587c6f2331e0754c6cba27c6998e0026308bafb546a10d942b
down_proj	1	RAW_FP16	6	0.20614400506019592	0.20582400262355804	0.20684799551963806	0.0023579094018211393	[0.20684799551963806, 0.20582400262355804, 0.20684799551963806, 0.20582400262355804, 0.20684799551963806, 0.20614400506019592, 0.20684799551963806, 0.20582400262355804, 0.20582400262355804]	e39ee4d42396f044115b2ec20734c5a0b7d41958c642ad264b1cbbe597aa2c59	d99ca2792b2e83587c6f2331e0754c6cba27c6998e0026308bafb546a10d942b
q_proj	1	AWQ_FP16_INPUT	1	0.03699199855327606	0.03619199991226196	0.04915200173854828	0.09915180126405111	[0.04915200173854828, 0.03699199855327606, 0.03619199991226196, 0.036959998309612274, 0.03686400130391121, 0.03686400130391121, 0.037856001406908035, 0.03731200098991394, 0.03993599861860275]	9b29f29aea7fc1c13587cb809868624041a2c613c777710c880cfdef46608497	c28496ca7553e9708f87f196539b0d45f8f0a1ae532deddb97458d439403990c
q_proj	1	AWQ_FP16_INPUT	2	0.03363199904561043	0.031936001032590866	0.039103999733924866	0.06967034508502898	[0.039103999733924866, 0.03356799855828285, 0.03788800165057182, 0.03705599904060364, 0.03296000137925148, 0.031936001032590866, 0.03379200026392937, 0.03276799991726875, 0.03363199904561043]	9b29f29aea7fc1c13587cb809868624041a2c613c777710c880cfdef46608497	c28496ca7553e9708f87f196539b0d45f8f0a1ae532deddb97458d439403990c
q_proj	1	AWQ_FP16_INPUT	3	0.0318400003015995	0.0315839983522892	0.03379200026392937	0.02125980073588282	[0.03379200026392937, 0.03174399957060814, 0.03174399957060814, 0.0318400003015995, 0.0315839983522892, 0.03251200169324875, 0.03174399957060814, 0.0318400003015995, 0.03276799991726875]	9b29f29aea7fc1c13587cb809868624041a2c613c777710c880cfdef46608497	c28496ca7553e9708f87f196539b0d45f8f0a1ae532deddb97458d439403990c
q_proj	1	AWQ_FP16_INPUT	4	0.03174399957060814	0.03110400028526783	0.034015998244285583	0.030282773759414638	[0.03232000023126602, 0.03174399957060814, 0.034015998244285583, 0.03190400078892708, 0.03174399957060814, 0.033984001725912094, 0.03174399957060814, 0.03110400028526783, 0.03174399957060814]	9b29f29aea7fc1c13587cb809868624041a2c613c777710c880cfdef46608497	c28496ca7553e9708f87f196539b0d45f8f0a1ae532deddb97458d439403990c
q_proj	1	AWQ_FP16_INPUT	5	0.03174399957060814	0.030719999223947525	0.033440001308918	0.02197801579518403	[0.03177599981427193, 0.03174399957060814, 0.03235200047492981, 0.03177599981427193, 0.030719999223947525, 0.03129599988460541, 0.03174399957060814, 0.033440001308918, 0.03174399957060814]	9b29f29aea7fc1c13587cb809868624041a2c613c777710c880cfdef46608497	c28496ca7553e9708f87f196539b0d45f8f0a1ae532deddb97458d439403990c
q_proj	1	AWQ_FP16_INPUT	6	0.03174399957060814	0.030719999223947525	0.03379200026392937	0.025540730937852214	[0.03174399957060814, 0.03174399957060814, 0.031039999797940254, 0.031328000128269196, 0.030719999223947525, 0.03174399957060814, 0.03379200026392937, 0.03171199932694435, 0.03174399957060814]	9b29f29aea7fc1c13587cb809868624041a2c613c777710c880cfdef46608497	c28496ca7553e9708f87f196539b0d45f8f0a1ae532deddb97458d439403990c
q_proj	1	RAW_FP16	1	0.050016000866889954	0.04915200173854828	0.10649599879980087	0.31721790985957715	[0.10649599879980087, 0.04995200037956238, 0.050175998359918594, 0.050175998359918594, 0.04995200037956238, 0.050016000866889954, 0.04915200173854828, 0.050175998359918594, 0.04915200173854828]	9b29f29aea7fc1c13587cb809868624041a2c613c777710c880cfdef46608497	44b6639ba96f86fc125bdef574cd4d734b854dc0268bfa11ba9d89aaa4c1857a
q_proj	1	RAW_FP16	2	0.04198399931192398	0.0414079986512661	0.04224000126123428	0.004936516317942486	[0.04198399931192398, 0.04198399931192398, 0.04198399931192398, 0.04198399931192398, 0.04224000126123428, 0.04198399931192398, 0.04198399931192398, 0.04198399931192398, 0.0414079986512661]	9b29f29aea7fc1c13587cb809868624041a2c613c777710c880cfdef46608497	44b6639ba96f86fc125bdef574cd4d734b854dc0268bfa11ba9d89aaa4c1857a
q_proj	1	RAW_FP16	3	0.04198399931192398	0.04095999896526337	0.043007999658584595	0.011497675319613942	[0.04198399931192398, 0.04198399931192398, 0.04198399931192398, 0.04198399931192398, 0.043007999658584595, 0.04198399931192398, 0.04095999896526337, 0.04198399931192398, 0.04198399931192398]	9b29f29aea7fc1c13587cb809868624041a2c613c777710c880cfdef46608497	44b6639ba96f86fc125bdef574cd4d734b854dc0268bfa11ba9d89aaa4c1857a
q_proj	1	RAW_FP16	4	0.04198399931192398	0.04095999896526337	0.042208001017570496	0.00944367896366765	[0.042047999799251556, 0.04198399931192398, 0.04198399931192398, 0.04198399931192398, 0.04124800115823746, 0.04198399931192398, 0.04198399931192398, 0.042208001017570496, 0.04095999896526337]	9b29f29aea7fc1c13587cb809868624041a2c613c777710c880cfdef46608497	44b6639ba96f86fc125bdef574cd4d734b854dc0268bfa11ba9d89aaa4c1857a
q_proj	1	RAW_FP16	5	0.042080000042915344	0.04198399931192398	0.043007999658584595	0.007577459548762522	[0.042080000042915344, 0.04198399931192398, 0.04198399931192398, 0.04227200150489807, 0.043007999658584595, 0.04198399931192398, 0.04211200028657913, 0.04198399931192398, 0.04243199899792671]	9b29f29aea7fc1c13587cb809868624041a2c613c777710c880cfdef46608497	44b6639ba96f86fc125bdef574cd4d734b854dc0268bfa11ba9d89aaa4c1857a
q_proj	1	RAW_FP16	6	0.04198399931192398	0.04095999896526337	0.042399998754262924	0.011742339806511978	[0.04198399931192398, 0.042208001017570496, 0.04198399931192398, 0.042399998754262924, 0.04095999896526337, 0.04198399931192398, 0.04214400053024292, 0.04198399931192398, 0.04095999896526337]	9b29f29aea7fc1c13587cb809868624041a2c613c777710c880cfdef46608497	44b6639ba96f86fc125bdef574cd4d734b854dc0268bfa11ba9d89aaa4c1857a
up_proj	1	AWQ_FP16_INPUT	1	0.07680000364780426	0.07558400183916092	0.07769600301980972	0.008355664198459943	[0.07680000364780426, 0.07651200145483017, 0.07769600301980972, 0.07680000364780426, 0.07680000364780426, 0.07577600330114365, 0.07577600330114365, 0.07558400183916092, 0.07680000364780426]	b3999f6fe161d47efdff4c7d88aa044e2cec3396f9c69fde63c53f2ba208f82e	5618125fc9563f42860d5df37ae9b4b6569dfc4af1d995eeb7922d9f60b31d99
up_proj	1	AWQ_FP16_INPUT	2	0.03283200040459633	0.03276799991726875	0.03484800085425377	0.020323914089700842	[0.03276799991726875, 0.03286400064826012, 0.03276799991726875, 0.03379200026392937, 0.03484800085425377, 0.03276799991726875, 0.03283200040459633, 0.03299200162291527, 0.03276799991726875]	b3999f6fe161d47efdff4c7d88aa044e2cec3396f9c69fde63c53f2ba208f82e	5618125fc9563f42860d5df37ae9b4b6569dfc4af1d995eeb7922d9f60b31d99
up_proj	1	AWQ_FP16_INPUT	3	0.03276799991726875	0.03276799991726875	0.03286400064826012	0.001217204251302284	[0.03276799991726875, 0.03286400064826012, 0.03276799991726875, 0.03276799991726875, 0.03286400064826012, 0.03276799991726875, 0.03276799991726875, 0.03276799991726875, 0.03276799991726875]	b3999f6fe161d47efdff4c7d88aa044e2cec3396f9c69fde63c53f2ba208f82e	5618125fc9563f42860d5df37ae9b4b6569dfc4af1d995eeb7922d9f60b31d99
up_proj	1	AWQ_FP16_INPUT	4	0.03276799991726875	0.03174399957060814	0.035232000052928925	0.027616470510195095	[0.03174399957060814, 0.03276799991726875, 0.03379200026392937, 0.03276799991726875, 0.03276799991726875, 0.035232000052928925, 0.03276799991726875, 0.03276799991726875, 0.03276799991726875]	b3999f6fe161d47efdff4c7d88aa044e2cec3396f9c69fde63c53f2ba208f82e	5618125fc9563f42860d5df37ae9b4b6569dfc4af1d995eeb7922d9f60b31d99
up_proj	1	AWQ_FP16_INPUT	5	0.03276799991726875	0.03174399957060814	0.03276799991726875	0.013916772835618867	[0.03276799991726875, 0.03276799991726875, 0.03174399957060814, 0.03203200176358223, 0.03276799991726875, 0.03200000151991844, 0.03174399957060814, 0.03276799991726875, 0.03276799991726875]	b3999f6fe161d47efdff4c7d88aa044e2cec3396f9c69fde63c53f2ba208f82e	5618125fc9563f42860d5df37ae9b4b6569dfc4af1d995eeb7922d9f60b31d99
up_proj	1	AWQ_FP16_INPUT	6	0.033984001725912094	0.03276799991726875	0.050175998359918594	0.14806478129758366	[0.03276799991726875, 0.03481600061058998, 0.03481600061058998, 0.033984001725912094, 0.03276799991726875, 0.03481600061058998, 0.03276799991726875, 0.050175998359918594, 0.03276799991726875]	b3999f6fe161d47efdff4c7d88aa044e2cec3396f9c69fde63c53f2ba208f82e	5618125fc9563f42860d5df37ae9b4b6569dfc4af1d995eeb7922d9f60b31d99
up_proj	1	RAW_FP16	1	0.21196800470352173	0.21167999505996704	0.21372799575328827	0.0027630281361415	[0.21196800470352173, 0.212351992726326, 0.21196800470352173, 0.21196800470352173, 0.21167999505996704, 0.21196800470352173, 0.21372799575328827, 0.21196800470352173, 0.21267199516296387]	b3999f6fe161d47efdff4c7d88aa044e2cec3396f9c69fde63c53f2ba208f82e	50d389317ff126f2aa1e18dbf36bbf17bd66ddac2753552fc73517c1b7c3d394
up_proj	1	RAW_FP16	2	0.20479999482631683	0.20422400534152985	0.20582400262355804	0.0028829246358047195	[0.20582400262355804, 0.20422400534152985, 0.20479999482631683, 0.20582400262355804, 0.20479999482631683, 0.20582400262355804, 0.20479999482631683, 0.20582400262355804, 0.20479999482631683]	b3999f6fe161d47efdff4c7d88aa044e2cec3396f9c69fde63c53f2ba208f82e	50d389317ff126f2aa1e18dbf36bbf17bd66ddac2753552fc73517c1b7c3d394
up_proj	1	RAW_FP16	3	0.20479999482631683	0.20479999482631683	0.20479999482631683	0.0	[0.20479999482631683, 0.20479999482631683, 0.20479999482631683, 0.20479999482631683, 0.20479999482631683, 0.20479999482631683, 0.20479999482631683, 0.20479999482631683, 0.20479999482631683]	b3999f6fe161d47efdff4c7d88aa044e2cec3396f9c69fde63c53f2ba208f82e	50d389317ff126f2aa1e18dbf36bbf17bd66ddac2753552fc73517c1b7c3d394
up_proj	1	RAW_FP16	4	0.20479999482631683	0.20479999482631683	0.20582400262355804	0.0015650825857973095	[0.20479999482631683, 0.20479999482631683, 0.20479999482631683, 0.20479999482631683, 0.20483200252056122, 0.20479999482631683, 0.20582400262355804, 0.20479999482631683, 0.20479999482631683]	b3999f6fe161d47efdff4c7d88aa044e2cec3396f9c69fde63c53f2ba208f82e	50d389317ff126f2aa1e18dbf36bbf17bd66ddac2753552fc73517c1b7c3d394
up_proj	1	RAW_FP16	5	0.20479999482631683	0.20479999482631683	0.20582400262355804	0.0015854754337702832	[0.20479999482631683, 0.20582400262355804, 0.20479999482631683, 0.20479999482631683, 0.20479999482631683, 0.20479999482631683, 0.2051199972629547, 0.20479999482631683, 0.20479999482631683]	b3999f6fe161d47efdff4c7d88aa044e2cec3396f9c69fde63c53f2ba208f82e	50d389317ff126f2aa1e18dbf36bbf17bd66ddac2753552fc73517c1b7c3d394
up_proj	1	RAW_FP16	6	0.20479999482631683	0.20479999482631683	0.2051839977502823	0.0005891374148588915	[0.20479999482631683, 0.20479999482631683, 0.20479999482631683, 0.20479999482631683, 0.20479999482631683, 0.20479999482631683, 0.20479999482631683, 0.20479999482631683, 0.2051839977502823]	b3999f6fe161d47efdff4c7d88aa044e2cec3396f9c69fde63c53f2ba208f82e	50d389317ff126f2aa1e18dbf36bbf17bd66ddac2753552fc73517c1b7c3d394
