kind	id	path_or_authority	sha256	evidence_class
neutrality_receipt	OBSERVER_OFF	/root/awma_passive_translation_result_reuse_opportunity_v1_runtime/observer_off_neutrality.json	9538ed96dcd6ff8a5c4291b107f9e767ec580aa64dcf336923c120c77495bfc8	NEW_AUTHORITY
binary	PASSIVE_OBSERVER	/root/awma_passive_translation_result_reuse_opportunity_v1_runtime/bin/unified_accel-sim.out	2cf75c70846a042d4154ef0ce5b24f755725e93e1cbe97442318f0fdd8c7ee04	PROVENANCE
build_log	UNIFIED_BUILD	/root/awma_passive_translation_result_reuse_opportunity_v1_runtime/unified_build.log	ea7a8ac2db185889978ca412d06001f66f23ccde532076cbbac742c1c79989fa	BUILD
source_patch	OBSERVER_CORE	/root/workspace/accel-sim-framework-awma-passive-translation-result-reuse-opportunity-v1/docs/vm_tlb/review_packs/AWMA_PASSIVE_TRANSLATION_RESULT_REUSE_OPPORTUNITY_V1/OBSERVER_CORE.patch	bd7b1862c0801aedb1302689b5a0a0f7bfbd1cefc7a25929cf627e2b550f0b5e	PROVENANCE
source	PASSIVE_MEMO_HEADER	/root/awma_passive_translation_result_reuse_opportunity_v1_runtime/src/gpgpu-sim/src/gpgpu-sim/passive_translation_memo.h	645260a6ab090471ba199a7f44ad582b7f328e32f0d6c8b613a67989f14366fb	PROVENANCE
source	PASSIVE_MEMO_IMPL	/root/awma_passive_translation_result_reuse_opportunity_v1_runtime/src/gpgpu-sim/src/gpgpu-sim/passive_translation_memo.cc	8bfa6ad5cbee89d7d6a152dd7fdb736a114e5ab254079c9f4c90bbe3eb08603d	PROVENANCE
runner	MATRIX_RUNNER	/root/workspace/accel-sim-framework-awma-passive-translation-result-reuse-opportunity-v1/util/vm_tlb/awma/run_passive_translation_reuse_opportunity.py	95c7bd2c6b9ab0269341cd04769c280e930407f327296fcf9dfbbff5aeef5e36	PROVENANCE
qualifier	NEUTRALITY_QUALIFIER	/root/workspace/accel-sim-framework-awma-passive-translation-result-reuse-opportunity-v1/util/vm_tlb/awma/qualify_passive_observer_off.py	bf4130e7d77ecdec33ec8565965a96eb9777e0b95bfdd1e4bed3bc86eff41745	PROVENANCE
builder	REVIEW_BUILDER	/root/workspace/accel-sim-framework-awma-passive-translation-result-reuse-opportunity-v1/util/vm_tlb/awma/build_passive_translation_reuse_review.py	fa3e14422c47a9bddcd12df1fa1d5f673d43cb74fd5c07567bcf9fa6ee94f4f8	PROVENANCE
test_source	DIRECTED_TEST	/root/workspace/accel-sim-framework-awma-passive-translation-result-reuse-opportunity-v1/util/vm_tlb/awma/passive_translation_memo_test.cc	b5c14724745a4dd66273dc100adaea0789ab9a72d4a241972f63d04cd7078a48	PROVENANCE
test_log	DIRECTED_TEST	/root/awma_passive_translation_result_reuse_opportunity_v1_runtime/tests/passive_translation_memo_test.log	0749eec5a3078d3d25dd340035847d68abc979bf0c1b828571968085da470868	VERIFIED_RUN
test_log	PATCH_DRY_RUN	/root/awma_passive_translation_result_reuse_opportunity_v1_runtime/tests/observer_core_patch_dry_run.log	770d799413dd601ddd0e539475bfbe1b106c9792b1679e657e00bf8a574a3e74	VERIFIED_RUN
test_log	awma_c1_nonblocking_opportunistic_test:directed	/root/awma_passive_translation_result_reuse_opportunity_v1_runtime/tests/awma_c1_nonblocking_opportunistic_test.log	87df4f9010e7825b8256e8e2a9d107c1171b342db3ded17037a0615e6aa8f7ad	VERIFIED_RUN
test_log	awma_literature_mechanism_test:none	/root/awma_passive_translation_result_reuse_opportunity_v1_runtime/tests/awma_literature_mechanism_test_none.log	c022ee1137b126a33c07842cf583a5263f44c183322bd2c5745f93178a0cdba7	VERIFIED_RUN
test_log	awma_literature_mechanism_test:refill_protect	/root/awma_passive_translation_result_reuse_opportunity_v1_runtime/tests/awma_literature_mechanism_test_refill_protect.log	c022ee1137b126a33c07842cf583a5263f44c183322bd2c5745f93178a0cdba7	VERIFIED_RUN
test_log	vm_m3_g3_4b_tlb_timing_test:none	/root/awma_passive_translation_result_reuse_opportunity_v1_runtime/tests/vm_m3_g3_4b_tlb_timing_test_none.log	4547425aded443ec0b4b34b30928fa6b0982d176988468f5e965fa71e0baf03b	VERIFIED_RUN
test_log	vm_m3_g3_4b_tlb_timing_test:refill_protect	/root/awma_passive_translation_result_reuse_opportunity_v1_runtime/tests/vm_m3_g3_4b_tlb_timing_test_refill_protect.log	4547425aded443ec0b4b34b30928fa6b0982d176988468f5e965fa71e0baf03b	VERIFIED_RUN
test_log	vm_m2_rf_pending_retry_test:none	/root/awma_passive_translation_result_reuse_opportunity_v1_runtime/tests/vm_m2_rf_pending_retry_test_none.log	dacef20aa6c8f1ee83b62ec5ef56b1536241eede8c25b6ddd323267a8e07df2f	VERIFIED_RUN
test_log	vm_m2_rf_pending_retry_test:refill_protect	/root/awma_passive_translation_result_reuse_opportunity_v1_runtime/tests/vm_m2_rf_pending_retry_test_refill_protect.log	dacef20aa6c8f1ee83b62ec5ef56b1536241eede8c25b6ddd323267a8e07df2f	VERIFIED_RUN
test_log	vm_c10b_runtime_validation_test:none	/root/awma_passive_translation_result_reuse_opportunity_v1_runtime/tests/vm_c10b_runtime_validation_test_none.log	44bead6a34d9bc70d9f4cadb6217c1a76ef4b988fc04b8124f9e0aeb6e20b2e3	VERIFIED_RUN
test_log	vm_c10b_runtime_validation_test:refill_protect	/root/awma_passive_translation_result_reuse_opportunity_v1_runtime/tests/vm_c10b_runtime_validation_test_refill_protect.log	44bead6a34d9bc70d9f4cadb6217c1a76ef4b988fc04b8124f9e0aeb6e20b2e3	VERIFIED_RUN
