phase	decode_step	layer	key_shape	key_bytes	value_shape	value_bytes
DECODE	0	27	[1, 4, 2049, 128]	2098176	[1, 4, 2049, 128]	2098176
DECODE	0	28	[1, 4, 2049, 128]	2098176	[1, 4, 2049, 128]	2098176
DECODE	0	29	[1, 4, 2049, 128]	2098176	[1, 4, 2049, 128]	2098176
DECODE	0	30	[1, 4, 2049, 128]	2098176	[1, 4, 2049, 128]	2098176
DECODE	0	31	[1, 4, 2049, 128]	2098176	[1, 4, 2049, 128]	2098176
DECODE	0	32	[1, 4, 2049, 128]	2098176	[1, 4, 2049, 128]	2098176
DECODE	0	33	[1, 4, 2049, 128]	2098176	[1, 4, 2049, 128]	2098176
DECODE	0	34	[1, 4, 2049, 128]	2098176	[1, 4, 2049, 128]	2098176
DECODE	0	35	[1, 4, 2049, 128]	2098176	[1, 4, 2049, 128]	2098176
DECODE	0	36	[1, 4, 2049, 128]	2098176	[1, 4, 2049, 128]	2098176
DECODE	0	37	[1, 4, 2049, 128]	2098176	[1, 4, 2049, 128]	2098176
DECODE	0	38	[1, 4, 2049, 128]	2098176	[1, 4, 2049, 128]	2098176
DECODE	0	39	[1, 4, 2049, 128]	2098176	[1, 4, 2049, 128]	2098176
DECODE	0	40	[1, 4, 2049, 128]	2098176	[1, 4, 2049, 128]	2098176
DECODE	0	41	[1, 4, 2049, 128]	2098176	[1, 4, 2049, 128]	2098176
DECODE	0	42	[1, 4, 2049, 128]	2098176	[1, 4, 2049, 128]	2098176
DECODE	0	43	[1, 4, 2049, 128]	2098176	[1, 4, 2049, 128]	2098176
DECODE	0	44	[1, 4, 2049, 128]	2098176	[1, 4, 2049, 128]	2098176
DECODE	0	45	[1, 4, 2049, 128]	2098176	[1, 4, 2049, 128]	2098176
DECODE	0	46	[1, 4, 2049, 128]	2098176	[1, 4, 2049, 128]	2098176
DECODE	0	47	[1, 4, 2049, 128]	2098176	[1, 4, 2049, 128]	2098176
DECODE	1	0	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	1	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	2	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	3	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	4	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	5	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	6	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	7	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	8	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	9	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	10	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	11	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	12	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	13	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	14	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	15	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	16	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	17	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	18	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	19	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	20	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	21	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	22	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	23	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	24	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	25	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	26	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	27	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	28	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	29	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	30	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	31	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	32	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	33	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	34	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	35	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	36	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	37	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	38	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	39	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	40	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	41	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	42	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	43	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	44	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	45	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	46	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	1	47	[1, 4, 2050, 128]	2099200	[1, 4, 2050, 128]	2099200
DECODE	2	0	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	1	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	2	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	3	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	4	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	5	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	6	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	7	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	8	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	9	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	10	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	11	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	12	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	13	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	14	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	15	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	16	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	17	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	18	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	19	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	20	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	21	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	22	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	23	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	24	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	25	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	26	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	27	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	28	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	29	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	30	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	31	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	32	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	33	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	34	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	35	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	36	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	37	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	38	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	39	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	40	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	41	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	42	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	43	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	44	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	45	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	46	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	47	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	3	0	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	1	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	2	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	3	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	4	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	5	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	6	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	7	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	8	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	9	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	10	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	11	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	12	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	13	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	14	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	15	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	16	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	17	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	18	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	19	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	20	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	21	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	22	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	23	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	24	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	25	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	26	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	27	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	28	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	29	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	30	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	31	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	32	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	33	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	34	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	35	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	36	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	37	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	38	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	39	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	40	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	41	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	42	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	43	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	44	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	45	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	46	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	47	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
