roi	trace_policy	run_dir	framework_head	core_head	run_manifest_sha256	telemetry_schema	scope	semantic_kernel_index	trace_filename	kernel_name	incoming_class	victim_class	count
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	DATA_WEIGHT	DATA_KV_CACHE	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	DATA_WEIGHT	PTE_L0	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	DATA_WEIGHT	PTE_L1	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	DATA_WEIGHT	PTE_L2	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	DATA_WEIGHT	PTE_L3	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	DATA_WEIGHT	OTHER	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	DATA_KV_CACHE	DATA_UNKNOWN	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	DATA_KV_CACHE	DATA_WEIGHT	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	DATA_KV_CACHE	DATA_KV_CACHE	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	DATA_KV_CACHE	PTE_L0	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	DATA_KV_CACHE	PTE_L1	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	DATA_KV_CACHE	PTE_L2	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	DATA_KV_CACHE	PTE_L3	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	DATA_KV_CACHE	OTHER	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	PTE_L0	DATA_UNKNOWN	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	PTE_L0	DATA_WEIGHT	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	PTE_L0	DATA_KV_CACHE	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	PTE_L0	PTE_L0	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	PTE_L0	PTE_L1	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	PTE_L0	PTE_L2	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	PTE_L0	PTE_L3	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	PTE_L0	OTHER	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	PTE_L1	DATA_UNKNOWN	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	PTE_L1	DATA_WEIGHT	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-8	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	KERNEL	0	kernel-34-ctx_0x5dd0a1addd30.traceg.xz	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	PTE_L1	DATA_KV_CACHE	0
