scope	target	arm	path	sha256	bytes
REUSED_BASELINE	T1	BASELINE	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T1_REFERENCE_OBSERVATORY_L1_10_80/end_utc.txt	5f4dff9e9d1cf6ce77e6ef61db44a92f995c08a386b34a0c5973fc36d50c34c9	21
REUSED_BASELINE	T1	BASELINE	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T1_REFERENCE_OBSERVATORY_L1_10_80/gpgpu_inst_stats.txt	bb21a46c51c2cab168764097ace9a99a20b455a56bd49fe2c1eb78696a32a0b8	133
REUSED_BASELINE	T1	BASELINE	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T1_REFERENCE_OBSERVATORY_L1_10_80/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2
REUSED_BASELINE	T1	BASELINE	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T1_REFERENCE_OBSERVATORY_L1_10_80/run.log	99fd51ca858efa7feaf37ebe486d44f1282084674eb143c53f09b196d8af7dc2	191245
REUSED_BASELINE	T1	BASELINE	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T1_REFERENCE_OBSERVATORY_L1_10_80/run.stderr	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0
REUSED_BASELINE	T1	BASELINE	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T1_REFERENCE_OBSERVATORY_L1_10_80/start_utc.txt	713c953ffaf79230609188eb4c2656078ffbec0c3f58146b80c057b4113ce438	21
REUSED_BASELINE	T1	BASELINE	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T1_REFERENCE_OBSERVATORY_L1_10_80/traces/kernelslist.g	c9dd68f84606deceb8d7dcece6e35c93750b16bf507ac3666c3adb2a0e0cdc41	39
REUSED_BASELINE	T1	BASELINE	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T1_REFERENCE_OBSERVATORY_L1_10_80/wall_seconds.txt	89c31885cd380c1bab0a081b6d13e61a071f29d386546fa8c4250df1ae6658a1	11
REUSED_BASELINE	T2	BASELINE	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T2_REFERENCE_OBSERVATORY_L1_10_80/command.json	555deb02615c11dba9a76adcb114ead68e5e3c8c08255c664aa2e67716f7fb3e	3106
REUSED_BASELINE	T2	BASELINE	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T2_REFERENCE_OBSERVATORY_L1_10_80/end_utc.txt	517dad7e8fefcff26920cbef3606987b52db859fed04a25897531876f6d11197	21
REUSED_BASELINE	T2	BASELINE	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T2_REFERENCE_OBSERVATORY_L1_10_80/gpgpu_inst_stats.txt	bb21a46c51c2cab168764097ace9a99a20b455a56bd49fe2c1eb78696a32a0b8	133
REUSED_BASELINE	T2	BASELINE	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T2_REFERENCE_OBSERVATORY_L1_10_80/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2
REUSED_BASELINE	T2	BASELINE	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T2_REFERENCE_OBSERVATORY_L1_10_80/run.log	f29d5b0d35a4e7bfccfc18cb464ab841d23cdc2600122d509e6763b1cea34bad	169145
REUSED_BASELINE	T2	BASELINE	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T2_REFERENCE_OBSERVATORY_L1_10_80/run.stderr	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0
REUSED_BASELINE	T2	BASELINE	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T2_REFERENCE_OBSERVATORY_L1_10_80/start_utc.txt	4edd6151b7c1750382ed22b4621ab5d0803e778df0ff5de7867b765e37ae1b7d	21
REUSED_BASELINE	T2	BASELINE	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T2_REFERENCE_OBSERVATORY_L1_10_80/traces/kernelslist.g	2a458d31a945cf11ce465b563582e6ab29292ae692bd3d2acd74bf4e8b5c2c4a	42
REUSED_BASELINE	T2	BASELINE	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T2_REFERENCE_OBSERVATORY_L1_10_80/wall_seconds.txt	8f4344f2b928e14067382ba1b471bacf3509f80f2d66bab7e04065eb5aa27766	11
REUSED_BASELINE	SPLITKV	BASELINE	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/SPLITKV__BASELINE/command.json	1da2e973aa193e38a459058a7c5f502645695cab915bd09d344286c9c351083c	3138
REUSED_BASELINE	SPLITKV	BASELINE	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/SPLITKV__BASELINE/end_utc.txt	4b8e3683c8505b9e98b0c0b3505cd56230a26ec609e72a0138e7eef69ebc0450	21
REUSED_BASELINE	SPLITKV	BASELINE	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/SPLITKV__BASELINE/gpgpu_inst_stats.txt	bb21a46c51c2cab168764097ace9a99a20b455a56bd49fe2c1eb78696a32a0b8	133
REUSED_BASELINE	SPLITKV	BASELINE	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/SPLITKV__BASELINE/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2
REUSED_BASELINE	SPLITKV	BASELINE	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/SPLITKV__BASELINE/run.log	7700bf7724a9ba334321f85355300b83c19941de03bd070574ae6fc1546a24b4	144462
REUSED_BASELINE	SPLITKV	BASELINE	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/SPLITKV__BASELINE/run.stderr	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0
REUSED_BASELINE	SPLITKV	BASELINE	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/SPLITKV__BASELINE/start_utc.txt	1f14d40abfe9b8199c23e75daf25c1d719f2466f70ae2cf9b14b010847c3b1e9	21
REUSED_BASELINE	SPLITKV	BASELINE	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/SPLITKV__BASELINE/traces/kernelslist.g	59236d6c6746260a3127c8f858270c915e91c9d7959647047a8d44504a984773	42
REUSED_BASELINE	SPLITKV	BASELINE	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/SPLITKV__BASELINE/wall_seconds.txt	7e795db8c93851f6cd8a606378f62c8c777cfa4df144488f30ead5f3b29a2296	10
REUSED_BASELINE	L2	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/L2_WARP_REFERENCE_10_80/command.json	4bc5b09705eba19482c058185238edce9f7a7dfb94ed171b32ff9fdab82b823d	5302
REUSED_BASELINE	L2	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/L2_WARP_REFERENCE_10_80/end_utc.txt	8ed2ee0019e89f74f96589fde43773ffa49bac506a91d1c0ddbeea06199f5123	21
REUSED_BASELINE	L2	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/L2_WARP_REFERENCE_10_80/gpgpu_inst_stats.txt	bb21a46c51c2cab168764097ace9a99a20b455a56bd49fe2c1eb78696a32a0b8	133
REUSED_BASELINE	L2	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/L2_WARP_REFERENCE_10_80/grammar.json	091b645ac0209efb29694d348274acf34c9c149bd9bf916e52e4aa103ebe1c9f	1912
REUSED_BASELINE	L2	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/L2_WARP_REFERENCE_10_80/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2
REUSED_BASELINE	L2	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/L2_WARP_REFERENCE_10_80/run.log	663d8be04ae343f9495bad35a59053a86f50231849dab4617ae123bd8a574e4c	122635
REUSED_BASELINE	L2	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/L2_WARP_REFERENCE_10_80/run.stderr	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0
REUSED_BASELINE	L2	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/L2_WARP_REFERENCE_10_80/start_utc.txt	32d76286a66657533792fa1e2140dbb7b18fe61c979adf3be67805c10ea20313	21
REUSED_BASELINE	L2	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/L2_WARP_REFERENCE_10_80/traces/kernelslist.g	b227879397ade7dba964cc85e4229f0a4282173565bc064dfe3a18d64076cf66	41
REUSED_BASELINE	L2	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/L2_WARP_REFERENCE_10_80/wall_seconds.txt	cef0a34d425b75b86f73f50ffaad53a40855e05402e21e7caa38ac930a7364c6	10
REUSED_BASELINE	L1	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/L1_WARP_REFERENCE_10_80/command.json	8d52e213676dabcabdef71e3b725025c02e27870b4fceaf4439656cde8b6472d	4462
REUSED_BASELINE	L1	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/L1_WARP_REFERENCE_10_80/end_utc.txt	08148c9e67dd4b190120b1eb248300d2ee85708784ee96d982583ca7ebbf0d35	21
REUSED_BASELINE	L1	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/L1_WARP_REFERENCE_10_80/gpgpu_inst_stats.txt	bb21a46c51c2cab168764097ace9a99a20b455a56bd49fe2c1eb78696a32a0b8	133
REUSED_BASELINE	L1	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/L1_WARP_REFERENCE_10_80/grammar.json	00b606f045da1ce3feee19b5bfaf5bf3b37559007e3cbbf0e9290268f38c7839	1145
REUSED_BASELINE	L1	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/L1_WARP_REFERENCE_10_80/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2
REUSED_BASELINE	L1	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/L1_WARP_REFERENCE_10_80/run.log	52064eb87faff4ec4783f92796aa7f9443ea98111ca7ea90d0a2c3c80af6656e	194744
REUSED_BASELINE	L1	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/L1_WARP_REFERENCE_10_80/run.stderr	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0
REUSED_BASELINE	L1	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/L1_WARP_REFERENCE_10_80/start_utc.txt	2b0a0d4a9f28c647966ce414794ab23b5a696d9b2e61895693e372621cdc96bb	21
REUSED_BASELINE	L1	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/L1_WARP_REFERENCE_10_80/traces/kernelslist.g	da8953b68df82769dd32812f29f3e95bb8a1cbc1eb70f68d0b379d104fd37264	41
REUSED_BASELINE	L1	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/L1_WARP_REFERENCE_10_80/wall_seconds.txt	adb88dec08a483ef76ff64fe231c511c56262905d001ceec6001e0c98f19c023	11
REUSED_BASELINE	M1	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/M1_WARP_REFERENCE_10_80/command.json	1a2c5c67af4cdc4b9805a987aec082604cf276448f4f8ff4481410e090fc5879	4417
REUSED_BASELINE	M1	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/M1_WARP_REFERENCE_10_80/end_utc.txt	a937bdb680b53dfa29c40bc113febe7e1628c980a7a798bee55fb89b2eefa321	21
REUSED_BASELINE	M1	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/M1_WARP_REFERENCE_10_80/gpgpu_inst_stats.txt	bb21a46c51c2cab168764097ace9a99a20b455a56bd49fe2c1eb78696a32a0b8	133
REUSED_BASELINE	M1	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/M1_WARP_REFERENCE_10_80/grammar.json	3c94d0e0485c42e6b0bdd22bb61121ca6059092742ac61ec39c3806a21bc6081	1106
REUSED_BASELINE	M1	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/M1_WARP_REFERENCE_10_80/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2
REUSED_BASELINE	M1	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/M1_WARP_REFERENCE_10_80/run.log	ef964cd43294c76bdc889bd56235e9c578d0387ee2835bd9868718452befce2a	151524
REUSED_BASELINE	M1	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/M1_WARP_REFERENCE_10_80/run.stderr	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0
REUSED_BASELINE	M1	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/M1_WARP_REFERENCE_10_80/start_utc.txt	0dfaed525054e894ca786cf1d8aef0f80ce2c76164ee64f93c2b407162af751d	21
REUSED_BASELINE	M1	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/M1_WARP_REFERENCE_10_80/traces/kernelslist.g	8c806a277008c9ac88df69e6a427b911a27c356c2c3eb5c8e564ab92a71d66e0	42
REUSED_BASELINE	M1	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/M1_WARP_REFERENCE_10_80/wall_seconds.txt	63c3e6d3f811a04e9d47f82327edccdc1e9cd85fabb98df88e1a6ad1dcfad80c	10
REUSED_BASELINE	M2	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/M2_WARP_REFERENCE_10_80/command.json	1466b5ef136d316ac47bf6971bdb36598811f0b15dffa593fd1f64b1fbad6f2c	4007
REUSED_BASELINE	M2	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/M2_WARP_REFERENCE_10_80/end_utc.txt	524b571c77e229ec8166de9e45895f0aeaf72db42216024c7ee919faabbb901f	21
REUSED_BASELINE	M2	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/M2_WARP_REFERENCE_10_80/gpgpu_inst_stats.txt	bb21a46c51c2cab168764097ace9a99a20b455a56bd49fe2c1eb78696a32a0b8	133
REUSED_BASELINE	M2	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/M2_WARP_REFERENCE_10_80/grammar.json	3e4c339363c4741599c386eee367c2c4f8f9d53137200fe4d7b9502a068e861c	716
REUSED_BASELINE	M2	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/M2_WARP_REFERENCE_10_80/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2
REUSED_BASELINE	M2	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/M2_WARP_REFERENCE_10_80/run.log	b07d28e7a14fe098f08b18e2aa0560f07dde22bd318013b6aeb537fd92c87116	99053
REUSED_BASELINE	M2	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/M2_WARP_REFERENCE_10_80/run.stderr	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0
REUSED_BASELINE	M2	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/M2_WARP_REFERENCE_10_80/start_utc.txt	a937bdb680b53dfa29c40bc113febe7e1628c980a7a798bee55fb89b2eefa321	21
REUSED_BASELINE	M2	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/M2_WARP_REFERENCE_10_80/traces/kernelslist.g	d29277fb59750924e4fd0db1c863f7dde805095300b07f0aa299029121015428	42
REUSED_BASELINE	M2	BASELINE	/root/share/mnt164/huangrulin/awma_ai_translation_native_residual_174new_v1/raw/M2_WARP_REFERENCE_10_80/wall_seconds.txt	bb14f51efc7cb5437e6c8e7403b161156ac558065afd880a61a5f7056126dc96	9
NEW_RUN	L1	DRAM_2X	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__DRAM_2X/command.json	7592974574b176879232415addc12163c859c5f40cc0aa817abd7dd34412147a	3383
NEW_RUN	L1	DRAM_2X	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__DRAM_2X/end_utc.txt	9afe9dbec846450252915d63b5afdaafce8c21555843655fc131e1e64c5bd959	21
NEW_RUN	L1	DRAM_2X	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__DRAM_2X/gpgpu_inst_stats.txt	bb21a46c51c2cab168764097ace9a99a20b455a56bd49fe2c1eb78696a32a0b8	133
NEW_RUN	L1	DRAM_2X	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__DRAM_2X/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2
NEW_RUN	L1	DRAM_2X	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__DRAM_2X/run.log	e9e426406c2552be0efc224e3208145788d78881b4a46b382e96b029a2fd3ff7	194713
NEW_RUN	L1	DRAM_2X	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__DRAM_2X/run.stderr	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0
NEW_RUN	L1	DRAM_2X	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__DRAM_2X/start_utc.txt	cdaa0a6bee1668ba7a330d079570ce935a6e8775ecbd194961128c3ad6ef6693	21
NEW_RUN	L1	DRAM_2X	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__DRAM_2X/traces/kernelslist.g	da8953b68df82769dd32812f29f3e95bb8a1cbc1eb70f68d0b379d104fd37264	41
NEW_RUN	L1	DRAM_2X	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__DRAM_2X/wall_seconds.txt	003d6f79638a8f8ac6571b0e92086724edc2bcea1bb5f64935959695f680307a	11
NEW_RUN	L1	DRAM_UB	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__DRAM_UB/command.json	6b3afd55ee246f595b7870d1626e1191648790d77c7956301c1e03d00b0df738	3383
NEW_RUN	L1	DRAM_UB	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__DRAM_UB/end_utc.txt	96c5f22a26b50328568f69304ad302d1bb5be3d7e56ce99bdee9b1b286f620a6	21
NEW_RUN	L1	DRAM_UB	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__DRAM_UB/gpgpu_inst_stats.txt	bb21a46c51c2cab168764097ace9a99a20b455a56bd49fe2c1eb78696a32a0b8	133
NEW_RUN	L1	DRAM_UB	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__DRAM_UB/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2
NEW_RUN	L1	DRAM_UB	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__DRAM_UB/run.log	4a01cebfc526caf7bada3add475f51fbce982ca7d8c993f21957e0fc7aa19899	194713
NEW_RUN	L1	DRAM_UB	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__DRAM_UB/run.stderr	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0
NEW_RUN	L1	DRAM_UB	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__DRAM_UB/start_utc.txt	e0b96a15c273789fa5f621557e041d75ab9c78f8acf39aefd71f5803c8f2715b	21
NEW_RUN	L1	DRAM_UB	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__DRAM_UB/traces/kernelslist.g	da8953b68df82769dd32812f29f3e95bb8a1cbc1eb70f68d0b379d104fd37264	41
NEW_RUN	L1	DRAM_UB	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__DRAM_UB/wall_seconds.txt	0f2bf01d0b7df01fc244de50482198f536333cb77a40114c308edef133faa22d	11
NEW_RUN	L1	L1_MSHR_2X	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__L1_MSHR_2X/command.json	f2f80d292ddefe0a3ae7471b834ac67924a4412b3e947c5692eb4485f6b567d3	3437
NEW_RUN	L1	L1_MSHR_2X	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__L1_MSHR_2X/end_utc.txt	82a9cff2f57188df68ccd789c3e19c1c284a95000f719535ea079a2798b0a393	21
NEW_RUN	L1	L1_MSHR_2X	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__L1_MSHR_2X/gpgpu_inst_stats.txt	bb21a46c51c2cab168764097ace9a99a20b455a56bd49fe2c1eb78696a32a0b8	133
NEW_RUN	L1	L1_MSHR_2X	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__L1_MSHR_2X/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2
NEW_RUN	L1	L1_MSHR_2X	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__L1_MSHR_2X/run.log	f6a0c5f36c33759a2aad9cbb8a9da24584b237a8c82759782809c87549dbffd0	194819
NEW_RUN	L1	L1_MSHR_2X	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__L1_MSHR_2X/run.stderr	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0
NEW_RUN	L1	L1_MSHR_2X	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__L1_MSHR_2X/start_utc.txt	073725108e7c35de4cc023c1bea2aa3a9f0b9b4034c8e0c85ff5e32953bedf4a	21
NEW_RUN	L1	L1_MSHR_2X	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__L1_MSHR_2X/traces/kernelslist.g	da8953b68df82769dd32812f29f3e95bb8a1cbc1eb70f68d0b379d104fd37264	41
NEW_RUN	L1	L1_MSHR_2X	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L1__L1_MSHR_2X/wall_seconds.txt	540fb117c714193de51980016a10539255dccc39fa4daed051f723763c0a602a	11
NEW_RUN	L2	L2_MSHR_2X	/root/share/mnt164/huangrulin/awma_ai_gpu_resource_bottleneck_characterization_v1/raw/L2__L2_MSHR_2X/command.json	b00949ca9c5d0591de325f1da83c3b6fda66858be831c8a0a19e5f15f70b340c	3442
