schema	classification	wave	workload	mode	attempt_uuid	runner_sha256	simulator	simulator_sha256	core_source_head	config	config_sha256	trace_list	trace_list_sha256	accepted_summary	accepted_summary_sha256	preexisting_metric_count	preexisting_exact_match	observer_sample_sm_cycles	physical_allocated_line_cycles	physical_full_sm_cycles	inflight_request_cycles	observer_live_records_terminal	average_physical_allocated_lines_per_sample	physical_full_sample_fraction	average_inflight_requests_per_sample	alloc_to_ready_count	alloc_to_ready_sum_cycles	alloc_to_ready_max_cycles	alloc_to_ready_average_cycles	pending_tag_evictions_observed	pending_tag_evictions_per_lower	io_pending_eviction_to_response_count	io_pending_eviction_to_response_average_cycles	io_pending_eviction_to_response_max_cycles	oo_deferred_eviction_to_final_reclaim_count	oo_deferred_eviction_to_final_reclaim_average_cycles	oo_deferred_eviction_to_final_reclaim_max_cycles	lower_created	pending_hits	tag_evictions	duplicate_after_eviction	no_free_physical_events	l2_misses	l2_reservation_fails	l2_accesses	global_reads	global_writes	oo_out_of_order_retires	oo_immediate_reclaims	oo_deferred_reclaims	oo_final_ref_reclaims	cycles	instructions	raw_run_directory	source_row_kind	acceptance_disposition
POST_FAST64_OBSERVER_DIAGNOSTIC_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	Btree	IO	7685368d-02a4-4883-b77f-ae41fef3f104	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	/tmp/dtc-post-fast64-observer95-runtime-d3b-wrapper/accel-sim.out	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	2fcde3eb3fce1502cc0f910cad6f807e530018c5	/workspace/worktrees/accel-sim-post-fast64-observer/configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_48/FAST64_SENS_PHYSICAL_48KB_IO.config	d70a7b0b9601058091b95e18cc8dcfdd0a8895f9438c87ed63f8e0f642396ec0	/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/b+tree-rodinia-3.1/file___data_mil_txt_command___data_command_txt/traces/kernelslist.g	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v3/fast64_sens_v5_btree_physical48_io.json	7c5540a2cfba57113658fa8f80ce81c10de494deee8d3973fc44699250a164c6	71	true	14842238	2017882587	0	132733453	0	135.955412317	0	8.94295408819	507779	133241232	2342	262.400044114	394	0.000775928110458	394	122.241116751	562	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	507779	735684	499587	8	0	291650	5159	2141116	507779	110000	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	244231	444467849	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_btree_physical48_io	FRESH_D4_TERMINAL	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_OBSERVER_DIAGNOSTIC_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	Btree	OO	4da530a7-bbe2-4861-94ac-457ea7a54c60	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	/tmp/dtc-post-fast64-observer95-runtime-d3b-wrapper/accel-sim.out	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	2fcde3eb3fce1502cc0f910cad6f807e530018c5	/workspace/worktrees/accel-sim-post-fast64-observer/configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_48/FAST64_SENS_PHYSICAL_48KB_OO.config	361c9c98a1e5ef710c623f5229b3e94214270f64c1d39ba7af20937a603216fe	/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/b+tree-rodinia-3.1/file___data_mil_txt_command___data_command_txt/traces/kernelslist.g	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v3/fast64_sens_v5_btree_physical48_oo.json	999f95942544a5c5dda70b83472ecea4b91c19aa34e8bc8aa8bf03077aa83535	47	true	10268739	1282185963	0	150506304	0	124.863039464	0	14.6567464613	502450	151008754	2392	300.544838292	4207	0.00837297243507	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	4855	132.956333677	941	502450	746257	494258	57	NA_NOT_REPORTED_IN_WHOLE_LINE_OO_COMPACT	291654	7260	2119800	502450	110000	1642331	489403	4855	4855	172795	444467849	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_btree_physical48_oo	FRESH_D4_TERMINAL	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_OBSERVER_DIAGNOSTIC_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	IO	dc7b91e0-e3ff-4cd7-9e78-8def5cd88fa2	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	/tmp/dtc-post-fast64-observer95-runtime-d3b-wrapper/accel-sim.out	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	2fcde3eb3fce1502cc0f910cad6f807e530018c5	/workspace/worktrees/accel-sim-post-fast64-observer/configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_24/FAST64_SENS_PHYSICAL_24KB_IO.config	6d8ab5fa96097c3aac520e0996ef6d3d57c4098646a646b74b02e4264a014d54	/workspace/worktrees/accel-sim-decoupled-l2/hw_run/c2p-polybench-full-20260821/polybench/11.0/polybench-gesummv/NO_ARGS/traces/kernelslist.g	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_gesummv_physical24_io.json	85fc1495391e48230389327de9f2de5b567c7139924d5a865f2aae1110ef82b1	71	true	1082293366	207189546170	1046993922	38398897909	0	191.435661235	0.967384588034	35.4791954892	34220565	38433118474	19751	1123.10005618	32493477	0.949530698865	32493477	1098.67574661	19691	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	34220565	394938	34218517	148747	1045255197	50745264	127391360	141077076	34220565	4194816	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	78710188	190918656	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical24_io	FRESH_D4_TERMINAL	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_OBSERVER_DIAGNOSTIC_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	OO	6c4355e4-f604-4e66-a481-789265b37d91	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	/tmp/dtc-post-fast64-observer95-runtime-d3b-wrapper/accel-sim.out	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	2fcde3eb3fce1502cc0f910cad6f807e530018c5	/workspace/worktrees/accel-sim-post-fast64-observer/configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_24/FAST64_SENS_PHYSICAL_24KB_OO.config	e716164318dd12a61c06a50e1c4b95794c8dcfdca242cf4b7121ab96f3a94b11	/workspace/worktrees/accel-sim-decoupled-l2/hw_run/c2p-polybench-full-20260821/polybench/11.0/polybench-gesummv/NO_ARGS/traces/kernelslist.g	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_gesummv_physical24_oo.json	2304d5d52115d89d748ac68253146da96f43e05d08afc3835b5d2ac2de5f9ce3	47	true	940631518	180059602421	905144181	36202151084	0	191.424164485	0.962272859966	38.4870700069	34244799	36236395883	19817	1058.15764557	32408296	0.946371330724	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	33530144	3052.16861696	30972	34244799	377284	34242751	178302	NA_NOT_REPORTED_IN_WHOLE_LINE_OO_COMPACT	37800452	123130171	141174012	34244799	4194816	2771432	712607	33530144	33530144	64941439	190918656	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical24_oo	FRESH_D4_TERMINAL	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_OBSERVER_DIAGNOSTIC_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	IO	73e2b2b7-6e8b-4227-9a96-9149aa09c6ac	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	/tmp/dtc-post-fast64-observer95-runtime-d3b-wrapper/accel-sim.out	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	2fcde3eb3fce1502cc0f910cad6f807e530018c5	/workspace/worktrees/accel-sim-post-fast64-observer/configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_32/FAST64_SENS_PHYSICAL_32KB_IO.config	65f477f59f24dddfbd06848196425228e1c4493b1e65ed7e7239fd938a951a06	/workspace/worktrees/accel-sim-decoupled-l2/hw_run/c2p-polybench-full-20260821/polybench/11.0/polybench-gesummv/NO_ARGS/traces/kernelslist.g	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v8/fast64_sens_v11_gesummv_physical32_io.json	a03c73437f1370974d300aa3f88735900d945af3780be6476570c5b4a2f0249d	71	true	1386090089	354128763278	1348937035	78023377167	0	255.487551703	0.973195786988	56.2902640934	34295146	78057672313	44809	2276.05598509	33147456	0.9665349143	33147456	2252.28693602	44805	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	34295146	337660	34293098	361446	1347660196	66476680	299974086	141375400	34295146	4194816	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	105662735	190918656	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical32_io	FRESH_D4_TERMINAL	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_OBSERVER_DIAGNOSTIC_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	OO	fdb41baf-d7a6-41c2-9fd7-fb41dcffdcc4	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	/tmp/dtc-post-fast64-observer95-runtime-d3b-wrapper/accel-sim.out	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	2fcde3eb3fce1502cc0f910cad6f807e530018c5	/workspace/worktrees/accel-sim-post-fast64-observer/configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_32/FAST64_SENS_PHYSICAL_32KB_OO.config	d60177739b631e83dc6a6008425f47db53c49b1c409a54f1bedb261c837c4146	/workspace/worktrees/accel-sim-decoupled-l2/hw_run/c2p-polybench-full-20260821/polybench/11.0/polybench-gesummv/NO_ARGS/traces/kernelslist.g	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v8/fast64_sens_v12_gesummv_physical32_oo.json	dae129ace006292bd8722fab22a0e20570172e744376f0ee17ca9ad2f362dedc	47	true	1134702808	289794456622	1096175394	66276323846	0	255.392385194	0.966046251293	58.4085307437	34370858	66310694704	93952	1929.270858	32634200	0.949472951766	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	33626302	5682.22851329	124359	34370858	276986	34368810	367819	NA_NOT_REPORTED_IN_WHOLE_LINE_OO_COMPACT	47698760	231353309	141678248	34370858	4194816	2908212	742508	33626302	33626302	78961728	190918656	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical32_oo	FRESH_D4_TERMINAL	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_OBSERVER_DIAGNOSTIC_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	ATAX	OO	d02d5290-33b8-4f84-a2e8-eaf483dc5956	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	/tmp/dtc-post-fast64-observer95-runtime-d3b-wrapper/accel-sim.out	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	2fcde3eb3fce1502cc0f910cad6f807e530018c5	/workspace/worktrees/accel-sim-post-fast64-observer/configs/dtc_l1/fast64/FAST64_OO.config	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	/workspace/worktrees/accel-sim-decoupled-l2/hw_run/c2p-polybench-full-20260821/polybench/11.0/polybench-atax/NO_ARGS/traces/kernelslist.g	b6dcd0e3807bd71449d2283f97ba43a91868cb761e7b4924dd3d3063340a94ba	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_repaired_ramp_v1/fast64_atax_oo_core95ccdb7a_a1_r1.json	f76ec67c8ec5ab04775fd7091e3ecb9b5c5566ccedb1f52723340efdfd6b4a1f	47	true	761411622	236693724439	0	103359701282	0	310.861717368	0	135.747469957	17814804	103377516086	29032	5802.89943611	15971778	0.896545255283	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	16231679	10196.0568432	29053	17814804	17337	17810708	191265	NA_NOT_REPORTED_IN_WHOLE_LINE_OO_COMPACT	30229758	279436348	75453520	17814804	4194304	2190874	1579029	16231679	16231679	48078114	145666048	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_atax_primaryprimary_oo	FRESH_D5_TERMINAL	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_OBSERVER_DIAGNOSTIC_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	BICG	OO	3725fb90-74b6-4b28-8825-46584d4df6cf	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	/tmp/dtc-post-fast64-observer95-runtime-d3b-wrapper/accel-sim.out	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	2fcde3eb3fce1502cc0f910cad6f807e530018c5	/workspace/worktrees/accel-sim-post-fast64-observer/configs/dtc_l1/fast64/FAST64_OO.config	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	/workspace/worktrees/accel-sim-decoupled-l2/hw_run/c2p-polybench-full-20260821/polybench/11.0/polybench-bicg/NO_ARGS/traces/kernelslist.g	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_repaired_ramp2_v1/fast64_bicg_oo_core95ccdb7a_a1_r1.json	6d6c2414f4518901fcbca953bf81d27565f25acacbc8f4c4d124dfebecb67a99	47	true	749030809	226804905866	0	99989743930	0	302.797833068	0	133.492164446	17814913	100007558843	27446	5613.69897473	15915248	0.893366585624	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	16169523	9804.01030457	27471	17814913	17506	17810817	125043	NA_NOT_REPORTED_IN_WHOLE_LINE_OO_COMPACT	29460660	266141122	75454980	17814913	4195328	2249832	1641294	16169523	16169523	47231655	145666048	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_bicg_primaryprimary_oo	FRESH_D5_TERMINAL	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_OBSERVER_DIAGNOSTIC_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	GEMM	OO	b85c148a-29f4-4aa7-9909-2f7649ba4228	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	/tmp/dtc-post-fast64-observer95-runtime-d3b-wrapper/accel-sim.out	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	2fcde3eb3fce1502cc0f910cad6f807e530018c5	/workspace/worktrees/accel-sim-post-fast64-observer/configs/dtc_l1/fast64/FAST64_OO.config	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	/workspace/worktrees/accel-sim-decoupled-l2/hw_run/c2p-polybench-full-20260821/polybench/11.0/polybench-gemm/NO_ARGS/traces/kernelslist.g	fd9a9430fc95eb0af4c73b9710db271f8e32bff4ea2f5dd08a4e8e17c9b02057	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_4_precomputed_rows_v1/fast64_4_gemm_oo_cap8192_a1_v3.json	17068540247c26557689db1be66d15debe2065e513808727f511c506294b6214	47	true	86254754	10868095803	0	4185901507	0	125.999962889	0	48.5295164948	4113199	4190014706	4615	1018.67541687	3005470	0.730689178909	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	3008971	721.888228235	3896	4113199	2882043	4105007	150351	NA_NOT_REPORTED_IN_WHOLE_LINE_OO_COMPACT	0	0	33262780	4113199	16809984	11418863	1096036	3008971	3008971	1396643	739246080	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_gemm_primaryprimary_oo	FRESH_D5_TERMINAL	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_OBSERVER_DIAGNOSTIC_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	2DConvolution	OO	a2854034-4473-495b-af63-f7049123ac11	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	/tmp/dtc-post-fast64-observer658-runtime-d3b-wrapper/accel-sim.out	e592ff5ccac8b7cb3c95313a6429f916c20b3347472017372ad8a0e542ddc9c2	857671dde39b5f34ca03f2be973aae15ead5aca1	/workspace/worktrees/accel-sim-post-fast64-observer/configs/dtc_l1/fast64/FAST64_OO.config	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	/workspace/worktrees/accel-sim-decoupled-l2/hw_run/c2p-polybench-full-20260821/polybench/11.0/polybench-2DConvolution/NO_ARGS/traces/kernelslist.g	23bcc08b04d82fc527ffc1365d3199f4d1f3057bf6a2705d1110c5c226227d64	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_4_2d_tag_identity_v2/fast64_4_primary_2DConvolution_oo_core6587238c_a1_v1.json	43946ac22d4795ffdfae5c27107fbfe59c17fd8ae43949b0f732f04ab132b7a9	47	true	37618862	7188281834	0	3357892706	0	191.081852343	0	89.2608794493	3305954	3361198660	3605	1016.71065599	2659231	0.804376285937	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	2672439	912.894794979	3573	3305954	4523971	3297762	1360972	NA_NOT_REPORTED_IN_WHOLE_LINE_OO_COMPACT	4193280	2475747	15319944	3305954	2096128	4828138	625323	2672439	2672439	593208	620347492	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_2dconvolution_primaryprimary_oo	FRESH_D5_TERMINAL	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_OBSERVER_DIAGNOSTIC_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	DWT2D	OO	c03925e3-298e-43d2-852f-336091b2cc59	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	/tmp/dtc-post-fast64-observer95-runtime-d3b-wrapper/accel-sim.out	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	2fcde3eb3fce1502cc0f910cad6f807e530018c5	/workspace/worktrees/accel-sim-post-fast64-observer/configs/dtc_l1/fast64/FAST64_OO.config	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/dwt2d-rodinia-3.1/__data_rgb_bmp__d_1024x1024__f__5__l_3/traces/kernelslist.g	337087fedad435cd92cbd7e0f962f90d567ec9e77038fd8150977b7c6beb7164	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_4_precomputed_rows_v1/fast64_4_dwt2d_oo_cap8192_a1_v3_recovered_v2.json	3bd6c7a072edac23cbbfba76db18d07936b0207dd876daaf4e9fbafd84d118bb	47	true	10321909	1355798558	0	196780747	0	131.351531776	0	19.0643753011	232015	197012762	5664	849.138038489	79297	0.341775316251	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	79876	818.019104612	5381	232015	16455	223823	1537	NA_NOT_REPORTED_IN_WHOLE_LINE_OO_COMPACT	1139252	1025335	1837372	232015	909312	260305	143947	79876	79876	234651	148684429	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_dwt2d_primaryprimary_oo	FRESH_D5_TERMINAL	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_OBSERVER_DIAGNOSTIC_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	Gaussian	OO	f24d645c-99a9-47da-a683-4d93c6905b32	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	/tmp/dtc-post-fast64-observer95-runtime-d3b-wrapper/accel-sim.out	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	2fcde3eb3fce1502cc0f910cad6f807e530018c5	/workspace/worktrees/accel-sim-post-fast64-observer/configs/dtc_l1/fast64/FAST64_OO_CAP16384.config	21d15db8e11f664003ca9b968da4056c919b7ec911bb4da8ac4c106114b66150	/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/gaussian-rodinia-3.1/_s_256/traces/kernelslist.g	6dc7caba6733657293e8c517467bac28890ae4eb97c732ffd245d7fd1c479fb9	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_4_cap16384_recovery_v1/fast64_4_Gaussian_oo_cap16384_core95_a1_v1.json	7bcf801d3050ea228a56ab0ba622164e625d17b574c5325b737a46f657ac52ae	47	true	38932970	6021785966	0	1418997798	0	154.670603501	0	36.4472013823	1435914	1420433712	8639	989.219209507	836483	0.582543940654	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	838754	1350.39672538	8607	1435914	3610577	1427722	727497	NA_NOT_REPORTED_IN_WHOLE_LINE_OO_COMPACT	0	0	8925720	1435914	3182064	491940	588968	838754	838754	3820325	283685120	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_gaussian_primaryprimary_oo	FRESH_D5_TERMINAL	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_OBSERVER_DIAGNOSTIC_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	Hotspot1	OO	18040c2e-3750-4a6e-b731-3ab204d23d4d	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	/tmp/dtc-post-fast64-observer95-runtime-d3b-wrapper/accel-sim.out	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	2fcde3eb3fce1502cc0f910cad6f807e530018c5	/workspace/worktrees/accel-sim-post-fast64-observer/configs/dtc_l1/fast64/FAST64_OO_CAP32768.config	ed5cc0315b7f7a206ebed0c3b6c03ef26d7b05c4386b880213cab6c576a816d6	/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/hotspot-rodinia-3.1/1024_2_2___data_temp_1024___data_power_1024_output_out/traces/kernelslist.g	a731bfc2cbb90b51888e92f3fb188ff4fceb123612a7b1ceb1817bc752e89461	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_4_cap32768_recovery_v1/fast64_4_Hotspot1_oo_cap32768_core95_a1_v1.json	53d4739cd1173f3818642625cb256e215a0f7750778da0ffc91acdaf9e081895	47	true	5012701	838053474	0	343053182	0	167.1860089	0	68.4367932578	351837	343405019	4473	976.034410821	305060	0.867049230183	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	305582	975.025462887	4471	351837	838	343672	4546	NA_NOT_REPORTED_IN_WHOLE_LINE_OO_COMPACT	250436	3205	1582452	351837	175104	139329	38090	305582	305582	84173	377291004	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_hotspot1_primaryprimary_oo	FRESH_D5_TERMINAL	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_OBSERVER_DIAGNOSTIC_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	LUD	OO	35dae47a-eefe-486c-8c45-05a84087b671	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	/tmp/dtc-post-fast64-observer95-runtime-d3b-wrapper/accel-sim.out	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	2fcde3eb3fce1502cc0f910cad6f807e530018c5	/workspace/worktrees/accel-sim-post-fast64-observer/configs/dtc_l1/fast64/FAST64_OO_CAP16384.config	21d15db8e11f664003ca9b968da4056c919b7ec911bb4da8ac4c106114b66150	/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/lud-rodinia-3.1/_i___data_512_dat/traces/kernelslist.g	6bf8f1fd5951793b1b2c563ee13203591e3d53d5985d4d1d6e3b5cf8f64a39e0	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_4_cap16384_recovery_v1/fast64_4_LUD_oo_cap16384_core95_a1_v1.json	c27456a63fce77b32f2a37dd2e41584920c9aa5ca00251c2b97e6987faa07e86	47	true	12345317	2047398392	0	847725795	0	165.8441328	0	68.667802941	518472	848244267	6845	1636.04643452	345938	0.667226002561	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	NA_NOT_APPLICABLE	346509	1567.89262617	6812	518472	3533	510280	25129	NA_NOT_REPORTED_IN_WHOLE_LINE_OO_COMPACT	0	0	2438912	518472	365024	276741	163771	346509	346509	1087849	184963840	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_lud_primaryprimary_oo	FRESH_D5_TERMINAL	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
