schema	classification	wave	workload	mode	source_row_kind	accepted_summary	accepted_summary_sha256	accepted_source_log	accepted_source_log_sha256	observer_terminal_log	observer_terminal_log_sha256	preexisting_metric_key_count	accepted_ordered_selected_stat_count	observer_ordered_selected_stat_count	accepted_ordered_stat_sequence_sha256	observer_ordered_stat_sequence_sha256	ordered_preexisting_stat_sequence_exact
POST_FAST64_OBSERVER_ORDERED_STAT_AUDIT_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	Btree	OO	NEW_DIAGNOSTIC_RUN	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v4/fast64_sens_v6_btree_physical32_oo.json	cbc93d1d6809d150d8f5d7b56c37da3b9302497b32ef2639f37e050c66127e9f	/workspace/fast64-sensitivity-v1/fast64_sens_v6_btree_physical32_oo/simulator.stdout	fe1cced5536d84d7ca2358eacef0a4e6c38654905078adf5ae82cef551b8da27	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_btree_physical32_oo/simulator.stdout	a742dcb850df72cc24593168d711ce7254f0d36f14a00068451072a22ae4b3da	47	94	94	b144114bf3625da29ffd01a364250550fe7c11d35325a52fed56b005b6ec838a	b144114bf3625da29ffd01a364250550fe7c11d35325a52fed56b005b6ec838a	true
POST_FAST64_OBSERVER_ORDERED_STAT_AUDIT_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	Btree	OO	NEW_DIAGNOSTIC_RUN	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v3/fast64_sens_v5_btree_physical48_oo.json	999f95942544a5c5dda70b83472ecea4b91c19aa34e8bc8aa8bf03077aa83535	/workspace/fast64-sensitivity-v1/fast64_sens_v5_btree_physical48_oo/simulator.stdout	78fe64a6d64a8d9b8aa16ac09bd721ebf77a6b5bcbd8b0084cb0aed29c30d2e4	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_btree_physical48_oo/simulator.stdout	fc9920f83a8f43acf045a1e4118ac1aeea96f6b8fb98ebc8eed83dc9b0009cd9	47	94	94	b144114bf3625da29ffd01a364250550fe7c11d35325a52fed56b005b6ec838a	b144114bf3625da29ffd01a364250550fe7c11d35325a52fed56b005b6ec838a	true
POST_FAST64_OBSERVER_ORDERED_STAT_AUDIT_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	IO	NEW_DIAGNOSTIC_RUN	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_gesummv_physical24_io.json	85fc1495391e48230389327de9f2de5b567c7139924d5a865f2aae1110ef82b1	/workspace/fast64-sensitivity-v1/fast64_sens_v1_gesummv_physical24_io/simulator.stdout	b8ecb5ecef391aaa9ae51f16d23c25d436feb68ae6e922060643707f06e1f291	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical24_io/simulator.stdout	4fe242b4e094a0adaeedba726ea1ec2427090bbc7147e36a588b8e7fff8d921f	71	71	71	3d39874eeae2861a77c814c632c5d80de4616c6d2b53fdd9d432dfe7dbcaf0ef	3d39874eeae2861a77c814c632c5d80de4616c6d2b53fdd9d432dfe7dbcaf0ef	true
POST_FAST64_OBSERVER_ORDERED_STAT_AUDIT_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	IO	NEW_DIAGNOSTIC_RUN	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v8/fast64_sens_v11_gesummv_physical32_io.json	a03c73437f1370974d300aa3f88735900d945af3780be6476570c5b4a2f0249d	/workspace/fast64-sensitivity-v1/fast64_sens_v11_gesummv_physical32_io/simulator.stdout	2c728dff132a8449507fdb090efde4f0811f631707eb12205406685066d0c805	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical32_io/simulator.stdout	3df5cb1f401e094141ba753aefc784e1efed750b11e5096b507e3141fde75f6c	71	71	71	eb539f19f49eaee8d76c3a0cb5053cc3135bd02a307e3b45ead0793b4c47f22c	eb539f19f49eaee8d76c3a0cb5053cc3135bd02a307e3b45ead0793b4c47f22c	true
POST_FAST64_OBSERVER_ORDERED_STAT_AUDIT_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	IO	NEW_DIAGNOSTIC_RUN	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v11/fast64_sens_v15_gesummv_physical48_io.json	94ba5c48145bff5dc7fdfa6343cf67bf5af0ec6a391da0d4bf936fc14c965c8a	/workspace/fast64-sensitivity-v1/fast64_sens_v15_gesummv_physical48_io/simulator.stdout	cbf186786b1fbe73d308272ac1cbf46e9dd9e570163b82db635538a5d65480e1	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical48_io/simulator.stdout	3bfaf1a56255e85d49185515400f1db1c3bd037986686828af7ef385ae953578	71	71	71	d947f2e5da44fa7d40758facf49e2676251b2f9f5302ba36bbf142037f5ae0ee	d947f2e5da44fa7d40758facf49e2676251b2f9f5302ba36bbf142037f5ae0ee	true
POST_FAST64_OBSERVER_ORDERED_STAT_AUDIT_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	OO	NEW_DIAGNOSTIC_RUN	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_gesummv_physical24_oo.json	2304d5d52115d89d748ac68253146da96f43e05d08afc3835b5d2ac2de5f9ce3	/workspace/fast64-sensitivity-v1/fast64_sens_v1_gesummv_physical24_oo/simulator.stdout	fcdc5d05205ce6a5b7c944eb1b531ee5710fd849ebb0e5c7cf8751243682be4b	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical24_oo/simulator.stdout	0812e3139c89c1ad16f04c43645269256abcc62633a5405c8953ddd745367d94	47	47	47	70ea229c71ee95fbddd8fea934f42204d981b302c11815070c4e782a0291b187	70ea229c71ee95fbddd8fea934f42204d981b302c11815070c4e782a0291b187	true
POST_FAST64_OBSERVER_ORDERED_STAT_AUDIT_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	OO	NEW_DIAGNOSTIC_RUN	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v8/fast64_sens_v12_gesummv_physical32_oo.json	dae129ace006292bd8722fab22a0e20570172e744376f0ee17ca9ad2f362dedc	/workspace/fast64-sensitivity-v1/fast64_sens_v12_gesummv_physical32_oo/simulator.stdout	1ffdb406fe4682dc9fd65ffa41f2ea80edd73e68c53bcfab2fba8ae08e7535c1	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical32_oo/simulator.stdout	b492da029817e90c9a38baf9694a945aa2395898529545b73de285e5f249c98e	47	47	47	7fd5e1bac62f93db9802b4fb1591c639d47829077fa9e5d72d4ef9f3c003f6c2	7fd5e1bac62f93db9802b4fb1591c639d47829077fa9e5d72d4ef9f3c003f6c2	true
POST_FAST64_OBSERVER_ORDERED_STAT_AUDIT_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	OO	NEW_DIAGNOSTIC_RUN	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v11/fast64_sens_v16_gesummv_physical48_oo.json	0d0bcf67b6a843758c315eb7c852723e9a94224060444df19839c0dc6676e991	/workspace/fast64-sensitivity-v1/fast64_sens_v16_gesummv_physical48_oo/simulator.stdout	03f584c257de5f56ce4501125ca96debccc14efe97fa3d12eab1743611d9aebe	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical48_oo/simulator.stdout	713efc485986cf5839eaf5974fc6cc4faa3cc1b8372d5cae22c74d04f282bab6	47	47	47	dcc6293c30c3a9989a8d01d7f03fd071d51bbaae116ed900dc2af58c0d5de9a5	dcc6293c30c3a9989a8d01d7f03fd071d51bbaae116ed900dc2af58c0d5de9a5	true
POST_FAST64_OBSERVER_ORDERED_STAT_AUDIT_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	2DConvolution	OO	NEW_DIAGNOSTIC_RUN	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_4_2d_tag_identity_v2/fast64_4_primary_2DConvolution_oo_core6587238c_a1_v1.json	43946ac22d4795ffdfae5c27107fbfe59c17fd8ae43949b0f732f04ab132b7a9	/workspace/fast64-primary-r4-tag-identity-v2/fast64_4_primary_2DConvolution_oo_core6587238c_a1_v1/simulator.stdout	6c6c2285dbb906854d2df956a1bb744860d8434ebb70ae2a3c77436b05d11123	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_2dconvolution_primaryprimary_oo/simulator.stdout	042f06a866ee947ff59e2039893866c5bcce563810f2b3d40f9ed13c4aa03151	47	47	47	e9cbb4b03d49148ede3125282cb0e4c13f6a640df7334a439121fa5e500d6c24	e9cbb4b03d49148ede3125282cb0e4c13f6a640df7334a439121fa5e500d6c24	true
POST_FAST64_OBSERVER_ORDERED_STAT_AUDIT_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	ATAX	OO	NEW_DIAGNOSTIC_RUN	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_repaired_ramp_v1/fast64_atax_oo_core95ccdb7a_a1_r1.json	f76ec67c8ec5ab04775fd7091e3ecb9b5c5566ccedb1f52723340efdfd6b4a1f	/workspace/fast64-repaired-ramp/fast64_atax_oo_core95ccdb7a_a1_r1/simulator.stdout	6e51684d10e70aaf234ea60bdb2a005cdae573d5c42a8b181e15bae006fe4208	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_atax_primaryprimary_oo/simulator.stdout	36bc3749cac14e619a63badcc973dbe41c02924edcf4156844c85c518b0b51e0	47	94	94	38c4dac1b9fb6faa462360d9fb850ee0e4edd5b20e260cf0b8fb9ddb3cda2416	38c4dac1b9fb6faa462360d9fb850ee0e4edd5b20e260cf0b8fb9ddb3cda2416	true
POST_FAST64_OBSERVER_ORDERED_STAT_AUDIT_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	BICG	OO	NEW_DIAGNOSTIC_RUN	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_repaired_ramp2_v1/fast64_bicg_oo_core95ccdb7a_a1_r1.json	6d6c2414f4518901fcbca953bf81d27565f25acacbc8f4c4d124dfebecb67a99	/workspace/fast64-repaired-ramp2/fast64_bicg_oo_core95ccdb7a_a1_r1/simulator.stdout	be99312c6ae207d0533c80a3912a6f93ccd7a2447d6d3837a6d689ce159b8a77	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_bicg_primaryprimary_oo/simulator.stdout	ef9f7820c9b382d757bb14bd6e33c146464b8ee1cf7b90f8e15fff9eef5325b7	47	94	94	a502f1b2c7ff2049dd73652f8e3dd46aeec7d85e65bf106cc1d9da33f1ba6e1a	a502f1b2c7ff2049dd73652f8e3dd46aeec7d85e65bf106cc1d9da33f1ba6e1a	true
POST_FAST64_OBSERVER_ORDERED_STAT_AUDIT_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	Btree	OO	D3B_EXACT_REUSE	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_repaired_ramp_v1/fast64_btree_oo_core95ccdb7a_a1_r1.json	7e8306c558d494dc83b525f54a37d1213d8433675f2531842c9d7f7198a0765f	/workspace/fast64-repaired-ramp/fast64_btree_oo_core95ccdb7a_a1_r1/simulator.stdout	01f2d8d1215c26f13c337af4a3f9cac552769c41830126838e57dc4a65782ed9	/workspace/post-fast64-observer-d3b-v1.M4dRvg/btree_oo_on/simulator.stdout	2af8e2def556f997c88de521e83741856d992ca32381b21a69987d22361056e3	47	94	94	b144114bf3625da29ffd01a364250550fe7c11d35325a52fed56b005b6ec838a	b144114bf3625da29ffd01a364250550fe7c11d35325a52fed56b005b6ec838a	true
POST_FAST64_OBSERVER_ORDERED_STAT_AUDIT_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	DWT2D	OO	NEW_DIAGNOSTIC_RUN	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_4_precomputed_rows_v1/fast64_4_dwt2d_oo_cap8192_a1_v3_recovered_v2.json	3bd6c7a072edac23cbbfba76db18d07936b0207dd876daaf4e9fbafd84d118bb	/workspace/fast64-runs/fast64_4_dwt2d_oo_cap8192_a1_v3/simulator.stdout	3cb415e2f97db386990d8d7d21cd43e3ffaee54ebe477b4211e5fa61b93c5f69	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_dwt2d_primaryprimary_oo/simulator.stdout	59f996fcb65fbb958d9a6bab651c8eefd236cc786463de5ab2a642adbd84a87d	47	470	470	4c8b536290a96b174382ca5fc161a976a6f0af51a51418706a3e66a4071e47a6	4c8b536290a96b174382ca5fc161a976a6f0af51a51418706a3e66a4071e47a6	true
POST_FAST64_OBSERVER_ORDERED_STAT_AUDIT_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	GEMM	OO	NEW_DIAGNOSTIC_RUN	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_4_precomputed_rows_v1/fast64_4_gemm_oo_cap8192_a1_v3.json	17068540247c26557689db1be66d15debe2065e513808727f511c506294b6214	/workspace/fast64-runs/fast64_4_gemm_oo_cap8192_a1_v3/simulator.stdout	e280719fd1929d50e2cdd22527e7849e6f4959261d85115838a6137a27f9d2b6	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_gemm_primaryprimary_oo/simulator.stdout	600e3e2132ef1f20f4856370e2d55e6e9d8329aa0fee4b01191b6ba28773a4c8	47	47	47	4fd658e97fc667380623e3a57811f3140b4779a2af3079c348837485eb71c36e	4fd658e97fc667380623e3a57811f3140b4779a2af3079c348837485eb71c36e	true
POST_FAST64_OBSERVER_ORDERED_STAT_AUDIT_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	GESUMMV	OO	NEW_DIAGNOSTIC_RUN	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_repaired_ramp_v1/fast64_gesummv_oo_core95ccdb7a_a1_r1.json	d853e4acc0adae47e7d7b95e749be76782989a8bcbb3599f4a5e5db217d35705	/workspace/fast64-repaired-ramp/fast64_gesummv_oo_core95ccdb7a_a1_r1/simulator.stdout	5974a4c4fd9256a65784216adabfb4a1a1c5af169aac8c712968aeefb1798fc4	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_gesummv_primaryprimary_oo/simulator.stdout	7ebb4a4f35028eb8d15c3f283faf4f81f61616a59c4fed8f22cddf7b1e9e191b	47	47	47	c062877e7cb8600e93e82ea760375a78f2eb468f77591af0ad7652f9421b1db4	c062877e7cb8600e93e82ea760375a78f2eb468f77591af0ad7652f9421b1db4	true
POST_FAST64_OBSERVER_ORDERED_STAT_AUDIT_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	Gaussian	OO	NEW_DIAGNOSTIC_RUN	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_4_cap16384_recovery_v1/fast64_4_Gaussian_oo_cap16384_core95_a1_v1.json	7bcf801d3050ea228a56ab0ba622164e625d17b574c5325b737a46f657ac52ae	/workspace/fast64-primary-r4-cap-recovery/fast64_4_Gaussian_oo_cap16384_core95_a1_v1/simulator.stdout	a835837f0114acccc61c07e1a241f9a79aa776a4b2ed6539ed693ef3c66d34cc	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_gaussian_primaryprimary_oo/simulator.stdout	9afebd8d3df318621ad5066793bc53ac86db6876230552deabb69b11ec2252d2	47	23970	23970	d3f8eed65b4a0715e1428af0bf35edfa937a2e3e174568768dbb3158f7cb02d9	d3f8eed65b4a0715e1428af0bf35edfa937a2e3e174568768dbb3158f7cb02d9	true
