schema	classification	wave	workload	dimension	point	mode	attempt_uuid	runner_sha256	core_source_head	simulator_sha256	run_directory	accepted_summary	acceptance_disposition
POST_FAST64_LANE_D_INTERIM_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	Btree	physical	48	IO	7685368d-02a4-4883-b77f-ae41fef3f104	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_btree_physical48_io	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v3/fast64_sens_v5_btree_physical48_io.json	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_LANE_D_INTERIM_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	Btree	physical	48	OO	4da530a7-bbe2-4861-94ac-457ea7a54c60	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_btree_physical48_oo	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v3/fast64_sens_v5_btree_physical48_oo.json	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_LANE_D_INTERIM_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	physical	24	IO	dc7b91e0-e3ff-4cd7-9e78-8def5cd88fa2	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical24_io	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_gesummv_physical24_io.json	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_LANE_D_INTERIM_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	physical	24	OO	6c4355e4-f604-4e66-a481-789265b37d91	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical24_oo	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_gesummv_physical24_oo.json	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_LANE_D_INTERIM_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	physical	32	IO	73e2b2b7-6e8b-4227-9a96-9149aa09c6ac	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical32_io	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v8/fast64_sens_v11_gesummv_physical32_io.json	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_LANE_D_INTERIM_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	physical	32	OO	fdb41baf-d7a6-41c2-9fd7-fb41dcffdcc4	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical32_oo	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v8/fast64_sens_v12_gesummv_physical32_oo.json	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_LANE_D_INTERIM_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	physical	48	IO	23830907-53c7-450f-b235-8411ad161004	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical48_io	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v11/fast64_sens_v15_gesummv_physical48_io.json	LIVE_NOT_YET_ANALYZED
POST_FAST64_LANE_D_INTERIM_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	physical	48	OO	7d1eed9f-9c3e-4fb6-af25-c1fecabc49cb	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical48_oo	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_6_precomputed_v11/fast64_sens_v16_gesummv_physical48_oo.json	LIVE_NOT_YET_ANALYZED
POST_FAST64_LANE_D_INTERIM_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	ATAX	primary	primary	OO	d02d5290-33b8-4f84-a2e8-eaf483dc5956	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_atax_primaryprimary_oo	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_repaired_ramp_v1/fast64_atax_oo_core95ccdb7a_a1_r1.json	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_LANE_D_INTERIM_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	BICG	primary	primary	OO	3725fb90-74b6-4b28-8825-46584d4df6cf	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_bicg_primaryprimary_oo	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_repaired_ramp2_v1/fast64_bicg_oo_core95ccdb7a_a1_r1.json	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_LANE_D_INTERIM_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	GESUMMV	primary	primary	OO	a15aa3fc-f455-4e21-a1a3-721d1fb0bbb0	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_gesummv_primaryprimary_oo	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_repaired_ramp_v1/fast64_gesummv_oo_core95ccdb7a_a1_r1.json	LIVE_NOT_YET_ANALYZED
POST_FAST64_LANE_D_INTERIM_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	GEMM	primary	primary	OO	b85c148a-29f4-4aa7-9909-2f7649ba4228	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_gemm_primaryprimary_oo	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_4_precomputed_rows_v1/fast64_4_gemm_oo_cap8192_a1_v3.json	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_LANE_D_INTERIM_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	2DConvolution	primary	primary	OO	a2854034-4473-495b-af63-f7049123ac11	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	857671dde39b5f34ca03f2be973aae15ead5aca1	e592ff5ccac8b7cb3c95313a6429f916c20b3347472017372ad8a0e542ddc9c2	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_2dconvolution_primaryprimary_oo	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_4_2d_tag_identity_v2/fast64_4_primary_2DConvolution_oo_core6587238c_a1_v1.json	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_LANE_D_INTERIM_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	DWT2D	primary	primary	OO	c03925e3-298e-43d2-852f-336091b2cc59	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_dwt2d_primaryprimary_oo	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_4_precomputed_rows_v1/fast64_4_dwt2d_oo_cap8192_a1_v3_recovered_v2.json	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_LANE_D_INTERIM_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	Gaussian	primary	primary	OO	f24d645c-99a9-47da-a683-4d93c6905b32	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_gaussian_primaryprimary_oo	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_4_cap16384_recovery_v1/fast64_4_Gaussian_oo_cap16384_core95_a1_v1.json	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_LANE_D_INTERIM_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	Hotspot1	primary	primary	OO	18040c2e-3750-4a6e-b731-3ab204d23d4d	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_hotspot1_primaryprimary_oo	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_4_cap32768_recovery_v1/fast64_4_Hotspot1_oo_cap32768_core95_a1_v1.json	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_LANE_D_INTERIM_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	LUD	primary	primary	OO	35dae47a-eefe-486c-8c45-05a84087b671	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_lud_primaryprimary_oo	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_4_cap16384_recovery_v1/fast64_4_LUD_oo_cap16384_core95_a1_v1.json	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_LANE_D_INTERIM_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	NN	primary	primary	OO	7c537ea1-9119-407f-9346-7e8d347942ad	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_nn_primaryprimary_oo	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_4_primary_core95_v1/fast64_4_primary_nn_oo_core95ccdb7a_a1_v1.json	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
POST_FAST64_LANE_D_INTERIM_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	MRI-Q	primary	primary	OO	97894bf6-94ba-4ca3-9ae9-9aa60f258913	43ad754a87191107fb00f2b9d3ffa1b9183521d38b8ed323aa190c78f138eb24	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_mri-q_primaryprimary_oo	/workspace/worktrees/accel-sim-post-fast64-observer/docs/dtc_l1/fast64/generated/fast64_repaired_ramp_v1/fast64_mriq_oo_core95ccdb7a_a1_r1.json	STRICT_TERMINAL_ACCEPTED_FOR_INTERIM_ANALYSIS
