logical_target	run_id	static_index	function_occurrence	address_context_artifact	address_context_sha256	schema	binding	prohibition
Q05_S2_PREFILL_GEMM_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	354	0	mref_354.ADDRESS_CONTEXT.json	54d706433d70ac19ec24d46c3ebe30493dcde47f2b31d91ed117a36a60f1bca6	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_GEMM_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	357	0	mref_357.ADDRESS_CONTEXT.json	58875fb6db56221d95e2e3cf0f73ab2a6662757a76990c8162a34b04adae4374	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_GEMM_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	445	0	mref_445.ADDRESS_CONTEXT.json	71a29890f276c7c4cf112b5a094fe3f90d2fe8872f004a6b6add4d6420cb57cd	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_GEMM_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	451	0	mref_451.ADDRESS_CONTEXT.json	c522660f57fa7233f80606f10fc2fe56fbe00f216e705ffe4c8b72b41ba92e76	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_GEMM_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	455	0	mref_455.ADDRESS_CONTEXT.json	0596ab909b2a37556a6ab1be74286072d6767316bbd9cd4e71bbb765773fbf68	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_GEMM_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	458	0	mref_458.ADDRESS_CONTEXT.json	869ea0042bdcfec342db3173494de23a8950c5318c7f3acc73bec42b51abf97e	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_GEMM_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	461	0	mref_461.ADDRESS_CONTEXT.json	c12cd0a1ca297bb9e7de68055131c3480e980b9ae028401baaf3e93e4daba9cf	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_GEMM_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	464	0	mref_464.ADDRESS_CONTEXT.json	72e8d24d89e23243886e47801fccbec28bae27e8ef6af6a1818bea26b8b81ed1	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	128	0	mref_128.ADDRESS_CONTEXT.json	b04c1c70691ab64c84aabeecac012364c407cedcb681d18ef9ef8f7861aba4d5	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	139	0	mref_139.ADDRESS_CONTEXT.json	d9ec87e20564ca47625bf9256bf39c5e3a672c3b6906835e298bd2ce03781b9f	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	154	0	mref_154.ADDRESS_CONTEXT.json	6405ac12663dad13f69aec8ec33cb2bf19e383bb97b3b2996280032edae6710f	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	157	0	mref_157.ADDRESS_CONTEXT.json	a1991bf6373186a4bafa658959abfad69984a20ecd9c9163edbf70d50b095176	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	166	0	mref_166.ADDRESS_CONTEXT.json	62e1020fa752d882f009c6c30cae0d6e420390cd89f9294d1f323435d5878e4f	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	168	0	mref_168.ADDRESS_CONTEXT.json	2216747238e949a409753fc4039348a5e0ee837107555862559329183a0050e9	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	169	0	mref_169.ADDRESS_CONTEXT.json	eeea696adf1a8595c940c4da24b0b39f690619567d779318e0ccac1e5a95e707	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	183	0	mref_183.ADDRESS_CONTEXT.json	551f02d286733702fd3203af00131c920a77fca9c03ddeb76b91fbfcdddeabe2	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	186	0	mref_186.ADDRESS_CONTEXT.json	d214496f65a615ff8698a8fd8f7b354c9d55956c62713b8564efd2feab3461e0	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	188	0	mref_188.ADDRESS_CONTEXT.json	830763d05d4293816bee6174612c6d5f80598152765fc2a7b922dcb58e34220c	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	192	0	mref_192.ADDRESS_CONTEXT.json	4455e1bd94954efcd17bee81c0ff063ad8e2b17623203edf332b135e51903437	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	196	0	mref_196.ADDRESS_CONTEXT.json	25edbaacbc981dc6c486e7079d460eabc95ae89f2183a647fb86b27dbba8615c	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	200	0	mref_200.ADDRESS_CONTEXT.json	910d77819a5c5156947a58d86a327bea568dd759fc5985f107a6f39eaa6a862a	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	203	0	mref_203.ADDRESS_CONTEXT.json	dae7364c1eac48d022fdfcdff5fd7f37523f56341d1b029663759b47b55e71cf	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	207	0	mref_207.ADDRESS_CONTEXT.json	1ee8d67c23d315de937d516ff306517b723aa391cda8c9370bb0aac12a7773f7	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	210	0	mref_210.ADDRESS_CONTEXT.json	f7b9e96d3868bb37e5248fed7ebd873d925d42418da44fa2d75e58831a9edfae	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2101	0	mref_2101.ADDRESS_CONTEXT.json	63c2855437d26d0058ce801fc74f5399c333ba1713c1e319be7f19594826365f	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2104	0	mref_2104.ADDRESS_CONTEXT.json	94ad3388ddf26f70c3203e4b89e53d1ce56db6dde83d82c6e7b8011a37a834d1	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2107	0	mref_2107.ADDRESS_CONTEXT.json	fb3acb699f6338315743df49416ffc56de5778b6af81db4f4da6cbf8f5829ad9	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2110	0	mref_2110.ADDRESS_CONTEXT.json	cd998cb64d2e313a7db8df24bf9bdd1b6558b0139464dd9b43ff22618119aaba	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2113	0	mref_2113.ADDRESS_CONTEXT.json	c98d245788948edb70be5fcf36d05431ac52835f5db3f67ae33e1010d57c60d5	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2116	0	mref_2116.ADDRESS_CONTEXT.json	0f5d401848eb72763a09682065bc139da63afbf4883c75cfeb2fa0f346c19656	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2118	0	mref_2118.ADDRESS_CONTEXT.json	fe56ebf8064f461ff8ad0b38e8b95a2bce82a21c25e0288c27b16e60c49d43b0	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2119	0	mref_2119.ADDRESS_CONTEXT.json	b8388b90daf773af779e419e10ea2c846e0ff48ea6a23bc08f264cd40c3406bb	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2147	0	mref_2147.ADDRESS_CONTEXT.json	f52adfdae1754188518cb92b976a5d13985a6040c95aa62bfd9440c2b54b1abf	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2152	0	mref_2152.ADDRESS_CONTEXT.json	cc18c5b1d93a810a7105579e821809b1da5d30b209855f20cd6ab23dba512646	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2157	0	mref_2157.ADDRESS_CONTEXT.json	45d05679274ac14d32334d6cd9ecf0cff629598cce2eed5c19a9dcf24189e06a	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2161	0	mref_2161.ADDRESS_CONTEXT.json	14b404bc5652123e26338b3aaf54d394effb2eaaaf04921b5e3a62c8b622b252	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2162	0	mref_2162.ADDRESS_CONTEXT.json	ea71c40ded7bfa7d5f1c926069b8843d8e2fb3b42bba5bc2933a4d3f8859fb64	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2163	0	mref_2163.ADDRESS_CONTEXT.json	22cb31646b8bdd6bfe4875c704a4ae80270006a3b331e5776b336b806075a7be	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2164	0	mref_2164.ADDRESS_CONTEXT.json	4ab7fe3a55a8bff3ef46c1fd14ccff3bd57993315219c650c61e1d736d6ada2a	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2165	0	mref_2165.ADDRESS_CONTEXT.json	e93a6b2baa29c8b8890cf218b6df51f509bf4f563f924de9cf15e886f6abfabd	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	245	0	mref_245.ADDRESS_CONTEXT.json	671446dbbfe65986c91ac920f2cdf95b4e7550e7ef069c1039877a032b0ddd68	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	247	0	mref_247.ADDRESS_CONTEXT.json	f0b429c8e77040b5a0ed7fb1c8769fbfec2a918002fa1a1c2ffcfbe008d2db1d	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	249	0	mref_249.ADDRESS_CONTEXT.json	a4f300b13d9ecb457d53100da889c57bd58a152db91693cea8a614ed8026f504	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	250	0	mref_250.ADDRESS_CONTEXT.json	b4f3a431c0a67fe6d8be4aeb37de9e8a195b33755b8e9ba33a90fc0a291ac45a	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	251	0	mref_251.ADDRESS_CONTEXT.json	1d46db6e4d9bb40755347066c866d21b1994c92079408b4bef4f1bd749822b36	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	259	0	mref_259.ADDRESS_CONTEXT.json	d67d42927c0f858149b1ff0ba99bc9a8f660fa381827c25e92db63fc77b35851	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	261	0	mref_261.ADDRESS_CONTEXT.json	b4c2c753200056538f9f88f60330a3b157bf7af8ecfa36144caf0621575e1c8f	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	263	0	mref_263.ADDRESS_CONTEXT.json	256aa541671da04ecfcf25daa05af40b3c450f09ec55eba8783b6ff24e89ebc6	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	777	0	mref_777.ADDRESS_CONTEXT.json	0fd57300478e1f56effe8dff96db118311dca40b5618e6e0ecfda81c5e4e0c6b	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	780	0	mref_780.ADDRESS_CONTEXT.json	d575d48c434db9277edae791eca24687839dff757e58a8938a7356cae7495fbc	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	783	0	mref_783.ADDRESS_CONTEXT.json	d70612ea5b8c5b5a89b905fa4c9b121b1aa3091f346afcca8f57448e74be7729	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	786	0	mref_786.ADDRESS_CONTEXT.json	a0b4bc82f7ceb8e9a3dff2edd84839ee7783e64076c0a1d2663e9327c5c0c9a7	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	789	0	mref_789.ADDRESS_CONTEXT.json	21ac0d61b0b73e1ec82f72e7bacc29177029abcb9ac3576f179b4bb1881e5372	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	792	0	mref_792.ADDRESS_CONTEXT.json	d4880a979ccab27118eeef702f04e9ea24cb4b708cf86955a0697067bbbcb53a	C16_ADDRESS_CONTEXT_V1	SAME_PROCESS_ONLY	No cross-process absolute-VA merge
