candidate_id	suite	workload	algorithm	source_version	source_path	wrapper	input	input_hash	output_check	prior_pass_evidence	launch/work_amount	primary_domain	access_tags	op_mix	Base_pressure_tags	evidence_confidence	wall_time	cost_quartile	Paper10_duplicate?	eligibility	E1_E8_gate_summary	notes
E52-11	CUDA SDK	vectorAdd_6000000	vector addition	CUDA SDK 9.1	NVIDIA CUDA SDK source (9.1 trace provenance; local CUDA sample recovery required)	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/cudasdk/9.1/vectorAdd/__size_6000000/traces/kernelslist.g	size=6000000	196b85b78c9a8672600cd9aac4ad8f1ec4b9945c49df3533174a78f4179f8831 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	1 launches; trace_tree_bytes=156021608	OTHER_SOURCE_BACKED_COMPUTE	REGULAR_COALESCED;STREAMING_LOW_REUSE;MIXED_READ_WRITE	balanced load/store	PIB_PRESSURE_LOW;MSHR_PRESSURE_LOW;TAG_LINE_ALLOC_PRESSURE_LOW;DOWNSTREAM_PRESSURE_LOW;COMPUTE_HEAVY_LOW	source-static	4-8m	COST_Q1	NO	ELIGIBLE	E1=PASS_COMPUTE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH;E4=PASS_PRIOR_FULL;E5=PASS_NONTRIVIAL;E6=PASS_NOT_PAPER10;E7=PASS_NO_CROWDING_AT_CANDIDATE_LEVEL;E8=PASS_PRIOR_GPGPUSIM_NATURAL_DRAIN	larger bandwidth control; trace_tree_sha256=a070fce8e7fb0da2e22c7cd53aa4549303d2d1b55be933106b5edcb51ea988f7
E52-12	Accel-Sim ubench	atomic_add_bw	atomic-add bandwidth microbenchmark	V100 staged archive	V100 trace/provenance asset; source rehydration required	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/atomic_add_bw/NO_ARGS/traces/kernelslist.g	NO_ARGS	cda31ef3315d6d14126befeecdee860761d1b7e9bc2d3a9c18c02b35d8b3e498 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=MICROBENCH	1 launches; trace_tree_bytes=2504381964	OTHER_SOURCE_BACKED_COMPUTE	ATOMIC_UPDATE;IRREGULAR_SCATTER	atomic-heavy	PIB_PRESSURE_HIGH;MSHR_PRESSURE_HIGH;TAG_LINE_ALLOC_PRESSURE_HIGH;DOWNSTREAM_PRESSURE_HIGH;COMPUTE_HEAVY_LOW	source-static	33-35m	COST_Q3	NO	INELIGIBLE_E1_MICROBENCH	INELIGIBLE_E1_MICROBENCH;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH	microbenchmark: mechanism sanity only; trace_tree_sha256=e585d69f8cb97e494f1d6fc902b2dcabda9c9ce7e5b90cd84ecd57dc1dd1f55d
E52-13	Accel-Sim ubench	atomic_add_bw_conflict	conflicting atomic-add microbenchmark	V100 staged archive	V100 trace/provenance asset; source rehydration required	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/atomic_add_bw_conflict/NO_ARGS/traces/kernelslist.g	NO_ARGS	f918ca501e0887c893484d6c415118b613b3086b7826a0484d1cb39af601f3f9 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=MICROBENCH	1 launches; trace_tree_bytes=2915876364	OTHER_SOURCE_BACKED_COMPUTE	ATOMIC_UPDATE;HIGH_TEMPORAL_REUSE	atomic-heavy	PIB_PRESSURE_HIGH;MSHR_PRESSURE_HIGH;TAG_LINE_ALLOC_PRESSURE_HIGH;DOWNSTREAM_PRESSURE_HIGH;COMPUTE_HEAVY_LOW	source-static	1h26-1h32	COST_Q4	NO	INELIGIBLE_E1_MICROBENCH	INELIGIBLE_E1_MICROBENCH;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH	microbenchmark: hot-spot only; trace_tree_sha256=a8466b430c5d121e2b9028bd1e93bcbc06aec3a3ec3977c97d2adeab900e9ec9
E52-14	Accel-Sim ubench	l2_bw_32f	L2 bandwidth microbenchmark	V100 staged archive	V100 trace/provenance asset; source rehydration required	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/l2_bw_32f/NO_ARGS/traces/kernelslist.g	NO_ARGS	0dd0c79dc35d7c630509efa6a3fd0ae8555313627215b2e30705cf4e3b577cf3 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=MICROBENCH	1 launches; trace_tree_bytes=1369731778	OTHER_SOURCE_BACKED_COMPUTE	REGULAR_COALESCED;STREAMING_LOW_REUSE	load-dominated	PIB_PRESSURE_HIGH;MSHR_PRESSURE_HIGH;TAG_LINE_ALLOC_PRESSURE_HIGH;DOWNSTREAM_PRESSURE_HIGH;COMPUTE_HEAVY_LOW	source-static	1h11-1h21	COST_Q4	NO	INELIGIBLE_E1_MICROBENCH	INELIGIBLE_E1_MICROBENCH;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH	microbenchmark; trace_tree_sha256=e5af7cb100d441c31758543f1c38ca6be80dc2fc144a34cb0011e6d7b548bdc9
E52-15	Accel-Sim ubench	l2_bw_64f	L2 bandwidth microbenchmark	V100 staged archive	V100 trace/provenance asset; source rehydration required	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/l2_bw_64f/NO_ARGS/traces/kernelslist.g	NO_ARGS	ae069f34476ba893c92b3dd5cd74d0fc2c965905e4cdbe05c44595595a5627c9 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=MICROBENCH	1 launches; trace_tree_bytes=1393598146	OTHER_SOURCE_BACKED_COMPUTE	REGULAR_COALESCED;STREAMING_LOW_REUSE	load-dominated	PIB_PRESSURE_HIGH;MSHR_PRESSURE_HIGH;TAG_LINE_ALLOC_PRESSURE_HIGH;DOWNSTREAM_PRESSURE_HIGH;COMPUTE_HEAVY_LOW	source-static	2h25-2h28	COST_Q4	NO	INELIGIBLE_E1_MICROBENCH	INELIGIBLE_E1_MICROBENCH;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH	microbenchmark; trace_tree_sha256=b2ed1421e9058f845ea6f07df5c575e4c7e28baf4cdb63573aea552e951ddf4f
E52-16	Accel-Sim ubench	mem_bw	memory bandwidth microbenchmark	V100 staged archive	V100 trace/provenance asset; source rehydration required	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/mem_bw/NO_ARGS/traces/kernelslist.g	NO_ARGS	52258b5ff2ed7a44e4d1bf5b9bb2dda2346fe32152066ff9e9d297f2d1873a93 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=MICROBENCH	1 launches; trace_tree_bytes=121969483	OTHER_SOURCE_BACKED_COMPUTE	REGULAR_COALESCED;STREAMING_LOW_REUSE	load-dominated	PIB_PRESSURE_HIGH;MSHR_PRESSURE_HIGH;TAG_LINE_ALLOC_PRESSURE_HIGH;DOWNSTREAM_PRESSURE_HIGH;COMPUTE_HEAVY_LOW	source-static	25-43m	COST_Q3	NO	INELIGIBLE_E1_MICROBENCH	INELIGIBLE_E1_MICROBENCH;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH	microbenchmark; trace_tree_sha256=916541cf99bb3b2b53d129358428e6b9b8ec02eb26c5d69acd50a78ab8f6f50c
E52-17	Accel-Sim ubench	mem_lat	memory latency microbenchmark	V100 staged archive	V100 trace/provenance asset; source rehydration required	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/mem_lat/NO_ARGS/traces/kernelslist.g	NO_ARGS	beb03d46bd1f5a6c20fdb34aaaeed37de3fc31e5010ff2c5657a7778e3e9a40c (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=MICROBENCH	1 launches; trace_tree_bytes=16869674	OTHER_SOURCE_BACKED_COMPUTE	POINTER_GRAPH_LIKE;IRREGULAR_GATHER	load-dominated	PIB_PRESSURE_HIGH;MSHR_PRESSURE_HIGH;TAG_LINE_ALLOC_PRESSURE_HIGH;DOWNSTREAM_PRESSURE_HIGH;COMPUTE_HEAVY_LOW	source-static	2.5-3m	COST_Q1	NO	INELIGIBLE_E1_MICROBENCH	INELIGIBLE_E1_MICROBENCH;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH	microbenchmark; trace_tree_sha256=3f73d668756d27e7b3dc7f9e1228570d10030eed921da135f49b43068fb13862
E52-18	Rodinia	cfd_097k	unstructured CFD	Rodinia 3.1	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/rodinia/3.1	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/cfd-rodinia-3.1/__data_fvcorr_domn_097K/traces/kernelslist.g	fvcorr_097K	ce71e70525c6299a6be1bae3790b0eeb0417e1f4608cbd10e706c0a14fdd6b46 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	5 launches; trace_tree_bytes=271744571	OTHER_SOURCE_BACKED_COMPUTE	IRREGULAR_GATHER;SPARSE_INDIRECT;MIXED_READ_WRITE	balanced load/store	PIB_PRESSURE_HIGH;MSHR_PRESSURE_HIGH;TAG_LINE_ALLOC_PRESSURE_HIGH;DOWNSTREAM_PRESSURE_HIGH;COMPUTE_HEAVY_MED	source-static	5-6m	COST_Q1	NO	ELIGIBLE	E1=PASS_COMPUTE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH;E4=PASS_PRIOR_FULL;E5=PASS_NONTRIVIAL;E6=PASS_NOT_PAPER10;E7=PASS_NO_CROWDING_AT_CANDIDATE_LEVEL;E8=PASS_PRIOR_GPGPUSIM_NATURAL_DRAIN	mesh-neighbor indirect access; trace_tree_sha256=34eab2f192424580849f7638591c4586e50f532d4ad8b4dc52520486889fc376
E52-19	Rodinia	srad_trim	speckle-reducing anisotropic diffusion	Rodinia 3.1	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/rodinia/3.1	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/ccws-baseline-traces/srad_v1_1of40_trim/traces/kernelslist.g	1of40 trim	2f8045a55fa10cfcb9a6bb1921351cbd8f5cdda00351166a0c5c45f9103d3044 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=DERIVED_TRIMMED	502 launches; trace_tree_bytes=531327305	STENCIL_STRUCTURED_GRID	REGULAR_COALESCED;HIGH_SPATIAL_REUSE;MIXED_READ_WRITE	balanced load/store	PIB_PRESSURE_MED;MSHR_PRESSURE_MED;TAG_LINE_ALLOC_PRESSURE_MED;DOWNSTREAM_PRESSURE_MED;COMPUTE_HEAVY_MED	source-static	18m	COST_Q2	NO	INELIGIBLE_E5_DERIVED_TRIMMED	INELIGIBLE_E5_DERIVED_TRIMMED;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH	derived 1/40 trace, not full input; trace_tree_sha256=47cbfd4627757e98d32a46c1904d3b4565e0c83107dd73c94c523d94e4c05966
E52-20	Rodinia	btree	B+ tree search	Rodinia 3.1	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/rodinia/3.1	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/b+tree-rodinia-3.1/file___data_mil_txt_command___data_command_txt/traces/kernelslist.g	mil+command	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	2 launches; trace_tree_bytes=809709439	SEARCH_SORT_SCAN_REDUCTION	POINTER_GRAPH_LIKE;IRREGULAR_GATHER	load-dominated	PIB_PRESSURE_HIGH;MSHR_PRESSURE_HIGH;TAG_LINE_ALLOC_PRESSURE_HIGH;DOWNSTREAM_PRESSURE_HIGH;COMPUTE_HEAVY_LOW	source-static	8-14m	COST_Q2	NO	ELIGIBLE	E1=PASS_COMPUTE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH;E4=PASS_PRIOR_FULL;E5=PASS_NONTRIVIAL;E6=PASS_NOT_PAPER10;E7=PASS_NO_CROWDING_AT_CANDIDATE_LEVEL;E8=PASS_PRIOR_GPGPUSIM_NATURAL_DRAIN	index traversal; trace_tree_sha256=69ae3f04de007b113905abfa3f64d8f98b7a3c995859308f284e04781cd64200
E52-21	Rodinia	dwt2d	2-D wavelet transform	Rodinia 3.1	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/rodinia/3.1	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/dwt2d-rodinia-3.1/__data_rgb_bmp__d_1024x1024__f__5__l_3/traces/kernelslist.g	1024x1024	337087fedad435cd92cbd7e0f962f90d567ec9e77038fd8150977b7c6beb7164 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	10 launches; trace_tree_bytes=423214689	IMAGE_SIGNAL_PROCESSING	REGULAR_STRIDED;HIGH_TEMPORAL_REUSE;MIXED_READ_WRITE	balanced load/store	PIB_PRESSURE_MED;MSHR_PRESSURE_MED;TAG_LINE_ALLOC_PRESSURE_MED;DOWNSTREAM_PRESSURE_MED;COMPUTE_HEAVY_MED	source-static	unknown	COST_UNKNOWN_OR_BOUNDED	NO	ELIGIBLE	E1=PASS_COMPUTE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH;E4=PASS_PRIOR_FULL;E5=PASS_NONTRIVIAL;E6=PASS_NOT_PAPER10;E7=PASS_NO_CROWDING_AT_CANDIDATE_LEVEL;E8=PASS_PRIOR_GPGPUSIM_NATURAL_DRAIN	multi-stage transform; trace_tree_sha256=2fe0da55cbca519c9e0d79f4de33e2fae0cc71ae6e8f1645efe555222cc1e86b
E52-22	Rodinia	gaussian	Gaussian elimination	Rodinia 3.1	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/rodinia/3.1	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/gaussian-rodinia-3.1/_s_256/traces/kernelslist.g	s=256	6dc7caba6733657293e8c517467bac28890ae4eb97c732ffd245d7fd1c479fb9 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	510 launches; trace_tree_bytes=877461403	DENSE_LINEAR_ALGEBRA	REGULAR_COALESCED;HIGH_TEMPORAL_REUSE;MIXED_READ_WRITE	balanced load/store	PIB_PRESSURE_LOW;MSHR_PRESSURE_LOW;TAG_LINE_ALLOC_PRESSURE_LOW;DOWNSTREAM_PRESSURE_LOW;COMPUTE_HEAVY_HIGH	source-static	19-21m	COST_Q3	NO	ELIGIBLE	E1=PASS_COMPUTE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH;E4=PASS_PRIOR_FULL;E5=PASS_NONTRIVIAL;E6=PASS_NOT_PAPER10;E7=PASS_NO_CROWDING_AT_CANDIDATE_LEVEL;E8=PASS_PRIOR_GPGPUSIM_NATURAL_DRAIN	pivot / row-update phases; trace_tree_sha256=f94f27a9e3870f664089b3c31eeb9528c486e54498e59aacf1314ea0ff5f3172
E52-23	Rodinia	hotspot1	thermal stencil	Rodinia 3.1	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/rodinia/3.1	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/hotspot-rodinia-3.1/1024_2_2___data_temp_1024___data_power_1024_output_out/traces/kernelslist.g	1024x1024,2iter	a731bfc2cbb90b51888e92f3fb188ff4fceb123612a7b1ceb1817bc752e89461 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	1 launches; trace_tree_bytes=1041309456	STENCIL_STRUCTURED_GRID	REGULAR_COALESCED;HIGH_SPATIAL_REUSE;MIXED_READ_WRITE	balanced load/store	PIB_PRESSURE_MED;MSHR_PRESSURE_MED;TAG_LINE_ALLOC_PRESSURE_MED;DOWNSTREAM_PRESSURE_MED;COMPUTE_HEAVY_MED	source-static	unknown	COST_UNKNOWN_OR_BOUNDED	NO	ELIGIBLE	E1=PASS_COMPUTE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH;E4=PASS_PRIOR_FULL;E5=PASS_NONTRIVIAL;E6=PASS_NOT_PAPER10;E7=PASS_NO_CROWDING_AT_CANDIDATE_LEVEL;E8=PASS_PRIOR_GPGPUSIM_NATURAL_DRAIN	2-D iterative neighborhood; trace_tree_sha256=30166abe04c74ab4aeeb09a9f47b1b1082e9e2943948468abe1e7c9e78fd9bfb
E52-24	Rodinia	lud	LU decomposition	Rodinia 3.1	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/rodinia/3.1	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/lud-rodinia-3.1/_i___data_512_dat/traces/kernelslist.g	matrix-512	6bf8f1fd5951793b1b2c563ee13203591e3d53d5985d4d1d6e3b5cf8f64a39e0 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	94 launches; trace_tree_bytes=1515997918	DENSE_LINEAR_ALGEBRA	REGULAR_COALESCED;HIGH_TEMPORAL_REUSE;MIXED_READ_WRITE	balanced load/store	PIB_PRESSURE_MED;MSHR_PRESSURE_MED;TAG_LINE_ALLOC_PRESSURE_MED;DOWNSTREAM_PRESSURE_MED;COMPUTE_HEAVY_HIGH	source-static	unknown	COST_UNKNOWN_OR_BOUNDED	NO	ELIGIBLE	E1=PASS_COMPUTE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH;E4=PASS_PRIOR_FULL;E5=PASS_NONTRIVIAL;E6=PASS_NOT_PAPER10;E7=PASS_NO_CROWDING_AT_CANDIDATE_LEVEL;E8=PASS_PRIOR_GPGPUSIM_NATURAL_DRAIN	blocked dense updates; trace_tree_sha256=f73ca052ba8079498d0a765e937abb00a9aed3215d6acf9b086ecd3b676c2f2a
E52-25	Rodinia	nn	nearest-neighbor search	Rodinia 3.1	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/rodinia/3.1	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/nn-rodinia-3.1/__data_filelist_4__r_5__lat_30__lng_90/traces/kernelslist.g	filelist-4	6b5e83e43dc74ae1b23312e1772d19a774b6c7397740c1bc1e0f572db77f8664 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	1 launches; trace_tree_bytes=1987766	SEARCH_SORT_SCAN_REDUCTION	IRREGULAR_GATHER;STREAMING_LOW_REUSE	load-dominated	PIB_PRESSURE_LOW;MSHR_PRESSURE_LOW;TAG_LINE_ALLOC_PRESSURE_LOW;DOWNSTREAM_PRESSURE_LOW;COMPUTE_HEAVY_LOW	source-static	3-4s	COST_Q1	NO	ELIGIBLE	E1=PASS_COMPUTE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH;E4=PASS_PRIOR_FULL;E5=PASS_NONTRIVIAL;E6=PASS_NOT_PAPER10;E7=PASS_NO_CROWDING_AT_CANDIDATE_LEVEL;E8=PASS_PRIOR_GPGPUSIM_NATURAL_DRAIN	small canonical filelist workload; trace_tree_sha256=d1fc69c12b831a7a4dfeded63be6a34a136f82f37e06371b877196d39c53db79
E52-26	Rodinia	bfs	graph breadth-first search	Rodinia 3.1	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/rodinia/3.1	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/bfs-rodinia-3.1/__data_graph65536_txt/traces/kernelslist.g	graph65536	c903c6a8876373a32f212e34a9026759076c1728a1629cded59555552c65940a (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	20 launches; trace_tree_bytes=187716988	GRAPH_TRAVERSAL	POINTER_GRAPH_LIKE;IRREGULAR_GATHER;ATOMIC_UPDATE	atomic-present	PIB_PRESSURE_HIGH;MSHR_PRESSURE_HIGH;TAG_LINE_ALLOC_PRESSURE_HIGH;DOWNSTREAM_PRESSURE_HIGH;COMPUTE_HEAVY_LOW	source-static	unknown	COST_UNKNOWN_OR_BOUNDED	NO	ELIGIBLE	E1=PASS_COMPUTE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH;E4=PASS_PRIOR_FULL;E5=PASS_NONTRIVIAL;E6=PASS_NOT_PAPER10;E7=PASS_NO_CROWDING_AT_CANDIDATE_LEVEL;E8=PASS_PRIOR_GPGPUSIM_NATURAL_DRAIN	frontier / adjacency traversal; trace_tree_sha256=1f0516e5a25e81ba9de01c47c65fab54c0258c7c5cd579498a4541cec012d1ac
E52-27	Parboil	bfs	graph breadth-first search	Parboil 11.0	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/parboil/benchmarks	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-extract/parboil.current.small8.stage/parboil/11.0/parboil-bfs/_i___data_NY_input_graph_input_dat__o_bfs_NY_out/traces/kernelslist.g	NY graph	882fd55a2ddb91a6d6114043bd093c405d7c46f0ae4a927cd8ff9fbda0818e5c (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	11 launches; trace_tree_bytes=298925500	GRAPH_TRAVERSAL	POINTER_GRAPH_LIKE;IRREGULAR_GATHER;ATOMIC_UPDATE	atomic-present	PIB_PRESSURE_HIGH;MSHR_PRESSURE_HIGH;TAG_LINE_ALLOC_PRESSURE_HIGH;DOWNSTREAM_PRESSURE_HIGH;COMPUTE_HEAVY_LOW	source-static	9-14m	COST_Q2	NO	ELIGIBLE	E1=PASS_COMPUTE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH;E4=PASS_PRIOR_FULL;E5=PASS_NONTRIVIAL;E6=PASS_NOT_PAPER10;E7=PASS_NO_CROWDING_AT_CANDIDATE_LEVEL;E8=PASS_PRIOR_GPGPUSIM_NATURAL_DRAIN	second BFS implementation/input; trace_tree_sha256=84fccc5caf7ea18715707cb41bc7e27272417167000ce3e7a2bfc94271f3f875
E52-28	Parboil	cutcp	Coulombic potential	Parboil 11.0	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/parboil/benchmarks	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-extract/parboil.current.small8.stage/parboil/11.0/parboil-cutcp/_i___data_small_input_watbox_sl40_pqr__o_lattice_dat/traces/kernelslist.g	watbox-sl40	a21cfdc93626042376fe0e10a0e2d464de829cf3fc0834ba1535f08b4080f37a (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	11 launches; trace_tree_bytes=11010883345	PARTICLE_PHYSICS_NBODY	REGULAR_COALESCED;IRREGULAR_GATHER;MIXED_READ_WRITE	balanced load/store	PIB_PRESSURE_HIGH;MSHR_PRESSURE_HIGH;TAG_LINE_ALLOC_PRESSURE_HIGH;DOWNSTREAM_PRESSURE_HIGH;COMPUTE_HEAVY_MED	source-static	1h37-2h09	COST_Q4	NO	ELIGIBLE	E1=PASS_COMPUTE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH;E4=PASS_PRIOR_FULL;E5=PASS_NONTRIVIAL;E6=PASS_NOT_PAPER10;E7=PASS_NO_CROWDING_AT_CANDIDATE_LEVEL;E8=PASS_PRIOR_GPGPUSIM_NATURAL_DRAIN	particle-to-grid accumulation; trace_tree_sha256=1c7121c2c33f212aa0134b412e1a6e88ec47244eb9c0e0016252ab270f8b53bf
