actual_ratio	allocated_bytes	cold_runs	elapsed_seconds	gpu_free_after	gpu_free_before	host_available_after	host_available_before	host_headroom_required_bytes	measured_run_cap_seconds	mode	pattern	planned_status	point_id	ratio_id	receipt_json	repeat_runs	returncode	status	target_ratio
1.0999998568789693	18888626176	1			16681795584		64570662912	8589934592	180	M1	P2	NOT_APPLICABLE_OVERSUBSCRIBED	P2_R2_M1	R2		1		NOT_APPLICABLE_OVERSUBSCRIBED	1.1
1.250610649731314	21474836480	1	38.96569299697876	16681795584	16681795584	64703287296	64570208256	8589934592	180	M0	P2	PLANNED	P2_R3_M0	R3	"{""bytes"": 21474836480, ""checksum"": 813826944238878720, ""checksum_pass"": true, ""cold_gpu_ms"": 10103.239258, ""cold_wall_ms"": 10103.39034, ""expected"": 813826944238878720, ""gpu_free_after"": 16394354688, ""gpu_free_before"": 16394354688, ""host_available_after"": 64081874944, ""host_available_before"": 64097865728, ""mode"": ""M0"", ""pattern"": ""P2"", ""prefetched"": false, ""ratio"": 1.28452091, ""repeat_gpu_ms"": 10772.577148, ""repeat_wall_ms"": 10772.638195, ""route_hash"": ""14650fb0739d0383"", ""status"": ""UVM_MATRIX_POINT_COMPLETE"", ""steps"": 8}"	1	0	COMPLETE	1.3
1.250610649731314	21474836480	1			16681795584		64719060992	8589934592	180	M1	P2	NOT_APPLICABLE_OVERSUBSCRIBED	P2_R3_M1	R3		1		NOT_APPLICABLE_OVERSUBSCRIBED	1.3
0.75	12878610432	1	6.066432476043701	16681795584	16681795584	64771907584	64714952704	8589934592	180	M0	P3	PLANNED	P3_R0_M0	R0	"{""bytes"": 12878610432, ""checksum"": 108457275706834944, ""checksum_pass"": true, ""cold_gpu_ms"": 744.683289, ""cold_wall_ms"": 744.7296, ""expected"": 108457275706834944, ""gpu_free_after"": 16274817024, ""gpu_free_before"": 16394354688, ""host_available_after"": 64047542272, ""host_available_before"": 64051105792, ""mode"": ""M0"", ""pattern"": ""P3"", ""prefetched"": false, ""ratio"": 0.77033622, ""repeat_gpu_ms"": 24.294336, ""repeat_wall_ms"": 24.300016, ""route_hash"": ""f94210d06db6f0c3"", ""status"": ""UVM_MATRIX_POINT_COMPLETE"", ""steps"": 16}"	1	0	COMPLETE	0.75
0.75	12878610432	1	5.5308403968811035	16681795584	16681795584	64647155712	64784756736	8589934592	180	M1	P3	PLANNED	P3_R0_M1	R0	"{""bytes"": 12878610432, ""checksum"": 108457275706834944, ""checksum_pass"": true, ""cold_gpu_ms"": 24.419519, ""cold_wall_ms"": 24.438404, ""expected"": 108457275706834944, ""gpu_free_after"": 16390160384, ""gpu_free_before"": 16394354688, ""host_available_after"": 64086749184, ""host_available_before"": 64101261312, ""mode"": ""M1"", ""pattern"": ""P3"", ""prefetched"": true, ""ratio"": 0.77033622, ""repeat_gpu_ms"": 23.28112, ""repeat_wall_ms"": 23.285881, ""route_hash"": ""f94210d06db6f0c3"", ""status"": ""UVM_MATRIX_POINT_COMPLETE"", ""steps"": 16}"	1	0	COMPLETE	0.75
0.9499999522929897	16312905728	1	6.917172908782959	16681795584	16681795584	64535277568	64658870272	8589934592	180	M0	P3	PLANNED	P3_R1_M0	R1	"{""bytes"": 16312905728, ""checksum"": 137379208996427776, ""checksum_pass"": true, ""cold_gpu_ms"": 958.150085, ""cold_wall_ms"": 958.25296, ""expected"": 137379208996427776, ""gpu_free_after"": 16306274304, ""gpu_free_before"": 16394354688, ""host_available_after"": 63994437632, ""host_available_before"": 63999270912, ""mode"": ""M0"", ""pattern"": ""P3"", ""prefetched"": false, ""ratio"": 0.97575917, ""repeat_gpu_ms"": 31.081568, ""repeat_wall_ms"": 31.087337, ""route_hash"": ""f94210d06db6f0c3"", ""status"": ""UVM_MATRIX_POINT_COMPLETE"", ""steps"": 16}"	1	0	COMPLETE	0.95
0.9499999522929897	16312905728	1	6.392666578292847	16681795584	16681795584	64510877696	64524455936	8589934592	180	M1	P3	PLANNED	P3_R1_M1	R1	"{""bytes"": 16312905728, ""checksum"": 137379208996427776, ""checksum_pass"": true, ""cold_gpu_ms"": 31.165407, ""cold_wall_ms"": 31.238867, ""expected"": 137379208996427776, ""gpu_free_after"": 16335634432, ""gpu_free_before"": 16394354688, ""host_available_after"": 63939579904, ""host_available_before"": 63902846976, ""mode"": ""M1"", ""pattern"": ""P3"", ""prefetched"": true, ""ratio"": 0.97575917, ""repeat_gpu_ms"": 30.143776, ""repeat_wall_ms"": 30.148624, ""route_hash"": ""f94210d06db6f0c3"", ""status"": ""UVM_MATRIX_POINT_COMPLETE"", ""steps"": 16}"	1	0	COMPLETE	0.95
1.0999998568789693	18888626176	1	7.852527618408203	16681795584	16681795584	64657313792	64510988288	8589934592	180	M0	P3	PLANNED	P3_R2_M0	R2	"{""bytes"": 18888626176, ""checksum"": 159070650340001792, ""checksum_pass"": true, ""cold_gpu_ms"": 1083.859375, ""cold_wall_ms"": 1083.963843, ""expected"": 159070650340001792, ""gpu_free_after"": 16356605952, ""gpu_free_before"": 16394354688, ""host_available_after"": 64010498048, ""host_available_before"": 63991984128, ""mode"": ""M0"", ""pattern"": ""P3"", ""prefetched"": false, ""ratio"": 1.12982631, ""repeat_gpu_ms"": 32.997089, ""repeat_wall_ms"": 33.003368, ""route_hash"": ""f94210d06db6f0c3"", ""status"": ""UVM_MATRIX_POINT_COMPLETE"", ""steps"": 16}"	1	0	COMPLETE	1.1
1.0999998568789693	18888626176	1			16681795584		64669728768	8589934592	180	M1	P3	NOT_APPLICABLE_OVERSUBSCRIBED	P3_R2_M1	R2		1		NOT_APPLICABLE_OVERSUBSCRIBED	1.1
1.250610649731314	21474836480	1	8.465788125991821	16681795584	16681795584	64744767488	64664641536	8589934592	180	M0	P3	PLANNED	P3_R3_M0	R3	"{""bytes"": 21474836480, ""checksum"": 180850432053084160, ""checksum_pass"": true, ""cold_gpu_ms"": 1245.36145, ""cold_wall_ms"": 1245.469401, ""expected"": 180850432053084160, ""gpu_free_after"": 16262234112, ""gpu_free_before"": 16394354688, ""host_available_after"": 64052199424, ""host_available_before"": 63974809600, ""mode"": ""M0"", ""pattern"": ""P3"", ""prefetched"": false, ""ratio"": 1.28452091, ""repeat_gpu_ms"": 36.380096, ""repeat_wall_ms"": 36.386025, ""route_hash"": ""f94210d06db6f0c3"", ""status"": ""UVM_MATRIX_POINT_COMPLETE"", ""steps"": 16}"	1	0	COMPLETE	1.3
1.250610649731314	21474836480	1			16681795584		64728666112	8589934592	180	M1	P3	NOT_APPLICABLE_OVERSUBSCRIBED	P3_R3_M1	R3		1		NOT_APPLICABLE_OVERSUBSCRIBED	1.3
