roi	comparison	operator_class	metric	baseline_value	candidate_value	delta_abs	delta_rel	claim_scope
prefill	F7-L20_vs_F0	ATTENTION_CORE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F7-L20_vs_F0	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	0	5248400	5248400	NA	MEASURED_OPERATOR_FACT
prefill	F7-L20_vs_F0	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	0	16449536	16449536	NA	MEASURED_OPERATOR_FACT
prefill	F7-L20_vs_F0	FFN_MLP	vm_weight_segment_l2_suppressed	0	25180124	25180124	NA	MEASURED_OPERATOR_FACT
prefill	F7-L20_vs_F0	NORM	vm_weight_segment_l2_suppressed	0	1048576	1048576	NA	MEASURED_OPERATOR_FACT
prefill	F7-L20_vs_F0	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F7-L20_vs_F0	UNRESOLVED	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F7-L20_vs_F0	FULL_ROI	gpu_tot_sim_cycle	62490238	76131192	13640954	0.218289359052	FULL_ROI_ONLY
prefill	F8-L5_vs_F0	ATTENTION_CORE	gpu_sim_cycle	623662	618924	-4738	-0.00759706379417	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F0	ATTENTION_PROJECTION	gpu_sim_cycle	6676148	6092710	-583438	-0.0873914119339	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F0	EMBEDDING_OUTPUT	gpu_sim_cycle	17652323	18397497	745174	0.0422139341094	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F0	FFN_MLP	gpu_sim_cycle	20573515	17908833	-2664682	-0.12952001639	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F0	NORM	gpu_sim_cycle	1458060	1305957	-152103	-0.104318752315	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F0	OTHER_COMPUTE	gpu_sim_cycle	15500080	15486974	-13106	-0.000845544022999	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F0	UNRESOLVED	gpu_sim_cycle	6450	6460	10	0.0015503875969	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F0	ATTENTION_CORE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F0	ATTENTION_PROJECTION	vm_weight_segment_hits	0	5696767	5696767	NA	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F0	EMBEDDING_OUTPUT	vm_weight_segment_hits	0	16491780	16491780	NA	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F0	FFN_MLP	vm_weight_segment_hits	0	26417356	26417356	NA	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F0	NORM	vm_weight_segment_hits	0	1048576	1048576	NA	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F0	OTHER_COMPUTE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F0	UNRESOLVED	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F0	ATTENTION_CORE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F0	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	0	5696767	5696767	NA	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F0	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	0	16491780	16491780	NA	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F0	FFN_MLP	vm_weight_segment_l2_suppressed	0	26417356	26417356	NA	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F0	NORM	vm_weight_segment_l2_suppressed	0	1048576	1048576	NA	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F0	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F0	UNRESOLVED	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F0	FULL_ROI	gpu_tot_sim_cycle	62490238	59817355	-2672883	-0.0427728087705	FULL_ROI_ONLY
prefill	F8-L10_vs_F0	ATTENTION_CORE	gpu_sim_cycle	623662	620660	-3002	-0.00481350475097	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F0	ATTENTION_PROJECTION	gpu_sim_cycle	6676148	6592448	-83700	-0.0125371696373	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F0	EMBEDDING_OUTPUT	gpu_sim_cycle	17652323	18751011	1098688	0.0622404201419	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F0	FFN_MLP	gpu_sim_cycle	20573515	20486237	-87278	-0.00424225029121	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F0	NORM	gpu_sim_cycle	1458060	1440333	-17727	-0.0121579358874	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F0	OTHER_COMPUTE	gpu_sim_cycle	15500080	15478364	-21716	-0.00140102502697	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F0	UNRESOLVED	gpu_sim_cycle	6450	6450	0	0	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F0	ATTENTION_CORE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F0	ATTENTION_PROJECTION	vm_weight_segment_hits	0	5309614	5309614	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F0	EMBEDDING_OUTPUT	vm_weight_segment_hits	0	16455114	16455114	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F0	FFN_MLP	vm_weight_segment_hits	0	25278336	25278336	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F0	NORM	vm_weight_segment_hits	0	1048576	1048576	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F0	OTHER_COMPUTE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F0	UNRESOLVED	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F0	ATTENTION_CORE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F0	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	0	5309614	5309614	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F0	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	0	16455114	16455114	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F0	FFN_MLP	vm_weight_segment_l2_suppressed	0	25278336	25278336	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F0	NORM	vm_weight_segment_l2_suppressed	0	1048576	1048576	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F0	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F0	UNRESOLVED	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F0	FULL_ROI	gpu_tot_sim_cycle	62490238	63375503	885265	0.0141664526866	FULL_ROI_ONLY
prefill	F8-L20_vs_F0	ATTENTION_CORE	gpu_sim_cycle	623662	622530	-1132	-0.00181508573554	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F0	ATTENTION_PROJECTION	gpu_sim_cycle	6676148	8400229	1724081	0.25824487414	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F0	EMBEDDING_OUTPUT	gpu_sim_cycle	17652323	21816319	4163996	0.235889406737	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F0	FFN_MLP	gpu_sim_cycle	20573515	28018691	7445176	0.361881574442	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F0	NORM	gpu_sim_cycle	1458060	1757790	299730	0.205567672112	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F0	OTHER_COMPUTE	gpu_sim_cycle	15500080	15522252	22172	0.00143044422997	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F0	UNRESOLVED	gpu_sim_cycle	6450	6466	16	0.00248062015504	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F0	ATTENTION_CORE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F0	ATTENTION_PROJECTION	vm_weight_segment_hits	0	5249235	5249235	NA	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F0	EMBEDDING_OUTPUT	vm_weight_segment_hits	0	16449536	16449536	NA	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F0	FFN_MLP	vm_weight_segment_hits	0	25179541	25179541	NA	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F0	NORM	vm_weight_segment_hits	0	1048576	1048576	NA	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F0	OTHER_COMPUTE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F0	UNRESOLVED	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F0	ATTENTION_CORE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F0	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	0	5249235	5249235	NA	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F0	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	0	16449536	16449536	NA	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F0	FFN_MLP	vm_weight_segment_l2_suppressed	0	25179541	25179541	NA	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F0	NORM	vm_weight_segment_l2_suppressed	0	1048576	1048576	NA	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F0	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F0	UNRESOLVED	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F0	FULL_ROI	gpu_tot_sim_cycle	62490238	76144277	13654039	0.218498751757	FULL_ROI_ONLY
prefill	F8-L5_vs_F7-L5	ATTENTION_CORE	gpu_sim_cycle	619732	618924	-808	-0.00130378937993	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F7-L5	ATTENTION_PROJECTION	gpu_sim_cycle	6092758	6092710	-48	-7.87820556799e-06	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F7-L5	EMBEDDING_OUTPUT	gpu_sim_cycle	18473554	18397497	-76057	-0.00411707460297	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F7-L5	FFN_MLP	gpu_sim_cycle	17845382	17908833	63451	0.00355559774512	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F7-L5	NORM	gpu_sim_cycle	1306950	1305957	-993	-0.00075978423046	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F7-L5	OTHER_COMPUTE	gpu_sim_cycle	15489383	15486974	-2409	-0.000155525885053	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F7-L5	UNRESOLVED	gpu_sim_cycle	6460	6460	0	0	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F7-L5	ATTENTION_CORE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F7-L5	ATTENTION_PROJECTION	vm_weight_segment_hits	5692430	5696767	4337	0.000761889035087	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F7-L5	EMBEDDING_OUTPUT	vm_weight_segment_hits	16515303	16491780	-23523	-0.00142431537587	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F7-L5	FFN_MLP	vm_weight_segment_hits	26377572	26417356	39784	0.00150825102477	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F7-L5	NORM	vm_weight_segment_hits	1048576	1048576	0	0	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F7-L5	OTHER_COMPUTE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F7-L5	UNRESOLVED	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F7-L5	ATTENTION_CORE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F7-L5	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	5692430	5696767	4337	0.000761889035087	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F7-L5	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	16515303	16491780	-23523	-0.00142431537587	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F7-L5	FFN_MLP	vm_weight_segment_l2_suppressed	26377572	26417356	39784	0.00150825102477	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F7-L5	NORM	vm_weight_segment_l2_suppressed	1048576	1048576	0	0	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F7-L5	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F7-L5	UNRESOLVED	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L5_vs_F7-L5	FULL_ROI	gpu_tot_sim_cycle	59834219	59817355	-16864	-0.000281845410233	FULL_ROI_ONLY
