roi	operator_class	metric	metric_scope	unit	value	source
prefill	ATTENTION_CORE	vm_l2_tlb_misses	EXACT_PER_KERNEL	events	738	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	ATTENTION_PROJECTION	vm_l2_tlb_misses	EXACT_PER_KERNEL	events	3971	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	EMBEDDING_OUTPUT	vm_l2_tlb_misses	EXACT_PER_KERNEL	events	20545	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	FFN_MLP	vm_l2_tlb_misses	EXACT_PER_KERNEL	events	11626	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	NORM	vm_l2_tlb_misses	EXACT_PER_KERNEL	events	595	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	OTHER_COMPUTE	vm_l2_tlb_misses	EXACT_PER_KERNEL	events	7752	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	UNRESOLVED	vm_l2_tlb_misses	EXACT_PER_KERNEL	events	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	ATTENTION_CORE	vm_translation_walk_starts	EXACT_PER_KERNEL	events	128	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	ATTENTION_PROJECTION	vm_translation_walk_starts	EXACT_PER_KERNEL	events	1327	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	EMBEDDING_OUTPUT	vm_translation_walk_starts	EXACT_PER_KERNEL	events	12526	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	FFN_MLP	vm_translation_walk_starts	EXACT_PER_KERNEL	events	6130	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	NORM	vm_translation_walk_starts	EXACT_PER_KERNEL	events	17	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	OTHER_COMPUTE	vm_translation_walk_starts	EXACT_PER_KERNEL	events	688	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	UNRESOLVED	vm_translation_walk_starts	EXACT_PER_KERNEL	events	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	ATTENTION_CORE	vm_pte_requests	EXACT_PER_KERNEL	events	131	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	ATTENTION_PROJECTION	vm_pte_requests	EXACT_PER_KERNEL	events	1338	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	EMBEDDING_OUTPUT	vm_pte_requests	EXACT_PER_KERNEL	events	12574	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	FFN_MLP	vm_pte_requests	EXACT_PER_KERNEL	events	6130	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	NORM	vm_pte_requests	EXACT_PER_KERNEL	events	32	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	OTHER_COMPUTE	vm_pte_requests	EXACT_PER_KERNEL	events	694	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	UNRESOLVED	vm_pte_requests	EXACT_PER_KERNEL	events	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	ATTENTION_CORE	vm_pte_l2_only_responses	EXACT_PER_KERNEL	events	73	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	ATTENTION_PROJECTION	vm_pte_l2_only_responses	EXACT_PER_KERNEL	events	945	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	EMBEDDING_OUTPUT	vm_pte_l2_only_responses	EXACT_PER_KERNEL	events	6226	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	FFN_MLP	vm_pte_l2_only_responses	EXACT_PER_KERNEL	events	4556	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	NORM	vm_pte_l2_only_responses	EXACT_PER_KERNEL	events	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	OTHER_COMPUTE	vm_pte_l2_only_responses	EXACT_PER_KERNEL	events	470	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	UNRESOLVED	vm_pte_l2_only_responses	EXACT_PER_KERNEL	events	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	ATTENTION_CORE	vm_pte_dram_responses	EXACT_PER_KERNEL	events	58	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	ATTENTION_PROJECTION	vm_pte_dram_responses	EXACT_PER_KERNEL	events	393	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	EMBEDDING_OUTPUT	vm_pte_dram_responses	EXACT_PER_KERNEL	events	6348	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	FFN_MLP	vm_pte_dram_responses	EXACT_PER_KERNEL	events	1574	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	NORM	vm_pte_dram_responses	EXACT_PER_KERNEL	events	32	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	OTHER_COMPUTE	vm_pte_dram_responses	EXACT_PER_KERNEL	events	224	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	UNRESOLVED	vm_pte_dram_responses	EXACT_PER_KERNEL	events	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	ATTENTION_CORE	vm_translation_requester_latency_cycles_total	EXACT_PER_KERNEL	cycles	4536220	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	ATTENTION_PROJECTION	vm_translation_requester_latency_cycles_total	EXACT_PER_KERNEL	cycles	102539304	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	EMBEDDING_OUTPUT	vm_translation_requester_latency_cycles_total	EXACT_PER_KERNEL	cycles	289459078	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	FFN_MLP	vm_translation_requester_latency_cycles_total	EXACT_PER_KERNEL	cycles	398172602	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	NORM	vm_translation_requester_latency_cycles_total	EXACT_PER_KERNEL	cycles	38221416	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	OTHER_COMPUTE	vm_translation_requester_latency_cycles_total	EXACT_PER_KERNEL	cycles	217504930	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
prefill	UNRESOLVED	vm_translation_requester_latency_cycles_total	EXACT_PER_KERNEL	cycles	680	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7
decode1	ATTENTION_CORE	vm_l1_tlb_accesses	EXACT_PER_KERNEL	events	230603	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/decode1/f0/run.log sha256=96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	ATTENTION_PROJECTION	vm_l1_tlb_accesses	EXACT_PER_KERNEL	events	8493591	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/decode1/f0/run.log sha256=96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	EMBEDDING_OUTPUT	vm_l1_tlb_accesses	EXACT_PER_KERNEL	events	5274344	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/decode1/f0/run.log sha256=96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	FFN_MLP	vm_l1_tlb_accesses	EXACT_PER_KERNEL	events	61028597	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/decode1/f0/run.log sha256=96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	NORM	vm_l1_tlb_accesses	EXACT_PER_KERNEL	events	51232	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/decode1/f0/run.log sha256=96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	OTHER_COMPUTE	vm_l1_tlb_accesses	EXACT_PER_KERNEL	events	937023	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/decode1/f0/run.log sha256=96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	UNRESOLVED	vm_l1_tlb_accesses	EXACT_PER_KERNEL	events	3	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/decode1/f0/run.log sha256=96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	ATTENTION_CORE	vm_l1_tlb_hits	EXACT_PER_KERNEL	events	223805	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/decode1/f0/run.log sha256=96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	ATTENTION_PROJECTION	vm_l1_tlb_hits	EXACT_PER_KERNEL	events	8478103	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/decode1/f0/run.log sha256=96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	EMBEDDING_OUTPUT	vm_l1_tlb_hits	EXACT_PER_KERNEL	events	5264791	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/decode1/f0/run.log sha256=96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	FFN_MLP	vm_l1_tlb_hits	EXACT_PER_KERNEL	events	61019700	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/decode1/f0/run.log sha256=96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	NORM	vm_l1_tlb_hits	EXACT_PER_KERNEL	events	49951	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/decode1/f0/run.log sha256=96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	OTHER_COMPUTE	vm_l1_tlb_hits	EXACT_PER_KERNEL	events	921094	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/decode1/f0/run.log sha256=96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	UNRESOLVED	vm_l1_tlb_hits	EXACT_PER_KERNEL	events	2	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/decode1/f0/run.log sha256=96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	ATTENTION_CORE	vm_l1_tlb_misses	EXACT_PER_KERNEL	events	6798	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/decode1/f0/run.log sha256=96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	ATTENTION_PROJECTION	vm_l1_tlb_misses	EXACT_PER_KERNEL	events	15488	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/decode1/f0/run.log sha256=96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	EMBEDDING_OUTPUT	vm_l1_tlb_misses	EXACT_PER_KERNEL	events	9553	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/decode1/f0/run.log sha256=96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
