compute_index	trace_filename	weight_refs	kv_refs	unknown_refs	weight_pages	kv_pages	unknown_pages	parameter_names
22	kernel-757-ctx_0x55f2413c4de0.traceg.xz	0	262144	524288		2145044458,2145044459,2145044460,2145044461,2145044462,2145044463,2145044464,2145044465	2145112480,2145112481,2145112482,2145112483,2145112484,2145112485,2145112486,2145112487,2145112488,2145112506	NONE
23	kernel-758-ctx_0x55f2413c4de0.traceg.xz	0	131072	131072		2145044466,2145044467,2145044468,2145044469	2145112480,2145112481,2145112482,2145112483,2145112484,2145112485,2145112486,2145112487,2145112488	NONE
24	kernel-759-ctx_0x55f2413c4de0.traceg.xz	0	393216	131072		2145044466,2145044467,2145044468,2145044469,2145047296,2145047297,2145047298,2145047299,2145047300,2145047301,2145047302,2145047303	2145112480,2145112481,2145112482,2145112483,2145112484,2145112485,2145112486,2145112487,2145112488	NONE
25	kernel-760-ctx_0x55f2413c4de0.traceg.xz	0	524288	262144		2145044466,2145044467,2145044468,2145044469,2145044470,2145044471,2145044472,2145044473,2145047296,2145047297,2145047298,2145047299,2145047300,2145047301,2145047302,2145047303	2145112506	NONE
26	kernel-761-ctx_0x55f2413c4de0.traceg.xz	0	786432	0		2145044458,2145044459,2145044460,2145044461,2145044462,2145044463,2145044464,2145044465,2145044466,2145044467,2145044468,2145044469,2145044470,2145044471,2145044472,2145044473,2145047296,2145047297,2145047298,2145047299,2145047300,2145047301,2145047302,2145047303		NONE
27	kernel-762-ctx_0x55f2413c4de0.traceg.xz	0	65536	131072		2145044458,2145044459	2145044418,2145044419,2145112506	NONE
28	kernel-763-ctx_0x55f2413c4de0.traceg.xz	0	0	65536			2145044418,2145044419,2145112510,2145112511	NONE
29	kernel-764-ctx_0x55f2413c4de0.traceg.xz	0	65536	65536		2145044460,2145044461	2145044418,2145044419,2145112510,2145112511	NONE
30	kernel-765-ctx_0x55f2413c4de0.traceg.xz	0	131072	65536		2145044460,2145044461,2145044462,2145044463	2145112506	NONE
31	kernel-766-ctx_0x55f2413c4de0.traceg.xz	0	196608	0		2145044458,2145044459,2145044460,2145044461,2145044462,2145044463		NONE
32	kernel-767-ctx_0x55f2413c4de0.traceg.xz	0	262144	262144		2145044460,2145044461	2145112480,2145112481,2145112482,2145112483,2145112484,2145112485,2145112486,2145112487,2145112488	NONE
33	kernel-768-ctx_0x55f2413c4de0.traceg.xz	0	524288	0		2145044462,2145044463,2145044464,2145044465,2145044466,2145044467,2145044468,2145044469,2145044478,2145044479		NONE
34	kernel-769-ctx_0x55f2413c4de0.traceg.xz	0	524288	0		2145047296,2145047297,2145047298,2145047299,2145047300,2145047301,2145047302,2145047303,2145047304,2145047305,2145047306,2145047307,2145047308,2145047309,2145047310,2145047311		NONE
35	kernel-770-ctx_0x55f2413c4de0.traceg.xz	0	98304	1110584		2145044462,2145044463,2145044464,2145044465,2145044466,2145044467,2145044468,2145044469,2145047304,2145047305,2145047306,2145047307,2145047308,2145047309,2145047310,2145047311,2145047312,2145047313,2145047314,2145047315,2145047316,2145047317,2145047318,2145047319	0,255,2145112480,2145112481,2145112482,2145112483,2145112484,2145112485,2145112486,2145112487,2145112488,2145112506	NONE
36	kernel-771-ctx_0x55f2413c4de0.traceg.xz	0	524288	0		2145047312,2145047313,2145047314,2145047315,2145047316,2145047317,2145047318,2145047319,2145047320,2145047321,2145047322,2145047323,2145047324,2145047325,2145047326,2145047327		NONE
37	kernel-772-ctx_0x55f2413c4de0.traceg.xz	1048576	524288	5013504	2144976256,2144976257,2144976258,2144976259,2144976260,2144976261,2144976262,2144976263,2144976264,2144976265,2144976266,2144976267,2144976268,2144976269,2144976270,2144976271,2144976272,2144976273,2144976274,2144976275,2144976276,2144976277,2144976278,2144976279,2144976280,2144976281,2144976282,2144976283,2144976284,2144976285,2144976286,2144976287	2145047320,2145047321,2145047322,2145047323,2145047324,2145047325,2145047326,2145047327	0,1,2145021090,2145021091,2145021092,2145021093,2145021094,2145021095,2145021096,2145021097,2145021098,2145021099,2145021100,2145021101,2145021102,2145021103,2145021104,2145021105,2145021106,2145021107,2145021108,2145021109,2145021110,2145021111,2145021112,2145021113,2145021114,2145021115,2145021116,2145021117,2145021118,2145021119,2145021120,2145021121	model.layers.0.self_attn.o_proj.weight
38	kernel-774-ctx_0x55f2413c4de0.traceg.xz	0	0	786432			2145020928,2145020929,2145020930,2145020931,2145020932,2145020933,2145020934,2145020935,2145020936,2145020937,2145020938,2145020939,2145020940,2145020941,2145020942,2145020943,2145020944,2145020945,2145020946,2145020947,2145020948,2145020949,2145020950,2145020951,2145020952,2145020953,2145020954,2145020955,2145020956,2145020957,2145020958,2145020959,2145021090,2145021091,2145021092,2145021093,2145021094,2145021095,2145021096,2145021097,2145021098,2145021099,2145021100,2145021101,2145021102,2145021103,2145021104,2145021105,2145021106,2145021107,2145021108,2145021109,2145021110,2145021111,2145021112,2145021113,2145021114,2145021115,2145021116,2145021117,2145021118,2145021119,2145021120,2145021121,2145023158,2145023159,2145023160,2145023161,2145023162,2145023163,2145023164,2145023165,2145023166,2145023167,2145023168,2145023169,2145023170,2145023171,2145023172,2145023173,2145023174,2145023175,2145023176,2145023177,2145023178,2145023179,2145023180,2145023181,2145023182,2145023183,2145023184,2145023185,2145023186,2145023187,2145023188,2145023189	NONE
39	kernel-775-ctx_0x55f2413c4de0.traceg.xz	0	0	2097152			2145021090,2145021091,2145021092,2145021093,2145021094,2145021095,2145021096,2145021097,2145021098,2145021099,2145021100,2145021101,2145021102,2145021103,2145021104,2145021105,2145021106,2145021107,2145021108,2145021109,2145021110,2145021111,2145021112,2145021113,2145021114,2145021115,2145021116,2145021117,2145021118,2145021119,2145021120,2145021121,2145023158,2145023159,2145023160,2145023161,2145023162,2145023163,2145023164,2145023165,2145023166,2145023167,2145023168,2145023169,2145023170,2145023171,2145023172,2145023173,2145023174,2145023175,2145023176,2145023177,2145023178,2145023179,2145023180,2145023181,2145023182,2145023183,2145023184,2145023185,2145023186,2145023187,2145023188,2145023189,2145023190,2145023191,2145023192,2145023193,2145023194,2145023195,2145023196,2145023197,2145023198,2145023199,2145023200,2145023201,2145023202,2145023203,2145023204,2145023205,2145023206,2145023207,2145023208,2145023209,2145023210,2145023211,2145023212,2145023213,2145023214,2145023215,2145023216,2145023217,2145023218,2145023219,2145023220,2145023221	NONE
40	kernel-776-ctx_0x55f2413c4de0.traceg.xz	0	0	524288			2145023158,2145023159,2145023160,2145023161,2145023162,2145023163,2145023164,2145023165,2145023166,2145023167,2145023168,2145023169,2145023170,2145023171,2145023172,2145023173,2145023174,2145023175,2145023176,2145023177,2145023178,2145023179,2145023180,2145023181,2145023182,2145023183,2145023184,2145023185,2145023186,2145023187,2145023188,2145023189,2145023190,2145023191,2145023192,2145023193,2145023194,2145023195,2145023196,2145023197,2145023198,2145023199,2145023200,2145023201,2145023202,2145023203,2145023204,2145023205,2145023206,2145023207,2145023208,2145023209,2145023210,2145023211,2145023212,2145023213,2145023214,2145023215,2145023216,2145023217,2145023218,2145023219,2145023220,2145023221,2145023222,2145023223,2145023224,2145023225,2145023226,2145023227,2145023228,2145023229,2145023230,2145023231,2145023232,2145023233,2145023234,2145023235,2145023236,2145023237,2145023238,2145023239,2145023240,2145023241,2145023242,2145023243,2145023244,2145023245,2145023246,2145023247,2145023248,2145023249,2145023250,2145023251,2145023252,2145023253,2145023254,2145023255,2145023256,2145023257,2145023258,2145023259,2145023260,2145023261,2145023262,2145023263,2145023264,2145023265,2145023266,2145023267,2145023268,2145023269,2145023270,2145023271,2145023272,2145023273,2145023274,2145023275,2145023276,2145023277,2145023278,2145023279,2145023280,2145023281,2145023282,2145023283,2145023284,2145023285	NONE
41	kernel-777-ctx_0x55f2413c4de0.traceg.xz	0	0	262656			2145023222,2145023223,2145023224,2145023225,2145023226,2145023227,2145023228,2145023229,2145023230,2145023231,2145023232,2145023233,2145023234,2145023235,2145023236,2145023237,2145023238,2145023239,2145023240,2145023241,2145023242,2145023243,2145023244,2145023245,2145023246,2145023247,2145023248,2145023249,2145023250,2145023251,2145023252,2145023253,2145023254,2145023255,2145023256,2145023257,2145023258,2145023259,2145023260,2145023261,2145023262,2145023263,2145023264,2145023265,2145023266,2145023267,2145023268,2145023269,2145023270,2145023271,2145023272,2145023273,2145023274,2145023275,2145023276,2145023277,2145023278,2145023279,2145023280,2145023281,2145023282,2145023283,2145023284,2145023285,2145112506	NONE
42	kernel-778-ctx_0x55f2413c4de0.traceg.xz	0	0	256			2145112506	NONE
43	kernel-779-ctx_0x55f2413c4de0.traceg.xz	0	0	256			2145112506	NONE
44	kernel-780-ctx_0x55f2413c4de0.traceg.xz	0	0	3145728			2145023158,2145023159,2145023160,2145023161,2145023162,2145023163,2145023164,2145023165,2145023166,2145023167,2145023168,2145023169,2145023170,2145023171,2145023172,2145023173,2145023174,2145023175,2145023176,2145023177,2145023178,2145023179,2145023180,2145023181,2145023182,2145023183,2145023184,2145023185,2145023186,2145023187,2145023188,2145023189,2145023190,2145023191,2145023192,2145023193,2145023194,2145023195,2145023196,2145023197,2145023198,2145023199,2145023200,2145023201,2145023202,2145023203,2145023204,2145023205,2145023206,2145023207,2145023208,2145023209,2145023210,2145023211,2145023212,2145023213,2145023214,2145023215,2145023216,2145023217,2145023218,2145023219,2145023220,2145023221,2145023222,2145023223,2145023224,2145023225,2145023226,2145023227,2145023228,2145023229,2145023230,2145023231,2145023232,2145023233,2145023234,2145023235,2145023236,2145023237,2145023238,2145023239,2145023240,2145023241,2145023242,2145023243,2145023244,2145023245,2145023246,2145023247,2145023248,2145023249,2145023250,2145023251,2145023252,2145023253,2145023254,2145023255,2145023256,2145023257,2145023258,2145023259,2145023260,2145023261,2145023262,2145023263,2145023264,2145023265,2145023266,2145023267,2145023268,2145023269,2145023270,2145023271,2145023272,2145023273,2145023274,2145023275,2145023276,2145023277,2145023278,2145023279,2145023280,2145023281,2145023282,2145023283,2145023284,2145023285,2145112506	NONE
45	kernel-781-ctx_0x55f2413c4de0.traceg.xz	0	0	524288			2145021122,2145021123,2145021124,2145021125,2145021126,2145021127,2145021128,2145021129,2145021130,2145021131,2145021132,2145021133,2145021134,2145021135,2145021136,2145021137,2145021138,2145021139,2145021140,2145021141,2145021142,2145021143,2145021144,2145021145,2145021146,2145021147,2145021148,2145021149,2145021150,2145021151,2145021152,2145021153,2145023222,2145023223,2145023224,2145023225,2145023226,2145023227,2145023228,2145023229,2145023230,2145023231,2145023232,2145023233,2145023234,2145023235,2145023236,2145023237,2145023238,2145023239,2145023240,2145023241,2145023242,2145023243,2145023244,2145023245,2145023246,2145023247,2145023248,2145023249,2145023250,2145023251,2145023252,2145023253,2145023254,2145023255,2145023256,2145023257,2145023258,2145023259,2145023260,2145023261,2145023262,2145023263,2145023264,2145023265,2145023266,2145023267,2145023268,2145023269,2145023270,2145023271,2145023272,2145023273,2145023274,2145023275,2145023276,2145023277,2145023278,2145023279,2145023280,2145023281,2145023282,2145023283,2145023284,2145023285	NONE
46	kernel-782-ctx_0x55f2413c4de0.traceg.xz	1048576	0	2097152	2144976672		2145021122,2145021123,2145021124,2145021125,2145021126,2145021127,2145021128,2145021129,2145021130,2145021131,2145021132,2145021133,2145021134,2145021135,2145021136,2145021137,2145021138,2145021139,2145021140,2145021141,2145021142,2145021143,2145021144,2145021145,2145021146,2145021147,2145021148,2145021149,2145021150,2145021151,2145021152,2145021153,2145023158,2145023159,2145023160,2145023161,2145023162,2145023163,2145023164,2145023165,2145023166,2145023167,2145023168,2145023169,2145023170,2145023171,2145023172,2145023173,2145023174,2145023175,2145023176,2145023177,2145023178,2145023179,2145023180,2145023181,2145023182,2145023183,2145023184,2145023185,2145023186,2145023187,2145023188,2145023189	model.layers.0.post_attention_layernorm.weight
47	kernel-783-ctx_0x55f2413c4de0.traceg.xz	4194304	0	16547840	2144976288,2144976289,2144976290,2144976291,2144976292,2144976293,2144976294,2144976295,2144976296,2144976297,2144976298,2144976299,2144976300,2144976301,2144976302,2144976303,2144976304,2144976305,2144976306,2144976307,2144976308,2144976309,2144976310,2144976311,2144976312,2144976313,2144976314,2144976315,2144976316,2144976317,2144976318,2144976319,2144976320,2144976321,2144976322,2144976323,2144976324,2144976325,2144976326,2144976327,2144976328,2144976329,2144976330,2144976331,2144976332,2144976333,2144976334,2144976335,2144976336,2144976337,2144976338,2144976339,2144976340,2144976341,2144976342,2144976343,2144976344,2144976345,2144976346,2144976347,2144976348,2144976349,2144976350,2144976351,2144976352,2144976353,2144976354,2144976355,2144976356,2144976357,2144976358,2144976359,2144976360,2144976361,2144976362,2144976363,2144976364,2144976365,2144976366,2144976367,2144976368,2144976369,2144976370,2144976371,2144976372,2144976373,2144976374,2144976375,2144976376,2144976377,2144976378,2144976379,2144976380,2144976381,2144976382,2144976383,2144976384,2144976385,2144976386,2144976387,2144976388,2144976389,2144976390,2144976391,2144976392,2144976393,2144976394,2144976395,2144976396,2144976397,2144976398,2144976399,2144976400,2144976401,2144976402,2144976403,2144976404,2144976405,2144976406,2144976407,2144976408,2144976409,2144976410,2144976411,2144976412,2144976413,2144976414,2144976415		0,1,2145021122,2145021123,2145021124,2145021125,2145021126,2145021127,2145021128,2145021129,2145021130,2145021131,2145021132,2145021133,2145021134,2145021135,2145021136,2145021137,2145021138,2145021139,2145021140,2145021141,2145021142,2145021143,2145021144,2145021145,2145021146,2145021147,2145021148,2145021149,2145021150,2145021151,2145021152,2145021153,2145023158,2145023159,2145023160,2145023161,2145023162,2145023163,2145023164,2145023165,2145023166,2145023167,2145023168,2145023169,2145023170,2145023171,2145023172,2145023173,2145023174,2145023175,2145023176,2145023177,2145023178,2145023179,2145023180,2145023181,2145023182,2145023183,2145023184,2145023185,2145023186,2145023187,2145023188,2145023189	model.layers.0.mlp.gate_proj.weight
48	kernel-784-ctx_0x55f2413c4de0.traceg.xz	0	0	524288			2145021122,2145021123,2145021124,2145021125,2145021126,2145021127,2145021128,2145021129,2145021130,2145021131,2145021132,2145021133,2145021134,2145021135,2145021136,2145021137,2145021138,2145021139,2145021140,2145021141,2145021142,2145021143,2145021144,2145021145,2145021146,2145021147,2145021148,2145021149,2145021150,2145021151,2145021152,2145021153,2145023190,2145023191,2145023192,2145023193,2145023194,2145023195,2145023196,2145023197,2145023198,2145023199,2145023200,2145023201,2145023202,2145023203,2145023204,2145023205,2145023206,2145023207,2145023208,2145023209,2145023210,2145023211,2145023212,2145023213,2145023214,2145023215,2145023216,2145023217,2145023218,2145023219,2145023220,2145023221	NONE
49	kernel-785-ctx_0x55f2413c4de0.traceg.xz	4194304	0	16547840	2144976416,2144976417,2144976418,2144976419,2144976420,2144976421,2144976422,2144976423,2144976424,2144976425,2144976426,2144976427,2144976428,2144976429,2144976430,2144976431,2144976432,2144976433,2144976434,2144976435,2144976436,2144976437,2144976438,2144976439,2144976440,2144976441,2144976442,2144976443,2144976444,2144976445,2144976446,2144976447,2144976448,2144976449,2144976450,2144976451,2144976452,2144976453,2144976454,2144976455,2144976456,2144976457,2144976458,2144976459,2144976460,2144976461,2144976462,2144976463,2144976464,2144976465,2144976466,2144976467,2144976468,2144976469,2144976470,2144976471,2144976472,2144976473,2144976474,2144976475,2144976476,2144976477,2144976478,2144976479,2144976480,2144976481,2144976482,2144976483,2144976484,2144976485,2144976486,2144976487,2144976488,2144976489,2144976490,2144976491,2144976492,2144976493,2144976494,2144976495,2144976496,2144976497,2144976498,2144976499,2144976500,2144976501,2144976502,2144976503,2144976504,2144976505,2144976506,2144976507,2144976508,2144976509,2144976510,2144976511,2144976512,2144976513,2144976514,2144976515,2144976516,2144976517,2144976518,2144976519,2144976520,2144976521,2144976522,2144976523,2144976524,2144976525,2144976526,2144976527,2144976528,2144976529,2144976530,2144976531,2144976532,2144976533,2144976534,2144976535,2144976536,2144976537,2144976538,2144976539,2144976540,2144976541,2144976542,2144976543		0,1,2145021122,2145021123,2145021124,2145021125,2145021126,2145021127,2145021128,2145021129,2145021130,2145021131,2145021132,2145021133,2145021134,2145021135,2145021136,2145021137,2145021138,2145021139,2145021140,2145021141,2145021142,2145021143,2145021144,2145021145,2145021146,2145021147,2145021148,2145021149,2145021150,2145021151,2145021152,2145021153,2145023158,2145023159,2145023160,2145023161,2145023162,2145023163,2145023164,2145023165,2145023166,2145023167,2145023168,2145023169,2145023170,2145023171,2145023172,2145023173,2145023174,2145023175,2145023176,2145023177,2145023178,2145023179,2145023180,2145023181,2145023182,2145023183,2145023184,2145023185,2145023186,2145023187,2145023188,2145023189	model.layers.0.mlp.up_proj.weight
50	kernel-786-ctx_0x55f2413c4de0.traceg.xz	0	0	786432			2145021122,2145021123,2145021124,2145021125,2145021126,2145021127,2145021128,2145021129,2145021130,2145021131,2145021132,2145021133,2145021134,2145021135,2145021136,2145021137,2145021138,2145021139,2145021140,2145021141,2145021142,2145021143,2145021144,2145021145,2145021146,2145021147,2145021148,2145021149,2145021150,2145021151,2145021152,2145021153,2145023190,2145023191,2145023192,2145023193,2145023194,2145023195,2145023196,2145023197,2145023198,2145023199,2145023200,2145023201,2145023202,2145023203,2145023204,2145023205,2145023206,2145023207,2145023208,2145023209,2145023210,2145023211,2145023212,2145023213,2145023214,2145023215,2145023216,2145023217,2145023218,2145023219,2145023220,2145023221,2145023222,2145023223,2145023224,2145023225,2145023226,2145023227,2145023228,2145023229,2145023230,2145023231,2145023232,2145023233,2145023234,2145023235,2145023236,2145023237,2145023238,2145023239,2145023240,2145023241,2145023242,2145023243,2145023244,2145023245,2145023246,2145023247,2145023248,2145023249,2145023250,2145023251,2145023252,2145023253	NONE
