roi	operator_class	cache_level	object_class	outcome	metric_scope	unit	value	source
prefill	ATTENTION_CORE	L1D	DATA_UNKNOWN	RESERVATION_FAIL	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	DATA_UNKNOWN	SECTOR_MISS	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	DATA_WEIGHT	HIT	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	DATA_WEIGHT	HIT_RESERVED	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	DATA_WEIGHT	MISS	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	DATA_WEIGHT	MSHR_HIT	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	DATA_WEIGHT	RESERVATION_FAIL	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	DATA_WEIGHT	SECTOR_MISS	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	OTHER	HIT	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	OTHER	HIT_RESERVED	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	OTHER	MISS	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	OTHER	MSHR_HIT	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	OTHER	RESERVATION_FAIL	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	OTHER	SECTOR_MISS	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L0	HIT	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L0	HIT_RESERVED	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L0	MISS	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L0	MSHR_HIT	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L0	RESERVATION_FAIL	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L0	SECTOR_MISS	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L1	HIT	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L1	HIT_RESERVED	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L1	MISS	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L1	MSHR_HIT	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L1	RESERVATION_FAIL	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L1	SECTOR_MISS	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L2	HIT	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L2	HIT_RESERVED	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L2	MISS	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L2	MSHR_HIT	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L2	RESERVATION_FAIL	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L2	SECTOR_MISS	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L3	HIT	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L3	HIT_RESERVED	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L3	MISS	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L3	MSHR_HIT	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L3	RESERVATION_FAIL	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L1D	PTE_L3	SECTOR_MISS	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	DATA_KV_CACHE	HIT	EXACT_PER_KERNEL	cache_transactions	65734	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	DATA_KV_CACHE	HIT_RESERVED	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	DATA_KV_CACHE	MISS	EXACT_PER_KERNEL	cache_transactions	42810	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	DATA_KV_CACHE	MSHR_HIT	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	DATA_KV_CACHE	RESERVATION_FAIL	EXACT_PER_KERNEL	cache_transactions	93	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	DATA_KV_CACHE	SECTOR_MISS	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	DATA_UNKNOWN	HIT	EXACT_PER_KERNEL	cache_transactions	521530	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	DATA_UNKNOWN	HIT_RESERVED	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	DATA_UNKNOWN	MISS	EXACT_PER_KERNEL	cache_transactions	639686	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	DATA_UNKNOWN	MSHR_HIT	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	DATA_UNKNOWN	RESERVATION_FAIL	EXACT_PER_KERNEL	cache_transactions	642	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	DATA_UNKNOWN	SECTOR_MISS	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	DATA_WEIGHT	HIT	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	DATA_WEIGHT	HIT_RESERVED	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	DATA_WEIGHT	MISS	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	DATA_WEIGHT	MSHR_HIT	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	DATA_WEIGHT	RESERVATION_FAIL	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	DATA_WEIGHT	SECTOR_MISS	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	OTHER	HIT	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	OTHER	HIT_RESERVED	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	OTHER	MISS	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	OTHER	MSHR_HIT	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	OTHER	RESERVATION_FAIL	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	OTHER	SECTOR_MISS	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	PTE_L0	HIT	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	PTE_L0	HIT_RESERVED	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	PTE_L0	MISS	EXACT_PER_KERNEL	cache_transactions	1	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	PTE_L0	MSHR_HIT	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	PTE_L0	RESERVATION_FAIL	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	PTE_L0	SECTOR_MISS	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	PTE_L1	HIT	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	PTE_L1	HIT_RESERVED	EXACT_PER_KERNEL	cache_transactions	0	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
prefill	ATTENTION_CORE	L2	PTE_L1	MISS	EXACT_PER_KERNEL	cache_transactions	1	/workspace/vm-m4b-speculative/c5-results/C11_AUTHORIZED_NOT_RUN/prefill/f0/run.log sha256=8f7bbc5a0e1263ca264c2b4f892d4bc4e02faf570cfd7df327b98a27ac326db7; scope=KERNEL only
